reactants	products	set	tanimoto	possible_products
O=CCc1ccccc1	O=C(O)Cc1ccccc1	train	0.4347826086956521	OCCc1ccccc1.O=C(O)Cc1ccccc1.NCCc1ccccc1
NCCCCC(N)C(=O)O	NC(Cc1ccccc1)C(=O)O	train	0.3548387096774194	NC(CO)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.CC(=O)NC(CCCCN)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CCO)C(=O)O.CSCCC(N)C(=O)O.NCCCCNCCCCC(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.CCC(C)C(N)C(=O)O.NCCCCC(NC(=O)CCN)C(=O)O.NCCCCC(=O)C(=O)O.CC(O)C(N)C(=O)O.NCCCC(N)C(=O)O.NC(CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)O.NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O.[H]NC(=O)NCCCCC(N)C(=O)O.[H]NC(=O)CC(N)C(=O)O.NC(CS)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CC(N)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CC(C)C(N)C(=O)O
CCCCCCCCCC(C)C=CC(O)C(C)COC1OC(CO)C(O)C(O)C1O	CCCCCCCCCC(C)C=CC(O)C(C)CO	train	0.5	CCCCCCCCCC(C)C=CC(O)C(C)CO
CC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(C)C(=O)O	NC(Cc1cnc[nH]1)C(=O)O	train	0.5333333333333333	NC(Cc1cnc[nH]1)C(=O)O
COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C1=O	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O	train	0.825	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O.COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)C)C1=O
O=C(O)CC(O)(CC(=O)O)C(=O)O	O=C(O)CC(=O)C(=O)O	train	0.2727272727272727	O=C(O)C=C(CC(=O)O)C(=O)O.O=C(O)CCC(=O)C(=O)O.O=C(O)CC(=O)C(=O)O.O=C(O)CC(C(=O)O)C(O)C(=O)O.O=C(O)CCC(=O)O.O=C(O)CC(O)C(=O)O
O=C(O)C(=O)CC(O)C(O)CO	O=CC(O)C(O)CC(=O)C(=O)O	train	0.5384615384615384	O=CC(O)C(O)CC(=O)C(=O)O
C[N+](C)(C)CCOP(=O)([O-])O	C[N+](C)(C)CCO	train	0.3076923076923077	C[N+](C)(C)CCO.[H]N=c1ccn(C2OC(COP(=O)([O-])OP(=O)(O)OCC[N+](C)(C)C)C(O)C2O)c(O)n1
NC(CCC(=O)NC(CSCC(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)NC(CSCC(=O)Cl)C(=O)NCC(=O)O)C(=O)O	train	0.7708333333333334	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O.NC(CCC(=O)NC(CSCC(=O)Cl)C(=O)NCC(=O)O)C(=O)O
CC(=O)OCC(COP(=O)(O)OCCN)OC(C)=O	CC(=O)OCC(O)COP(=O)(O)OCCN	train	0.6842105263157895	CC(=O)OCC(COP(=O)(O)O)OC(C)=O.CC(=O)OCC(O)COP(=O)(O)OCCN.CNCCOP(=O)(O)OCC(COC(C)=O)OC(C)=O.CC(=O)OC(CO)COP(=O)(O)OCCN.CC(=O)OCC(CO)OC(C)=O.CC(=O)OCC(COP(=O)(O)OCC(N)C(=O)O)OC(C)=O
O=C(OP(=O)(O)O)C(O)COP(=O)(O)O	O=C(O)C(O)COP(=O)(O)O	train	0.6538461538461539	O=C(O)C(O)COP(=O)(O)O.O=CC(O)COP(=O)(O)O.O=C(O)C(COP(=O)(O)O)OP(=O)(O)O
CC(=CC=O)CCCC(C)CCCC(C)CCCC(C)C	CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C	train	0.6060606060606061	CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C.CC(=CC(=O)O)CCCC(C)CCCC(C)CCCC(C)C
Nc1nc(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(N)c(=O)[nH]1	Nc1nc(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(NC=O)c(=O)[nH]1	train	0.7833333333333333	Nc1nc(NCC(=O)C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(N)c(=O)[nH]1.Nc1nc(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(NC=O)c(=O)[nH]1
Nc1c(C(=O)O)ncn1C1OC(COP(=O)(O)O)C(O)C1O	Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O	train	0.6153846153846154	Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O.Nc1c(C(=O)NC(CC(=O)O)C(=O)O)ncn1C1OC(COP(=O)(O)O)C(O)C1O.Nc1c(C(O)=NC(CC(=O)O)C(=O)O)ncn1C1OC(COP(=O)(O)O)C(O)C1O
NCCCCC(N)C(=O)O	NC(CCO)C(=O)O	train	0.5416666666666666	NC(CO)C(=O)O.NC(Cc1cnc[nH]1)C(=O)O.CC(=O)NC(CCCCN)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CCO)C(=O)O.CSCCC(N)C(=O)O.NCCCCNCCCCC(N)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.CCC(C)C(N)C(=O)O.NCCCCC(NC(=O)CCN)C(=O)O.NCCCCC(=O)C(=O)O.CC(O)C(N)C(=O)O.NCCCC(N)C(=O)O.NC(CCCCNC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)O.NC(CCCCNC(CCC(=O)O)C(=O)O)C(=O)O.[H]NC(=O)NCCCCC(N)C(=O)O.[H]NC(=O)CC(N)C(=O)O.NC(CS)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CC(N)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.CC(C)C(N)C(=O)O
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)O	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)OC1OC(CO)C(O)C(O)C1O	train	0.5925925925925926	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCO.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)OC1OC(CO)C(O)C(O)C1O
O=C(CO)C(O)C(O)C(O)C(O)COP(=O)(O)O	O=C(COP(=O)(O)O)C(O)C(O)C(O)C(O)COP(=O)(O)O	train	0.75	O=P(O)(O)OCC1OC(O)C(O)C1O.O=CC(O)C(O)C(O)COP(=O)(O)O.O=C(COP(=O)(O)O)C(O)C(O)C(O)C(O)COP(=O)(O)O.O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.O=CC(O)C(O)COP(=O)(O)O.O=C(CO)C(O)C(O)C(O)C(O)CO
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O	train	0.6206896551724138	CC(N)C(=O)OC1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC(C)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2ccccc2)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CO)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CCCCN)C1O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)Cc2c[nH]cn2)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C2CCCN2)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(N)=O)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)CN)C1O.CC(O)C(N)C(=O)OC1C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC(C)C1O.CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CC(=O)O)C1O
CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	train	0.5862068965517241	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3.CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C.CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3
O=C(CO)COP(=O)(O)O	O=CC(O)COP(=O)(O)O	train	0.3333333333333333	O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O.CC(=O)OCC(=O)COP(=O)(O)O.O=C(CO)CO.O=CC(O)COP(=O)(O)O.O=P(O)(O)OCC1(O)OC(CO)C(O)C1O.O=C(COP(=O)(O)O)C(O)C(O)C(O)C(O)COP(=O)(O)O.O=P(O)(O)OCC(O)CO
CCCCCC(C=CC1C2CC(OO2)C1CC=CCCCC(=O)O)OO	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	train	0.375	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC(O)C=CC1C2CC(OO2)C1CC=CCCCC(=O)O.CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O	O=P(O)(O)OCC1OC(O)(CO)C(O)C1O	train	0.7714285714285715	O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.O=CC(O)COP(=O)(O)O.O=C(CO)COP(=O)(O)O
CC12CCC(O)CC1=CCC1C2CCC2(C)C(C(=O)CO)CCC12	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12	train	0.5789473684210527	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12.CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
[H]N=c1nc(O)c(N)c(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)[nH]1	[H]N=c1nc(O)c(N)c(NCC(=O)C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[nH]1	train	0.5362318840579711	[H]N=c1nc(O)c(N)c(NCC(=O)C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[nH]1
COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O	COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O	train	0.625	COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O.COC1=CC(=O)C=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1	train	0.8875	NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)CC=C1.Nc1c2ncn3c2nc[n+]1C1OC(COP(=O)([O-])OP(=O)(O)OCC2OC3C(O)C2O)C(O)C1O.NC(=O)c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O.NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.NC(=O)C1=CC=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C1
Nc1c(O)cccc1C(=O)CC(N)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.3478260869565217	Nc1c(O)cccc1C(=O)O.NCCC(=O)c1cccc(O)c1N.CC(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.O=C(O)c1cc(O)c2cccc(O)c2n1.Nc1ccccc1C(=O)CC(N)C(=O)O.Nc1c(O)cccc1C(=O)CC(=O)C(=O)O
CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	train	0.7301587301587301	CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C
Nc1c(OC2OC(CO)C(O)C(O)C2O)cccc1C(=O)CC(N)C(=O)O	Nc1c(OC2OC(CO)C(O)C(O)C2O)cccc1C(=O)CCC(=O)O	train	0.7358490566037735	Nc1c(OC2OC(CO)C(O)C(O)C2O)cccc1C(=O)CCC(=O)O.O=C(O)c1cc(O)c2cccc(OC3OC(CO)C(O)C(O)C3O)c2n1.Nc1c(OC2OC(CO)C(O)C(O)C2O)cccc1C(=O)CC(NC(=O)CNC(=O)C(CS)N=C(O)CCC(N)C(=O)O)C(=O)O
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	O=P(O)(O)OC1OC(CO)C(O)C(O)C1O	train	0.3870967741935484	O=P(O)(O)OC1OC(CO)C(O)C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
NC(Cc1c[nH]c2ccccc12)C(=O)O	O=C(O)C(=O)Cc1c[nH]c2ccccc12	train	0.5789473684210527	NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O.NC(CS)C(=O)O.CNC(Cc1c[nH]c2ccccc12)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.N=C(Cc1c[nH]c2ccccc12)C(=O)O.NC(CC(=O)c1ccccc1NC=O)C(=O)O.[H]NC(=O)CCC(N)C(=O)O.O=C(O)C1Cc2c([nH]c3ccccc23)C(C(O)C(O)C(O)C(O)CO)N1.O=C(O)C(=O)Cc1c[nH]c2ccccc12.NC(Cc1cnc[nH]1)C(=O)O.NCCc1c[nH]c2ccccc12.CC(N)C(=O)O.NC(CCO)C(=O)O.CSCCC(N)C(=O)O.CC(C)C(N)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CO)C(=O)O.Nc1c(O)cccc1C(=O)CC(N)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.CCC(C)C(N)C(=O)O.NCCCCC(N)C(=O)O.NCCCC(N)C(=O)O.CC(O)C(N)C(=O)O.NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O.CC(C)CC(NC(=O)CNC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)Cc3c[nH]c4ccccc34)C2O)C1O.CC(C)CC(N)C(=O)O
COC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3NC(C)=O)C2O)C(O)C1NC(C)=O	COC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3NC(C)=O)C2O)C(O)C1NC(C)=O	train	0.9333333333333332	COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1NC(C)=O.COC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3NC(C)=O)C2O)C(O)C1NC(C)=O
O=C(O)C(O)c1ccc(O)c(O)c1	O=CC(O)c1ccc(O)c(O)c1	train	0.5333333333333333	O=CC(O)c1ccc(O)c(O)c1.COc1cc(C(O)C(=O)O)ccc1O
CC(C)CCC(O)C(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.7368421052631579	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
COC1OC(CO)C(C)C(O)C1O	OCC1OC(O)C(O)C(O)C1O	train	0.3548387096774194	OCC1OC(O)C(O)C(O)C1O
CC(C)CC(NC(=O)C(N)CCC(=O)O)C(=O)O	CC(C)CC(N)C(=O)O	train	0.4411764705882353	CC(C)CC(N)C(=O)O.NC(CCC(=O)O)C(=O)O
CCC=CCC=CCC=CC=CC=CC(SCC(N=C(O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(O)CCCC(=O)O	CCC=CCC=CCC=CC=CC=CC(SCC(N)C(=O)NCC(=O)O)C(O)CCCC(=O)O	train	0.7692307692307693	CCC=CCC=CCC=CC=CC=CC(SCC(N)C(=O)NCC(=O)O)C(O)CCCC(=O)O
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CCCNC(=N)N)C2O)C1O	train	0.7073170731707317	CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CCC(=O)O)C2O)C1O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)Cc3c[nH]c4ccccc34)C2O)C1O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CCCNC(=N)N)C2O)C1O.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CS)C2O)C1O.CCC(C)C(N)C(=O)OC1C(O)C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC1n1cnc2c(N)ncnc21.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)CCC(N)=O)C2O)C1O.CC(C)C(N)C(=O)OC1C(O)C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC1n1cnc2c(N)ncnc21.CC(C)CC(N)C(=O)OC1C(O)C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC1n1cnc2c(N)ncnc21.CSCCC(N)C(=O)OC1C(O)C(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)OC1n1cnc2c(N)ncnc21.CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)C(N)Cc3ccc(O)cc3)C2O)C1O
NC(CCSCC(N)C(=O)O)C(=O)O	NC(CS)C(=O)O	train	0.4230769230769231	NC(CS)C(=O)O.NC(CCS)C(=O)O.CC(O)=NC(CSCCC(N)C(=O)O)C(=O)O.NC(CO)C(=O)O
CN(C)c1ccncc1	CN(CO)c1ccncc1	train	0.5416666666666666	CN(CO)c1ccncc1
Nc1nc2[nH]cc(CNC3C=CC(O)C3O)c2c(=O)[nH]1	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(n3cc(CNC4C=CC(O)C4O)c4c(=O)[nH]c(N)nc43)C2O)C(O)C1O	train	0.4069767441860465	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(COP(=O)(O)O)OC(C)C3O)OC(n3cc(CNC4C=CC(O)C4O)c4c(=O)[nH]c(N)nc43)C2O)C(O)C1O
CC12CCC3C4CCC(=O)C(O)=C4CCC3C1CCC2OC(=O)CCC1CCCC1	CC12CCC3C4CCC(=O)C(O)=C4CCC3C1CCC2O	train	0.576271186440678	CC12CCC3C4CCC(=O)C(O)=C4CCC3C1CCC2O
CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C	train	0.75	CC(CO)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C.CC(CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C)C(=O)O.CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C.CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CCC12C
Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C=C3	Cc1c2ccccc2c(C)c2c3c(ccc12)C1OC1C=C3	train	0.625	Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C1OC31.Cc1c2ccccc2c(C)c2c3c(ccc12)C1OC1C=C3
CC(C)CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.5901639344262295	CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3
CCCCCCCCC=CCCCCCCCC(=O)SC	CCCCCCCCC=CCCCCCCCC(=O)O	train	0.6551724137931034	CCCCCCCCC=CCCCCCCCC(=O)O
O=c1nc(O)ccn1C1CC(O)C(COP(=O)(O)O)O1	O=c1nc(O)ccn1C1CC(O)C(CO)O1	train	0.717391304347826	O=c1nc(O)ccn1C1CC(O)C(CO)O1.Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)nc1O
N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CCCN1)C(=O)O	[H]N=C(N)NCCCC(N)C(=O)O	train	0.3508771929824561	[H]N=C(N)NCCCC(N)C(=O)O
CC(C)CCCC(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	train	0.7627118644067796	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)CCCC(C)(O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C.CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C.CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C
CC(=CCCC(C)=CCCC1(C)CCc2cc(O)c(C)c(C)c2O1)CCC=C(C)C(=O)O	CC(=CCCC1(C)CCc2cc(O)c(C)c(C)c2O1)CCC=C(C)CCC(=O)O	train	0.8363636363636363	CC(=CCCC1(C)CCc2cc(O)c(C)c(C)c2O1)CCC=C(C)CCC(=O)O
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	train	0.9591836734693876	Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O.Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O
CC(=O)N(O)c1ccccc1	CC(=O)ONc1ccccc1	train	0.3548387096774194	CC(=O)ONc1ccccc1
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS	CC(C)(CO)C(O)C(=O)NCCC(=O)O	train	0.6285714285714286	CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS.CC(C)(CO)C(O)C(=O)NCCC(=O)O.CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCS
CC(=O)OCC(COP(=O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O	train	0.951219512195122	CC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O)OC(C)=O.CC(=O)OCC(COP(=O)(O)OC1C(O)C(OP(=O)(O)O)C(O)C(OP(=O)(O)O)C1O)OC(C)=O
