parent_smiles	parent_name	child_name	child_smiles	set
C=C(C)C1CC=C(C)C(=O)C1O	carvone metabo6		C=C(C)C1CC=C(C)C(=O)C1OC1OC(C(=O)O)C(O)C(O)C1O	train
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	alfentanil	2‐(4‐ethyl‐5‐oxo‐1,2,3,4‐tetrazol‐1‐yl)acetaldehyde	CCn1nnn(CC=O)c1=O	train
CCCCCC	hexane	Hexanol	CCCCC(C)O	train
CNCC(O)c1ccc(O)c(O)c1	Epinephrine		CNCC(O)c1ccc(OS(=O)(=O)O)c(O)c1	train
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	arachidonic acid	16-HETE	CCCCC(O)C=CCC=CCC=CCC=CCCCC(=O)O	train
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21	delta-9-Tetrahydrocannabinol	11-OH-delata-Tetrahydrocannabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21	train
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	(+)-halofantrine	(+)-halofantrine, N-desbutyl	CCCCNCCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	train
Cc1cccc(C)c1N	2,6-Xylidine	4-hydroxy-2,6-dimethylaniline	Cc1cc(O)cc(C)c1N	train
O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl	3p-OH-diclofenac		O=C(O)Cc1ccccc1Nc1c(Cl)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1Cl	train
Cc1cccc(C)c1OCC(C)N	(S)-(-)-Mexiletine	(S)-(-)-Mexiletine, p-hydroxyl	Cc1cc(O)cc(C)c1OCC(C)N	train
OCc1c2ccccc2c2ccc3cccc4ccc1c2c43	6-hydroxymethylbenzo[a]pyrene		O=S(=O)(O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43	train
O=c1cc(-c2cccc(O)c2)oc2cc(O)c(O)cc12	6,7,3p-Trihydroxflavone		O=C(O)C1OC(Oc2cc3oc(-c4cccc(O)c4)cc(=O)c3cc2O)C(O)C(O)C1O	train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1	tirilazad		CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCC(O)C3)n2)CC1	train
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1	reboxetine	Phenol A	CCOc1ccc(O)cc1OC(c1ccccc1)C1CNCCO1	train
CNCCC=C1c2ccccc2CCc2ccccc21	nortriptyline	demethylnortriptyline	NCCC=C1c2ccccc2CCc2ccccc21	train
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	ipriflavone		CC(C)Oc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1	train
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O	silybin 	O-demethylated-silybin	O=C1c2c(O)cc(O)cc2OC(c2ccc3c(c2)OC(c2ccc(O)c(O)c2)C(CO)O3)C1O	train
CC1C(=O)CC2(C(C)C)CC12	(+)-isothujone	7-hydroxy-isothujone	CC1C(=O)CC2(C(C)(C)O)CC12	train
CCN=c1nc(SC)[nH]c(=NC(C)C)[nH]1	Ametryn		CSc1nc(=N)[nH]c(=NC(C)C)[nH]1	train
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1CC1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2C1O	cp-199331		O=S(=O)(Nc1ccc(O)c(CC2COc3ccc(OCc4nc5cc(F)c(F)cc5s4)cc3C2O)c1)C(F)(F)F	train
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	Dehydroisoandrosterone		CC12CCC3C(CC=C4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2=O	train
Cc1ccsc1-c1ccc(C(C)(C)C(=O)O)cc1	S-MTPPA		Cc1ccsc1-c1ccc(C(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1	train
c1ccoc1	furan	(E)-2-Butenedial	O=CC=CC=O	train
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2	galantamine	O-Desmethylgalantamine	CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1	train
CC(C)NCC(O)COc1cccc2ccccc12	dexpropranolol (propranolol)		CC(C)NCC(O)COc1ccc(O)c2ccccc12	train
CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	lisofylline	lisofylline 4,5-diol	CC(O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O	train
CCCCCOc1ccc2ccc(=O)oc2c1	2h-1-benzopyran-2-one, 7-(pentyloxy)-		CC(O)CCCOc1ccc2ccc(=O)oc2c1	train
Cc1c2ccccc2c(C)c2c1ccc1ccccc12	7,12 Dimethylbenzanthracene		Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12	train
Cc1cccc(C)c1OCC(C)NO	N-OH-mexiletine		Cc1cccc(C)c1OCC(C)NOC1OC(C(=O)O)C(O)C(O)C1O	train
Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	pimozide	1,3- dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one (DHPBI)	Oc1nc2ccccc2n1C1CCNCC1	train
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1	Rhamnetin		COc1cc(O)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1	train
Cc1c(-c2ccccc2)oc2cc(O)ccc2c1=O	7-Hydroxy-3-methylflavone		Cc1c(-c2ccccc2)oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1=O	train
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12	rutaecarpine		O=c1c2ccccc2nc2n1CC(O)c1c-2[nH]c2ccccc12	train
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2	bifendate		COC(=O)c1cc(O)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2	train
OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1	3'-HPPH	3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH	OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1	train
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	indomethacin	O-Desmethylindomethacin	Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1	train
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O	rifabutin		COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)C(C)=CC=CC(C)C(O)C(CO)C(O)C(C)C(OC(C)=O)C1C)C4=O	train
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2	Tasosartan	enoltasosartanÃ¢â‚¬â€°	Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2O	train
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1	Pyributicarb	Pyributicarb metabolite 1	CN(C(=S)Oc1cccc(C(C)(C)C)c1)c1cccc(O)n1	train
ONc1ccc(-c2ccccc2)cn1	2-hydroxylamino-5-phenylpyridine		O=S(=O)(O)ONc1ccc(-c2ccccc2)cn1	train
Cc1c(F)c(N)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F	Aminoflavone M-IV	Aminoflavone M-IV O-sulfate	Cc1c(F)c(N)c2c(=O)c(OS(=O)(=O)O)c(-c3ccc(N)c(F)c3)oc2c1F	train
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	laquinimod	5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide	CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1	train
O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12	7,3p-Dihydroxyflavone		O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4cccc(O)c4)oc3c2)C(O)C(O)C1O	train
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1	Fenretinide		CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	train
CC1CCC(C(C)C)C(O)C1	(-)-Menthol	p-Menthane-3,-8-diol	CC1CCC(C(C)(C)O)C(O)C1	train
Cc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide		O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccc(CO)cc1	train
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	Gliclazide	Methylhydroxygliclazide	O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccc(CO)cc1	train
COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12	2-Methoxyestrone		COc1cc2c(cc1OC1OC(O)C(O)C(O)C1O)CCC1C2CCC2(C)C(=O)CCC12	train
N=c1[nH]c2ccc(OC(F)(F)F)cc2s1	riluzole	7-OH-riluzole	N=c1[nH]c2ccc(OC(F)(F)F)c(O)c2s1	train
CCCCCC=CCC=CCCCCCCCCO	linoleyl alcohol	linoleyl O-glucuronide	CCCCCC=CCC=CCCCCCCCCOC1OC(C(=O)O)C(O)C(O)C1O	train
O=[N+]([O-])c1ccc(CCl)cc1	4-nitrobenzyl chloride	S-(2,4-dinitrophenyl)glutathione	NC(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O	train
COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C	vicriviroc	O-Desmethylvicriviroc 	Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(CO)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1	train
CN(C)CCC=C1c2ccccc2COc2ccccc21	doxepin	nordoxepin	CNCCC=C1c2ccccc2COc2ccccc21	train
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O	Chrysoeriol		COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3o2)ccc1O	train
O=NN1CCCC1c1cccnc1	Np-nitrosonornicotine	Np-nitrosonornicotine, N-glucuronide	O=NN1CCCC1c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1	train
COc1ccc2c(CN(C)C)cc(=O)oc2c1	4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone		CNCc1cc(=O)oc2cc(OC)ccc12	train
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2	estazolam	4-hydroxyestazolam	OC1N=C(c2ccccc2)c2cc(Cl)ccc2-n2cnnc21	train
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2	Troglitazone		Cc1c(C)c2c(c(C)c1OC1OC(C(=O)O)C(O)C(O)C1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2	train
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21	(r)-trimipramine		CNCC(C)CN1c2ccccc2CCc2ccccc21	train
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	testosterone	15ÃŽÂ±-Hydroxytestosterone 	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CC(O)C12	train
OC1CCCc2c1cc1ccc3cccc4ccc2c1c34	7-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene		O=S(=O)(O)OC1CCCc2c1cc1ccc3cccc4ccc2c1c34	train
COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1	(4R)-5-(methoxycarbonyl)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylic acid	OPC-13463	COC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1cccc([N+](=O)[O-])c1	train
COc1cccc(C(C)NCCCc2ccccc2Cl)c1	tecalcet		CC(NCCCc1ccccc1Cl)c1cccc(O)c1	train
Nc1cc(-c2ccncc2)cnc1O	Amrinone	Inamrinone	Nc1cc(-c2ccncc2)cnc1O	train
Cc1cc(=O)n(-c2ccccc2)n1C	antipyrine	3-OH-methylantipyrine	Cn1c(CO)cc(=O)n1-c1ccccc1	train
COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)O	4-hydroxymethyl ambrisentan		COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O	train
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	dapsone	N-Hydroxydapsone	Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1	train
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1	vanoxerine		OC(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1	train
N=c1c2c([nH]c3ccccc13)CCCC2	tacrine	4- Hydroxytacrine	Nc1c2c(nc3ccccc13)C(O)CCC2	train
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	digitoxin	Digoxigenin Bisdigitoxoside	CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)CC(O)C1O	train
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21	zinc188	S-oxide cyamemazine	CC(CN(C)C)CN1c2ccccc2[S+]([O-])c2ccc(C#N)cc21	train
Nc1ccc(-c2ccccc2)cc1	4-aminobiphenyl	4-aminobiphenyl, N-oxide	ONc1ccc(-c2ccccc2)cc1	train
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C	tpa-023		CC(C)(C)c1cc2nnc(-c3ccccc3F)n2nc1OCc1nc[nH]n1	train
N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1	FYX-051		N#Cc1cc(-c2nc(-c3ccncc3)n(C3OC(C(=O)O)C(O)C(O)C3O)n2)ccn1	train
c1ccc2ncccc2c1	quinoline	3OHQ	Oc1cnc2ccccc2c1	train
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	clomipramine	10-OH-clomipramine	CN(C)CCCN1c2cc(Cl)ccc2CC(O)c2ccccc21	train
CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	7-Ethoxy-4-trifluoromethylcoumarin	7-Hydroxy-4-trifluoromethylcourmarin	O=c1cc(C(F)(F)F)c2ccc(O)cc2o1	train
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	leflunomide		CC(O)=C(C=N)C(=O)Nc1ccc(C(F)(F)F)cc1	train
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12	Arbidol		CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(CN(C)C)c12	train
CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1	Pioglitazone	5Ã¢â‚¬Â({4Ã¢â‚¬Â[2Ã¢â‚¬Â(5Ã¢â‚¬ÂethylpyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl)Ã¢â‚¬Â2Ã¢â‚¬Âhydroxyethoxy]phenyl}methyl)Ã¢â‚¬Â1,3Ã¢â‚¬ÂthiazolidineÃ¢â‚¬Â2,4Ã¢â‚¬Âdione	CCc1ccc(C(O)COc2ccc(CC3SC(=O)N=C3O)cc2)nc1	train
CC(C)c1cc(O)cc(C(C)C)c1O	4-OH-propofol		CC(C)c1cc(O)cc(C(C)C)c1OC1OC(C(=O)O)C(O)C(O)C1O	train
Cc1cccn2c1nc1ccc(=N)[nH]c12	2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)		CC(=O)Nc1ccc2nc3c(C)cccn3c2n1	train
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	olanzapine		Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1	train
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	Diazinon	Diethyl thiophosphate	CCOP(O)(=S)OCC	train
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1	5-Methoxy-N,N-diisopropyltryptamine	5-OH-DIPT	CC(C)N(CCc1c[nH]c2ccc(O)cc12)C(C)C	train
CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C	3-Hydroxylidocaine	3-Hydroxymonoethyl glycinexylidide	CCNCC(=O)Nc1c(C)ccc(O)c1C	train
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	Quercitrin	Quercetin	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	train
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21	quazepam	2-Oxoquazepam	O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F	train
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine		CC(Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)cc[n+]1O)c1ccccc1	train
CN1C(=O)OC(C)(C)C1=O	trimethadione		CC1(C)OC(=O)N=C1O	train
C#CC1(O)CCC2C3(C)CCc4cc(O)ccc4C3CCC21C	17alpha-Ethinylestradiol	4beta-OH-17beta-Ethinylestradiol	C#CC1(O)CCC2C3(C)CCc4c(ccc(O)c4O)C3CCC21C	train
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Gemfibrozil		Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1	train
CNC(=O)CSP(=S)(OC)OC	Dimethoate	Omethoate	CNC(=O)CSP(=O)(OC)OC	train
CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)O	4-Oxo-9-cis-retinoic acid		CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O	train
Oc1ccccc1O	Catechol		O=C(O)C1OC(Oc2ccccc2O)C(O)C(O)C1O	train
O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	sulfinpyrazone_sulfide		O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccc(O)cc2)N1c1ccccc1	train
O=C(O)C=Cc1ccc(O)c(O)c1	Caffeic Acid		O=C(O)C=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1	train
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl	5-OH-diclofenac		O=C(O)Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)ccc1Nc1c(Cl)cccc1Cl	train
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	1,3,5-trinitrobenzene	S-(2,4,6-trinitrocyclohexa-2,5-dien-1-yl)glutathione	NC(CCC(=O)NC(CSC1C([N+](=O)[O-])=CC([N+](=O)[O-])C=C1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O	train
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O	tamarixetin	QUERCETIN	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	train
CC12CCC(CC1=O)C2(C)C	(+)-Camphor	8-hydroxycamphor	CC12CC(O)C(CC1=O)C2(C)C	train
O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1	Dihydrodazein	Tetrahydrodaidzein	Oc1ccc(C2COc3cc(O)ccc3C2O)cc1	train
CNCCC(Oc1cccc2ccccc12)c1cccs1	Duloxetine		CNCCC(Oc1ccc(O)c2ccccc12)c1cccs1	train
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	Glipizide	4-trans-OH-glipizide	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(O)CC3)cc2)cn1	train
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	Quercetin		O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	train
Cc1cc(C(=O)O)ccc1N	4-amino-3-methylbenzoic acid		CC(=O)Nc1ccc(C(=O)O)cc1C	train
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	Rosuvastatin	N-Desmethylrosuvastatin	CC(C)c1nc(NS(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	train
Clc1ccc(Cl)c(Cl)c1	1,2,4-trichlorobenzene	2,3,5-trichlorophenol	Oc1cc(Cl)cc(Cl)c1Cl	train
c1ccc2[nH]ccc2c1	indole		Oc1ccc2cc[nH]c2c1	train
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1	(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone		COc1cc(C(=O)c2c[nH]c3c(O)c(OC)ccc23)cc(OC)c1OC	train
COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13	eplerenone	6beta-hydroxyeplerenone	COC(=O)C1C(O)C2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13	train
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	tamoxifen	alpha-Hydroxytamoxifen	CC(O)C(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	train
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	Irbesartan M8		CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C2N=N[N+](C3C(O)C(O)C(O)C(C(=O)O)C3O)=N2)cc1	train
CCOc1ccc2ccc(=O)oc2c1	7-ethoxycoumarin		CCOc1ccc2c(O)cc(=O)oc2c1	train
OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1	phenytoin	5Ã¢â‚¬Â(3,4Ã¢â‚¬ÂdihydroxycyclohexaÃ¢â‚¬Â1,5Ã¢â‚¬ÂdienÃ¢â‚¬Â1Ã¢â‚¬Âyl)Ã¢â‚¬Â5Ã¢â‚¬ÂphenylimidazolidineÃ¢â‚¬Â2,4Ã¢â‚¬Âdione	OC1=NC(C2=CC(O)C(O)C=C2)(c2ccccc2)C(O)=N1	train
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21	Aflatoxin B1 exo 8,9-epoxide		COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1O	train
Cn1c(=O)c2c(ncn2C)n(C)c1=O	caffeine	Theobromine	CC1C(O)=NC(=O)c2c1ncn2C	train
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC	Desogestrel	Desogestrel 17-O-glucuronide	C#CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC	train
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC	Butachlor		CCc1cccc(CC)c1NC(=O)CCl	train
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1	Bisphenol A		CC(C)(c1ccc(O)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	train
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	(s)-flurbiprofen	4-OH-S-flurbiprofen	CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1	train
CN1C2CCC1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2	zatosetron		CC1(C)Cc2cc(Cl)cc(C(=O)NC3CC4CCC(C3)N4)c2O1	train
CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12	zolmitriptan	N-Desmethylzolmitriptan	CNCCc1c[nH]c2ccc(CC3COC(O)=N3)cc12	train
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	Glyburide	3-cis-Hydroxycyclohexyl glyburide	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCC(O)C2)cc1	train
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1	Tyrphostin B42	Tyrphostin B42, 3-O-glucuronide	N#CC(=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1)C(=O)NCc1ccccc1	train
Cc1nc2c(=O)n(C)c(=O)n(CC3CCCCC3)c2[nH]1	brn 4201400		Cn1c(=O)c2nc(CO)[nH]c2n(CC2CCCCC2)c1=O	train
CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	desmethylcitalopram	N,N-Didesmethylcitalopram	N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1	train
CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23	senecionine	senecionine N-oxide	CC=C1CC(C)C(C)(O)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23	train
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	etoricoxib	6-Hydroxymethyletoricoxib	CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1	train
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	metoclopramide	monodeethylmetoclopramide	CCNCCNC(=O)c1cc(Cl)c(N)cc1OC	train
CCNC(C)Cc1ccc2c(c1)OCO2	(S)-Methylenedioxyethylamphetamine	N-methyl-3,4-methylenedioxyamphetamine	CCNC(C)Cc1ccc(O)c(O)c1	train
