parent_smiles	parent_name	child_name	child_smiles	set
CC(O)=Nc1ccc(-c2ccc(N)cc2)cc1	N-Acetylbenzidine	N-Acetylbenzidine, N-glucuronide	CC(O)=Nc1ccc(-c2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1	train
CO[C@@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C\1C	sirolimus	12-OH-sirolimus	CO[C@@H]1C[C@@H]2CC(O)[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@@H](C)/C=C\C=C\C=C\1C	train
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O	Phloretin	Phloretin, 4p-OH-glucuronide	O=C(CCc1ccc(O)cc1)c1c(O)cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1O	train
COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1	4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol	Tris-OH-M methoxychlor	Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1	train
Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F	Aminoflavone	Aminoflavone, C3-hydroxy	Cc1c(F)c(N)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F	train
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	Ketotifen	Ketotifen N-glucuronide	C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1	train
CC(C)(C)N=C(O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(O)=N[C@H]1c2ccccc2C[C@H]1O	indinavir		CC(C)(C)N=C(O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccc(O)cc1)C(O)=NC1c2ccccc2CC1O	train
C[C@@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12	7-Hydroxy-beta-thujone		C[C@@H]1C(=O)C[C@]2(C(C)(C)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]12	train
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	benzo[a]pyrene-7,8-diol		O=C(O)[C@H]1OC(Oc2c(O)ccc3c2cc2ccc4cccc5ccc3c2c45)[C@H](O)[C@@H](O)[C@@H]1O	train
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	Pregnenolone		CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C	train
C=C(C)C1CC=C(C)C(=O)C1O	carvone metabo6		C=C(C)C1CC=C(C)C(=O)C1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	alfentanil	2‐(4‐ethyl‐5‐oxo‐1,2,3,4‐tetrazol‐1‐yl)acetaldehyde	CCn1nnn(CC=O)c1=O	train
CCCCCC	hexane	Hexanol	CCCCC(C)O	train
CNC[C@H](O)c1ccc(O)c(O)c1	Epinephrine		CNC[C@H](O)c1ccc(OS(=O)(=O)O)c(O)c1	train
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	arachidonic acid	16-HETE	CCCCC(O)/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	train
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	delta-9-Tetrahydrocannabinol	11-OH-delata-Tetrahydrocannabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(CO)=C[C@@H]21	train
CCCCN(CCCC)CC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	(+)-halofantrine	(+)-halofantrine, N-desbutyl	CCCCNCC[C@@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	train
Cc1cccc(C)c1N	2,6-Xylidine	4-hydroxy-2,6-dimethylaniline	Cc1cc(O)cc(C)c1N	train
O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl	3p-OH-diclofenac		O=C(O)Cc1ccccc1Nc1c(Cl)ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1Cl	train
Cc1cccc(C)c1OC[C@H](C)N	(S)-(-)-Mexiletine	(S)-(-)-Mexiletine, p-hydroxyl	Cc1cc(O)cc(C)c1OC[C@H](C)N	train
OCc1c2ccccc2c2ccc3cccc4ccc1c2c43	6-hydroxymethylbenzo[a]pyrene		O=S(=O)(O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43	train
O=c1cc(-c2cccc(O)c2)oc2cc(O)c(O)cc12	6,7,3p-Trihydroxflavone		O=C(O)[C@H]1OC(Oc2cc3oc(-c4cccc(O)c4)cc(=O)c3cc2O)[C@H](O)[C@@H](O)[C@@H]1O	train
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1	tirilazad		CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCC(O)C3)n2)CC1	train
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1	reboxetine	Phenol A	CCOc1ccc(O)cc1OC(c1ccccc1)C1CNCCO1	train
CNCCC=C1c2ccccc2CCc2ccccc21	nortriptyline	demethylnortriptyline	NCCC=C1c2ccccc2CCc2ccccc21	train
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	ipriflavone		CC(C)Oc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1	train
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O	silybin 	O-demethylated-silybin	O=C1c2c(O)cc(O)cc2O[C@H](c2ccc3c(c2)O[C@H](c2ccc(O)c(O)c2)[C@@H](CO)O3)[C@H]1O	train
CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2	(+)-isothujone	7-hydroxy-isothujone	C[C@@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12	train
CCN=c1nc(SC)[nH]c(=NC(C)C)[nH]1	Ametryn		CSc1nc(=N)[nH]c(=NC(C)C)[nH]1	train
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@@H]1COc2ccc(OCc3nc4cc(F)c(F)cc4s3)cc2[C@@H]1O	cp-199331		O=S(=O)(Nc1ccc(O)c(CC2COc3ccc(OCc4nc5cc(F)c(F)cc5s4)cc3C2O)c1)C(F)(F)F	train
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	Dehydroisoandrosterone		CC12CCC3C(CC=C4CC(O[C@@H]5OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CCC43C)C1CCC2=O	train
Cc1ccsc1-c1ccc(C(C)(C)C(=O)O)cc1	S-MTPPA		Cc1ccsc1-c1ccc(C(C)(C)C(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1	train
c1ccoc1	furan	(E)-2-Butenedial	O=C/C=C\C=O	train
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2	galantamine	O-Desmethylgalantamine	CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1	train
CC(C)NC[C@@H](O)COc1cccc2ccccc12	dexpropranolol (propranolol)		CC(C)NCC(O)COc1ccc(O)c2ccccc12	train
C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	lisofylline	lisofylline 4,5-diol	C[C@@H](O)C(O)CCCn1c(=O)c2c(ncn2C)n(C)c1=O	train
CCCCCOc1ccc2ccc(=O)oc2c1	2h-1-benzopyran-2-one, 7-(pentyloxy)-		CC(O)CCCOc1ccc2ccc(=O)oc2c1	train
Cc1c2ccccc2c(C)c2c1ccc1ccccc12	7,12 Dimethylbenzanthracene		Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12	train
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	dexverapamil	2-(3,4-dimethoxyphenyl)acetaldehyde	COc1ccc(CC=O)cc1OC	train
Cc1cccc(C)c1OCC(C)NO	N-OH-mexiletine		Cc1cccc(C)c1OCC(C)NOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	pimozide	1,3- dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one (DHPBI)	Oc1nc2ccccc2n1C1CCNCC1	train
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1	Rhamnetin		COc1cc(O)c2c(=O)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc(O)c(O)c3)oc2c1	train
Cc1c(-c2ccccc2)oc2cc(O)ccc2c1=O	7-Hydroxy-3-methylflavone		Cc1c(-c2ccccc2)oc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1=O	train
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12	rutaecarpine		O=c1c2ccccc2nc2n1CC(O)c1c-2[nH]c2ccccc12	train
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2	bifendate		COC(=O)c1cc(O)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2	train
OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1	3'-HPPH	3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH	OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1	train
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	indomethacin	O-Desmethylindomethacin	Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1	train
CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)/C(C)=C\C=C\[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](OC(C)=O)[C@H]1C)C4=O	rifabutin		COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)/C(C)=C/C=CC(C)C(O)C(CO)C(O)C(C)C(OC(C)=O)C1C)C4=O	train
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2	Tasosartan	enoltasosartanÃ¢â‚¬â€°	Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2O	train
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1	Pyributicarb	Pyributicarb metabolite 1	CN(C(=S)Oc1cccc(C(C)(C)C)c1)c1cccc(O)n1	train
ONc1ccc(-c2ccccc2)cn1	2-hydroxylamino-5-phenylpyridine		O=S(=O)(O)ONc1ccc(-c2ccccc2)cn1	train
Cc1c(F)c(N)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F	Aminoflavone M-IV	Aminoflavone M-IV O-sulfate	Cc1c(F)c(N)c2c(=O)c(OS(=O)(=O)O)c(-c3ccc(N)c(F)c3)oc2c1F	train
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1	laquinimod	5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide	CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1	train
O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12	7,3p-Dihydroxyflavone		O=C(O)[C@H]1OC(Oc2ccc3c(=O)cc(-c4cccc(O)c4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O	train
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1	Fenretinide		CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)C(C)(C)CCC1	train
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	(-)-Menthol	p-Menthane-3,-8-diol	C[C@@H]1CC[C@@H](C(C)(C)O)[C@H](O)C1	train
Cc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1	N-(1-Phenyl-1H-pyrazole-5-yl)-p-toluenesulfonamide		O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccc(CO)cc1	train
Cc1ccc(S(=O)(=O)NC(O)=NN2CC3CCCC3C2)cc1	Gliclazide	Methylhydroxygliclazide	O=S(=O)(NC(O)=NN1CC2CCCC2C1)c1ccc(CO)cc1	train
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	2-Methoxyestrone		COc1cc2c(cc1O[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	train
N=c1[nH]c2ccc(OC(F)(F)F)cc2s1	riluzole	7-OH-riluzole	N=c1[nH]c2ccc(OC(F)(F)F)c(O)c2s1	train
CCCCC/C=C\C/C=C\CCCCCCCCO	linoleyl alcohol	linoleyl O-glucuronide	CCCCC/C=C\C/C=C\CCCCCCCCO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
O=[N+]([O-])c1ccc(CCl)cc1	4-nitrobenzyl chloride	S-(2,4-dinitrophenyl)glutathione	N[C@@H](CCC(O)=N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O	train
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C	vicriviroc	O-Desmethylvicriviroc 	Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CO)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1	train
CN(C)CC/C=C1/c2ccccc2COc2ccccc21	doxepin	nordoxepin	CNCC/C=C1/c2ccccc2COc2ccccc21	train
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O	Chrysoeriol		COc1cc(-c2cc(=O)c3c(O)cc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)ccc1O	train
O=NN1CCCC1c1cccnc1	Np-nitrosonornicotine	Np-nitrosonornicotine, N-glucuronide	O=NN1CCCC1c1ccc[n+](C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1	train
COc1ccc2c(CN(C)C)cc(=O)oc2c1	4Ã¢â‚¬Â[(dimethylamino)methyl]Ã¢â‚¬Â7Ã¢â‚¬ÂmethoxychromenÃ¢â‚¬Â2Ã¢â‚¬Âone		CNCc1cc(=O)oc2cc(OC)ccc12	train
Cc1cccc(C)c1OC[C@@H](C)N	(R)-(-)-Mexiletine	(R)-(-)-Mexiletine, m-hydroxyl	Cc1ccc(O)c(C)c1OC[C@@H](C)N	train
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2	estazolam	4-hydroxyestazolam	OC1N=C(c2ccccc2)c2cc(Cl)ccc2-n2cnnc21	train
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2	Troglitazone		Cc1c(C)c2c(c(C)c1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)CCC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)O2	train
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21	(r)-trimipramine		CNCC(C)CN1c2ccccc2CCc2ccccc21	train
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	testosterone	15ÃŽÂ±-Hydroxytestosterone 	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[C@@H](O)C[C@@H]2O	train
OC1CCCc2c1cc1ccc3cccc4ccc2c1c34	7-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene		O=S(=O)(O)OC1CCCc2c1cc1ccc3cccc4ccc2c1c34	train
COC(=O)C1=C(C)NC(C)=C(C(=O)O)[C@H]1c1cccc([N+](=O)[O-])c1	(4R)-5-(methoxycarbonyl)-2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3-carboxylic acid	OPC-13463	COC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1cccc([N+](=O)[O-])c1	train
COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1	tecalcet		CC(NCCCc1ccccc1Cl)c1cccc(O)c1	train
Nc1cc(-c2ccncc2)cnc1O	Amrinone	Inamrinone	Nc1cc(-c2ccncc2)cnc1O	train
Cc1cc(=O)n(-c2ccccc2)n1C	antipyrine	3-OH-methylantipyrine	Cn1c(CO)cc(=O)n1-c1ccccc1	train
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(CO)n1)C(=O)O	4-hydroxymethyl ambrisentan		COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(CO)n1)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	dapsone	N-Hydroxydapsone	Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1	train
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1	vanoxerine		OC(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1	train
N=c1c2c([nH]c3ccccc13)CCCC2	tacrine	4- Hydroxytacrine	Nc1c2c(nc3ccccc13)C(O)CCC2	train
C[C@H]1O[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	digitoxin	Digoxigenin Bisdigitoxoside	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C3)O[C@@H]2C)C[C@H](O)[C@@H]1O	train
C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21	zinc188	S-oxide cyamemazine	CC(CN(C)C)CN1c2ccccc2S(=O)c2ccc(C#N)cc21	train
Nc1ccc(-c2ccccc2)cc1	4-aminobiphenyl	4-aminobiphenyl, N-oxide	ONc1ccc(-c2ccccc2)cc1	train
CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C	tpa-023		CC(C)(C)c1cc2nnc(-c3ccccc3F)n2nc1OCc1nc[nH]n1	train
N#Cc1cc(-c2nc(-c3ccncc3)n[nH]2)ccn1	FYX-051		N#Cc1cc(-c2nc(-c3ccncc3)n(C3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2)ccn1	train
c1ccc2ncccc2c1	quinoline	3OHQ	Oc1cnc2ccccc2c1	train
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	clomipramine	10-OH-clomipramine	CN(C)CCCN1c2cc(Cl)ccc2CC(O)c2ccccc21	train
CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	7-Ethoxy-4-trifluoromethylcoumarin	7-Hydroxy-4-trifluoromethylcourmarin	O=c1cc(C(F)(F)F)c2ccc(O)cc2o1	train
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	leflunomide		C/C(O)=C(/C=N)C(=O)Nc1ccc(C(F)(F)F)cc1	train
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12	Arbidol		CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CN(C)C)c12	train
CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1	Pioglitazone	5Ã¢â‚¬Â({4Ã¢â‚¬Â[2Ã¢â‚¬Â(5Ã¢â‚¬ÂethylpyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl)Ã¢â‚¬Â2Ã¢â‚¬Âhydroxyethoxy]phenyl}methyl)Ã¢â‚¬Â1,3Ã¢â‚¬ÂthiazolidineÃ¢â‚¬Â2,4Ã¢â‚¬Âdione	CCc1ccc(C(O)COc2ccc(CC3SC(=O)N=C3O)cc2)nc1	train
CC(C)c1cc(O)cc(C(C)C)c1O	4-OH-propofol		CC(C)c1cc(O)cc(C(C)C)c1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O	train
Cc1cccn2c1nc1ccc(=N)[nH]c12	2-amino-6- methyldipyrido[1,2-a:3p,2p-d]- imidazole (Glu-P-1)		CC(O)=Nc1ccc2nc3c(C)cccn3c2n1	train
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	olanzapine		Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1	train
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	Diazinon	Diethyl thiophosphate	CCOP(O)(=S)OCC	train
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1	5-Methoxy-N,N-diisopropyltryptamine	5-OH-DIPT	CC(C)N(CCc1c[nH]c2ccc(O)cc12)C(C)C	train
CCN(CC)CC(O)=Nc1c(C)ccc(O)c1C	3-Hydroxylidocaine	3-Hydroxymonoethyl glycinexylidide	CCNCC(O)=Nc1c(C)ccc(O)c1C	train
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O	Quercitrin	Quercetin	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	train
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21	quazepam	2-Oxoquazepam	O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F	train
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@H](C)c3ccccc3)c2)[nH]1	{4-[5-(4-Fluoro-phenyl)-2-methylsulfanyl-3H-imidazol-4-yl]-pyridin-2-yl}-(1-phenyl-ethyl)-amine		CC(Nc1cc(-c2[nH]c(S(C)=O)nc2-c2ccc(F)cc2)cc[n+]1O)c1ccccc1	train
CN1C(=O)OC(C)(C)C1=O	trimethadione		CC1(C)OC(=O)N=C1O	train
C#C[C@]1(O)CC[C@H]2[C@]3(C)CCc4cc(O)ccc4[C@H]3CC[C@@]21C	17alpha-Ethinylestradiol	4beta-OH-17beta-Ethinylestradiol	C#C[C@]1(O)CC[C@H]2[C@]3(C)CCc4c(ccc(O)c4O)[C@H]3CC[C@@]21C	train
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Gemfibrozil		Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1	train
CN=C(O)CSP(=S)(OC)OC	Dimethoate	Omethoate	CN=C(O)CSP(=O)(OC)OC	train
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)C(=O)CC1	4-Oxo-9-cis-retinoic acid		CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O[C@@H]2O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@H]2O)C(C)(C)C(=O)CC1	train
Oc1ccccc1O	Catechol		O=C(O)[C@@H]1O[C@H](Oc2ccccc2O)[C@@H](O)[C@H](O)[C@H]1O	train
O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	sulfinpyrazone_sulfide		O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccc(O)cc2)N1c1ccccc1	train
O=C(O)/C=C/c1ccc(O)c(O)c1	Caffeic Acid		O=C(O)/C=C/c1ccc(O)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1	train
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl	5-OH-diclofenac		O=C(O)Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc1Nc1c(Cl)cccc1Cl	train
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	1,3,5-trinitrobenzene	S-(2,4,6-trinitrocyclohexa-2,5-dien-1-yl)glutathione	N[C@@H](CCC(O)=N[C@@H](CSC1C([N+](=O)[O-])=CC([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O	train
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O	tamarixetin	QUERCETIN	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	train
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2	(+)-Camphor	8-hydroxycamphor	CC1(C)[C@H]2CC(=O)[C@]1(C)CC2O	train
O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1	Dihydrodazein	Tetrahydrodaidzein	Oc1ccc(C2COc3cc(O)ccc3C2O)cc1	train
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1	Duloxetine		CNCC[C@H](Oc1ccc(O)c2ccccc12)c1cccs1	train
Cc1cnc(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc2)cn1	Glipizide	4-trans-OH-glipizide	Cc1cnc(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCC(O)CC3)cc2)cn1	train
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	Quercetin		O=C(O)[C@H]1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O	train
Cc1cc(C(=O)O)ccc1N	4-amino-3-methylbenzoic acid		CC(O)=Nc1ccc(C(=O)O)cc1C	train
