parent_name,child_name,parent_smiles,child_smiles,source,fps
hyocholic acid,hyocholic acid 24-O-glucuronide,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,MetXBioDB,[0 1 0 ... 0 0 0]
hyocholic acid,hyocholic acid 6-O-glucuronide,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,MetXBioDB,[0 1 0 ... 0 0 0]
Resveratrol,Resveratrol 3-O-glucuronide,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,O=C(O)[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Entacapone,,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CCN(CC)C(=O)/C(C#N)=C/c1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c([N+](=O)[O-])c1,MetXBioDB,[0 0 0 ... 0 0 0]
Ezetimibe,,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,O=C(O)[C@H]1O[C@@H](Oc2ccc([C@@H]3[C@@H](CC[C@H](O)c4ccc(F)cc4)C(=O)N3c3ccc(F)cc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
Mycophenolic Acid,,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,MetXBioDB,[0 0 0 ... 0 0 0]
Pefloxacin,Pefloxacin O-glucuronide,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCn1cc(C(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
Brodifacoum,Brodifacoum O-glucuronide,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,O=C(O)[C@H]1OC(Oc2c(C3CC(c4ccc(-c5ccc(Br)cc5)cc4)Cc4ccccc43)c(=O)oc3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Nornalmefene,Nornalmefene O-glucuronide,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c5c4[C@@]2(CCN3)[C@H]1O5,MetXBioDB,[0 0 0 ... 0 0 0]
Prechrysophanol,Prechrysophanol O-glucuronide,Cc1cc(O)c2c(O)c3c(cc2c1)CC[C@@H](O)C3,Cc1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(cc2c1)CC[C@@H](O)C3,MetXBioDB,[1 0 0 ... 0 0 0]
Lumiracoxib,Lumiracoxib O-glucuronide,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,MetXBioDB,[0 0 0 ... 0 0 0]
4-Hydroxy-alpha-thujone,"alpha-thujone, 4-O-glucuronide",CC(C)[C@]12CC(=O)[C@@](C)(O)[C@H]1C2,CC(C)[C@@]12C[C@@H]1[C@](C)(O)C(=O)[C@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
Scutellarein,Scutellarein 7-O-glucuronide,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,O=C(O)[C@H]1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Desogestrel,Desogestrel 17-O-glucuronide,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,C#C[C@]1(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,MetXBioDB,[0 0 0 ... 0 0 0]
3-Iodobenzoic acid,3-Iodobenzoyl glyucuronide,O=C(O)c1cccc(I)c1,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(I)c1,MetXBioDB,[0 0 0 ... 0 0 0]
4-Iodobenzoic acid,4-Iodobenzoyl glyucuronide,O=C(O)c1ccc(I)cc1,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(I)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Oxoprenolol,Oxprenolol glucuronide,C=CCOc1ccccc1OCC(O)CNC(C)C,C=CCOc1ccccc1OCC(CNC(C)C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
Zomepirac,Zomepirac O-glucuronide,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Cc1cc(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)n(C)c1C(=O)c1ccc(Cl)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Clioquinol,Clioquinol O-glucuronide,Oc1c(I)cc(Cl)c2cccnc12,O=C(O)[C@H]1OC(Oc2c(I)cc(Cl)c3cccnc23)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 1 0 0]
Quinotolast,Quinotolast N-glucuronide,O=c1c(C(O)=Nc2nn[nH]n2)cc(Oc2ccccc2)c2ccccn12,O=C(N=c1nnn(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O,MetXBioDB,[0 0 0 ... 0 0 0]
RG12525,RG12525 N2-glucuronide,c1ccc(-c2nn[nH]n2)c(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1,O=C(O)[C@H]1OC(n2nnc(-c3ccccc3COc3ccc(OCc4ccc5ccccc5[nH+]4)cc3)n2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[1 0 0 ... 0 0 0]
JNJ-10198409,JNJ-10198409 N-glucuronide B,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,COc1cc2c(cc1OC)-c1c(c(=Nc3cccc(F)c3)[nH]n1C1OC(C(=O)O)C(O)C(O)C1O)C2,MetXBioDB,[0 0 0 ... 0 0 0]
JNJ-10198409,JNJ-10198409 N-glucuronide C,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,COc1cc2c(cc1OC)-c1[nH]nc(N(c3cccc(F)c3)C3OC(C(=O)O)C(O)C(O)C3O)c1C2,MetXBioDB,[0 0 0 ... 0 0 0]
retigabine,retigabine N2-glucuronide,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1N,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1NC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,[0 0 0 ... 0 0 0]
Diphenhydramine,Diphenhydramine N-glucuronide,CN(C)CCOC(c1ccccc1)c1ccccc1,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,[0 1 0 ... 0 0 0]
Ketotifen,Ketotifen N-glucuronide,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
Ketobemidone,Ketobemidone O-glucuronide,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,CCC(=O)C1(c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)CCN(C)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
tert-butanol,,CC(C)(C)O,CC(C)(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Prunetin,,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
Indacaterol,,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2,CCc1cc2c(cc1CC)CC(NC[C@H](OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c3nc(O)ccc13)C2,MetXBioDB,[0 1 0 ... 0 0 0]
Triiodothyronine,,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,N[C@@H](Cc1cc(I)c(Oc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O,MetXBioDB,[0 1 0 ... 0 0 0]
"3-Hydroxy-2p,3p-dimethoxyflavone",,COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1OC,MetXBioDB,[0 0 0 ... 0 0 0]
Resokaempferol,,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,O=C(O)[C@H]1OC(Oc2ccc(-c3oc4cc(O)ccc4c(=O)c3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Cholic acid,Cholic acid glucuronide,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,MetXBioDB,[0 1 0 ... 0 0 0]
7-Hydroxy-beta-thujone,,C[C@@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12,C[C@@H]1C(=O)C[C@]2(C(C)(C)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]12,MetXBioDB,[0 0 0 ... 0 0 0]
4-Hydroxy-beta-thujone,,CC(C)[C@]12CC(=O)[C@](C)(O)[C@H]1C2,CC(C)[C@]12CC(=O)C(C)(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]1C2,MetXBioDB,[0 1 0 ... 0 0 0]
Hexafluoroisopropanol,,OC(C(F)(F)F)C(F)(F)F,O=C(O)[C@H]1OC(OC(C(F)(F)F)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
"2,4-diene-VPA",,C=C/C=C(/CCC)C(=O)O,C=C/C=C(/CCC)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
"3,7-Dihydroxyfavone",,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,O=C(O)[C@H]1OC(Oc2ccc3c(=O)c(O)c(-c4ccccc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
"3,7-Dihydroxyfavone",,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,O=C(O)[C@H]1OC(Oc2c(-c3ccccc3)oc3cc(O)ccc3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Indole-3-acetic-acid,,O=C(O)Cc1c[nH]c2ccccc12,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
butanol,,CCCCO,CCCCOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
8-Hydroxy-7-methoxyisoflavone,,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,COc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2occ(-c3ccccc3)c(=O)c2c1,MetXBioDB,[0 0 0 ... 0 0 0]
"8,14-diOH-efavirenz",,OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2(O)CC2)(C(F)(F)F)O1,O=C(O)[C@H]1OC(OC2(C#C[C@]3(C(F)(F)F)OC(O)=Nc4c(O)cc(Cl)cc43)CC2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Hydroxyoxid acid,,CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C(=O)O)CC[C@@]13O,CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C(=O)O)CC[C@@]13OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
N-Desmethyl-4-OH- atomoxetine,,Cc1cc(O)ccc1O[C@H](CCN)c1ccccc1,Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O[C@H](CCN)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
benzoic acid,,O=C(O)c1ccccc1,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
Tizoxanide,,O=[N+]([O-])c1cnc(N=C(O)c2ccccc2O)s1,O=C(O)[C@H]1OC(Oc2ccccc2C(O)=Nc2ncc([N+](=O)[O-])s2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
epicatechin metabo5,,O=C1CCC(Cc2cccc(O)c2)O1,O=C1CCC(Cc2cccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2)O1,MetXBioDB,[1 0 0 ... 0 0 0]
carvone metabo6,,C=C(C)C1CC=C(C)C(=O)C1O,C=C(C)C1CC=C(C)C(=O)C1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 1 0]
"5,7,2p-Trihydroxyflavone",,O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,O=C(O)[C@H]1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Estradiol acetate,,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,MetXBioDB,[0 0 0 ... 0 0 0]
"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,Cn1c(NOC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2ncc(-c3ccccc3)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
Carboxy celecoxib,,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
estrone,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(OC5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@@H]1CCC2=O,MetXBioDB,[0 0 0 ... 0 0 0]
Carvedilol,,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1ccccc1OCCNCC(COc1cccc2[nH]c3ccccc3c12)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
6-gingerol,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,MetXBioDB,[0 1 0 ... 0 0 0]
6-gingerol,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,CCCCCC(O)CC(=O)CCc1ccc(OC)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,MetXBioDB,[0 1 0 ... 0 0 0]
6-gingerol,,CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1,CCCCCC(CC(=O)CCc1ccc(OC)c(O)c1)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
O-Desmethylnaproxen,,C[C@H](C(=O)O)c1ccc2cc(O)ccc2c1,C[C@H](C(=O)O)c1ccc2cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
O-Desmethylnaproxen,,C[C@H](C(=O)O)c1ccc2cc(O)ccc2c1,C[C@H](C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc2cc(O)ccc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
Rhamnetin,,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc(O)c(O)c3)oc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
4-Fluorophenol,,Oc1ccc(F)cc1,O=C(O)[C@H]1OC(Oc2ccc(F)cc2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
"7,3p-Dihydroxyflavone",,O=c1cc(-c2cccc(O)c2)oc2cc(O)ccc12,O=C(O)[C@H]1OC(Oc2ccc3c(=O)cc(-c4cccc(O)c4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Methyl-4-hydroxybenzoate,,CCOC(=O)c1ccc(O)cc1,CCOC(=O)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
13-hydroxyoctadecadienoic acid,,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,CCCCC[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
13-hydroxyoctadecadienoic acid,,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O,CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
Dihydrodaidzein,,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1,O=C1c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2OCC1c1ccc(O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Aminoflavone M-VI,,Cc1c(F)c(NO)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(-c3ccc(N)c(F)c3)oc2c1F,MetXBioDB,[0 0 0 ... 0 0 0]
Etodolac,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3,MetXBioDB,[0 0 0 ... 0 0 0]
fenchone metabo3,,CC1(C)C(=O)C2(C)CC1CC2O,CC1(C)C(=O)C2(C)CC1CC2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
pentanol,,CCCCCO,CCCCCOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
2-propanol,,CC(C)O,CC(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
"3-Hydroxy-7,4p-dimethoxyflavone",,COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2O)cc1,COc1ccc(-c2oc3cc(OC)ccc3c(=O)c2OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
10-hydroxycarbazepine,,N=C(O)N1c2ccccc2CC(O)c2ccccc21,N=C(O)N1c2ccccc2CC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc21,MetXBioDB,[0 0 0 ... 0 0 0]
Norethindrone,"(2R,3R,4R,5S,6R)-6-{[(1S,2R,10R,11S,14R,15S)-14-ethynyl-15-methyl-5-oxotetracyclo[8.7.0.0Ã‚Â²,Ã¢ÂÂ·.0Ã‚Â¹Ã‚Â¹,Ã‚Â¹Ã¢ÂÂµ]heptadec-6-en-14-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",C#C[C@]1(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,C#C[C@]1(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,MetXBioDB,[0 0 0 ... 0 0 0]
O-Desmethyl-2p-OH-Indomethacin phenethylamide,,Cc1c(CC(O)=NCC(O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,Cc1c(CC(O)=NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc2)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
5-Hydroxyflavone,,O=c1cc(-c2ccccc2)oc2cccc(O)c12,O=C(O)[C@H]1OC(Oc2cccc3oc(-c4ccccc4)cc(=O)c23)[C@H](O)[C@@H](O)[C@@H]1O,MetXBioDB,[0 0 0 ... 0 0 0]
Oroxylin A,,COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O,COc1c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccccc3)cc(=O)c2c1O,MetXBioDB,[0 0 1 ... 0 0 0]
ketotifen,,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C[N+]1(C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
7-ethyl-10-hydroxycamptothecin,,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,CCc1c2c(nc3ccc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,MetXBioDB,[0 0 0 ... 0 0 0]
Fenretinide,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
Fenretinide,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)cc2)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",,Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(O)c(=O)c2c1,Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(=O)c2c1,MetXBioDB,[0 0 0 ... 0 0 0]
6-Hydroxymelatonin,,COc1cc2c(CCN=C(C)O)c[nH]c2cc1O,COc1cc2c(CCN=C(C)O)c[nH]c2cc1OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,[0 0 0 ... 0 0 0]
Sinapinic acid,,COc1cc(/C=C/C(=O)O)cc(OC)c1O,COc1cc(/C=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,MetXBioDB,[0 0 0 ... 0 0 0]
Tolmetin,,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Cc1ccc(C(=O)c2ccc(CC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Licofelone M2,,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C1,MetXBioDB,[0 0 0 ... 0 0 0]
isobutanol,,CC(C)CO,CC(C)COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,MetXBioDB,[0 1 0 ... 0 0 0]
