parent_id,parent_name,child_id,child_name,enzymes,origin
DB00637,Astemizole,DBMET01618,6-Hydroxyastemizole,"Cytochrome P450 2D6, Cytochrome P450 3A4",DB00637
DB00637,Astemizole,DBMET01619,2-(4-hydroxyphenyl)acetaldehyde,Cytochrome P450 3A4,DB00637
DB00637,Astemizole,DBMET00350,desmethylastemizole,Cytochrome P450 3A4,DB00637
DB00638,Inulin,DBMET00554,Methane,,DB00638
DB00640,Adenosine,DBMET00485,Adenosine monophosphate,Adenosine kinase,DB00640
DB00640,Adenosine,DBMET00496,Inosine,Adenosine deaminase,DB00640
DB00641,Simvastatin,DBMET01745,6'-beta-Hydroxysimvastatin,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00641
DB00641,Simvastatin,DBMET01746,"3', 5'-Dihydrodiol","Cytochrome P450 3A4, Cytochrome P450 3A5",DB00641
DB00641,Simvastatin,DBMET01747,6'-exomethylene,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00641
DB00641,Simvastatin,DBMET00388,simvastatin hydroxy acid,Cytochrome P450 3A4,DB00641
DB00643,Mebendazole,DBMET00675,2-amino-5-benzoylbenzimidazole,,DB00643
DB00648,Mitotane,DBMET03760,Mitotane β-hydroxylated metabolite,,DB00648
DB00648,Mitotane,DBMET03762,"1,1-(o,p'-dichlorodiphenyl) acetic acid",,DB00648
DB00650,Leucovorin,DBMET00528,5-Methyltetrahydrofolate,,DB00650
DB00655,Estrone,DBMET00530,Estrone sulfate,,DB00655
DB00655,Estrone,DBMET00569,Estrone glucuronide,,DB00655
DB00655,Estrone,DBMET00332,4-hydroxyestrone,Cytochrome P450 3A4,DB00655
DB00655,Estrone,DBMET00615,2-Hydroxyestrone sulfate,,DB00655
DB00655,Estrone,DBMET00616,4-Hydroxyestrone sulfate,,DB00655
DB00655,Estrone,DBMET01659,2-OH-estrone,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2D6",DB00655
DB00655,Estrone,DBMET01660,4-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00655
DB00655,Estrone,DBMET01661,6alpha-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00655
DB00655,Estrone,DBMET01662,6beta-estrone,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00655
DB00655,Estrone,DBMET01663,7alpha-OH-estrone,Cytochrome P450 1A1,DB00655
DB00655,Estrone,DBMET01664,15alpha-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 3A7",DB00655
DB00655,Estrone,DBMET01665,16alpha-OH-estrone,"Cytochrome P450 1A1, Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00655
DB00655,Estrone,DBMET01666,16beta-OH-estrone,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00655
DB00655,Estrone,DBMET00248,2-hydroxyestrone,"Cytochrome P450 1A2, Cytochrome P450 3A4",DB00655
DB00656,Trazodone,DBMET00344,m-chlorophenylpiperazine (m-CPP) ,Cytochrome P450 3A4,DB00656
DB00656,Trazodone,DBMET02628,Triazolopyridinone dihydrodiol,,DB00656
DB00656,Trazodone,DBMET00404,triazolopyridinone epoxide,,DB00656
DB00656,Trazodone,DBMET00405,4'-hydroxytrazodone ,,DB00656
DB00661,Verapamil,DBMET00619,O-Desmethylverapamil (D-702),"Cytochrome P450 2C8, Cytochrome P450 2C18, Cytochrome P450 2C9",DB00661
DB00661,Verapamil,DBMET00131,Verapamil metabolite D-617,Cytochrome P450 2C8,DB00661
DB00661,Verapamil,DBMET00132,Norverapamil,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2",DB00661
DB00661,Verapamil,DBMET00471,O-Desmethylverapamil (D-703),"Cytochrome P450 2C8, Cytochrome P450 2C9",DB00661
DB00668,Epinephrine,DBMET00537,Epinephrine sulfate,,DB00668
DB00668,Epinephrine,DBMET02192,Metanephrine,Catechol O-methyltransferase,DB00668
DB00668,Epinephrine,DBMET02193,Dihydroxymandelic acid,Monoamine oxidase,DB00668
DB00668,Epinephrine,DBMET00591,Epinephrine glucuronide,UDP-glucuronosyltransferase 1A3,DB00668
DB00669,Sumatriptan,DBMET02583,Sumatriptan Metabolite GR49336,,DB00669
DB00669,Sumatriptan,DBMET02585,Sumatriptan Metabolite GR34633,,DB00669
DB00672,Chlorpropamide,DBMET01628,2-OH-chlorpropamide,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 1A2, Cytochrome P450 3A4",DB00672
DB00672,Chlorpropamide,DBMET01629,3-OH-chlorpropamide,Cytochrome P450 2D6,DB00672
DB00672,Chlorpropamide,DBMET00199,2-Hydroxychlorpropamide,"Cytochrome P450 2C9, Cytochrome P450 2C19",DB00672
DB00672,Chlorpropamide,DBMET00200,3-Hydroxychlorpropamide,,DB00672
DB00672,Chlorpropamide,DBMET00201,4-Chlorobenzenesulfonylurea,,DB00672
DB00673,Aprepitant,DBMET01589,"(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine","Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00673
DB00673,Aprepitant,DBMET01590,"5-oxo-1,4-dihydro-1,2,4-triazole-3-carbaldehyde","Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00673
DB00673,Aprepitant,DBMET01591,"1-[3,5-bis(trifluoromethyl)phenyl]ethanone","Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00673
DB00673,Aprepitant,DBMET01592,"5-{[(2S,3S)-3-(4-fluorophenyl)-2-hydroxymorpholin-4-yl]methyl}-2,4-dihydro-1,2,4-triazol-3-one","Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00673
DB00673,Aprepitant,DBMET00349,"(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",Cytochrome P450 3A4,DB00673
DB00673,Aprepitant,DBMET00474,"5-({[(1R)-1-(4-fluorophenyl)-2-hydroxyethyl]amino}methyl)-2,3-dihydro-1H-1,2,4-triazol-3-one","Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00673
DB00673,Aprepitant,DBMET00475,"(2R)-2-(4-fluorophenyl)-2-{[(5-oxo-2,5-dihydro-1H-1,2,4-triazol-3-yl)methyl]amino}acetic acid","Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2C19",DB00673
DB00674,Galantamine,DBMET03138,O-desmethyl-galantamine,Cytochrome P450 2D6,DB00674
DB00674,Galantamine,DBMET03139,Galantamine N-oxide,Cytochrome P450 3A4,DB00674
DB00674,Galantamine,DBMET03140,Galantamine glucuronide,,DB00674
DB00674,Galantamine,DBMET03146,N-desmethyl-galantamine,,DB00674
DB00674,Galantamine,DBMET03147,Sulfate conjugate of galantamine,,DB00674
DB00674,Galantamine,DBMET03148,Galantaminone,,DB00674
DB00675,Tamoxifen,DBMET00029,N-Desmethyltamoxifen,"Cytochrome P450 2D6, Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 1B1, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A5",DB00675
DB00675,Tamoxifen,DBMET02703,α-hydroxytamoxifen,,DB00675
DB00675,Tamoxifen,DBMET00032,Tamoxifen N-oxide,"Flavin-containing monooxygenase 1, Flavin-containing monooxygenase 3",DB00675
DB00675,Tamoxifen,DBMET00030,4-Hydroxytamoxifen,"Cytochrome P450 2D6, Cytochrome P450 2B6, Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",DB00675
DB00678,Losartan,DBMET00009,Losartan carboxaldehyde,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00678
DB00678,Losartan,DBMET00010,Losartan N2-glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B17",DB00678
DB00678,Losartan,DBMET00303,Losartan carboxylic acid,"Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00678
DB00679,Thioridazine,DBMET01842,Thioridazine 2-sulfoxide,"Cytochrome P450 2D6, Cytochrome P450 3A4",DB00679
DB00679,Thioridazine,DBMET01843,N-desmethylthioridazine,"Cytochrome P450 1A2, Cytochrome P450 3A4",DB00679
DB00679,Thioridazine,DBMET01844,Thioridazine 5-sulfoxide,"Cytochrome P450 1A2, Cytochrome P450 3A4",DB00679
DB00682,Warfarin,DBMET01042,S-7-Hydroxywarfarin,Cytochrome P450 2C9,DB00682
DB00682,Warfarin,DBMET00043,S-6-Hydroxywarfarin,Cytochrome P450 2C9,DB00682
DB00682,Warfarin,DBMET00044,S-4'-Hydroxywarfarin,"Cytochrome P450 2C18, Cytochrome P450 2C19",DB00682
DB00682,Warfarin,DBMET00045,R-4'-Hydroxywarfarin,"Cytochrome P450 2C18, Cytochrome P450 2C8, Cytochrome P450 2C19",DB00682
DB00682,Warfarin,DBMET00046,R-6-Hydroxywarfarin,"Cytochrome P450 2C19, Cytochrome P450 1A2",DB00682
DB00682,Warfarin,DBMET02560,R-10(R)-Hydroxywarfarin,Cytochrome P450 3A4,DB00682
DB00682,Warfarin,DBMET00047,R-10(S)-Hydroxywarfarin,Cytochrome P450 3A4,DB00682
DB00682,Warfarin,DBMET00048,R-8-Hydroxywarfarin,"Cytochrome P450 1A2, Cytochrome P450 2C19",DB00682
DB00682,Warfarin,DBMET00049,R-7-Hydroxywarfarin,"Cytochrome P450 1A2, Cytochrome P450 2C8",DB00682
DB00682,Warfarin,DBMET02558,(R)9-hydroxywarfarin,,DB00682
DB00682,Warfarin,DBMET02559,(S)9-hydroxywarfarin,,DB00682
DB00682,Warfarin,DBMET02561,R-Warfarin-R-Alcohol,,DB00682
DB00682,Warfarin,DBMET02556,R-Warfarin-S-Alcohol,,DB00682
DB00682,Warfarin,DBMET02562,S-Warfarin-R-Alcohol,,DB00682
DB00682,Warfarin,DBMET02557,S-Warfarin-S-Alcohol,,DB00682
DB00683,Midazolam,DBMET03620,Midazolam-N-glucuronide,UDP-glucuronosyltransferase 2B7,DB00683
DB00683,Midazolam,DBMET00444,1-hydroxymidazolam,Cytochrome P450 3A4,DB00683
DB00683,Midazolam,DBMET00446,4-hydroxymidazolam,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00683
DB00685,Trovafloxacin,DBMET00640,Sulfamate,,DB00685
DB00687,Fludrocortisone,DBMET02845,20β-dihydrofluorocortisol,,DB00687
DB00687,Fludrocortisone,DBMET02846,6β-hydroxyfluorocortisol,,DB00687
DB00688,Mycophenolate mofetil,DBMET00916,Mycophenolic acid glucuronide,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A7, UDP-glucuronosyltransferase 1A10",DB00688
DB00688,Mycophenolate mofetil,DBMET02607,Mycophenolic acyl-glucuronide (AcMPAG),"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A7, UDP-glucuronosyltransferase 1A10",DB00688
DB00688,Mycophenolate mofetil,DBMET00918,N-(2-carboxymethyl)-morpholine,Carboxylic ester hydrolase,DB00688
DB00688,Mycophenolate mofetil,DBMET00919,N-(2-hydroxyethyl)-morpholine,Carboxylic ester hydrolase,DB00688
DB00688,Mycophenolate mofetil,DBMET00920,N-(2-hydroxyethyl)-morpholine N-oxide,Carboxylic ester hydrolase,DB00688
DB00690,Flurazepam,DBMET00882,Hydroxyethylflurazepam,,DB00690
DB00690,Flurazepam,DBMET00933,Norflurazepam,,DB00690
DB00691,Moexipril,DBMET01140,Moexiprilat,,DB00691
DB00694,Daunorubicin,DBMET03411,Deoxydaunorubicin aglycone,,DB00694
DB00694,Daunorubicin,DBMET03404,Daunorubicinol,"Aldo-keto reductase family, Carbonyl reductase [NADPH] 1, Carbonyl reductase [NADPH] 3",DB00694
DB00695,Furosemide,DBMET02949,Furosemide glucuronide,"UDP-glucuronosyltransferases (UGTs), UDP-glucuronosyltransferase 1A1",DB00695
DB00695,Furosemide,DBMET00729,4-chloro-5-sulfamoylanthranilic acid,,DB00695
DB00697,Tizanidine,DBMET00273,"5-chloro-4-(guanidino)-2,1,3-benzothiadiazole",Cytochrome P450 1A2,DB00697
DB00697,Tizanidine,DBMET02429,"5-chloro-4-(2- imidazolin-4-on-2-ylamino)-2,1,3-benzothiazdiazole",Cytochrome P450 1A2,DB00697
DB00698,Nitrofurantoin,DBMET00798,Aminofurantoin,,DB00698
DB00699,Nicergoline,DBMET00320,"10-alpha-methoxy-9,10-dihydrolysergol",Cytochrome P450 2D6,DB00699
DB00700,Eplerenone,DBMET01654,6beta-hydroxyeplerenone,Cytochrome P450 3A4,DB00700
DB00700,Eplerenone,DBMET01655,21-hydroxyeplerenone,Cytochrome P450 3A4,DB00700
DB00702,Icodextrin,DBMET00523,Maltotriose,,DB00702
DB00702,Icodextrin,DBMET00525,Maltotetraose,,DB00702
DB00702,Icodextrin,DBMET00495,Maltose,,DB00702
DB00704,Naltrexone,DBMET00760,6-beta-naltrexol,,DB00704
DB00705,Delavirdine,DBMET00360,N-desalkyl delavirdine,Cytochrome P450 3A4,DB00705
DB00706,Tamsulosin,DBMET02488,Tamsulosin M-1 Metabolite,Cytochrome P450 3A4,DB00706
DB00706,Tamsulosin,DBMET02489,Tamsulosin AM-1 Metabolite,Cytochrome P450 3A4,DB00706
DB00706,Tamsulosin,DBMET02490,Tamsulosin M-3 Metabolite,Cytochrome P450 2D6,DB00706
DB00706,Tamsulosin,DBMET02491,Tamsulosin M-4 Metabolite,Cytochrome P450 2D6,DB00706
DB00706,Tamsulosin,DBMET02492,Tamsulosin M-2 Metabolite,,DB00706
DB00709,Lamivudine,DBMET00895,Lamivudine sulfoxide,Sulfotransferase 1A1,DB00709
DB00709,Lamivudine,DBMET00896,Lamivudine-diphosphate-choline,Choline-phosphate cytidylyltransferase A,DB00709
DB00709,Lamivudine,DBMET00897,Lamivudine-diphosphate-ethanolamine,,DB00709
DB00709,Lamivudine,DBMET00898,Lamivudine-monophosphate,,DB00709
DB00709,Lamivudine,DBMET00899,Lamivudine-triphosphate,,DB00709
DB00711,Diethylcarbamazine,DBMET00836,diethylcarbamazine N-oxide,,DB00711
DB00712,Flurbiprofen,DBMET00151,4'-Hydroxyflurbiprofen,Cytochrome P450 2C9,DB00712
DB00712,Flurbiprofen,DBMET00152,Flurbiprofen glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B4",DB00712
DB00714,Apomorphine,DBMET03128,Apocodeine,Catechol O-methyltransferase,DB00714
DB00714,Apomorphine,DBMET03129,Isoapocodeine,Catechol O-methyltransferase,DB00714
DB00714,Apomorphine,DBMET03130,O-quinone,,DB00714
DB00714,Apomorphine,DBMET03131,Apomorphine 10-glucuronide,,DB00714
DB00714,Apomorphine,DBMET03132,Apomorphine 11-glucuronide,,DB00714
DB00714,Apomorphine,DBMET03133,Norapomorphine,"Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00714
DB00715,Paroxetine,DBMET02679,Paroxetine catechol,"Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 3A5",DB00715
DB00717,Norethisterone,DBMET02891,5α-dihydronorethisterone,3-oxo-5-alpha-steroid 4-dehydrogenase,DB00717
DB00717,Norethisterone,DBMET02894,5β-dihydronorethisterone,Aldo-keto reductase family 1 member D1,DB00717
DB00717,Norethisterone,DBMET02897,Norethisterone M1 and M2 metabolites,"Cytochrome P450 3A4, Cytochrome P450 2C19",DB00717
DB00717,Norethisterone,DBMET02899,Norethisterone M4 metabolite,Cytochrome P450 3A4,DB00717
DB00718,Adefovir dipivoxil,DBMET01173,Adefovir,,DB00718
DB00721,Procaine,DBMET03083,"N,N-diethyl-2-aminoethanol",Cholinesterase,DB00721
DB00721,Procaine,DBMET01429,para-aminobenzoic acid,Cholinesterase,DB00721
DB00727,Nitroglycerin,DBMET02594,"1,2-glyceryl dinitrate","Aldehyde dehydrogenase, mitochondrial",DB00727
DB00727,Nitroglycerin,DBMET02598,"1,3-glyceryl dinitrate","Aldehyde dehydrogenase, mitochondrial",DB00727
DB00727,Nitroglycerin,DBMET02595,Nitrite,"Aldehyde dehydrogenase, mitochondrial",DB00727
DB00728,Rocuronium,DBMET00673,17-desacetyl-rocuronium,,DB00728
DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,Cytochrome P450 1A2,DB00730
DB00731,Nateglinide,DBMET01830,2-{[4-(1-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00731
DB00731,Nateglinide,DBMET01831,2-{[4-(2-hydroxypropan-2-yl)cyclohexyl]formamido}-3-phenylpropanoic acid,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00731
DB00731,Nateglinide,DBMET01321,Nateglinide metabolite M2/M3,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00731
DB00731,Nateglinide,DBMET01323,Nateglinide metabolite M1,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00731
DB00731,Nateglinide,DBMET01324,Nateglinide metabolite M7,,DB00731
DB00731,Nateglinide,DBMET01325,Nateglinide glucuronide and isomers (M4/M5/M6),UDP-glucuronosyltransferases (UGTs),DB00731
DB00734,Risperidone,DBMET00323,9-hydroxyrisperidone,Cytochrome P450 2D6,DB00734
DB00736,Esomeprazole,DBMET01164,Active Metabolite of Esomeprazole,,DB00736
DB00736,Esomeprazole,DBMET00187,Omeprazole sulfone,Cytochrome P450 3A4,DB00736
DB00736,Esomeprazole,DBMET01657,5-O-Desmethylomeprazole,Cytochrome P450 2C19,DB00736
DB00736,Esomeprazole,DBMET00448,5-hydroxyesomeprazole,Cytochrome P450 2C19,DB00736
DB00737,Meclizine,DBMET02576,Meclizine metabolite M1,Cytochrome P450 2D6,DB00737
DB00737,Meclizine,DBMET02577,Meclizine metabolite M2,Cytochrome P450 2D6,DB00737
DB00740,Riluzole,DBMET01737,4-OH-riluzole,Cytochrome P450 1A1,DB00740
DB00740,Riluzole,DBMET01738,5-OH-riluzole,Cytochrome P450 1A1,DB00740
DB00740,Riluzole,DBMET01739,7-OH-riluzole,"Cytochrome P450 1A2, Cytochrome P450 1A1",DB00740
DB00740,Riluzole,DBMET01740,N-OH-riluzole,Cytochrome P450 1A1,DB00740
DB00741,Hydrocortisone,DBMET00372,6-beta-hydrocortisol,Cytochrome P450 3A Subfamily,DB00741
DB00741,Hydrocortisone,DBMET02900,5-beta Tetrahydrocortisol,Aldo-keto reductase family 1 member D1,DB00741
DB00741,Hydrocortisone,DBMET02901,5-alpha Tetrahydrocortisol,3-oxo-5-alpha-steroid 4-dehydrogenase 2,DB00741
DB00741,Hydrocortisone,DBMET02905,Tetrahydrocortisol Glucuronide 1,,DB00741
DB00741,Hydrocortisone,DBMET02904,Tetrahydrocortisol Glucuronide 2,,DB00741
DB00741,Hydrocortisone,DBMET02906,Tetrahydrocortisone Glucuronide 1,,DB00741
DB00741,Hydrocortisone,DBMET02907,Tetrahydrocortisone Glucuronide 2,,DB00741
DB00742,Mannitol,DBMET00509,Glycogen,,DB00742
DB00744,Zileuton,DBMET00138,Hydroxyzileuton,"Cytochrome P450 2C9, Cytochrome P450 1A2",DB00744
DB00744,Zileuton,DBMET00139,Zileuton sulfoxide,Cytochrome P450 3A4,DB00744
DB00744,Zileuton,DBMET00140,Dehydroxyzyleuton,Prostaglandin G/H synthase 1,DB00744
DB00744,Zileuton,DBMET00141,Zileuton O-glucuronide,UDP-glucuronosyltransferase 1A9,DB00744
DB00745,Modafinil,DBMET00378,modafinil acid,Cytochrome P450 3A4,DB00745
DB00749,Etodolac,DBMET00148,6-Hydroxyetodolac,Cytochrome P450 2C9,DB00749
DB00749,Etodolac,DBMET00149,7-Hydroxyetodolac,Cytochrome P450 2C9,DB00749
DB00749,Etodolac,DBMET00150,Etodolac acyl glucuronide,"UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A10, UDP-glucuronosyltransferase 2B7",DB00749
DB00754,Ethotoin,DBMET00979,p-Hydroxyl-ethotoin,,DB00754
DB00755,Tretinoin,DBMET00298,4-Hydroxyretinoic acid,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7, Cytochrome P450 2C18, Cytochrome P450 4A11, Cytochrome P450 1A1, Cytochrome P450 2B6",DB00755
DB00755,Tretinoin,DBMET00453,18-Hydroxyretinoic acid,"Cytochrome P450 2C8, Cytochrome P450 3A7, Cytochrome P450 4A11, Cytochrome P450 2B6, Cytochrome P450 2A6, Cytochrome P450 2C9, Cytochrome P450 2C18, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00755
DB00755,Tretinoin,DBMET00454,"5,6-Epoxyretinoic acid","Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 1A1, Cytochrome P450 2A6, Cytochrome P450 2B6, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00755
DB00755,Tretinoin,DBMET03633,"3,4-Didehydroretinoic acid",,DB00755
DB00755,Tretinoin,DBMET03634,Retinotaurine,,DB00755
DB00755,Tretinoin,DBMET00561,Retinoyl beta-glucuronide,UDP-glucuronosyltransferase 2B7,DB00755
DB00758,Clopidogrel,DBMET01210,Clopidogrel carboxylic acid derivative,Liver carboxylesterase 1,DB00758
DB00758,Clopidogrel,DBMET00098,2-Oxoclopidogrel,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 1A2, Cytochrome P450 2B6",DB00758
DB00762,Irinotecan,DBMET03771,APC,Cytochrome P450 3A4,DB00762
DB00762,Irinotecan,DBMET01681,NPC,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00762
DB00762,Irinotecan,DBMET01143,SN-38,Human Carboxylesterases,DB00762
DB00763,Methimazole,DBMET02759,Methimazole Epoxide Metabolite,,DB00763
DB00763,Methimazole,DBMET02768,Methimazole Sulfenic Acid Metabolite (Ring),Flavin-containing monooxygenase 3,DB00763
DB00763,Methimazole,DBMET02770,3-methyl-2-thiohydantoin,,DB00763
DB00764,Mometasone,DBMET00759,6-beta-hydroxy-mometasone furoate,,DB00764
DB00766,Clavulanic acid,DBMET02721,1-amino-4-hydroxybutan-2-one,,DB00766
DB00766,Clavulanic acid,DBMET02720,"2,5-dihydro-4-(2- hydroxyethyl)-5-oxo-1H-pyrrole-3-carboxylic acid",,DB00766
DB00768,Olopatadine,DBMET00913,N-desmethyl olopatadine,Cytochrome P450 3A4,DB00768
DB00768,Olopatadine,DBMET00970,Olopatadine N-oxide,"Flavin-containing monooxygenase 1, Flavin-containing monooxygenase 3",DB00768
DB00770,Alprostadil,DBMET03612,15-keto-PGE1,15-hydroxyprostaglandin dehydrogenase [NAD(+)],DB00770
DB00772,Malathion,DBMET00901,Malaoxon,,DB00772
DB00772,Malathion,DBMET00902,Malathion dicarboxylic acid,,DB00772
DB00772,Malathion,DBMET00903,Malathion monocarboxylic acid,,DB00772
DB00773,Etoposide,DBMET00853,Etoposide glucuronide,UDP-glucuronosyltransferase 1A1,DB00773
DB00773,Etoposide,DBMET00367,3'-demethyletoposide,Cytochrome P450 3A4,DB00773
DB00773,Etoposide,DBMET01264,Etoposide catechol,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00773
DB00776,Oxcarbazepine,DBMET01020,(R)-MHD,"Aldo-keto reductase family 1 member C1, Aldo-keto reductase family 1 member C2, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member C4",DB00776
DB00776,Oxcarbazepine,DBMET02802,(S)-MHD,"Aldo-keto reductase family 1 member C1, Aldo-keto reductase family 1 member C2, Aldo-keto reductase family 1 member C3, Aldo-keto reductase family 1 member C4, Carbonyl reductase [NADPH] 1, Carbonyl reductase [NADPH] 3",DB00776
DB00776,Oxcarbazepine,DBMET02807,Oxcarbazepine sulfate metabolite,,DB00776
DB00776,Oxcarbazepine,DBMET02808,Oxcarbazepine glucuronide metabolite,,DB00776
DB00778,Roxithromycin,DBMET00828,descladinose roxithromycin,,DB00778
DB00778,Roxithromycin,DBMET00944,N-di-demethyl roxithromycin,,DB00778
DB00778,Roxithromycin,DBMET00947,N-mono roxithromycin,,DB00778
DB00779,Nalidixic acid,DBMET00887,Hydroxynalidixic acid,,DB00779
DB00780,Phenelzine,DBMET01955,4- hydroxyphenelzine,,DB00780
DB00784,Mefenamic acid,DBMET01702,3-hydroxymethyl mefenamic aci,Cytochrome P450 2C9,DB00784
DB00787,Acyclovir,DBMET02605,8-hydroxy-acyclovir,,DB00787
DB00787,Acyclovir,DBMET00782,9-carboxymethoxymethylguanine,,DB00787
DB00788,Naproxen,DBMET00159,O-Desmethylnaproxen,"Cytochrome P450 2C9, Cytochrome P450 2C8, Cytochrome P450 1A2",DB00788
DB00788,Naproxen,DBMET00160,Naproxen O-glucuronide,,DB00788
DB00790,Perindopril,DBMET00984,Perindopril Acyl-beta-D-glucuronide,,DB00790
DB00790,Perindopril,DBMET00985,Perindoprilat,,DB00790
DB00790,Perindopril,DBMET00986,Perindoprilat glucuronide,,DB00790
DB00794,Primidone,DBMET00285,Phenobarbital,Cytochrome P450 2C19,DB00794
DB00794,Primidone,DBMET02951,Phenylethylmalonamide (PEMA),,DB00794
DB00799,Tazarotene,DBMET01005,Tazarotenic acid,,DB00799
DB00802,Alfentanil,DBMET01579,N-phenylpropionamide,Cytochrome P450 3A4,DB00802
DB00802,Alfentanil,DBMET01580,"2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde",Cytochrome P450 3A4,DB00802
DB00802,Alfentanil,DBMET00345,AMX,Cytochrome P450 3A4,DB00802
DB00802,Alfentanil,DBMET00346,noralfentanil,Cytochrome P450 3A4,DB00802
DB00805,Minaprine,DBMET01705,4-Hydroxyminaprine,Cytochrome P450 2D6,DB00805
DB00808,Indapamide,DBMET01331,Indapamide metabolite M5,Cytochrome P450 3A4,DB00808
DB00808,Indapamide,DBMET01334,Indapamide metabolite M1,Cytochrome P450 3A4,DB00808
DB00808,Indapamide,DBMET01336,Indapamide epoxide intermediate,Cytochrome P450 3A4,DB00808
DB00813,Fentanyl,DBMET00341,norfentanyl,Cytochrome P450 3A4,DB00813
DB00813,Fentanyl,DBMET02568,Despropionylfentanyl,,DB00813
DB00813,Fentanyl,DBMET02569,Hydroxyfentanyl,,DB00813
DB00814,Meloxicam,DBMET00755,5'-hydroxymethyl meloxicam,,DB00814
DB00816,Orciprenaline,DBMET00975,Orciprenaline-3-O-sulfate,,DB00816
