parent_name,child_name,parent_smiles,child_smiles,source,fps
tirilazad,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCC(O)C3)nc(N3CCCC3)n2)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
tolbutamide,4-Hydroxytolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1,Both,[0 0 0 ... 0 0 0]
tolterodine,N-Dealkylated tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,Cc1ccc(O)c(C(CCNC(C)C)c2ccccc2)c1,Both,[0 1 0 ... 0 0 0]
tolterodine,5-Hydroxymethyl tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,CC(C)N(CCC(c1ccccc1)c1cc(CO)ccc1O)C(C)C,Both,[0 1 0 ... 0 0 0]
torasemide,"N-[(4-{[3-(hydroxymethyl)phenyl]imino}-1,4-dihydropyridin-3-yl)sulfonyl]propane-2-carbamimidic acid",Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(=O)NC(C)C)c1,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,MetXBioDB,[0 1 0 ... 0 0 0]
toremifene,N-desmethyltoremifene,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,CNCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,Both,[0 0 1 ... 0 0 0]
tozasertib,,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,Cc1cc(=Nc2cc(N3CC[N+](C)([O-])CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
tozasertib,,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,Cc1cc(=Nc2cc(N3CCNCC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
tpa-023,,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)CO,MetXBioDB,[0 0 0 ... 0 0 0]
tpa-023,,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,CC(C)(C)c1cc2nnc(-c3ccccc3F)n2nc1OCc1nc[nH]n1,MetXBioDB,[0 0 0 ... 0 0 0]
tramadol,N-desmethyltramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(OC)c1,Both,[0 0 0 ... 0 0 0]
tramadol,O-desmethyl-tramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CN(C)CC1CCCCC1(O)c1cccc(O)c1,Both,[0 0 0 ... 0 0 0]
traxoprodil,,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,CC(C(O)c1ccc(O)c(O)c1)N1CCC(O)(c2ccccc2)CC1,MetXBioDB,[0 1 0 ... 0 0 0]
trazodone,m-CPP,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Clc1cccc(N2CCNCC2)c1,Both,[0 0 0 ... 0 0 0]
trazodone,p-Hydroxytrazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)nc2ccccn12,Both,[0 0 0 ... 0 0 0]
trazodone,Trazodone epoxide,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2n1C=CC1OC21,Both,[0 0 0 ... 0 0 0]
triazolam,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Both,[0 0 0 ... 0 0 0]
triazolam,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2O,Both,[0 0 0 ... 0 0 0]
trihydroxycoprostane,,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCCC(C)(C)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,MetXBioDB,[0 1 0 ... 0 0 0]
trimethadione,,CN1C(=O)OC(C)(C)C1=O,CC1(C)OC(=O)N=C1O,Both,[0 0 0 ... 0 0 0]
tropisetron,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccc(O)cc13)C2,MetXBioDB,[0 1 0 ... 0 0 0]
tropisetron,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,CN1C2CCC1CC(OC(=O)c1c[nH]c3cc(O)ccc13)C2,MetXBioDB,[0 1 0 ... 0 0 0]
tropisetron,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
tyramine,,NCCc1ccc(O)cc1,NCCc1ccc(O)c(O)c1,MetXBioDB,[0 0 0 ... 0 0 0]
MK-429,,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3)C1=O,MetXBioDB,[0 1 0 ... 0 0 0]
MK-429,,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NC(O)CC3)C1=O,MetXBioDB,[0 1 0 ... 0 0 0]
MK-429,,COc1ccc(C(CC(=O)O)N2CCN(CCCc3ccc4c(n3)NCCC4)C2=O)cn1,O=C(O)CC(c1ccc(O)nc1)N1CCN(CCCc2ccc3c(n2)NCCC3O)C1=O,MetXBioDB,[0 1 0 ... 1 0 0]
(R)-(+)-Rebamipide,8-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,O=C(NC(Cc1cc(O)nc2c(O)cccc12)C(=O)O)c1ccc(Cl)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
(R)-(+)-Rebamipide,6-Hydroxyrebamipide,O=C(NC(Cc1cc(O)nc2ccccc12)C(=O)O)c1ccc(Cl)cc1,O=C(NC(Cc1cc(O)nc2ccc(O)cc12)C(=O)O)c1ccc(Cl)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
"p-Methoxymethamphetamine, R-(-)-",HO-MA,CNC(C)Cc1ccc(OC)cc1,CNC(C)Cc1ccc(O)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
(S)-Methylenedioxyethylamphetamine,"3,4-methylenedioxyamphetamine",CCNC(C)Cc1ccc2c(c1)OCO2,CC(N)Cc1ccc2c(c1)OCO2,MetXBioDB,[0 1 0 ... 0 0 0]
(S)-Methylenedioxyethylamphetamine,"N-methyl-3,4-methylenedioxyamphetamine",CCNC(C)Cc1ccc2c(c1)OCO2,CCNC(C)Cc1ccc(O)c(O)c1,MetXBioDB,[0 1 0 ... 0 0 0]
unii-3es85mm31y,,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,CCCOc1ccc(S(=O)(=O)N2CCNCC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
Fenproporex,amphetamine,CC(Cc1ccccc1)NCCC#N,CC(N)Cc1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
"Desmethylsibutramine, (S)-",1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,MetXBioDB,[0 1 0 ... 0 0 0]
unii-ku5u13xy7j component vwcugcyzzgrkee-dyesrhjhsa-n,,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,CCC(OC(C)=O)C(CC(C)N)(c1ccccc1)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
"4'-Methoxy-alpha-pyrrolidinopropiophenone, (S)-",,COc1ccc(C(=O)C(C)N2CCCC2)cc1,CC(C(=O)c1ccc(O)cc1)N1CCCC1,MetXBioDB,[0 1 0 ... 0 0 0]
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n,,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,CC1(O)COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,MetXBioDB,[0 0 0 ... 0 0 0]
unii-vg463bm9rl component dtjqbbhyrqydeg-rlhiphhxsa-n,,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,COC(=O)C12CC3CC(CCO)C1N(CCc1c2[nH]c2ccccc12)C3,MetXBioDB,[0 0 0 ... 0 0 0]
(S)-Sibutramine,,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,MetXBioDB,[0 1 0 ... 0 0 0]
R-Tolperisone,hydroxymethyl-tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,CC(CN1CCCCC1)C(=O)c1ccc(CO)cc1,MetXBioDB,[0 1 1 ... 0 0 0]
CP-195543,M3,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1)C2O,O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1O)C2O,MetXBioDB,[0 0 0 ... 0 0 0]
(R)-Bunitrolol,,CC(C)(C)NCC(O)COc1ccccc1C#N,CC(C)(C)NCC(O)COc1ccc(O)cc1C#N,MetXBioDB,[0 1 0 ... 0 0 0]
v11294,,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,CCNc1ncn(Cc2ccc(OC)c(OC3CCC(O)C3)c2)c2nc(C(C)C)nc1-2,MetXBioDB,[0 1 0 ... 0 0 0]
v11294,,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)(C)O)nc1-2,MetXBioDB,[0 0 0 ... 0 0 0]
v11294,,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,COc1ccc(Cn2cnc(N)c3nc(C(C)C)nc2-3)cc1OC1CCCC1,MetXBioDB,[0 1 0 ... 0 0 0]
valdecoxib,"4Ã¢â‚¬Â[5Ã¢â‚¬Â(hydroxymethyl)Ã¢â‚¬Â3Ã¢â‚¬ÂphenylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,Both,[0 0 0 ... 0 0 0]
valdecoxib,"4Ã¢â‚¬Â[3Ã¢â‚¬Â(3Ã¢â‚¬Âhydroxyphenyl)Ã¢â‚¬Â5Ã¢â‚¬ÂmethylÃ¢â‚¬Â1,2Ã¢â‚¬ÂoxazolÃ¢â‚¬Â4Ã¢â‚¬Âyl]benzeneÃ¢â‚¬Â1Ã¢â‚¬Âsulfonamide",Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,Both,[0 0 0 ... 0 0 0]
valproic acid,4-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CC(C)O)C(=O)O,Both,[0 1 0 ... 0 0 0]
valproic acid,5-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(CCCO)C(=O)O,Both,[0 1 0 ... 0 0 0]
valproic acid,3-Hydroxyvalproate,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(O)CC,Both,[0 1 0 ... 0 0 0]
valproic acid,4-ene-valproate,CCCC(CCC)C(=O)O,C=CCC(CCC)C(=O)O,Both,[0 1 0 ... 0 0 0]
valsartan,4-OH-valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,CC(O)CCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,Both,[0 1 0 ... 0 0 0]
vanoxerine,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Oc1ccc(CCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
vanoxerine,,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,OC(CCN1CCN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
vicriviroc,N-Desalkylvicriviroc ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCNC(C)C2)CC1,Both,[0 0 0 ... 0 0 0]
vicriviroc,O-Desmethylvicriviroc ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(CO)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1,Both,[0 1 0 ... 0 0 0]
vicriviroc,Vicriviroc N-oxide ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)nc[n+]([O-])c3C)CC2)CC1C,Both,[0 1 0 ... 0 0 0]
vitamin_d2,,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)(O)C(C)C,MetXBioDB,[0 1 0 ... 0 0 0]
voriconazole,Hydroxymethyl Voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,OCC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,Both,[1 1 0 ... 0 0 0]
voriconazole,Voriconazole N-Oxide,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,CC(c1nc[n+]([O-])cc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,Both,[1 1 0 ... 0 0 0]
warfarin-r,10-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)C(O)C(c1ccccc1)c1c(O)oc2ccccc2c1=O,MetXBioDB,[0 1 0 ... 0 0 0]
warfarin-r,6-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)CC(c1ccccc1)c1c(O)oc2ccc(O)cc2c1=O,MetXBioDB,[0 1 0 ... 0 0 0]
warfarin-r,8-Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)CC(c1ccccc1)c1c(O)oc2c(O)cccc2c1=O,MetXBioDB,[0 1 0 ... 0 0 0]
warfarin-r,#NAME?,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)CC(c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O,MetXBioDB,[0 1 0 ... 0 0 0]
warfarin-r,4'- Hydroxywarfarin,CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CC(=O)CC(c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,MetXBioDB,[0 1 0 ... 0 0 0]
7-Ethoxy-4-trifluoromethylcoumarin,7-Hydroxy-4-trifluoromethylcourmarin,CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
7-methoxy-4-trifluoromethylcoumarin,7-Hydroxy-4-(trifluoromethyl)chromen-2-one,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
7-Benzyloxyresorufin,Resorufin,O=c1ccc2nc3ccc(OCc4ccccc4)cc3oc-2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1,MetXBioDB,[0 1 0 ... 0 0 0]
"Dibenz[a,j]acridine",,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21,MetXBioDB,[0 0 0 ... 0 0 0]
"Dibenz[a,j]acridine",,c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,O=C1c2c(ccc3ccccc23)N=C2C=Cc3ccccc3C12,MetXBioDB,[0 0 0 ... 0 0 0]
"Dibenz[a,j]acridine","3,4-DHD",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,Oc1ccc2c(ccc3nc4ccc5ccccc5c4cc32)c1O,MetXBioDB,[0 0 0 ... 0 0 0]
"Dibenz[a,j]acridine","1,2-DHD",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,Oc1ccc2ccc3nc4ccc5ccccc5c4cc3c2c1O,MetXBioDB,[0 0 0 ... 0 0 0]
"Dibenz[a,j]acridine","5,6-DHD",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,Oc1c(O)c2nc3ccc4ccccc4c3cc2c2ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
"Methyl N,N-diethyldithiocarbamate",MeDDC sulfine ,CCN(CC)C(=S)SC,CCN(CC)C(SC)=S=O,MetXBioDB,[0 0 0 ... 0 0 0]
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1c(O)c(O)c1ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccc3ccccc3c2c(C)c2ccc(O)c(O)c12,MetXBioDB,[0 0 0 ... 0 0 0]
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1c(O)c(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1ccc(O)cc12,MetXBioDB,[0 0 0 ... 0 0 0]
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,MetXBioDB,[0 0 0 ... 0 0 0]
"7,12 Dimethylbenzanthracene",,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(CO)c2c1ccc1ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
DMXAA,6-Hydroxy-MXAA,Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C,Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,Both,[0 0 0 ... 0 0 0]
4-(Aminomethyl)-7-methoxycoumarin,7-hydroxy-4-(aminomethyl)-coumarin (HAMC),COc1ccc2c(CN)cc(=O)oc2c1,NCc1cc(=O)oc2cc(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
Nitrosodiethylamine,N-Nitrosomonoethylamine,CCN(CC)N=O,CCN=NO,MetXBioDB,[0 0 0 ... 0 0 0]
NNK,,CN(CCCC(=O)c1cccnc1)N=O,O=NN(CO)CCCC(=O)c1cccnc1,MetXBioDB,[0 0 0 ... 0 0 0]
DEET,"N,N-diethyl-m-hydroxymethylbenzamide",CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(CO)c1,Both,[0 0 0 ... 0 0 0]
DEET,,CCN(CC)C(=O)c1cccc(C)c1,CCN(CCO)C(=O)c1cccc(C)c1,MetXBioDB,[0 0 0 ... 0 0 0]
"dibenzo(a,h)anthracene","dibenzo(a,h)anthracene 1,2-epoxide",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,C1=CC2OC2c2c1ccc1cc3c(ccc4ccccc43)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
"dibenzo(a,h)anthracene","dibenzo(a,h)anthracene 3,4-epoxide",c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,C1=Cc2ccc3cc4c5c(ccc4cc3c2CC1)C1OC1C=C5,MetXBioDB,[0 0 0 ... 0 0 0]
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCCNC2)n1,MetXBioDB,[0 0 0 ... 0 0 0]
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCC[N+](C)([O-])C2)n1,MetXBioDB,[0 0 0 ... 0 0 0]
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CN1CCC=C(c2nn[nH]n2)C1,MetXBioDB,[0 0 0 ... 0 0 0]
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCC=[N+](C)C2)n1,MetXBioDB,[0 0 0 ... 0 0 0]
O-isopropyl acetaminophen,Acetaminophen,CC(=O)Nc1ccc(OC(C)C)cc1,CC(=O)Nc1ccc(O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
O-isopropyl acetaminophen,,CC(=O)Nc1ccc(OC(C)C)cc1,COc1ccc(NC=O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
p-Methoxyacetanilide,"p-Methoxyacetanilide, O-demethyl-",COc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CCN=c1nc(NC(C)(C)C)[nH]c([S+](C)[O-])n1,MetXBioDB,[0 0 0 ... 0 0 0]
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CSc1nc(=NC(C)O)nc(NC(C)(C)C)[nH]1,MetXBioDB,[0 1 0 ... 0 0 0]
Terbutryn,,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CCN=c1nc(NC(C)(C)CO)[nH]c(SC)n1,MetXBioDB,[0 0 0 ... 0 0 0]
MNAN,,CCCCCN(C)N=O,CCCCCN(CO)N=O,MetXBioDB,[0 0 0 ... 0 0 0]
MNAN,,CCCCCN(C)N=O,CC(O)CCCN(C)N=O,MetXBioDB,[0 1 0 ... 0 0 0]
NDPA,Alpha-OH NDPA,CCCN(CCC)N=O,CCCN(N=O)C(O)CC,MetXBioDB,[0 1 0 ... 0 0 0]
NDPA,Dipropylimine,CCCN(CCC)N=O,CCCNCCC,MetXBioDB,[0 0 0 ... 0 0 0]
NPYR,,O=NN1CCCC1,O=NN1CCCC1O,MetXBioDB,[0 0 0 ... 0 0 0]
sulfinpyrazone_sulfide,Sulfinpyrazone,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
sulfinpyrazone_sulfide,,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccc(O)cc2)N1c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
sulfinpyrazone_sulfide,,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[S+]([O-])c2ccc(O)cc2)C(=O)N(c2ccccc2)N1c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
Proguanil,Cycloguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CC1(C)NC(=N)NC(=N)N1c1ccc(Cl)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
Proguanil,4-Chlorophenylbiguanide,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,N=C(N)NC(=N)Nc1ccc(Cl)cc1,Both,[0 0 0 ... 0 0 0]
4_nitro_phenol,4-nitrocatechol (4NC) ,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)c(O)c1,MetXBioDB,[0 0 0 ... 0 0 0]
Furametpyr,,Cc1nn(C)c(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,Cc1[nH]nc(Cl)c1C(=O)Nc1cccc2c1C(C)OC2(C)C,MetXBioDB,[0 0 0 ... 0 0 0]
Bioresmethrin,BFA,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,OCc1coc(Cc2ccccc2)c1,MetXBioDB,[0 0 0 ... 0 0 0]
TRANS-PERMETHRIN,(3-Phenoxyphenyl)methanol,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,OCc1cccc(Oc2ccccc2)c1,MetXBioDB,[0 0 0 ... 0 0 0]
LOSIGAMONE,,COC1=CC(=O)OC1C(O)c1ccccc1Cl,COC1=CC(=O)OC1C(O)c1ccc(O)cc1Cl,MetXBioDB,[0 1 0 ... 0 0 0]
LOSIGAMONE,,COC1=CC(=O)OC1C(O)c1ccccc1Cl,COC1=CC(=O)OC1C(O)c1cc(O)ccc1Cl,MetXBioDB,[0 1 0 ... 0 0 0]
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2[S+]([O-])c2ccccc21)N(C)C,Both,[0 1 0 ... 0 1 0]
Promethazine,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CNC(C)CN1c2ccccc2Sc2ccccc21,Both,[0 1 0 ... 0 0 0]
Verapamil,D-702,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1cc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O,MetXBioDB,[0 1 0 ... 0 0 0]
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COC(=O)C(C)N(C(=O)CO)c1c(C)cccc1C,MetXBioDB,[0 1 0 ... 0 0 0]
METALAXYL,,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COCC(=O)N(c1c(C)ccc(O)c1C)C(C)C(=O)OC,MetXBioDB,[0 1 0 ... 0 0 0]
