parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set
DB01159	Halothane	DBMET01783	Trifluoroacetyl chloride	Cytochrome P450 2E1, Cytochrome P450 2A6	DB01159	FC(F)(F)C(Cl)Br	O=C(Cl)C(F)(F)F	Both	0.2222222222222222	train
DB01159	Halothane	DBMET01784	chlorotrifluoroethane	Cytochrome P450 2A6, Cytochrome P450 3A4	DB01159	FC(F)(F)C(Cl)Br	FC(F)(F)CCl	Both	0.25	train
DB01161	Chloroprocaine	DBMET03556	2-chloro-p-aminobenzoic acid		DB01161	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	Nc1ccc(C(=O)O)c(Cl)c1	DrugBank	0.475	train
DB01161	Chloroprocaine	DBMET01430	diethylaminoethanol		DB01161	CCN(CC)CCOC(=O)c1ccc(N)cc1Cl	CCN(CC)CCO	DrugBank	0.25	train
DB01162	Terazosin	DBMET02355	7-O-demethyl terazosin		DB01162	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	COc1cc2c(N)nc(N3CCN(C(=O)C4CCCO4)CC3)nc2cc1O	DrugBank	0.8771929824561403	train
DB01162	Terazosin	DBMET02356	6-O-demethyl terazosin		DB01162	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1O	DrugBank	0.8771929824561403	train
DB01162	Terazosin	DBMET02358	Free Piperazine Derivative		DB01162	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC	COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC	DrugBank	0.5344827586206896	train
DB01167	Itraconazole	DBMET00374	Hydroxyitraconazole	Cytochrome P450 3A4	DB01167	CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	CC(O)C(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	Both	0.8470588235294118	train
DB01168	Procarbazine	DBMET00946	N-isopropylterephthalamic acid		DB01168	CNNCc1ccc(C(=O)NC(C)C)cc1	CC(C)NC(=O)c1ccc(C(=O)O)cc1	DrugBank	0.5588235294117647	train
DB01171	Moclobemide	DBMET02152	Moclobemide M3		DB01171	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	O=C(NCCN1CCOCC1)c1ccc(Cl)c(O)c1	DrugBank	0.7045454545454546	train
DB01171	Moclobemide	DBMET02164	Moclobemide M9		DB01171	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	O=C(O)CNC(=O)c1ccc(Cl)cc1	DrugBank	0.4634146341463415	train
DB01171	Moclobemide	DBMET02150	Moclobemide M5		DB01171	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1	DrugBank	0.5652173913043478	train
DB01173	Orphenadrine	DBMET00929	N-demethyl orphenadrine		DB01173	Cc1ccccc1C(OCCN(C)C)c1ccccc1	CNCCOC(c1ccccc1)c1ccccc1C	DrugBank	0.6410256410256411	train
DB01173	Orphenadrine	DBMET00953	N,N-didemethyl orphenadrine		DB01173	Cc1ccccc1C(OCCN(C)C)c1ccccc1	Cc1ccccc1C(OCCN)c1ccccc1	DrugBank	0.6756756756756757	train
DB01174	Phenobarbital	DBMET00111	p-Hydroxyphenobarbital	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01174	CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O	DrugBank	0.6774193548387096	train
DB01182	Propafenone	DBMET01570	(S)-5-Hydroxypropafenone	Cytochrome P450 2D6	DB01182	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1	Both	0.7924528301886793	train
DB01182	Propafenone	DBMET01571	(S)-N-Despropylpropafenone	Cytochrome P450 1A2, Cytochrome P450 3A4	DB01182	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	NCC(O)COc1ccccc1C(=O)CCc1ccccc1	Both	0.66	train
DB01182	Propafenone	DBMET01572	(S)-4'-Hydroxypropafenone	Cytochrome P450 2D6	DB01182	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	CCCNCC(O)COc1ccccc1C(=O)CCc1ccc(O)cc1	Both	0.86	train
DB01183	Naloxone	DBMET00424	noroxymorphone		DB01183	C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5	DrugBank	0.5737704918032787	train
DB01183	Naloxone	DBMET03370	Naloxol		DB01183	C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	C=CCN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5	DrugBank	0.6885245901639344	train
DB01183	Naloxone	DBMET03369	Naloxone 3-Glucuronide		DB01183	C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	C=CCN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3(O)C1C5	DrugBank	0.6666666666666666	train
DB01184	Domperidone	DBMET00364	5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one	Cytochrome P450 3A4	DB01184	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1	Oc1nc2cc(Cl)ccc2n1C1CCNCC1	DrugBank	0.2835820895522388	train
DB01190	Clindamycin	DBMET02980	Clindamycin sulfoxide	Cytochrome P450 3A4, Cytochrome P450 3A5	DB01190	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1	CCCC1CC(C(=O)NC(C(C)Cl)C2OC([S+](C)[O-])C(O)C(O)C2O)N(C)C1	Both	0.7213114754098361	train
DB01190	Clindamycin	DBMET02981	N-desmethylclindamycin	Cytochrome P450 3A4	DB01190	CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1	CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1	Both	0.6612903225806451	train
DB01192	Oxymorphone	DBMET00342	noroxycodone	Cytochrome P450 3A4	DB01192	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)NCCC314	DrugBank	0.5	train
DB01192	Oxymorphone	DBMET00424	noroxymorphone	Cytochrome P450 3A4	DB01192	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5	DrugBank	0.625	train
DB01192	Oxymorphone	DBMET00425	alpha-noroxycodol	Cytochrome P450 3A4	DB01192	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)NCCC314	DrugBank	0.2876712328767123	train
DB01192	Oxymorphone	DBMET00427	beta-oxymorphol	Cytochrome P450 2D6	DB01192	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5	DrugBank	0.6428571428571429	train
DB01192	Oxymorphone	DBMET00428	alpha-oxycodol	Cytochrome P450 2D6	DB01192	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5	COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(C)CCC314	DrugBank	0.5	train
DB01195	Flecainide	DBMET00905	Meta-O-dealkylated flecainide		DB01195	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	O=C(NCC1CCCCN1)c1cc(O)ccc1OCC(F)(F)F	DrugBank	0.8113207547169812	train
DB01197	Captopril	DBMET00803	captopril-cysteine disulfide		DB01197	CC(CS)C(=O)N1CCCC1C(=O)O	CC(CSSCC(N)C(=O)O)C(=O)N1CCCC1C(=O)O	DrugBank	0.6046511627906976	train
DB01202	Levetiracetam	DBMET02789	Levetiracetam carboxylic acid metabolite (L057)		DB01202	CCC(C(N)=O)N1CCCC1=O	CCC(C(=O)O)N1CCCC1=O	DrugBank	0.75	train
DB01216	Finasteride	DBMET00369		Cytochrome P450 3A4	DB01216	CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C	CC(C)(O)NC(=O)C1CCC2C3CCC4N=C(O)C=CC4(C)C3CCC12C	DrugBank	0.5714285714285714	train
DB01219	Dantrolene	DBMET00751	5-hydroxydantrolene		DB01219	O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	O=C1N=C(O)C(O)N1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1	DrugBank	0.5333333333333333	train
DB01221	Ketamine	DBMET00189	Norketamine	Cytochrome P450 2C9, Cytochrome P450 2B6, Cytochrome P450 3A4	DB01221	CNC1(c2ccccc2Cl)CCCCC1=O	NC1(c2ccccc2Cl)CCCCC1=O	Both	0.5897435897435898	train
DB01221	Ketamine	DBMET00190	6-Hydroxyketamine		DB01221	CNC1(c2ccccc2Cl)CCCCC1=O	CNC1(c2ccccc2Cl)CCCC(O)C1=O	DrugBank	0.6190476190476191	train
DB01221	Ketamine	DBMET00191	5-Hydroxyketamine		DB01221	CNC1(c2ccccc2Cl)CCCCC1=O	CNC1(c2ccccc2Cl)CCC(O)CC1=O	DrugBank	0.6046511627906976	train
DB01221	Ketamine	DBMET00192	4-Hydroxyketamine		DB01221	CNC1(c2ccccc2Cl)CCCCC1=O	CNC1(c2ccccc2Cl)CC(O)CCC1=O	DrugBank	0.6046511627906976	train
DB01224	Quetiapine	DBMET02793	N-desalkylquetiapine	Cytochrome P450 3A4	DB01224	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2	DrugBank	0.56	train
DB01224	Quetiapine	DBMET02794	7-Hydroxyquetiapine	Cytochrome P450 2D6, Cytochrome P450 3A4	DB01224	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1	Both	0.8076923076923077	train
DB01224	Quetiapine	DBMET02795	Quetiapine sulfoxide		DB01224	OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	[O-][S+]1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21	Both	0.6545454545454545	train
DB01227	Levacetylmethadol	DBMET00375	noracymethadol	Cytochrome P450 3A4	DB01227	CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1	Both	0.7045454545454546	train
DB01228	Encainide	DBMET01814	N-demethylencainide	Cytochrome P450 2D6	DB01228	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1	Both	0.6964285714285714	train
DB01228	Encainide	DBMET01815	O-demethylencainide	Cytochrome P450 2D6	DB01228	COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1	CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1	Both	0.8076923076923077	train
DB01232	Saquinavir	DBMET01548	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide	Cytochrome P450 3A4	DB01232	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	CC(C)(CO)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	Both	0.902439024390244	train
DB01232	Saquinavir	DBMET01549	(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide	Cytochrome P450 3A4	DB01232	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	CC(C)(C)NC(=O)C1CC2CC(O)CCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	Both	0.8690476190476191	train
DB01232	Saquinavir	DBMET01550	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide	Cytochrome P450 3A4	DB01232	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	CC(C)(C)NC(=O)C1CC2CCC(O)CC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	Both	0.8809523809523809	train
DB01234	Dexamethasone	DBMET01644	6alpha-Hydroxydexamethasone	Cytochrome P450 3A4	DB01234	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	Both	0.7258064516129032	train
DB01234	Dexamethasone	DBMET02919	11-dehydrodexamethasone	11-beta-hydroxysteroid dehydrogenase type 2	DB01234	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CO	DrugBank	0.7540983606557377	train
DB01235	Levodopa	DBMET02439	Levodopa Methylated Metabolite		DB01235	NC(Cc1ccc(O)c(O)c1)C(=O)O	COc1cc(CC(N)C(=O)O)ccc1O	DrugBank	0.6666666666666666	train
DB01236	Sevoflurane	DBMET00862	Hexafluoroisopropanol	Cytochrome P450 2E1	DB01236	FCOC(C(F)(F)F)C(F)(F)F	OC(C(F)(F)F)C(F)(F)F	DrugBank	0.25	train
DB01240	Epoprostenol	DBMET00543	6,15-Diketo-13,14-dihydro-PGF1-alpha		DB01240	CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21	CCCCCC(=O)C=CC1C(O)CC(O)C1CC(=O)CCCCC(=O)O	DrugBank	0.3529411764705882	train
DB01240	Epoprostenol	DBMET00557	6-Keto-PGF1-alpha		DB01240	CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21	CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCCCC(=O)O	DrugBank	0.532258064516129	train
DB01241	Gemfibrozil	DBMET01165	Gemfibrozil 1-beta-glucuronide	UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B17	DB01241	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1	Both	0.5849056603773585	train
DB01241	Gemfibrozil	DBMET02785	Gemfibrozil M1 Metabolite		DB01241	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Cc1ccc(CO)cc1OCCCC(C)(C)C(=O)O	DrugBank	0.7317073170731707	train
DB01241	Gemfibrozil	DBMET02786	Gemfibrozil M2 Metabolite		DB01241	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	Cc1cc(OCCCC(C)(C)C(=O)O)c(C)cc1O	DrugBank	0.6585365853658537	train
DB01242	Clomipramine	DBMET00777	8-hydroxyclomipramine	Cytochrome P450 2D6	DB01242	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21	DrugBank	0.7555555555555555	train
DB01242	Clomipramine	DBMET00817	clomipramine N-oxide		DB01242	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	C[N+](C)([O-])CCCN1c2ccccc2CCc2ccc(Cl)cc21	DrugBank	0.6595744680851063	train
DB01242	Clomipramine	DBMET01635	8-OH-clomipramine	Cytochrome P450 2D6	DB01242	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	CN(C)CCCN1c2cc(Cl)ccc2CCc2c(O)cccc21	Both	0.7446808510638298	train
DB01242	Clomipramine	DBMET01636	10-OH-clomipramine	Cytochrome P450 2D6	DB01242	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	CN(C)CCCN1c2cc(Cl)ccc2CC(O)c2ccccc21	Both	0.66	train
DB01242	Clomipramine	DBMET00682	2-hydroxyclomipramine	Cytochrome P450 2D6	DB01242	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21	Both	0.7021276595744681	train
DB01242	Clomipramine	DBMET00244	Desmethylclomipramine	Cytochrome P450 1A2, Cytochrome P450 2C19, Cytochrome P450 3A4	DB01242	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	CNCCCN1c2ccccc2CCc2ccc(Cl)cc21	Both	0.6888888888888889	train
DB01250	Olsalazine	DBMET00971	Olsalazine-O-sulfate		DB01250	O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O	O=C(O)c1cc(N=Nc2ccc(OS(=O)(=O)O)c(C(=O)O)c2)ccc1O	DrugBank	0.6764705882352942	train
DB01275	Hydralazine	DBMET00863	Hydralazine acetone hydrazone		DB01275	NNc1nncc2ccccc12	CC(C)=NNc1nncc2ccccc12	DrugBank	0.5555555555555556	train
DB01275	Hydralazine	DBMET00864	Hydralazine pyruvate hydrazone		DB01275	NNc1nncc2ccccc12	CC(=NNc1nncc2ccccc12)C(=O)O	DrugBank	0.5	train
DB01275	Hydralazine	DBMET02814	Hydralazine pyruvate hydrazone tricyclic dehydration product		DB01275	NNc1nncc2ccccc12	Cc1nnc2c3ccccc3cnn2c1=O	DrugBank	0.2954545454545454	train
DB01275	Hydralazine	DBMET02815	Phthalazinone		DB01275	NNc1nncc2ccccc12	O=c1[nH]ncc2ccccc12	DrugBank	0.3333333333333333	train
DB01275	Hydralazine	DBMET02816	Phthalazine		DB01275	NNc1nncc2ccccc12	c1ccc2cnncc2c1	DrugBank	0.4074074074074074	train
DB01275	Hydralazine	DBMET02817	α-ketoglutarate hydrazone		DB01275	NNc1nncc2ccccc12	O=C(O)CCC(=NNc1nncc2ccccc12)C(=O)O	DrugBank	0.4444444444444444	train
DB01275	Hydralazine	DBMET02818	Hydrazinophthalazinone		DB01275	NNc1nncc2ccccc12	NNc1n[nH]c(=O)c2ccccc12	DrugBank	0.3783783783783784	train
DB01275	Hydralazine	DBMET02820	Unnamed hydralazine metabolite		DB01275	NNc1nncc2ccccc12	CC(=O)NNc1nncc2ccccc12	DrugBank	0.5405405405405406	train
DB01283	Lumiracoxib	DBMET01274	Lumiracoxib metabolite M21	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01283	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl	Both	0.717391304347826	train
DB01283	Lumiracoxib	DBMET01279	Lumiracoxib glucuronide (M24)	UDP-glucuronosyltransferases (UGTs)	DB01283	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1	Both	0.6166666666666667	train
DB01283	Lumiracoxib	DBMET01280	4'-hydroxylumiracoxib (M23)	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01283	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1	Both	0.717391304347826	train
DB01320	Fosphenytoin	DBMET03216	3-hydroxymethylphenytoin	Alkaline phosphatase, tissue-nonspecific isozyme	DB01320	O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O	O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO	DrugBank	0.6153846153846154	train
DB01348	Spirapril	DBMET01142	Spiraprilat		DB01348	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2	CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CC2(CC1C(=O)O)SCCS2	DrugBank	0.8305084745762712	train
DB01355	Hexobarbital	DBMET01567	3'-OH-(S)-hexobarbital	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01355	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	CN1C(=O)NC(=O)C(C)(C2=CC(O)CCC2)C1=O	DrugBank	0.5813953488372093	train
DB01355	Hexobarbital	DBMET00109	3'-Hydroxyhexobarbital	Cytochrome P450 2C19, Cytochrome P450 2C9	DB01355	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O	DrugBank	0.3396226415094339	train
DB01355	Hexobarbital	DBMET00110	Epoxy-hexobarbital	Prostaglandin G/H synthase 1	DB01355	CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O	CN1C(=O)N=C(O)C(C)(C23CCCCC2O3)C1=O	DrugBank	0.2241379310344827	train
DB01364	Ephedrine	DBMET03115	1,2-dihydroxypropylbenzene		DB01364	CNC(C)C(O)c1ccccc1	CC(O)C(O)c1ccccc1	DrugBank	0.6	train
DB01394	Colchicine	DBMET02756	2-Demethylcolchicine	Cytochrome P450 3A4	DB01394	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	Both	0.8490566037735849	train
DB01394	Colchicine	DBMET02757	3-Desmethylchochicine	Cytochrome P450 3A4	DB01394	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	COc1c(O)cc2c(c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	Both	0.8490566037735849	train
DB01395	Drospirenone	DBMET00741	4,5-dihydro-drospirenone-3-sulfate		DB01395	CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1	CC12CCC(S(=O)(=O)O)CC1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1	DrugBank	0.5151515151515151	train
DB01406	Danazol	DBMET00851	Ethisterone		DB01406	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	DrugBank	0.5932203389830508	train
DB01406	Danazol	DBMET00674	17-hydroxymethylethisterone		DB01406	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	C#CC1(O)CCC2C3CCC4=CC(=O)C(CO)CC4(C)C3CCC21C	DrugBank	0.5625	train
DB01418	Acenocoumarol	DBMET00036	6-Hydroxy-R-acenocoumarol	Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2C19	DB01418	CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cccc(O)c2oc1=O	Both	0.7692307692307693	train
DB01418	Acenocoumarol	DBMET00037	7-Hydroxy-R-acenocoumarol	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01418	CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccc(O)cc2oc1=O	Both	0.7735849056603774	train
DB01418	Acenocoumarol	DBMET00038	8-Hydroxy-R-acenocoumarol	Cytochrome P450 2C9, Cytochrome P450 2C19	DB01418	CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O	CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cc(O)ccc2oc1=O	Both	0.7735849056603774	train
DB01424	Aminophenazone	DBMET01583	4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one	Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 2D6, Cytochrome P450 2C18, Cytochrome P450 1A2	DB01424	Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	CN(C)c1c[nH]n(-c2ccccc2)c1=O	DrugBank	0.4	train
DB01424	Aminophenazone	DBMET00001	N-Desmethylaminopyrine	Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 2C18, Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2D6	DB01424	Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	CNc1c(C)n(C)n(-c2ccccc2)c1=O	DrugBank	0.5675675675675675	train
DB01429	Aprindine	DBMET01809	N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol		DB01429	CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	CCN(CC)CCCN(c1ccccc1)C1Cc2ccc(O)cc2C1	Both	0.7560975609756098	train
DB01429	Aprindine	DBMET01810	p-Hydroxyphenylaprindine	Cytochrome P450 2D6	DB01429	CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	CCN(CC)CCCN(c1ccc(O)cc1)C1Cc2ccccc2C1	Both	0.7894736842105263	train
DB01429	Aprindine	DBMET01811	Desethylaprindine	Cytochrome P450 2D6	DB01429	CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	CCNCCCN(c1ccccc1)C1Cc2ccccc2C1	Both	0.675	train
DB01435	Antipyrine	DBMET00003	3-Hydroxymethylantipyrine	Cytochrome P450 1A2, Cytochrome P450 2C9	DB01435	Cc1cc(=O)n(-c2ccccc2)n1C	Cn1c(CO)cc(=O)n1-c1ccccc1	Both	0.5882352941176471	train
DB01435	Antipyrine	DBMET00004	4-Hydroxyantipyrine	Cytochrome P450 3A4, Cytochrome P450 1A2	DB01435	Cc1cc(=O)n(-c2ccccc2)n1C	Cc1c(O)c(=O)n(-c2ccccc2)n1C	Both	0.4857142857142857	train
DB01438	Phenazopyridine	DBMET02707	5-OH PAP		DB01438	Nc1ccc(N=Nc2ccccc2)c(N)n1	N=c1[nH]c(N)c(O)cc1N=Nc1ccccc1	DrugBank	0.3902439024390244	train
DB01577	Metamfetamine	DBMET00540	Norephedrine		DB01577	CNC(C)Cc1ccccc1	CC(N)C(O)c1ccccc1	DrugBank	0.28125	train
DB01577	Metamfetamine	DBMET00733	4-hydroxyamphetamine		DB01577	CNC(C)Cc1ccccc1	CC(N)Cc1ccc(O)cc1	DrugBank	0.3125	train
