reactants	products	set	tanimoto	possible_products	source
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)O	train	0.8048780487804879	COC1C(CO)OC(OC2C(CO)OC(OP(=O)(O)OP(=O)(O)OCCC(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(NC(C)=O)C2O)C(NC(C)=O)C1O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)CCOP(=O)(O)O	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	train	1.0	C=C(C)CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCC2=C(C)C(=O)C(C)=C(C)[C]2O1	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	train	0.5535714285714286	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCC2=C(C)C(=O)C(C)=C(C)[C]2O1	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	train	0.5535714285714286	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCC2=C(C)C(=O)C(C)=C(C)[C]2O1	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	train	0.5535714285714286	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCC2=C(C)C(=O)C(C)=C(C)[C]2O1	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	train	0.5535714285714286	CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	train	0.8541666666666666	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	train	0.8541666666666666	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	train	0.8541666666666666	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	train	0.8541666666666666	CC(=CCCC(C)=CCCC(C)=CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1)CO	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.203125	CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	train	0.4848484848484848	CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C.CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	C=C(C)CCOP(=O)(O)OP(=O)(O)O	train	0.425	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.C=C(C)CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O.CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C	train	0.4848484848484848	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.C=C(C)CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O.CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCSCC(N)C(=O)O	NC(CS)C(=O)O	train	0.2894736842105263	CC(C)=CCCC(C)=CCCC(C)=CC=O.NC(CS)C(=O)O	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O	CC(N)C(=O)NC(C)C(=O)NC(CS)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O	train	0.490566037735849	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(N)C(=O)NC(C)C(=O)NC(CS)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)O	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)O	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	train	0.8235294117647058	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)O	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	train	0.8235294117647058	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)O	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	train	0.8235294117647058	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	metatrans
CC(C)=CCCC(C)=CCCC(C)=CCSCC(NC(=O)C(C)NC(=O)C(C)N)C(=O)O	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	train	0.8235294117647058	COC(=O)C(CSCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C(C)NC(=O)C(C)N	metatrans
CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	C=C(C)CCOP(=O)(O)OP(=O)(O)O	train	0.4358974358974359	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.CC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O.C=C(C)CCOP(=O)(O)OP(=O)(O)O	metatrans
CC(C)=CCCC(C)=CCc1c(C)c(O)c2ccccc2c1O	CC(C)=CCCC(C)=CCC12OC1(C)C(=O)c1ccccc1C2=O	train	0.3773584905660377	CC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O.CC(C)=CCCC(C)=CCC12OC1(C)C(=O)c1ccccc1C2=O	metatrans
CC(C)=CCCC(C)=CCc1cc(C(=O)O)cc(O)c1O	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	train	0.7333333333333333	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	metatrans
CC(C)=CCCC(C)=CCc1cc(C(=O)O)cc(O)c1O	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	train	0.7333333333333333	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	metatrans
CC(C)=CCCC(C)=CCc1cc(C(=O)O)cc(O)c1O	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	train	0.7333333333333333	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	metatrans
CC(C)=CCCC(C)=CCc1cc(C(=O)O)cc(O)c1O	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	train	0.7333333333333333	COc1cc(C(=O)O)cc(CC=C(C)CCC=C(C)C)c1O	metatrans
CC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O	O=C(O)c1ccc(O)cc1	train	0.2926829268292683	CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O.O=C(O)c1ccc(O)cc1	metatrans
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.6031746031746031	CC(C)=CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7454545454545455	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)=CCCC(C)C1CCC2(CO)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C	metatrans
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	train	0.6190476190476191	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.5757575757575758	CC(C)=CCCC(C)C1CCC2(CO)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2(CO)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7719298245614035	CC(C)=CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	train	0.6885245901639344	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C(=O)O)C1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	train	0.7368421052631579	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C(=O)O)C1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C(=O)O)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	train	0.625	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C(=O)O)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	train	0.625	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C(=O)O)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	train	0.625	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C(=O)O)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	train	0.625	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C(=O)O)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7719298245614035	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7407407407407407	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C(=O)O)C1CC3.CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3.CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3	train	0.7543859649122807	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)C(C)C1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	train	0.7407407407407407	CC(C)=CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C.CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(=O)CC1CC3.CC(C)CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3	metatrans
CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	train	0.7592592592592593	CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	metatrans
CC(C)=CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	train	0.7547169811320755	CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3.CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C.CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	metatrans
CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	train	0.6065573770491803	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C.CC(C)=CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	metatrans
CC(C)=CCOP(=O)(O)OP(=O)(O)O	C=C(C)CCOP(=O)(O)OP(=O)(O)O	train	0.4848484848484848	CC(C)=CCNc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2C(COP(=O)(O)O)OC(C)C2O)C(OP(=O)(O)OCC2OC(C)C(O)C2O)C1O.C=C(C)CCOP(=O)(O)OP(=O)(O)O	metatrans
CC(C)C(=O)C(=O)O	CC(C)C(O)C(=O)O	train	0.35	CC(C)C(N)C(=O)O.CC(C)C(O)C(=O)O	metatrans
CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(C)C(C)CCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C	train	0.6440677966101694	C=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C.CC(C)C(C)CCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C	metatrans
CC(C)C(C)CCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6440677966101694	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	metatrans
CC(C)C(C)CCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6440677966101694	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	metatrans
CC(C)C(C)CCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6440677966101694	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	metatrans
CC(C)C(C)CCC(C)C1CCC2C3CCC4=CC(O)CCC4(C)C3CCC12C	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6440677966101694	CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	metatrans
CC(C)C(F)(F)F	CCC(F)(F)F	train	0.2857142857142857	CC(=O)C(F)(F)F.CCC(F)(F)F	metatrans
CC(C)C(N)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.4516129032258064	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.4516129032258064	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.4516129032258064	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.4516129032258064	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C	CC(C)C(N)C(=O)O	train	0.52	CC(C)C(N)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C	CC(C)C(N)C(=O)O	train	0.52	CC(C)C(N)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C	CC(C)C(N)C(=O)O	train	0.52	CC(C)C(N)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C	CC(C)C(N)C(=O)O	train	0.52	CC(C)C(N)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)C	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.5384615384615384	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)C	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.5384615384615384	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)C	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.5384615384615384	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)C	NC(Cc1c[nH]c2ccccc12)C(=O)O	train	0.5384615384615384	NC(Cc1c[nH]c2ccccc12)C(=O)O	metatrans
CC(C)C(N)C(=O)O	CCC(C)C(N)C(=O)O	train	0.5454545454545454	NCCCC(N)C(=O)O.CC(C)CC(N)C(=O)O.CCC(C)C(N)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CCO)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.NCC(=O)O.CC(C)C(=O)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.NC(CS)C(=O)O.CC(O)C(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NCCCCC(N)C(=O)O.CSCCC(N)C(=O)O.CC(N)C(=O)O	metatrans
CC(C)C(N)C(=O)O	NCC(=O)O	train	0.25	NCCCC(N)C(=O)O.CC(C)CC(N)C(=O)O.CCC(C)C(N)C(=O)O.NC(Cc1ccccc1)C(=O)O.NC(CCO)C(=O)O.[H]N=C(N)NCCCC(N)C(=O)O.NCC(=O)O.CC(C)C(=O)C(=O)O.[H]NC(=O)NCCCC(N)C(=O)O.NC(CS)C(=O)O.CC(O)C(N)C(=O)O.NC(Cc1c[nH]c2ccccc12)C(=O)O.NCCCCC(N)C(=O)O.CSCCC(N)C(=O)O.CC(N)C(=O)O	metatrans
