parent_name	child_name	reactants	products	origin	source	set	possible_products
Indapamide metabolite M4	Indapamide metabolite M2	N1(NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)C(C)C(=O)c2c1cccc2	N1(NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)C(C)C(=O)c2c1ccc(O)c2	DB00808	DrugBank	train	N1(NC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)C(C)C(=O)c2c1ccc(O)c2
Levosimendan	OR-1896	C1(C)C(c2ccc(NN=C(C#N)C#N)cc2)=NNC(=O)C1	C1(C)C(c2ccc(NC(C)=O)cc2)=NNC(=O)C1	DB00922	DrugBank	train	C1(C)C(c2ccc(NC(C)=O)cc2)=NNC(=O)C1
Indapamide epoxide intermediate	Indapamide metabolite M6	C12=C(CC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)C1C(C=C2)O1	C12=C(CC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)C(O)C(O)C=C2	DB00808	DrugBank	train	C12=C(CC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)C(O)C(O)C=C2
Methylprednisolone M1 Metabolite	Methylprednisolone M11 Metabolite	C1(=O)C2C(CC(C)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(CO)=O)CC2	C1(=O)C2C(CC(C)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(CO)O)CC2	DB00959	DrugBank	train	C1(=O)C2C(CC(C)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(CO)O)CC2
Methylprednisolone	Methylprednisolone M2 Metabolite	C1C(C)C2=CC(=O)C=CC2(C)C2C1C1C(C)(CC2O)C(O)(C(CO)=O)CC1	C1C(C)C2=CC(=O)C=CC2(C)C2C1C1C(C)(CC2O)C(O)(C(CO)O)CC1	DB00959	DrugBank	train	C1C(C)C2=CC(=O)C=CC2(C)C2C1C1C(C)(CC2O)C(O)(C(CO)O)CC1
M10 (GW694301X)	M26 fluticasone furoate	O=C(C1(OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(F)C2CC(F)C2=CC(=O)C=CC12C)O	O=C(C1(OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(F)C2CC(O)C2=CC(=O)C=CC12C)O	DB08906	DrugBank	train	O=C(C1(OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(F)C2CC(O)C2=CC(=O)C=CC12C)O
Fluticasone furoate	M10 (GW694301X)	C12(C)C(CC(C)C1(OC(=O)c1ccco1)C(=O)SCF)C1C(F)(C(O)C2)C2(C)C(=CC(=O)C=C2)C(F)C1	C12(C)C(CC(C)C1(OC(=O)c1ccco1)C(=O)O)C1C(F)(C(O)C2)C2(C)C(=CC(=O)C=C2)C(F)C1	DB08906	DrugBank	train	C12(C)C(CC(C)C1(OC(=O)c1ccco1)C(=O)O)C1C(F)(C(O)C2)C2(C)C(=CC(=O)C=C2)C(F)C1
Mometasone	6-beta-hydroxy-mometasone furoate	C12(Cl)C(O)CC3(C)C(CC(C)C3(O)C(=O)CCl)C1CCC1=CC(=O)C=CC21C	C12(Cl)C(O)CC3(C)C(CC(C)C3(OC(=O)c3ccco3)C(=O)CCl)C1C(O)CC1=CC(=O)C=CC21C	DB00764	DrugBank	train	C12(Cl)C(O)CC3(C)C(CC(C)C3(OC(=O)c3ccco3)C(=O)CCl)C1C(O)CC1=CC(=O)C=CC21C
Mometasone furoate	9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)	C1(OC(=O)c2ccco2)(C(=O)CCl)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C	C1(=C=C(Cl)OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C	DB14512	DrugBank	train	C1(=C=C(Cl)OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C
9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)	21-beta-chloro-21-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4,17,20-tetraen-3-one 21-(2-furoate	c1c(C(OC(=C=C2C(C)CC3C2(C)CC(O)C2(Cl)C3CCC3=CC(=O)C=CC23C)Cl)=O)occ1	c1c(C(OC(=C=C2C(C)CC3C2(C)CC2C4(C3CCC3=CC(=O)C=CC43C)O2)Cl)=O)occ1	DB14512	DrugBank	train	c1c(C(OC(=C=C2C(C)CC3C2(C)CC2C4(C3CCC3=CC(=O)C=CC43C)O2)Cl)=O)occ1
11-dehydrodexamethasone	Dexamethasone	FC12C(=O)CC3(C)C(CC(C)C3(O)C(=O)CO)C1CCC1=CC(=O)C=CC21C	FC12C(O)CC3(C)C(CC(C)C3(O)C(=O)CO)C1CCC1=CC(=O)C=CC21C	DB01234	DrugBank	train	FC12C(O)CC3(C)C(CC(C)C3(O)C(=O)CO)C1CCC1=CC(=O)C=CC21C
Dexamethasone	11-dehydrodexamethasone	C(C(C1(O)C(C)CC2C1(C)CC(O)C1(F)C2CCC2=CC(=O)C=CC12C)=O)O	C(C(C1(O)C(C)CC2C1(C)CC(=O)C1(F)C2CCC2=CC(=O)C=CC12C)=O)O	DB01234	DrugBank	train	C(C(C1(O)C(C)CC2C1(C)CC(=O)C1(F)C2CCC2=CC(=O)C=CC12C)=O)O
Betamethasone phosphate	Betamethasone	C12(C)C(CC(C)C1(O)C(=O)COP(=O)(O)O)C1C(F)(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1	C12(C)C(CC(C)C1(O)C(=O)CO)C1C(F)(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1	DB14669	DrugBank	train	C12(C)C(CC(C)C1(O)C(=O)CO)C1C(F)(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1
21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)	21-beta-chloro-21-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4,17,20-tetraen-3-one 21-(2-furoate	C1=C2CCC3C4CC(C)C(OC(=O)c5ccco5)(C(=O)CCl)C4(C)CC4C3(C2(C)C=CC1=O)O4	C1=C2CCC3C4CC(C)C(=C=C(Cl)OC(=O)c5ccco5)C4(C)CC4C3(C2(C)C=CC1=O)O4	DB14512	DrugBank	train	C1=C2CCC3C4CC(C)C(=C=C(Cl)OC(=O)c5ccco5)C4(C)CC4C3(C2(C)C=CC1=O)O4
tirilazad		C1=CC(=O)C=C2CCC3C4CC(C)C(C(=O)CN5CCN(c6cc(N7CCCC7)nc(N7CCCC7)n6)CC5)C4(C)CC=C3C21C	C1=CC(=O)C=C2CCC3C4CC(C)C(C(=O)CN5CCN(c6cc(N7CCC(O)C7)nc(N7CCCC7)n6)CC5)C4(C)CC=C3C21C	tirilazad	MetXBioDB	train	C1=CC(=O)C=C2CCC3C4CC(C)C(C(=O)CN5CCN(c6cc(N7CCC(O)C7)nc(N7CCCC7)n6)CC5)C4(C)CC=C3C21C
menthol		C1(O)C(C(C)C)CCC(C)C1	C1(OC2OC(C(=O)O)C(O)C(O)C2O)C(C(C)C)CCC(C)C1	menthol	MetXBioDB	train	C1(OC2OC(C(=O)O)C(O)C(O)C2O)C(C(C)C)CCC(C)C1
Artenimol	α-artenimol-β-glucuronide	CC1CCC2C34C1CCC(C)(OO3)OC4OC(O)C2C	CC1CCC2C34C1CCC(C)(OO3)OC4OC(OC1OC(C(=O)O)C(O)C(O)C1O)C2C	DB11638	DrugBank	train	CC1CCC2C34C1CCC(C)(OO3)OC4OC(OC1OC(C(=O)O)C(O)C(O)C1O)C2C
Artesunate	Dihydroartemisinin (DHA)	C12C34C(CCC(C)C3CCC(C)(OO4)O1)C(C)C(OC(=O)CCC(=O)O)O2	C12C34C(CCC(C)C3CCC(C)(OO4)O1)C(C)C(O)O2	DB09274	Both	train	C12C34C(CCC(C)C3CCC(C)(OO4)O1)C(C)C(O)O2
beta-artelinic acid	Dihydroqinghaosu (DQHS)	O(C1OC2C34C(CCC(C)C3CCC(C)(OO4)O2)C1C)Cc1ccc(C(=O)O)cc1	OC1OC2C34C(CCC(C)C3CCC(C)(OO4)O2)C1C	beta-artelinic acid	MetXBioDB	train	OC1OC2C34C(CCC(C)C3CCC(C)(OO4)O2)C1C
hydroxilated form of dolutegravir (M3)	hydrolized form of dolutegravir (M1)	c1(O)c2n(cc(C(NC(O)c3ccc(F)cc3F)=O)c1=O)CC1OCCC(C)N1C2=O	c1(O)c2n(cc(C(N)=O)c1=O)CC1OCCC(C)N1C2=O	DB08930	DrugBank	train	c1(O)c2n(cc(C(N)=O)c1=O)CC1OCCC(C)N1C2=O
N-Carbamoyllorcaserin		c1(Cl)cc2c(cc1)CCN(C(=O)O)CC2C	c1(Cl)cc2c(cc1)CCN(C(=O)OC1OC(C(=O)O)C(C)C(C)C1C)CC2C	N-Carbamoyllorcaserin	MetXBioDB	train	c1(Cl)cc2c(cc1)CCN(C(=O)OC1OC(C(=O)O)C(C)C(C)C1C)CC2C
Lorcaserin	N-carbamoyl glucuronide lorcaserin	C1NCC(C)c2c(ccc(Cl)c2)C1	C1N(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CC(C)c2c(ccc(Cl)c2)C1	DB04871	DrugBank	train	C1N(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CC(C)c2c(ccc(Cl)c2)C1
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n		c1c2c(cc(Cl)c1)C1(c3ccccc3Cl)OCC(C)N1CC(O)=N2	c1c2c(cc(Cl)c1)C1(c3ccccc3Cl)OCC(C)(O)N1CC(O)=N2	unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n	MetXBioDB	train	c1c2c(cc(Cl)c1)C1(c3ccccc3Cl)OCC(C)(O)N1CC(O)=N2
Levofloxacin	Desmethyl-levofloxacin	n12c3c(c(N4CCN(C)CC4)c(F)cc3c(=O)c(C(=O)O)c1)OCC2C	n12c3c(c(N4CCNCC4)c(F)cc3c(=O)c(C(=O)O)c1)OCC2C	DB01137	DrugBank	train	n12c3c(c(N4CCNCC4)c(F)cc3c(=O)c(C(=O)O)c1)OCC2C
3s14s-ochratoxin a		c12c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c1C(=O)OC(C)C2	c12c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c1C(=O)OC(C)C2O	3s14s-ochratoxin a	MetXBioDB	train	c12c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c1C(=O)OC(C)C2O
Indapamide metabolite M1	Indapamide metabolite M3	O=C(NN1C(C)Cc2c1ccc(O)c2)c1ccc(Cl)c(S(N)(=O)=O)c1	O=C(Nn1c(C)cc2c1ccc(O)c2)c1ccc(Cl)c(S(N)(=O)=O)c1	DB00808	DrugBank	train	O=C(Nn1c(C)cc2c1ccc(O)c2)c1ccc(Cl)c(S(N)(=O)=O)c1
Indapamide	Indapamide metabolite M1	O=C(NN1C(C)Cc2c1cccc2)c1ccc(Cl)c(S(N)(=O)=O)c1	O=C(NN1C(C)Cc2c1ccc(O)c2)c1ccc(Cl)c(S(N)(=O)=O)c1	DB00808	DrugBank	train	O=C(NN1C(C)Cc2c1ccc(O)c2)c1ccc(Cl)c(S(N)(=O)=O)c1
S,S-Hydroxybupropion	S,S-Hydroxybupropion glucuronide	N1C(C)C(O)(c2cccc(Cl)c2)OCC1(C)C	N1C(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)(c2cccc(Cl)c2)OCC1(C)C	DB01156	DrugBank	train	N1C(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)(c2cccc(Cl)c2)OCC1(C)C
Remdesivir cyclic anhydride	Remdesivir Alanine Metabolite (Ala-Met; GS-704277)	C1(=O)C(C)NP(=O)(OCC2OC(C#N)(c3ccc4n3ncnc4N)C(O)C2O)O1	C(C(C)NP(=O)(OCC1OC(C#N)(c2ccc3n2ncnc3N)C(O)C1O)O)(O)=O	DB14761	DrugBank	train	C(C(C)NP(=O)(OCC1OC(C#N)(c2ccc3n2ncnc3N)C(O)C1O)O)(O)=O
5’-Deoxy-5-fluorouridine (5'DFUR)	5-fluorouracil	O=c1n(C2OC(C)C(O)C2O)cc(F)c(=O)n1	O=c1ncc(F)c(=O)n1	DB01101	DrugBank	train	O=c1ncc(F)c(=O)n1
5’-Deoxy-5-fluorocytidine (5'-DFCR)	5’-Deoxy-5-fluorouridine (5'DFUR)	Fc1cn(C2OC(C)C(O)C2O)c(=O)nc1N	Fc1cn(C2OC(C)C(O)C2O)c(=O)nc1=O	DB01101	DrugBank	train	Fc1cn(C2OC(C)C(O)C2O)c(=O)nc1=O
(R,R)-1-phenylpropylene oxide		c1cc(C2C(C)O2)ccc1	c1cc(C2C(CSCC(NC(CCC(N)C(=O)O)=O)C(=O)NCC(=O)O)O2)ccc1	(R,R)-1-phenylpropylene oxide	MetXBioDB	train	c1cc(C2C(CSCC(NC(CCC(N)C(=O)O)=O)C(=O)NCC(=O)O)O2)ccc1
schembl9652240		C1(c2cccnc2)SC(C)C(=O)N1C	C1(c2cccnc2)[SH](O)C(C)C(=O)N1C	schembl9652240	MetXBioDB	train	C1(c2cccnc2)[SH](O)C(C)C(=O)N1C
decursinol angelate		C1(C)(C)C(OC(C(C)=CC)=O)Cc2cc3ccc(=O)oc3cc2O1	C1(C)(C)C(OC(C2(C)C(C)O2)=O)Cc2cc3ccc(=O)oc3cc2O1	decursinol angelate	MetXBioDB	train	C1(C)(C)C(OC(C2(C)C(C)O2)=O)Cc2cc3ccc(=O)oc3cc2O1
senecionine		C1(=O)C(C)(O)C(C)CC(=CC)C(=O)OC2C3C(=CCN3CC2)CO1	C1(=O)C(C)(O)C(C)CC(=CC)C(=O)OC2C3C(=CC(O)N3CC2)CO1	senecionine	MetXBioDB	train	C1(=O)C(C)(O)C(C)CC(=CC)C(=O)OC2C3C(=CC(O)N3CC2)CO1
2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline (EMDP)	C1(=CC)N(C)C(C)CC1(c1ccccc1)c1ccccc1	C1(CC)=NC(C)CC1(c1ccccc1)c1ccccc1	DB00333	DrugBank	train	C1(CC)=NC(C)CC1(c1ccccc1)c1ccccc1
trans-isoeugenol		c1(C=CC)ccc(O)c(OC)c1	c1(C=CC)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(OC)c1	trans-isoeugenol	MetXBioDB	train	c1(C=CC)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(OC)c1
beta-methylstyrene		c1c(C=CC)cccc1	c1c(C=CCO)cccc1	beta-methylstyrene	MetXBioDB	train	c1c(C=CCO)cccc1
4-Hydroxytamoxifen	3,4-Dihydroxy-Tamoxifen	c1c(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCN(C)C)cc2)cccc1	c1c(C(CC)=C(c2ccc(O)c(O)c2)c2ccc(OCCN(C)C)cc2)cccc1	tamoxifen	MetXBioDB	train	c1c(C(CC)=C(c2ccc(O)c(O)c2)c2ccc(OCCN(C)C)cc2)cccc1
Endoxifen (4-hydroxy-N-desmethyltamoxifen)	Norendoxifen (4-hydroxy-N,N-didesmethyltamoxifen)	N(CCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1)C	NCCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1	DB00675	DrugBank	train	NCCOc1ccc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)cc1
4-hydroxytamoxifen sulfate	Endoxifen (4-hydroxy-N-desmethyltamoxifen)	c1ccc(C(CC)=C(c2ccc(OS(=O)(=O)O)cc2)c2ccc(OCCN(C)C)cc2)cc1	c1ccc(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCNC)cc2)cc1	DB00675	DrugBank	train	c1ccc(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCNC)cc2)cc1
Droloxifene		CN(CCOc1ccc(C(=C(CC)c2ccccc2)c2cccc(O)c2)cc1)C	CN(CCOc1ccc(C(=C(CC)c2ccccc2)c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)cc1)C	Droloxifene	MetXBioDB	train	CN(CCOc1ccc(C(=C(CC)c2ccccc2)c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)cc1)C
Tamoxifen Metabolite E	Tamoxifen Metabolite E Glucuronide	c1cc(C(=C(CC)c2ccccc2)c2ccc(O)cc2)ccc1	c1cc(C(=C(CC)c2ccccc2)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)ccc1	DB00675	DrugBank	train	c1cc(C(=C(CC)c2ccccc2)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)ccc1
Tamoxifen	4-Hydroxytamoxifen	c1c(C(=C(CC)c2ccccc2)c2ccccc2)ccc(OCCN(C)C)c1	c1c(C(=C(CC)c2ccccc2)c2ccc(O)cc2)ccc(OCCN(C)C)c1	DB00675	Both	train	c1c(C(=C(CC)c2ccccc2)c2ccc(O)cc2)ccc(OCCN(C)C)c1
tamoxifen	3-Hydroxytamoxifen	N(CCOc1ccc(C(=C(CC)c2ccccc2)c2ccccc2)cc1)(C)C	N(CCOc1ccc(C(=C(CC)c2ccccc2)c2cccc(O)c2)cc1)(C)C	tamoxifen	MetXBioDB	train	N(CCOc1ccc(C(=C(CC)c2ccccc2)c2cccc(O)c2)cc1)(C)C
N,N-didesmethyltamoxifen	Tamoxifen Metabolite Y	c1cccc(C(=C(CC)c2ccccc2)c2ccc(OCCN)cc2)c1	c1cccc(C(=C(CC)c2ccccc2)c2ccc(OCCO)cc2)c1	DB00675	DrugBank	train	c1cccc(C(=C(CC)c2ccccc2)c2ccc(OCCO)cc2)c1
N-Desmethyltamoxifen	alpha-OH-N-desmethyltamoxifen	c1cc(C(=C(CC)c2ccccc2)c2ccc(OCCNC)cc2)ccc1	c1cc(C(=C(C(C)O)c2ccccc2)c2ccc(OCCNC)cc2)ccc1	tamoxifen	MetXBioDB	train	c1cc(C(=C(C(C)O)c2ccccc2)c2ccc(OCCNC)cc2)ccc1
Tamoxifen Metabolite Y	Tamoxifen Metabolite E	c1(C(=C(CC)c2ccccc2)c2ccccc2)ccc(OCCO)cc1	c1(C(=C(CC)c2ccccc2)c2ccccc2)ccc(O)cc1	DB00675	DrugBank	train	c1(C(=C(CC)c2ccccc2)c2ccccc2)ccc(O)cc1
Tamoxifen N-oxide	alpha-OH-tamoxifen N-oxide	c1c(C(CC)=C(c2ccccc2)c2ccc(OCCN(C)(C)O)cc2)cccc1	c1c(C(C(C)O)=C(c2ccccc2)c2ccc(OCCN(C)(C)O)cc2)cccc1	Tamoxifen N-oxide	MetXBioDB	train	c1c(C(C(C)O)=C(c2ccccc2)c2ccc(OCCN(C)(C)O)cc2)cccc1
Ketobemidone	Ketobemidone sulfate	c1c(C2(C(CC)=O)CCN(C)CC2)cc(O)cc1	c1c(C2(C(CC)=O)CCN(C)CC2)cc(OS(=O)(=O)O)cc1	Ketobemidone	MetXBioDB	train	c1c(C2(C(CC)=O)CCN(C)CC2)cc(OS(=O)(=O)O)cc1
Aranidipine M-2	Aranidipine M-5	ON(c1c(C2C(C(CC)=O)=C(C)NC(C)=C2C(=O)O)cccc1)=O	ON(c1c(-c2c(C(OC)=O)c(C)nc(C)c2C(=O)O)cccc1)=O	DB09229	DrugBank	train	ON(c1c(-c2c(C(OC)=O)c(C)nc(C)c2C(=O)O)cccc1)=O
Genz-527862	Genz-682042	O=C(CCCCC(CC)=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2	O=C(CCCC(=O)O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2	DB09039	DrugBank	train	O=C(CCCC(=O)O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
Alfentanil	N-phenylpropionamide	c1cccc(N(C(CC)=O)C2(COC)CCN(CCn3nnn(CC)c3=O)CC2)c1	c1cccc(NC(CC)=O)c1	DB00802	Both	train	c1cccc(NC(CC)=O)c1
fentanyl	Phenylacetaldehyde	c1ccc(CCN2CCC(N(C(CC)=O)c3ccccc3)CC2)cc1	c1ccc(CC=O)cc1	fentanyl	MetXBioDB	train	c1ccc(CC=O)cc1
Leniolisib M1 metabolite	Leniolisib M48 metabolite	n1cc(N2Cc3c(NC4CCN(C(CC)=O)C4)ncnc3CC2)cc(C(F)(F)F)c1O	n1cc(N2Cc3c(N)ncnc3CC2)cc(C(F)(F)F)c1O	DB16217	DrugBank	train	n1cc(N2Cc3c(N)ncnc3CC2)cc(C(F)(F)F)c1O
Leniolisib	Leniolisib M9 metabolite	C1c2c(NC3CCN(C(CC)=O)C3)ncnc2CCN1c1cnc(OC)c(C(F)(F)F)c1	C1c2c(NC3CCN(C(CC)=O)C3)ncn(O)c2CCN1c1cnc(OC)c(C(F)(F)F)c1	DB16217	DrugBank	train	C1c2c(NC3CCN(C(CC)=O)C3)ncn(O)c2CCN1c1cnc(OC)c(C(F)(F)F)c1
dextropropoxyphene	Nordextropropoxyphene	N(CC(C(OC(CC)=O)(Cc1ccccc1)c1ccccc1)C)(C)C	N(CC(C(OC(CC)=O)(Cc1ccccc1)c1ccccc1)C)C	dextropropoxyphene	MetXBioDB	train	N(CC(C(OC(CC)=O)(Cc1ccccc1)c1ccccc1)C)C
Beclomethasone-17-monopropionate (17-BMP)	Beclomethasone (BOH)	C12C3CC(C)C(OC(CC)=O)(C(=O)CO)C3(C)CC(O)C1(Cl)C1(C)C(=CC(=O)C=C1)CC2	C12C3CC(C)C(O)(C(=O)CO)C3(C)CC(O)C1(Cl)C1(C)C(=CC(=O)C=C1)CC2	DB00394	DrugBank	train	C12C3CC(C)C(O)(C(=O)CO)C3(C)CC(O)C1(Cl)C1(C)C(=CC(=O)C=C1)CC2
Testosterone propionate	Testosterone	C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CCC2OC(CC)=O	C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CCC2O	DB01420	DrugBank	train	C12(C)CCC3C4(C)CCC(=O)C=C4CCC3C1CCC2O
Beclomethasone-21-monopropionate (21-BMP)	Beclomethasone (BOH)	C12(C)C(CC(C)C1(O)C(=O)COC(CC)=O)C1C(Cl)(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1	C12(C)C(CC(C)C1(O)C(=O)CO)C1C(Cl)(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1	DB00394	DrugBank	train	C12(C)C(CC(C)C1(O)C(=O)CO)C1C(Cl)(C(O)C2)C2(C)C(=CC(=O)C=C2)CC1
Beclomethasone dipropionate	Beclomethasone-21-monopropionate (21-BMP)	C1(=O)C=CC2(C)C3(Cl)C(O)CC4(C)C(C(COC(CC)=O)=O)(OC(=O)CC)C(C)CC4C3CCC2=C1	C1(=O)C=CC2(C)C3(Cl)C(O)CC4(C)C(C(COC(CC)=O)=O)(O)C(C)CC4C3CCC2=C1	DB00394	DrugBank	train	C1(=O)C=CC2(C)C3(Cl)C(O)CC4(C)C(C(COC(CC)=O)=O)(O)C(C)CC4C3CCC2=C1
schembl17043265	HO-MPBP	C1N(C(CC)C(=O)c2ccc(C)cc2)CCC1	C1N(C(CC)C(=O)c2ccc(CO)cc2)CCC1	schembl17043265	MetXBioDB	train	C1N(C(CC)C(=O)c2ccc(CO)cc2)CCC1
Levetiracetam	Levetiracetam carboxylic acid metabolite (L057)	C(C(CC)N1CCCC1=O)(=O)N	C(C(CC)N1CCCC1=O)(=O)O	DB01202	DrugBank	train	C(C(CC)N1CCCC1=O)(=O)O
zinc38309998		C12C(OC(C(CC)(C)C)=O)CC(C)C=C1C=CC(C)C2CCC(O)CC(O)CC(=O)O	C12C(OC(C(CC)(C)C)=O)CC(C)C(O)=C1C=C(O)C(C)C2CCC(O)CC(O)CC(=O)O	zinc38309998	MetXBioDB	train	C12C(OC(C(CC)(C)C)=O)CC(C)C(O)=C1C=C(O)C(C)C2CCC(O)CC(O)CC(=O)O
tert-amyl methyl ether	tert-amyl alcohol	CC(CC)(C)OC	CC(CC)(C)O	tert-amyl methyl ether	MetXBioDB	train	CC(CC)(C)O
lovastatin	3-Hydroxylovastatin	C1=CC(C)C(CCC2CC(O)CC(=O)O2)C2C(OC(C(CC)C)=O)CC(C)C=C21	C1=CC(C)C(CCC2CC(O)CC(=O)O2)C2C(OC(C(CC)O)=O)CC(C)C=C21	lovastatin	MetXBioDB	train	C1=CC(C)C(CCC2CC(O)CC(=O)O2)C2C(OC(C(CC)O)=O)CC(C)C=C21
Triol pravastatin	3-keto-5,6-diol pravastatin	C1(O)CC(OC(C(CC)C)=O)C2C(C1O)C=C(O)C(C)C2CCC(O)CC(O)CC(=O)O	C1(O)CC(OC(C(CC)C)=O)C2C(=CC(=O)C(C)C2CCC(O)CC(O)CC(=O)O)C1O	DB00175	DrugBank	train	C1(O)CC(OC(C(CC)C)=O)C2C(=CC(=O)C(C)C2CCC(O)CC(O)CC(=O)O)C1O
Pravastatin	3'(S)-hydroxy-pravastatin-tetranor	C1=CC(C)C(CCC(O)CC(O)CC(=O)O)C2C(OC(C(CC)C)=O)CC(O)C=C21	C1=CC(C)C(CCC(O)O)C2C(OC(C(C(C)O)C)=O)CC(O)C=C21	DB00175	DrugBank	train	C1=CC(C)C(CCC(O)O)C2C(OC(C(C(C)O)C)=O)CC(O)C=C21
Pravastatin	Desacylpravastatin	C(C(CCC1C(C)C=CC2=CC(O)CC(OC(C(CC)C)=O)C21)O)C(O)CC(=O)O	C(C(CCC1C(C)C=Cc2c1ccc(O)c2)O)C(O)CC(=O)O	DB00175	DrugBank	train	C(C(CCC1C(C)C=Cc2c1ccc(O)c2)O)C(O)CC(=O)O
3-alpha-isopravastatin	7-hydroxy-3-alpha-isopravastatin	CC1C(CCC(O)CC(O)CC(=O)O)C2C(OC(C(CC)C)=O)CCC=C2C=C1O	CC1C(CCC(O)CC(O)CC(=O)O)C2C(OC(C(CC)C)=O)C(O)CC=C2C=C1O	DB00175	DrugBank	train	CC1C(CCC(O)CC(O)CC(=O)O)C2C(OC(C(CC)C)=O)C(O)CC=C2C=C1O
4-sec-Butylphenol		c1cc(C(CC)C)ccc1O	c1cc(C(CC)C)ccc1OC1OC(C(=O)O)C(O)C(O)C1O	4-sec-Butylphenol	MetXBioDB	train	c1cc(C(CC)C)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
Itraconazole	Hydroxyitraconazole	C1N(c2ccc(-n3cnn(C(CC)C)c3=O)cc2)CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)C1	C1N(c2ccc(-n3cnn(C(C(C)O)C)c3=O)cc2)CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)C1	DB01167	Both	train	C1N(c2ccc(-n3cnn(C(C(C)O)C)c3=O)cc2)CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)C1
