parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set
	(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine		CP-611,781	CYP2D6;CYP3A4	(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine	C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1	COc1ccc(C(C)CO)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1	MetXBioDB	0.7377049180327869	test
	dexloxiglumide			CYP2B6;CYP2C8;CYP2C9;CYP3A4	dexloxiglumide	CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	CCCCCN(CCCO)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	MetXBioDB	0.8245614035087719	test
	dexpropranolol (propranolol)			CYP1A2;CYP2D6	dexpropranolol (propranolol)	CC(C)NCC(O)COc1cccc2ccccc12	CC(C)NCC(O)COc1cccc2c(O)cccc12	MetXBioDB	0.7692307692307693	test
	galangin		4'-OH-galangin	CYP1A2 ; CYP2C9	galangin	O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	MetXBioDB	0.8055555555555556	test
	hexamethylphosphoramide			CYP2A6	hexamethylphosphoramide	CN(C)P(=O)(N(C)C)N(C)C	CNP(=O)(N(C)C)N(C)C	MetXBioDB	0.4117647058823529	test
	lornoxicam		5'-Hydroxylornoxicam	CYP2C9 	lornoxicam	CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O	CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O	MetXBioDB	0.7636363636363637	test
	p-xylene		4-Methylbenzylalcohol	CYP2E1	p-xylene	Cc1ccc(C)cc1	Cc1ccc(CO)cc1	MetXBioDB	0.5	test
	phenytoin		3'-HPPH	CYP2C9; CYP2C19	phenytoin	OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1	OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1	MetXBioDB	0.7931034482758621	test
	riddelliine		riddelliine N-Oxide	CYP3A4	riddelliine	C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23	C=C1CC(=CC)C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C1(O)CO)C23	MetXBioDB	0.6086956521739131	test
	serotonin			CYP2B6 (major); CYP2C19; CYP2D6; CYP1A2; CYP2C9; CYP3A4	serotonin	NCCc1c[nH]c2ccc(O)cc12	CCc1c[nH]c2ccc(O)cc12	MetXBioDB	0.6470588235294118	test
	Dibenz[a,j]acridine			CYP1A2;CYP3A4	Dibenz[a,j]acridine	c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12	ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21	MetXBioDB	0.2291666666666666	test
	zaleplon		Dementhylazed-zaleplon	CYP3A4	zaleplon	CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1	CC(=O)Nc1cccc(-c2ccnc3c(C#N)cnn23)c1	MetXBioDB	0.6379310344827587	test
	zinc15020070			CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2C19	zinc15020070	COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21	MetXBioDB	0.7804878048780488	test
	zinc4556587		12-hydroxyibogamine	CYP2C19;CYP2D6;CYP3A4	zinc4556587	CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13	CCC1CC2CC3c4[nH]c5ccc(O)cc5c4CCN(C2)C13	MetXBioDB	0.7454545454545455	test
	1,8-dinitropyrene		1-amino-8-nitropyrene	CYP1A1	1,8-dinitropyrene	O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34	Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34	MetXBioDB	0.7777777777777778	test
	3'-HPPH		3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH	CYP2C9; CYP2C19	phenytoin	OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1	OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1	MetXBioDB	0.7142857142857143	test
	4'-HPPH		3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH	CYP2C9; CYP2C19	phenytoin	OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1	OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1	MetXBioDB	0.7058823529411765	test
	N-Desmethylmianserin		(R)-mianserin, 8-OH-N-desmethyl	CYP2D6; CYP1A2; CYP3A4	N-Desmethylmianserin	c1ccc2c(c1)Cc1ccccc1N1CCNCC21	Oc1ccc2c(c1)N1CCNCC1c1ccccc1C2	MetXBioDB	0.7317073170731707	test
	Tegafur		5-Fluorouracil	CYP2A6; CYP1A2; CYP2C8	Tegafur	O=c1nc(O)c(F)cn1C1CCCO1	Oc1ncc(F)c(O)n1	MetXBioDB	0.2619047619047619	test
	Curcumin		Curcumin 4-O-glucuronide	UGT1A9	Curcumin	COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(OC)c2)ccc1O	MetXBioDB	0.62	test
	Narigenin		Narigenin 7-O-glucuronide	UGT1A9	Narigenin	O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21	O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c21	MetXBioDB	0.5636363636363636	test
	isoniazid		isoniazid N-acetyl	NAT2	isoniazid	NNC(=O)c1ccncc1	CC(=O)NNC(=O)c1ccncc1	MetXBioDB	0.5517241379310345	test
	2-iodobenzyl bromide			GST	2-iodobenzyl bromide	BrCc1ccccc1I	NC(CCC(=O)NC(CSc1ccccc1CBr)C(=O)NCC(=O)O)C(=O)O	MetXBioDB	0.2222222222222222	test
	Hydroxyoxid acid			UGT	Hydroxyoxid acid	CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13O	CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13OC1OC(C(=O)O)C(O)C(O)C1O	MetXBioDB	0.5294117647058824	test
	3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone			UGT1A9	3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone	Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(O)c(=O)c2c1	Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1	MetXBioDB	0.5806451612903226	test
	7-hydroxy-12-methylbenz[a]anthracene			SULT2A1	7-hydroxy-12-methylbenz[a]anthracene	Cc1c2ccccc2c(O)c2ccc3ccccc3c12	Cc1c2ccccc2c(OS(=O)(=O)O)c2ccc3ccccc3c12	MetXBioDB	0.5526315789473685	test
	4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid			UGT	4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid	O=C(O)CCC(O)Cc1cc(O)cc(O)c1	O=C(CCC(O)Cc1cc(O)cc(O)c1)OCOC1OC(C(O)O)C(O)C(O)C1O	MetXBioDB	0.4509803921568627	test
	Quinagolide			UGT	Quinagolide	CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21	CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(cccc3OC3OC(C(=O)O)C(O)C(O)C3O)CC21	MetXBioDB	0.6438356164383562	test
	sulfamerazine			NAT	sulfamerazine	Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	CC(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1	MetXBioDB	0.6666666666666666	test
	Hydromorphone		Hydromorphone 3-sulfate	SULT	hydrocodone	CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	CN1CCC23c4c5ccc(OS(=O)(=O)O)c4OC2C(=O)CCC3C1C5	MetXBioDB	0.7413793103448276	test
	zaltoprofen			UGT	zaltoprofen	CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2	CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1ccc2c(c1)CC(=O)c1ccccc1S2	MetXBioDB	0.6271186440677966	test
	Naproxen			UGT	Naproxen	COc1ccc2cc(C(C)C(=O)O)ccc2c1	COc1ccc2cc(C(C)C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1	MetXBioDB	0.5625	test
	8-OH efivarenz			UGT	8-OH efivarenz	OC1=Nc2c(O)cc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	O=C(O)C1OC(Oc2cc(Cl)cc3c2N=C(O)OC3(C#CC2CC2)C(F)(F)F)C(O)C(O)C1O	MetXBioDB	0.6153846153846154	test
	5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone			UGT	5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone	O=C1CCC(Cc2cc(O)c(O)c(O)c2)O1	O=C1CCC(Cc2cc(O)c(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)O1	MetXBioDB	0.56	test
	8-OH-2,3,7-TriCDD			UGT	8-OH-2,3,7-TriCDD	Oc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2	O=C(O)C1OC(Oc2cc3c(cc2Cl)Oc2cc(Cl)c(Cl)cc2O3)C(O)C(O)C1O	MetXBioDB	0.3255813953488372	test
	15-Hydroxypatchoulol			UGT	15-Hydroxypatchoulol	CC1(C)C2CCC3(C)C(C2)C(CO)CCC13O	CC1(C)C2CCC3(C)C(C2)C(COC2OC(C(=O)O)C(O)C(O)C2O)CCC13O	MetXBioDB	0.5	test
	Galantamine			UGT	Galantamine	COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2	CN1CCC23C=CC(O)CC2Oc2c(OS(=O)(=O)O)ccc(c23)C1	MetXBioDB	0.7719298245614035	test
	Apigenin			UGT1A9	Apigenin	O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O	MetXBioDB	0.5490196078431373	test
	Sudan I		1-Amino-2-naphthol	EC 1.7.1.6	Sudan I	Oc1ccc2ccccc2c1N=Nc1ccccc1	Nc1c(O)ccc2ccccc12	MetXBioDB	0.4545454545454545	test
