parent_id	parent_name	child_id	child_name	enzymes	origin	reactants	products	source	tanimoto	set	possible_products
	6-gingerol			UGT	6-gingerol	CCCCCC(O)CC(=O)CCc1ccc(OC)c(O)c1	CCCCCC(CC(=O)CCc1ccc(OC)c(O)c1)OC1OC(C(=O)O)C(O)C(O)C1O	MetXBioDB	0.59375	train	CCCCCC(CC(=O)CCc1ccc(OC)c(O)c1)OC1OC(C(=O)O)C(O)C(O)C1O
DB00374	Treprostinil	DBMET03509	Treprostinil metabolite HU5		DB00374	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21	DrugBank	0.7222222222222222	train	CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)CC21
	(11S)-11-hydroperoxylinoleic acid			GST	(11S)-11-hydroperoxylinoleic acid	CCCCCC=CC(C=CCCCCCCCC(=O)O)OO	CCCCCC=CC(C=CCCCCCCCC(=O)O)OOSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	MetXBioDB	0.4677419354838709	train	CCCCCC=CC(C=CCCCCCCCC(=O)O)OOSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
DB04557	Arachidonic Acid	DBMET01595	10-HETE	Cytochrome P450 1A2, Cytochrome P450 2C8, Cytochrome P450 3A4	DB13854	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	CCCCCC=CCC=CC(O)C=CCC=CCCCC(=O)O	Both	0.78125	train	CCCCCC=CCC=CC(O)C=CCC=CCCCC(=O)O.CCCCC(O)C=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O.CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O
DB04557	Arachidonic Acid	DBMET01601	16-HETE	Cytochrome P450 1A1, Cytochrome P450 1A2	DB13854	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	CCCCC(O)C=CCC=CCC=CCC=CCCCC(=O)O	Both	0.6764705882352942	train	CCCCCC=CCC=CC(O)C=CCC=CCCCC(=O)O.CCCCC(O)C=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O.CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O
DB04557	Arachidonic Acid	DBMET01607	12-HETE	Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C9	DB13854	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O	Both	0.6756756756756757	train	CCCCCC=CCC=CC(O)C=CCC=CCCCC(=O)O.CCCCC(O)C=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O.CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O
DB04557	Arachidonic Acid	DBMET01610	8-HETE	Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2C8, Cytochrome P450 2C9	DB13854	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O	Both	0.6756756756756757	train	CCCCCC=CCC=CC(O)C=CCC=CCCCC(=O)O.CCCCC(O)C=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O.CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O
DB13854	Gamolenic acid	DB00154	Dihomo-gamma-linolenic acid	Very long chain fatty acid elongase 5, Very long chain fatty acid elongase 4	DB11358	CCCCCC=CCC=CCC=CCCCCC(=O)O	CCCCCC=CCC=CCC=CCCCCCCC(=O)O	DrugBank	0.9615384615384616	train	CCCCCC=CCC=CCC=CCCCCCCC(=O)O
DB00154	Dihomo-gamma-linolenic acid	DB04557	Arachidonic Acid	Acyl-CoA 6-desaturase	DB13854	CCCCCC=CCC=CCC=CCCCCCCC(=O)O	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	DrugBank	0.8888888888888888	train	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
DB14104	Linoleic acid	DB04557	Arachidonic Acid		DB13959	CCCCCC=CCC=CCCCCCCCC(=O)O	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	DrugBank	0.8888888888888888	train	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC1OC1CCCCCCCC(=O)O.CCCCCC1OC1CC=CCCCCCCCC(=O)O
	linoleyl alcohol		linoleyl O-glucuronide	UGT	linoleyl alcohol	CCCCCC=CCC=CCCCCCCCCO	CCCCCC=CCC=CCCCCCCCCOC1OC(C(=O)O)C(O)C(O)C1O	MetXBioDB	0.4090909090909091	train	CCCCCC=CCC=CCCCCCCCCOC1OC(C(=O)O)C(O)C(O)C1O
DBMET03172	Heptanoate	DBMET03174	β-hydroxybutyrate		DB11677	CCCCCCC(=O)O	CC(O)CC(=O)O	DrugBank	0.28	train	CC(O)CC(=O)O
DB13944	Testosterone enanthate	DB00624	Testosterone		DB13944	CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	DrugBank	0.603448275862069	train	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
DB11677	Triheptanoin	DBMET03172	Heptanoate		DB11677	CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC	CCCCCCC(=O)O	DrugBank	0.4193548387096774	train	CCCCCCC(=O)O
DB09039	Eliglustat	DBMET03448	Genz-256416	Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 2C19	DB09039	CCCCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2	CC(O)CCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2	DrugBank	0.8275862068965517	train	CC(O)CCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2
	oleic acid			CYP2E1;CYP4A11	oleic acid	CCCCCCCCC=CCCCCCCCC(=O)O	CC(O)CCCCCCC=CCCCCCCCC(=O)O	MetXBioDB	0.6129032258064516	train	CC(O)CCCCCCC=CCCCCCCCC(=O)O
DB08804	Nandrolone decanoate	DB13169	Nandrolone	3',5'-cyclic-AMP phosphodiesterase 7B	DB08804	CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C	CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O	DrugBank	0.603448275862069	train	CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O
DB13946	Testosterone undecanoate	DB00624	Testosterone		DB13946	CCCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	DrugBank	0.603448275862069	train	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
DB03017	Lauric acid	DB03704	12-Hydroxydodecanoic Acid	Cytochrome P450 2E1, Cytochrome P450 2C8, Cytochrome P450 2B6	DB14185	CCCCCCCCCCCC(=O)O	O=C(O)CCCCCCCCCCCO	Both	0.5714285714285714	train	O=C(O)CCCCCCCCCCCO
DB14185	Aripiprazole lauroxil	DBMET02124	N-hydroxymethyl-aripiprazole		DB14185	CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21	O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1CO	DrugBank	0.7222222222222222	train	O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1CO
	tetradecanoic acid			CYP2E1;CYP4A11	tetradecanoic acid	CCCCCCCCCCCCCC(=O)O	CC(O)CCCCCCCCCCCC(=O)O	MetXBioDB	0.52	train	CC(O)CCCCCCCCCCCC(=O)O
DB13966	Isopropyl myristate	DB08231	Myristic acid	Carboxylesterase	DB13966	CCCCCCCCCCCCCC(=O)OC(C)C	CCCCCCCCCCCCCC(=O)O	DrugBank	0.4814814814814814	train	CCCCCCCCCCCCCC(=O)O
	palmitic acid			CYP2E1;CYP4A11	palmitic acid	CCCCCCCCCCCCCCCC(=O)O	CC(O)CCCCCCCCCCCCCC(=O)O	MetXBioDB	0.52	train	CC(O)CCCCCCCCCCCCCC(=O)O
	Stearic Acid			CYP2E1;CYP4A11	Stearic Acid	CCCCCCCCCCCCCCCCCC(=O)O	CC(O)CCCCCCCCCCCCCCCC(=O)O	MetXBioDB	0.52	train	CC(O)CCCCCCCCCCCCCCCC(=O)O
DB09494	Cetyl alcohol	DB03796	Palmitic Acid	Aldo-keto reductase family 1 member A1	DB09494	CCCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCCC(=O)O	DrugBank	0.4285714285714285	train	CCCCCCCCCCCCCCCC(=O)O
	4-nonylphenol			SULT1C1; SULT1C2	4-nonylphenol	CCCCCCCCCc1ccc(O)cc1	CCCCCCCCCc1ccc(OS(=O)(=O)O)cc1	MetXBioDB	0.5294117647058824	train	CCCCCCCCCc1ccc(OS(=O)(=O)O)cc1
	MNAN			CYP2A6;CYP2E1	MNAN	CCCCCN(C)N=O	CC(O)CCCN(C)N=O	MetXBioDB	0.5	train	CC(O)CCCN(C)N=O
	dexloxiglumide			CYP2B6;CYP2C8;CYP2C9;CYP3A4	dexloxiglumide	CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	CCCCCN(CCCO)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	MetXBioDB	0.8245614035087719	train	CCCCCN(CCCO)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
	tegaserod			CYP1A2;CYP2D6	tegaserod	CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12	CCCCCNC(=N)NN=Cc1c[nH]c2ccc(O)cc12	MetXBioDB	0.7592592592592593	train	CCCCCNC(=N)NN=Cc1c[nH]c2ccc(O)cc12
DB01101	Capecitabine	DBMET03580	5’-Deoxy-5-fluorocytidine (5'-DFCR)	Liver carboxylesterase 1	DB01101	CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F	CC1OC(n2cc(F)c(N)nc2=O)C(O)C1O	DrugBank	0.5517241379310345	train	CC1OC(n2cc(F)c(N)nc2=O)C(O)C1O
	pentoxyresorufin		Resorufin	CYP1A1; CYP1A2; CYP1B1	pentoxyresorufin	CCCCCOc1ccc2nc3ccc(=O)cc-3oc2c1	O=c1ccc2nc3ccc(O)cc3oc-2c1	MetXBioDB	0.5416666666666666	train	O=c1ccc2nc3ccc(O)cc3oc-2c1
DBMET00124	8-Hydroxy-delta-9-THC	DBMET01220	8,11-Dihydroxy-delta-9-THC		DB00470	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(C)=CC21	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21	DrugBank	0.7818181818181819	train	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21
	11_oxo_delta8_tetrahydrocannabinol			CYP2C8;CYP2C9;CYP2C19;CYP3A4	11_oxo_delta8_tetrahydrocannabinol	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C=O)CC21	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21	MetXBioDB	0.7413793103448276	train	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21
DBMET01221	11-Nor-9-carboxy-delta-9-THC	DBMET03558	11-nor-9-carboxy-delta-9-THC-glucuronide	UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3	DB00470	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)=CC21	DrugBank	0.6857142857142857	train	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)=CC21
DB00470	Dronabinol	DBMET00126	9-alpha,10-alpha-epoxyhexahydrocannabinol	Prostaglandin G/H synthase 1, Cytochrome P450 3A4	DB00470	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC3(C)OC3C21	DrugBank	0.5833333333333334	train	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC3(C)OC3C21
DBMET00120	11-Hydroxy-delta-9-THC	DBMET01220	8,11-Dihydroxy-delta-9-THC		DB00470	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21	DrugBank	0.6779661016949152	train	CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21
DB06708	Lumefantrine	DBMET00438	desbutyl-lumefantrine	Cytochrome P450 3A4	DB06708	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1	CCCCNCC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1	DrugBank	0.6964285714285714	train	CCCCNCC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1
	Carbosulfan			CYP1A1; CYP2B6; CYP2C19; CYP3A4	Carbosulfan	CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2	CCCCN(CCCC)[S+]([O-])N(C)C(=O)Oc1cccc2c1OC(C)(C)C2	MetXBioDB	0.6779661016949152	train	CCCCN(CCCC)[S+]([O-])N(C)C(=O)Oc1cccc2c1OC(C)(C)C2
	levobupivacaine			CYP2C19;CYP2D6;CYP3A4	levobupivacaine	CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	Cc1cccc(C)c1NC(=O)C1CCCCN1	MetXBioDB	0.4705882352941176	train	Cc1cccc(C)c1NC(=O)C1CCCCN1
DB01124	Tolbutamide	DBMET00289	4-Hydroxy tolbutamide	Cytochrome P450 2C19, Cytochrome P450 2C9	DB01124	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1	Both	0.7435897435897436	train	CCCCNC(=O)NS(=O)(=O)c1ccc(CO)cc1
DBMET02838	N-debutyl-dronedarone	DBMET02843	Deaminated N,N′-didebutyl-dronedarone	Amine oxidase [flavin-containing] A	DB04855	CCCCNCCCOc1ccc(C(=O)c2c(CCCC)oc3ccc(NS(C)(=O)=O)cc23)cc1	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCO)cc1	DrugBank	0.8360655737704918	train	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCO)cc1
	4-(butylaminomethyl)-7-methoxycoumarin			CYP1A2	4-(butylaminomethyl)-7-methoxycoumarin	CCCCNCc1cc(=O)oc2cc(OC)ccc12	COc1ccc2c(CN)cc(=O)oc2c1	MetXBioDB	0.6086956521739131	train	COc1ccc2c(CN)cc(=O)oc2c1
DB09085	Tetracaine	DBMET01429	para-aminobenzoic acid		DB09085	CCCCNc1ccc(C(=O)OCCN(C)C)cc1	Nc1ccc(C(=O)O)cc1	DrugBank	0.2	train	Nc1ccc(C(=O)O)cc1
DB00868	Benzonatate	DBMET02977	4-(butylamino)benzoic acid	Cholinesterase	DB00868	CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1	CCCCNc1ccc(C(=O)O)cc1	DrugBank	0.5609756097560976	train	CCCCNc1ccc(C(=O)O)cc1
	Butyl-4-hydroxybenzoate			UGT1A9	Butyl-4-hydroxybenzoate	CCCCOC(=O)c1ccc(O)cc1	CCCCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	MetXBioDB	0.5	train	CCCCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
DB12911	Nicoboxil	DBMET02072	2-butoxyethanol	Albumin	DB12911	CCCCOCCOC(=O)c1cccnc1	CCCCOCCO	DrugBank	0.325	train	CCCCOCCO
	Butachlor			CYP2B6; CYP3A4	Butachlor	CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC	CCc1cccc(CC)c1NC(=O)CCl	MetXBioDB	0.3695652173913043	train	CCc1cccc(CC)c1NC(=O)CCl
	zinc02949712		HFC(7-hydroxy-4-trifluoromethylcoumarin)	CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4	zinc02949712	CCCCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1	O=c1cc(C(F)(F)F)c2ccc(O)cc2o1	MetXBioDB	0.5454545454545454	train	O=c1cc(C(F)(F)F)c2ccc(O)cc2o1
DBMET01508	BA 345 Br (Scopolamine Butylbromide)	DBMET01510	AD12 (Scopolamine Butylbromide)		DB09300	CCCC[N+]1(C)C2CC(O)CC1C1OC12	CCCC[N+]1(C)C2CC3CC1C(O3)C2O	DrugBank	0.6571428571428571	train	CCCC[N+]1(C)C2CC3CC1C(O3)C2O
DB09300	Butylscopolamine	DBMET01509	BA 790 Br (Scopolamine Butylbromide)		DB09300	CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	C=C(Cc1ccccc1)C(=O)OC1CC2C3OC3C(C1)[N+]2(C)CCCC	DrugBank	0.6166666666666667	train	C=C(Cc1ccccc1)C(=O)OC1CC2C3OC3C(C1)[N+]2(C)CCCC
	OT-7100 M5			SULT	OT-7100 M5	CCCCc1cc(N)n2nccc2n1	CCCCc1cc(NS(=O)(=O)O)n2nccc2n1	MetXBioDB	0.6	train	CCCCc1cc(NS(=O)(=O)O)n2nccc2n1
	4-n-Butylphenol			UGT1A9	4-n-Butylphenol	CCCCc1ccc(O)cc1	CCCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	MetXBioDB	0.3636363636363636	train	CCCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
	losartan carboxaldehyde			CYP3A4	losartan carboxaldehyde	CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	MetXBioDB	0.7377049180327869	train	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DBMET00009	Losartan carboxaldehyde	DBMET00303	Losartan carboxylic acid	Cytochrome P450 2C9, Cytochrome P450 3A4	DB00678	CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	DrugBank	0.7301587301587301	train	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
	losartan		E-3174	CYP2C9; CYP3A4; CYP3A5	losartan	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	MetXBioDB	0.7627118644067796	train	CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
DBMET02840	Phenol-dronedarone	DBMET02841	Phenol-dronedarone glucuronide	UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B15	DB04855	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(O)cc1	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OC2C(O)C(O)C(O)C(O)C2C(=O)O)cc1	DrugBank	0.6666666666666666	train	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OC2C(O)C(O)C(O)C(O)C2C(=O)O)cc1
DB04855	Dronedarone	DBMET02838	N-debutyl-dronedarone	Cytochrome P450 3A4, Cytochrome P450 3A5	DB04855	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1	CCCCNCCCOc1ccc(C(=O)c2c(CCCC)oc3ccc(NS(C)(=O)=O)cc23)cc1	DrugBank	0.796875	train	CCCCNCCCOc1ccc(C(=O)c2c(CCCC)oc3ccc(NS(C)(=O)=O)cc23)cc1
DBMET02843	Deaminated N,N′-didebutyl-dronedarone	DBMET02844	Deaminated N,N′-didebutyl-dronedarone glucuronide	UDP-glucuronosyltransferases (UGTs)	DB04855	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCO)cc1	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCOC2C(O)C(O)C(O)C(O)C2C(=O)O)cc1	DrugBank	0.7285714285714285	train	CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCOC2C(O)C(O)C(O)C(O)C2C(=O)O)cc1
DB01118	Amiodarone	DBMET00012	Desethylamiodarone	Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2D6, Cytochrome P450 2C8, Cytochrome P450 3A4	DB01118	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1	Both	0.7333333333333333	train	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1
DBMET00462	morphine-3-glucuronide	DBMET02018	morphine-3,6-diglucuronide		DB00295	CCCN(C)C(CC)C1C=CC(O)C2Oc3c(OC4OC(C)C(O)C(O)C4O)cccc3C12	OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCCC452)C(O)C(O)C1O	DrugBank	0.2446808510638297	train	OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCCC452)C(O)C(O)C1O
	NE-100			CYP2C9;CYP2C19;CYP2D6	NE-100	CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1	CCCN(CCC)CCc1ccc(O)c(OCCc2ccccc2)c1	MetXBioDB	0.7333333333333333	train	CCCN(CCC)CCc1ccc(O)c(OCCc2ccccc2)c1
DB00268	Ropinirole	DBMET00940	N-despropyl ropinirole	Cytochrome P450 1A2	DB00268	CCCN(CCC)CCc1cccc2c1CC(=O)N2	CCCNCCc1cccc2c1CC(=O)N2	DrugBank	0.6363636363636364	train	CCCNCCc1cccc2c1CC(=O)N2
	ropinirole			CYP1A2;CYP3A4	ropinirole	CCCN(CCC)CCc1cccc2c1CC(O)=N2	CCCN(CCC)CCc1ccc(O)c2c1CC(O)=N2	MetXBioDB	0.627906976744186	train	CCCN(CCC)CCc1ccc(O)c2c1CC(O)=N2
	NDPA		Alpha-OH NDPA	CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2D6;CYP2E1;CYP3A4	NDPA	CCCN(CCC)N=O	CCCN(N=O)C(O)CC	MetXBioDB	0.4583333333333333	train	CCCN(N=O)C(O)CC
DB05271	Rotigotine	DBMET00943	N-desthienylethyl-rotigotine		DB05271	CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1	CCCNC1CCc2c(O)cccc2C1	DrugBank	0.4285714285714285	train	CCCNC1CCc2c(O)cccc2C1
	Quinagolide			UGT	Quinagolide	CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21	CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(cccc3OC3OC(C(=O)O)C(O)C(O)C3O)CC21	MetXBioDB	0.6438356164383562	train	CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(cccc3OC3OC(C(=O)O)C(O)C(O)C3O)CC21
DBMET03532	4-Hydroxyropivacaine	DBMET03534	4-OH-PPX		DB00296	CCCN1CCCCC1C(=O)Nc1c(C)cc(O)cc1C	Cc1cc(O)cc(C)c1NC(=O)C1CCCCN1	DrugBank	0.5	train	Cc1cc(O)cc(C)c1NC(=O)C1CCCCN1
DBMET00269	3-hydroxyropivacaine	DBMET03535	3-OH-PPX		DB00296	CCCN1CCCCC1C(=O)Nc1c(C)ccc(O)c1C	Cc1ccc(O)c(C)c1NC(=O)C1CCCCN1	DrugBank	0.5283018867924528	train	Cc1ccc(O)c(C)c1NC(=O)C1CCCCN1
DB00296	Ropivacaine	DBMET01742	PPX		DB00296	CCCN1CCCCC1C(=O)Nc1c(C)cccc1C	Cc1cccc(C)c1NC(=O)C1CCCCN1	Both	0.4897959183673469	train	Cc1cccc(C)c1NC(=O)C1CCCCN1
DB00672	Chlorpropamide	DBMET01628	2-OH-chlorpropamide	Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 1A2, Cytochrome P450 3A4	DB00672	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1O	Both	0.6428571428571429	train	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1O
DB01182	Propafenone	DBMET01570	(S)-5-Hydroxypropafenone	Cytochrome P450 2D6	DB01182	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1	Both	0.7924528301886793	train	CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1
	Propyl-4-hydroxybenzoate			UGT1A9	Propyl-4-hydroxybenzoate	CCCOC(=O)c1ccc(O)cc1	CCCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	MetXBioDB	0.4666666666666667	train	CCCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
	4-Propoxyphenol			UGT1A9	4-Propoxyphenol	CCCOc1ccc(O)cc1	CCCOc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	MetXBioDB	0.4146341463414634	train	CCCOc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
	unii-3es85mm31y			CYP3A4	unii-3es85mm31y	CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1	CCCOc1ccc(S(=O)(=O)N2CCNCC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1	MetXBioDB	0.8552631578947368	train	CCCOc1ccc(S(=O)(=O)N2CCNCC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1
	schembl69463		Hydroxy-DA-8164	CYP3A4	schembl69463	CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CC(C)O)nn(C)c2c(=O)[nH]1	MetXBioDB	0.8518518518518519	train	CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CC(C)O)nn(C)c2c(=O)[nH]1
