reactants	products	set	tanimoto
NCCOP(=O)(O)OCC(O)CO	CC(=O)OCC(O)COP(=O)(O)OCCN	train	0.6571428571428571
Nc1nc(NCC(=O)C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(N)c(=O)[nH]1	Nc1nc(NC2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(N)c(=O)[nH]1	train	0.5538461538461539
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O	CC(C)CC(N)C(=O)O	train	0.3947368421052631
CCCCCCCCCCC(=O)CC(=O)O	CCCCCCCCCCC(O)CC(=O)O	train	0.4193548387096774
CSCCC(=O)C(=O)COP(=O)(O)O	CSCC(O)C(O)C(=O)COP(=O)(O)O	train	0.4594594594594595
CCC(C)=CCc1c(C)c(O)c(OC)c(OC)c1O	CCC(C)=CCC1=C(C)C(=O)C(OC)=C(OC)C1=O	train	0.4186046511627907
CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C	CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	train	0.5283018867924528
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.8727272727272727
O=C(O)CC(O)(CC(=O)O)C(=O)O	O=C(O)CC(O)C(=O)O	train	0.25
O=C(CO)COP(=O)(O)O	O=CC(O)COP(=O)(O)O	train	0.3333333333333333
[H]N=C(N)NCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)C(C)C)C(=O)O	[H]N=C(N)NCCCC(N)C(=O)O	train	0.4117647058823529
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.8297872340425532
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O	O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O	train	0.8888888888888888
CC(C)CCCC(C)C1CCC2(CO)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.711864406779661
Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	Cc1cc2nc3c(O)nc(=O)[nH]c3[n+](CC(O)C(O)C(O)COP(=O)([O-])O)c2cc1C	train	0.2987012987012987
[H]N=C(N)NCCCC(NC(=O)C(C)N)C(=O)NCC(=O)O	[H]N=C(N)NCCCC(N)C(=O)O	train	0.4761904761904761
O=C(O)c1cc(=O)[nH]c(=O)[nH]1	O=C(O)c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O	train	0.2407407407407407
Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2	CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C	train	0.4222222222222222
CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO	CC(=O)NC1C(O)OC(CO)C(O)C1O	train	0.3076923076923077
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(=O)C(=O)O)C2SC1	CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1	train	0.7540983606557377
CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	CC(CO)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	train	0.8301886792452831
CCCCCC(C=CC1C2CC(OO2)C1CC=CCCCC(=O)O)OO	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	train	0.375
CC(C)=CCCC(C)=CCC12OC1(C)C(=O)c1ccccc1C2=O	CC(C)=CCCC(C)=CCc1c(C)c(O)c2ccccc2c1O	train	0.3773584905660377
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C	CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	train	0.7627118644067796
CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C	CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(=O)CCC4(C)C3CCC21C	train	0.7090909090909091
CCCCCC(O)C(O)CC=CCC=CCC=CCCCC(=O)O	CCCCCC1OC1CC=CCC=CCC=CCCCC(=O)O	train	0.5319148936170213
CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CCC12C	train	0.6363636363636364
NC(CCC(O)=NC(CS)C(=O)NCC(=O)O)C(=O)O	NC(CCC(O)=NC(CSC=O)C(=O)NCC(=O)O)C(=O)O	train	0.6888888888888889
N=C(N)NCC(=O)O	N=C(N)NCCCC(N)C(=O)O	train	0.4
CC(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	train	0.6382978723404256
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)CO)CCC12	CC12CCC(O)CC1CCC1C2CCC2(C)C(C(=O)CO)CCC12	train	0.6530612244897959
O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1	O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1	train	0.981132075471698
NC(Cc1c[nH]c2ccccc12)C(=O)O	NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O	train	0.675
N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1	N#Cc1ccc2c(c1)COC2(CCC=O)c1ccc(F)cc1	train	0.7169811320754716
COC(=O)c1ccccc1O	O=C(O)c1ccccc1O	train	0.52
[H]N=C(N)NCCCC(NC(=O)C(CS)NC(=O)C(N)CO)C(=O)O	[H]N=C(N)NCCCC(N)C(=O)O	train	0.5238095238095238
CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O	CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	train	0.22
CCC=CCC(O)C=CC=CC=CC=CC1OC1CC=CCCC(=O)O	CCC=CCC(O)C=CC=CCC=CC=CC(CC=CCCC(=O)O)OO	train	0.5178571428571429
CCC(O)C(=O)O	CC(O)C(=O)O	train	0.4444444444444444
CNCCCC(=O)c1cccnc1	O=CCCC(=O)c1cccnc1	train	0.5641025641025641
CC(C)C(O)CCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	CC(C)C(O)CCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	train	0.6349206349206349
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O	OCC1OC(O)C(O)C(O)C1O	train	0.2545454545454545
CC12CCC3C(CCC4=CC(=O)CCC43C=O)C1CCC2O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	train	0.3898305084745763
CC1OC(OP(=O)(O)O)C(O)C(O)C1O	CC1OC(O)C(O)C(O)C1O	train	0.4137931034482758
CC(C)=CCCC(C)C1CCC2(CO)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	CC(C)=CCCC(C)C1CCC2(C=O)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3	train	0.7333333333333333
CC(CCCC(C)(C)O)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.7049180327868853
CCCCCC=CCC1OC1CCCCCCCC(=O)O	CCCCCC=CCC(O)C(O)CCCCCCCC(=O)O	train	0.5217391304347826
O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1	O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4OC(n5cnc6c(=O)[nH]c(=O)[nH]c65)C(O)C4O)C(O)C3O)c2[nH]1	train	0.9423076923076924
Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.4925373134328358
CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)C	train	0.3478260869565217
CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCO	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	train	0.6
COC1OC(CO)C(C)C(O)C1O	OCC1OC(O)C(O)C(O)C1O	train	0.3548387096774194
NC(CCC(=O)NC(CSC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O)C(=O)NCC(=O)O)C(=O)O	OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O	train	0.4084507042253521
O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O	O=C(O)C1=CC2Cc3cccc(O)c3C(=O)C2C(O)=C1	train	0.3269230769230769
COc1cccc2c(O)cc(C(=O)O)nc12	O=C(O)c1cc(O)c2cccc(O)c2n1	train	0.6944444444444444
NCCc1ccc(Oc2ccc(O)cc2)c(I)c1	NCCc1ccc(Oc2ccc(O)cc2)cc1	train	0.6285714285714286
CCCCCCCCCCCCCCCCCCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6338028169014085
O=P(O)(O)OCC1OC(O)C(O)C1O	OCC1OC(O)C(O)C1O	train	0.4642857142857143
CC1=C(C)C(=O)c2ccccc2C1=O	CC12OC1(C)C(=O)c1ccccc1C2=O	train	0.3846153846153846
NC1OC2COP(=O)(O)OC2C1O	NC1OC(COP(=O)(O)O)C(O)C1O	train	0.2727272727272727
NCCCCC(N)C(=O)O	[H]NC(=O)CCC(N)C(=O)O	train	0.5
CSCCC(=O)C(=O)COP(=O)(O)O	CSCCC(=O)C(O)=CO	train	0.4117647058823529
CCCCCC=CCC(O)C=CC=CC(=O)O	CCCCCC=CCC(O)CCC=CC(=O)O	train	0.5853658536585366
CCC=CCC(O)C=CC=CCC=CC=CC=CC1OC1CCC(=O)O	CCC=CCC(O)C=CC=CCC=CCC=CC=CC(CCC(=O)O)OO	train	0.5272727272727272
CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6164383561643836
NC(CCC=O)C(=O)O	NC(CCC(=O)OP(=O)(O)O)C(=O)O	train	0.3939393939393939
O=P(O)(O)OCC(O)CO	COP(=O)(O)OCC(O)CO	train	0.6296296296296297
CSCCC(N)C(=O)O	CCC(C)C(N)C(=O)O	train	0.3333333333333333
CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO	CCCCCC(O)C=CC=CC=CC=CC1OC1CCCC(=O)O	train	0.3793103448275862
Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	train	0.5079365079365079
[H]NC(=O)CC(N)C(=O)O	[H]NC(=O)NCCCC(N)C(=O)O	train	0.4137931034482758
O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1O	O=CC(O)COP(=O)(O)O	train	0.238095238095238
CNC(=O)C(CCCCN)NC(C)=O	CNC(=O)C(CCCCN(C)C)NC(C)=O	train	0.6764705882352942
COCC(CO)OC(C)=O	COCC(COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O	train	0.4736842105263157
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	CC1CC(O)C(COP(=O)(O)OC2CC(C)OC2COP(=O)(O)OC2CC(C)OC2CO)O1	train	0.375
CC(O)C(N)C(=O)O	NCC(=O)O	train	0.238095238095238
O=C(O)CC(=O)C(=O)O	CC(=O)C(=O)O	train	0.2941176470588235
Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	train	0.9821428571428572
CC=C(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C	CC=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C	train	0.6031746031746031
NC(CCS)C(=O)O	CSCCC(N)C(=O)O	train	0.5
C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C	train	0.4032258064516129
C[N+](C)(C)CCCC=O	C[N+](C)(C)CCCC(=O)[O-]	train	0.3846153846153846
O=C(O)C(O)=Cc1ccccc1	O=C(O)C(=O)Cc1ccccc1	train	0.3571428571428571
CC(=O)CCC(NC(=O)c1ccc(N(C=O)CC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)O	CC(=O)CCC(NC(=O)c1ccc(N2C=[N+]3c4c(nc(N)[nH]c4=O)NCC3C2)cc1)C(=O)[O-]	train	0.5
CC(C)C(N)C(=O)O	CC(C)C(=O)C(=O)O	train	0.3333333333333333
CNC(=O)C(CCCCNC(C)=O)NC(C)=O	CNC(=O)C(CCCCN)NC(C)=O	train	0.6764705882352942
CC(C)(CO)C(O)C(=O)NCCC(=O)O	CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS	train	0.6285714285714286
C[N+](C)(C)CCOP(=O)([O-])OCC(O)CO	CC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	train	0.6923076923076923
CC(=O)CC(=O)O	CCCC(=O)O	train	0.3684210526315789
NCC(=O)NC(Cc1ccccc1)C(=O)O	NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O	train	0.4807692307692308
CCCCCCCC(=O)O	CCCCCCCC=O	train	0.375
CC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O	CC(=O)OCC(COP(=O)(O)OCC(N)C(=O)O)OC(C)=O	train	0.4791666666666667
CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O	CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)NC(C)=O	train	0.8813559322033898
CNCCOP(=O)(O)OCC(COC(C)=O)OC(C)=O	CC(=O)OCC(COP(=O)(O)OCCN(C)C)OC(C)=O	train	0.6744186046511628
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CN2	CC(=O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	train	0.2714285714285714
CC=COCC(COP(=O)(O)OCCN)OC(C)=O	CC=COCC(CO)OC(C)=O	train	0.5348837209302325
CC(CCCC(C)(C)O)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(CCCC(C)(C)O)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	train	0.6461538461538462
NC(Cc1ccccc1)C(=O)O	NC(CCO)C(=O)O	train	0.3928571428571428
O=C(CO)COP(=O)(O)O	O=C(COP(=O)(O)O)C(O)C(O)C(O)C(O)COP(=O)(O)O	train	0.3823529411764705
Cc1ncc(CO)c(C=O)c1O	Cc1ncc(CO)c(CO)c1O	train	0.5757575757575758
O=C(O)C(=O)COP(=O)(O)O	NC(COP(=O)(O)O)C(=O)O	train	0.4137931034482758
C1CCCC(N=NC2CCCCCC2)CC1	NC1CCCCCC1	train	0.3529411764705882
CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O	CCCCCC=CCC(=O)C=CC=CC=CC(O)CCCC(=O)O	train	0.7272727272727273
COC1OC(CO)C(O)C(O)C1O	OCC1OC(O)C(O)C(O)C1O	train	0.5384615384615384
N=C(N)NCC(=O)O	NCC(=O)O	train	0.35
CSCCC(=O)C(O)=CO	CSCCC(=O)O	train	0.52
O=C(O)CCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O	O=C(O)CCCC(O)C=CC=CC=CC(O)CC=CCCCCC(O)(O)O	train	0.8157894736842105
CCOCC(O)COP(=O)(O)O	CCOCC(=O)COP(=O)(O)O	train	0.46875
CCCCC=CCCCCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.6428571428571429
N=C(NCCCC(N)C(=O)O)NC(CC(=O)O)C(=O)O	N=C(N)NCCCC(N)C(=O)O	train	0.5833333333333334
CCCCCC=CCC=CCC=CCCCCC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1	CCCCCC=CCC=CCC=CCCCCC(=O)O	train	0.2916666666666667
COc1cc(C(O)CN)ccc1O	NCC(O)c1ccc(O)c(O)c1	train	0.625
CCCCCC(O)C=CC1C(=O)CC(O)C1CC=CCCCC(=O)O	CCCCCC(O)CC=C1C(=O)CCC1CC=CCCCC(=O)O	train	0.4696969696969697
NC(=O)NC1NC(=O)NC1=O	NC(=O)NC(NC(N)=O)C(=O)O	train	0.2121212121212121
CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C	CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C	train	0.6376811594202898
NC(=CC=CC(=O)O)C(=O)O	O=C(O)CC=CC(=O)C(=O)O	train	0.2333333333333333
NC(CC(=O)O)C(=O)O	[H]NC(=O)NC(CC(=O)O)C(=O)O	train	0.44
CCCCCCCCCCCCCCCC(=O)C(N)CO	NC(CO)C(=O)O	train	0.3928571428571428
CSCC(O)C(O)C(=O)COP(=O)(O)O	CSCCC(=O)C(=O)COP(=O)(O)O	train	0.4594594594594595
CC(=O)OCC(CO)OC(C)=O	CC(=O)OCC(COP(=O)(O)CCN)OC(C)=O	train	0.5
O=C(CO)COP(=O)(O)O	O=C(CO)CO	train	0.4
Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1	train	0.5373134328358209
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CO)C1O	CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O	train	0.7083333333333334
O=C(O)C1CCCN1	O=C(O)C1CC(O)CN1	train	0.3928571428571428
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	train	0.8571428571428571
CC(=O)C=C(C)O	CC(=O)O	train	0.4285714285714285
CCC(N=C(O)CCC(N)C(=O)O)C(=O)O	CCC(N)C(=O)O	train	0.4666666666666667
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	train	0.8490566037735849
O=C(O)CCCC(=O)C(=O)O	O=C(O)CCC(=O)C(=O)O	train	0.6666666666666666
COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1OC	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O	train	0.4680851063829787
NC(Cc1ccccc1)C(=O)O	NC(CO)C(=O)O	train	0.4230769230769231
O=CC(O)c1ccc(O)c(O)c1	CNCC(O)c1ccc(O)c(O)c1	train	0.4411764705882353
COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O	COC1=C(O)C(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O	train	0.625
CC12CCC3C(C(O)C=C4CC(O)CCC43C)C1CCC2=O	CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O	train	0.6444444444444445
COC1OC(C(=O)O)C(OC)C(O)C1OS(=O)(=O)O	COC1OC(C(=O)O)C(OC)C(O)C1O	train	0.6571428571428571
CC(CO)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	CC(CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C)C(=O)O	train	0.7903225806451613
O=C(O)c1cc2cc(O)c(O)cc2[nH]1	O=C1C=c2cc(C(=O)O)[nH]c2=CC1=O	train	0.3611111111111111
NC(CCO)C(=O)O	CSCCC(N)C(=O)O	train	0.52
CC(C)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CCC12C	train	0.6290322580645161
ONc1cccc2ccccc12	Nc1cccc2ccccc12	train	0.4230769230769231
O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O	train	0.7058823529411765
CC(C)(CO)C(O)C(=O)NCCC(=O)O	CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS	train	0.6285714285714286
CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1	CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	train	0.6521739130434783
CC(C)CC(N)C(=O)O	CCC(C)C(N)C(=O)O	train	0.4230769230769231
CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	CC(=O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1	train	0.6888888888888889
O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O	train	0.3870967741935484
Cc1cc(C=CC(=O)O)ccc1O	Cc1cc(C=CC(=O)O)ccc1OS(=O)(=O)O	train	0.5641025641025641
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	Nc1nc2c(c(=O)[nH]1)NC1N2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(O)C2O	train	0.4864864864864865
CCOCC(COC1OC(CO)C(O)C(O)C1O)OC(C)=O	CCOCC(COC1OC(CO)C(O)C(OS(=O)(=O)O)C1O)OC(C)=O	train	0.7254901960784313
CCCCCCCCCCCCCC(O)CC(=O)SC	CCCCCCCCCCCCCC=CC(=O)SC	train	0.3888888888888889
CC(N)C(=O)NC(Cc1c[nH]cn1)C(=O)O	NC(Cc1c[nH]cn1)C(=O)O	train	0.6
O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OCC(O)C(O)C3O)C(O)C2O)c(=O)[nH]1	train	0.7384615384615385
CC(O)(CCOP(=O)(O)O)CC(=O)O	CC(O)(CCOP(=O)(O)OP(=O)(O)O)CC(=O)O	train	0.7575757575757576
COC1OC(CO)C(O)C(OC)C1O	COC1OC(COS(=O)(=O)O)C(O)C(OC)C1O	train	0.5833333333333334
CC(C)CCC(O)C(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	CC(C)CCCC(C)(O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	train	0.7627118644067796
CC(=O)NC1C(OP(=O)(O)O)OC(CO)C(O)C1O	CC(=O)NC1C(O)OC(CO)C(O)C1O	train	0.6
COc1cc(C(O)C=O)ccc1O	CNCC(O)c1ccc(O)c(OC)c1	train	0.5384615384615384
O=CC(O)COP(=O)(O)O	O=P(O)(O)OCC1OC(O)CC1O	train	0.2631578947368421
O=C(O)c1ccccc1N=CO	Nc1ccccc1C(=O)O	train	0.4333333333333333
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	CC(CCCC(C)(C)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.8035714285714286
N=C(N)NCCCC(=O)O	NCCCC(=O)O	train	0.44
CC(CO)CCCC(C)C1CCC2C3C(O)C=C4CC(O)CCC4(C)C3CCC12C	CC(CO)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	train	0.7049180327868853
CN1CC(O)C2=CC(=O)C(=O)C=C21	CN1CC(O)c2cc([O])c(O)cc21	train	0.375
CC(O)=NC1C(O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)O	CC(O)=NC1C(O)OC(CO)C(O)C1OC(C)C(=O)O	train	0.782608695652174
O=C(O)C(O)C(O)C(O)C(O)COP(=O)(O)O	O=C(O)C(O)C(O)C(O)C(O)CO	train	0.5
Cc1c2ccccc2c(C)c2c3c(ccc12)C(O)C(O)C=C3	Cc1c2ccccc2c(C)c2c3c(ccc12)C1OC1C=C3	train	0.625
O=P(O)(O)OCC1OC(O)(CO)C(O)C1O	O=P(O)(O)OCC1OC(O)C(O)C(O)C1O	train	0.4615384615384615
NC(Cc1ccc(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	NC(Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O	train	0.7777777777777778
CC(=O)CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)O	CC(=O)CCC(NC(=O)c1ccc(N2CC3CNc4nc(N)[nH]c(=O)c4N3C2)cc1)C(=O)O	train	0.5949367088607594
NC(CS(=O)O)C(=O)O	NC(CS)C(=O)O	train	0.4583333333333333
COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C1NC(C)=O	COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(C)C(O)C(O)C2O)C1NC(C)=O	train	0.9166666666666666
NC(Cc1ccc(O)cc1)C(=O)O	NC(Cc1ccccc1)C(=O)O	train	0.7037037037037037
