parent_name	child_name	reactants	products	origin	source	set	possible_products
cis-Dibromochrysanthemic acid		C(C1C(C)(C)C1C(=O)O)=C(Br)Br	C(C1C(C)(C)C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)=C(Br)Br	cis-Dibromochrysanthemic acid	MetXBioDB	train	C(C1C(C)(C)C1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)=C(Br)Br
Deltamethrin	4'-OH-deltamethrin	c1(Oc2cccc(C(OC(C3C(C)(C)C3C=C(Br)Br)=O)C#N)c2)ccccc1	c1(Oc2cccc(C(OC(C3C(C)(C)C3C=C(Br)Br)=O)C#N)c2)ccc(O)cc1	DB13600	Both	train	c1(Oc2cccc(C(OC(C3C(C)(C)C3C=C(Br)Br)=O)C#N)c2)ccc(O)cc1
(1S)-trans-Cyfluthrin		c1(C(OC(C2C(C)(C)C2C=C(Cl)Cl)=O)C#N)ccc(F)c(Oc2ccccc2)c1	c1(C(OC(C2C(C)(C)C2C=C(Cl)Cl)=O)C#N)ccc(F)c(Oc2ccc(O)cc2)c1	(1S)-trans-Cyfluthrin	MetXBioDB	train	c1(C(OC(C2C(C)(C)C2C=C(Cl)Cl)=O)C#N)ccc(F)c(Oc2ccc(O)cc2)c1
TRANS-PERMETHRIN	(3-Phenoxyphenyl)methanol	c1c(COC(C2C(C)(C)C2C=C(Cl)Cl)=O)cc(Oc2ccccc2)cc1	c1c(CO)cc(Oc2ccccc2)cc1	TRANS-PERMETHRIN	MetXBioDB	train	c1c(CO)cc(Oc2ccccc2)cc1
Hydroxyoxid acid		O=C(C1CCC2(O)C(C)(C)C3CCC2(C)C1C3)O	O=C(C1CCC2(OC3OC(C(=O)O)C(O)C(O)C3O)C(C)(C)C3CCC2(C)C1C3)O	Hydroxyoxid acid	MetXBioDB	train	O=C(C1CCC2(OC3OC(C(=O)O)C(O)C(O)C3O)C(C)(C)C3CCC2(C)C1C3)O
gepirone		C1CN(CCCCN2C(=O)CC(C)(C)CC2=O)CCN1c1ncccn1	C1CN(CCCCN2C(=O)CC(C)(C)C(O)C2=O)CCN1c1ncc(O)cn1	gepirone	MetXBioDB	train	C1CN(CCCCN2C(=O)CC(C)(C)C(O)C2=O)CCN1c1ncc(O)cn1
Licofelone M4		O=C(Cc1n2c(c(-c3ccc(O)cc3)c1-c1ccc(Cl)cc1)CC(C)(C)C2)O	O=C(Cc1n2c(c(-c3ccc(O)cc3)c1-c1ccc(Cl)cc1)CC(C)(C)C2)OC1OC(C(=O)O)C(O)C(O)C1O	Licofelone M4	MetXBioDB	train	O=C(Cc1n2c(c(-c3ccc(O)cc3)c1-c1ccc(Cl)cc1)CC(C)(C)C2)OC1OC(C(=O)O)C(O)C(O)C1O
Licofelone M2		CC1(C)Cc2n(c(CC(=O)O)c(-c3ccc(Cl)c(O)c3)c2-c2ccccc2)C1	CC1(C)Cc2n(c(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(Cl)c(O)c3)c2-c2ccccc2)C1	Licofelone M2	MetXBioDB	train	CC1(C)Cc2n(c(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(Cl)c(O)c3)c2-c2ccccc2)C1
Licofelone	Licofelone metabolite M4	c1(CC(=O)O)n2c(c(-c3ccccc3)c1-c1ccc(Cl)cc1)CC(C)(C)C2	c1(CC(=O)O)n2c(c(-c3ccc(O)cc3)c1-c1ccc(Cl)cc1)CC(C)(C)C2	DB04725	Both	train	c1(CC(=O)O)n2c(c(-c3ccc(O)cc3)c1-c1ccc(Cl)cc1)CC(C)(C)C2
licofelone_M1		c1(-c2c3n(c(CC(=O)OCC4OC(O)C(O)C(O)C4O)c2-c2ccc(Cl)cc2)CC(C)(C)C3)ccccc1	c1(-c2c3n(c(CC(=O)OCC4OC(O)C(O)C(O)C4O)c2-c2ccc(Cl)cc2)CC(C)(CO)C3)ccccc1	licofelone_M1	MetXBioDB	train	c1(-c2c3n(c(CC(=O)OCC4OC(O)C(O)C(O)C4O)c2-c2ccc(Cl)cc2)CC(C)(CO)C3)ccccc1
Topiramate	2,3-Desisopropylidene Topiramate	O=S(OCC12C(C3C(OC(C)(C)O3)CO1)OC(C)(C)O2)(N)=O	O=S(OCC1(O)C(O)C2C(OC(C)(C)O2)CO1)(N)=O	DB00273	DrugBank	train	O=S(OCC1(O)C(O)C2C(OC(C)(C)O2)CO1)(N)=O
Amoxicillin	Amoxicillin M1 Metabolite	c1(O)ccc(C(C(NC2C3SC(C)(C)C(C(=O)O)N3C2=O)=O)N)cc1	c1(O)ccc(C(C(NC2C3SC(C)(C)C(C(=O)O)N3C2=O)=O)N)cc1O	DB01060	DrugBank	train	c1(O)ccc(C(C(NC2C3SC(C)(C)C(C(=O)O)N3C2=O)=O)N)cc1O
Phenoxymethylpenicillin	6-aminopenicillanic acid	C1(C)(C)SC2N(C1C(=O)O)C(=O)C2NC(=O)COc1ccccc1	C1(C)(C)SC2N(C1C(=O)O)C(=O)C2N	DB00417	DrugBank	train	C1(C)(C)SC2N(C1C(=O)O)C(=O)C2N
Benzylpenicillin	6-aminopenicillanic acid	C1(=O)N2C(SC(C)(C)C2C(=O)O)C1NC(=O)Cc1ccccc1	C1(=O)N2C(SC(C)(C)C2C(=O)O)C1N	DB01053	DrugBank	train	C1(=O)N2C(SC(C)(C)C2C(=O)O)C1N
Amoxicillin M4 Metabolite	Amoxicillin M5 Metabolite	c1c(C(C(NC2C3SC(C)(C=O)C(C(=O)O)N3C2=O)=O)N)ccc(O)c1	c1c(C(C(NC2C3SC(C)(C(=O)O)C(C(=O)O)N3C2=O)=O)N)ccc(O)c1	DB01060	DrugBank	train	c1c(C(C(NC2C3SC(C)(C(=O)O)C(C(=O)O)N3C2=O)=O)N)ccc(O)c1
Amoxicillin M3 Metabolite	Amoxicillin M4 Metabolite	C(C(NC1C2SC(C)(CO)C(C(=O)O)N2C1=O)=O)(N)c1ccc(O)cc1	C(C(NC1C2SC(C)(C=O)C(C(=O)O)N2C1=O)=O)(N)c1ccc(O)cc1	DB01060	DrugBank	train	C(C(NC1C2SC(C)(C=O)C(C(=O)O)N2C1=O)=O)(N)c1ccc(O)cc1
DM-6705	(4RS,5S)-DM-6720	O1C(C)(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)CN=C1N	O1C(C)(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)C(O)N=C1N	DB11637	DrugBank	train	O1C(C)(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)C(O)N=C1N
DM-6704	(4R,5S)-DM-6721	O(C1CCN(c2ccc(OCC3(C)CNC(=O)O3)cc2)CC1)c1ccc(OC(F)(F)F)cc1	O(C1CCN(c2ccc(OCC3(C)C(O)NC(=O)O3)cc2)CC1)c1ccc(OC(F)(F)F)cc1	DB11637	DrugBank	train	O(C1CCN(c2ccc(OCC3(C)C(O)NC(=O)O3)cc2)CC1)c1ccc(OC(F)(F)F)cc1
Delamanid	DM-6705	C1(Oc2ccc(OC(F)(F)F)cc2)CCN(c2ccc(OCC3(C)Cn4c(nc(N(=O)O)c4)O3)cc2)CC1	C1(Oc2ccc(OC(F)(F)F)cc2)CCN(c2ccc(OCC3(C)CN=C(N)O3)cc2)CC1	DB11637	DrugBank	train	C1(Oc2ccc(OC(F)(F)F)cc2)CCN(c2ccc(OCC3(C)CN=C(N)O3)cc2)CC1
(4R,5S)-DM-6721	(S)-DM-6717	O(C1CCN(c2ccc(OCC3(C)OC(=O)NC3O)cc2)CC1)c1ccc(OC(F)(F)F)cc1	O(C1CCN(c2ccc(OCC3(C)OC(=O)NC3=O)cc2)CC1)c1ccc(OC(F)(F)F)cc1	DB11637	DrugBank	train	O(C1CCN(c2ccc(OCC3(C)OC(=O)NC3=O)cc2)CC1)c1ccc(OC(F)(F)F)cc1
(4RS,5S)-DM-6720	(S)-DM-6718	c1c(OCC2(C)OC(N)=NC2O)ccc(N2CCC(Oc3ccc(OC(F)(F)F)cc3)CC2)c1	c1c(OCC2(C)OC(=N)NC2=O)ccc(N2CCC(Oc3ccc(OC(F)(F)F)cc3)CC2)c1	DB11637	DrugBank	train	c1c(OCC2(C)OC(=N)NC2=O)ccc(N2CCC(Oc3ccc(OC(F)(F)F)cc3)CC2)c1
Methylprednisolone M7 Metabolite	Methylprednisolone M10 Metabolite	OC1C2C(CC(C)(O)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(CO)=O)CC2	OC1C2C(CC(C)(O)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(CO)O)CC2	DB00959	DrugBank	train	OC1C2C(CC(C)(O)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(CO)O)CC2
Methylprednisolone M13 Metabolite	Methylprednisolone M14 Metabolite	OC1C2C3(C)C=CC(=O)C=C3C(CO)CC2C2C(C)(C1)C(O)(C(CO)=O)CC2	OC1C2C3(C)C=CC(=O)C=C3C(CO)CC2C2C(C)(C1)C(O)(C(CO)O)CC2	DB00959	DrugBank	train	OC1C2C3(C)C=CC(=O)C=C3C(CO)CC2C2C(C)(C1)C(O)(C(CO)O)CC2
6αhydroxy-prednisolone (M-VII)	6α,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-X)	O=C1C=CC2(C)C(=C1)C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(CO)=O	O=C1C=CC2(C)C(=C1)C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(CO)O	DB15566	DrugBank	train	O=C1C=CC2(C)C(=C1)C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(CO)O
6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)	6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)	C12C3(C)C=CC(=O)C=C3C(O)CC1C1C(C)(CC2O)C(O)(C(O)CO)CC1	C12C3(C)C=CC(=O)CC3C(O)CC1C1C(C)(CC2O)C(O)(C(O)CO)CC1	DB15566	DrugBank	train	C12C3(C)C=CC(=O)CC3C(O)CC1C1C(C)(CC2O)C(O)(C(O)CO)CC1
Prednisone	17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)	C1C2C3C(C4(C)C=CC(=O)C=C4CC3)C(=O)CC2(C)C(O)(C(=O)CO)C1	C1C2C3C(C4(C)C=CC(=O)C=C4C=C3)C(=O)CC2(C)C(O)(C(=O)CO)C1	DB15566	DrugBank	train	C1C2C3C(C4(C)C=CC(=O)C=C4C=C3)C(=O)CC2(C)C(O)(C(=O)CO)C1
20β-dihydro-prednisone (M-IV)	17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)	C1C2=CC(=O)C=CC2(C)C2C(C1)C1C(C)(CC2=O)C(O)(C(O)CO)CC1	C1C2C(C)(C=CC(=O)C2)C2C(C1)C1C(C)(CC2=O)C(O)(C(O)CO)CC1	DB15566	DrugBank	train	C1C2C(C)(C=CC(=O)C2)C2C(C1)C1C(C)(CC2=O)C(O)(C(O)CO)CC1
Prednisolone	Prednisone	C12CCC3=CC(=O)C=CC3(C)C1C(O)CC1(C)C2CCC1(O)C(=O)CO	C12CCC3=CC(=O)C=CC3(C)C1C(=O)CC1(C)C2CCC1(O)C(=O)CO	DB15566	DrugBank	train	C12CCC3=CC(=O)C=CC3(C)C1C(=O)CC1(C)C2CCC1(O)C(=O)CO
Triamcinolone	6-beta-hydroxy-triamcinolone	C12CCC3=CC(=O)C=CC3(C)C1(F)C(O)CC1(C)C2CC(O)C1(O)C(=O)CO	C12CC(O)C3=CC(=O)C=CC3(C)C1(F)C(O)CC1(C)C2CC(O)C1(O)C(=O)CO	DB00620	DrugBank	train	C12CC(O)C3=CC(=O)C=CC3(C)C1(F)C(O)CC1(C)C2CC(O)C1(O)C(=O)CO
6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)	6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)	C12CC(O)C3C(C)(C=CC(=O)C3)C1C(O)CC1(C)C2CCC1(O)C(CO)O	C12CC(O)C3C(C)(C=CC(=O)C3)C1C(O)CC1(C)C2CCC1(O)C(CO)=O	DB15566	DrugBank	train	C12CC(O)C3C(C)(C=CC(=O)C3)C1C(O)CC1(C)C2CCC1(O)C(CO)=O
fenchone metabo4		OC1CC2(C)CC1C(C)(C)C2=O	O(C1CC2(C)CC1C(C)(C)C2=O)C1OC(C(=O)O)C(O)C(O)C1O	fenchone metabo4	MetXBioDB	train	O(C1CC2(C)CC1C(C)(C)C2=O)C1OC(C(=O)O)C(O)C(O)C1O
Drospirenone	4,5-dihydro-drospirenone-3-sulfate	C1C2C3=CC(=O)CCC3(C)C3C(C21)C1C(C)(CC3)C2(C3C1C3)CCC(=O)O2	C1C2C3C(C)(CCC(S(=O)(=O)O)C3)C3C(C21)C1C(C)(CC3)C2(C3C1C3)CCC(=O)O2	DB01395	DrugBank	train	C1C2C3C(C)(CCC(S(=O)(=O)O)C3)C3C(C21)C1C(C)(CC3)C2(C3C1C3)CCC(=O)O2
7-alpha-thiospironolactone	7-alpha-thiomethylspironolactone	O=C1CCC2(C)C(=C1)CC(S)C1C2CCC2(C)C1CCC21CCC(=O)O1	O=C1CCC2(C)C(=C1)CC(SC)C1C2CCC2(C)C1CCC21CCC(=O)O1	DB00421	DrugBank	train	O=C1CCC2(C)C(=C1)CC(SC)C1C2CCC2(C)C1CCC21CCC(=O)O1
Cortisone	Tetrahydrocortisone	OCC(C1(O)C2(C)CC(=O)C3C4(C)CCC(=O)C=C4CCC3C2CC1)=O	OCC(C1(O)C2(C)CC(=O)C3C4(C)CCC(O)CC4CCC3C2CC1)=O	DB00741	DrugBank	train	OCC(C1(O)C2(C)CC(=O)C3C4(C)CCC(O)CC4CCC3C2CC1)=O
Hydrocortisone	Cortisone	C12(C)CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO	C12(C)CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	DB00741	DrugBank	train	C12(C)CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
Hydrocortisone	Tetrahydrocortisone Glucuronide 1	C12C3CCC4=CC(=O)CCC4(C)C3C(O)CC1(C)C(O)(C(=O)CO)CC2	C12C3CCC4C(C)(CCC(O)C4)C3C(=O)CC1(C)C(O)(C(=O)COC1OC(C(=O)O)C(O)C(O)C1O)CC2	DB00741	DrugBank	train	C12C3CCC4C(C)(CCC(O)C4)C3C(=O)CC1(C)C(O)(C(=O)COC1OC(C(=O)O)C(O)C(O)C1O)CC2
Testosterone	Androstenedione	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2=O	DB01420	Both	train	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2=O
Testosterone	Testosterone sulfate	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2OS(=O)(=O)O	DB01420	Both	train	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2OS(=O)(=O)O.C12(C)CCC(=O)C=C1C(O)CC1C2CCC2(C)C1CCC2O
Testosterone	6-beta-hydroxytestosterone	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O	C12(C)CCC(=O)C=C1C(O)CC1C2CCC2(C)C1CCC2O	DB01420	Both	train	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2OS(=O)(=O)O.C12(C)CCC(=O)C=C1C(O)CC1C2CCC2(C)C1CCC2O
Testosterone cypionate	Testosterone	C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C1CCC2OC(=O)CCC1CCCC1	C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C1CCC2O	DB13943	DrugBank	train	C1C2(C)C(=CC(=O)C1)CCC1C2CCC2(C)C1CCC2O
Fludrocortisone	20β-dihydrofluorocortisol	C1(O)(C(CO)=O)C2(C)CC(O)C3(F)C4(C)CCC(=O)C=C4CCC3C2CC1	C1(O)(C(CO)O)C2(C)CC(O)C3(F)C4(C)CCC(=O)C=C4CCC3C2CC1	DB00687	DrugBank	train	C1(O)(C(CO)O)C2(C)CC(O)C3(F)C4(C)CCC(=O)C=C4CCC3C2CC1
3-(4-carboxybenzylidene)camphor	3-(4-carboxybenzylidene)-6-hydroxycamphor	c1c(C=C2C3CCC(C)(C3(C)C)C2=O)ccc(C(=O)O)c1	c1c(C=C2C3C(O)CC(C)(C3(C)C)C2=O)ccc(C(=O)O)c1	DB11219	DrugBank	train	c1c(C=C2C3C(O)CC(C)(C3(C)C)C2=O)ccc(C(=O)O)c1
3-(4-hydroxymethylbenzylidene)camphor	3-(4-carboxybenzylidene)camphor	C1(=O)C2(C)CCC(C2(C)C)C1=Cc1ccc(CO)cc1	C1(=O)C2(C)CCC(C2(C)C)C1=Cc1ccc(C(O)=O)cc1	DB11219	DrugBank	train	C1(=O)C2(C)CCC(C2(C)C)C1=Cc1ccc(C(O)=O)cc1
fenchone metabo1		CC1(CO)C2CCC(C)(C2)C1=O	CC1(COC2OC(C(=O)O)C(O)C(O)C2O)C2CCC(C)(C2)C1=O	fenchone metabo1	MetXBioDB	train	CC1(COC2OC(C(=O)O)C(O)C(O)C2O)C2CCC(C)(C2)C1=O
Eucalyptol	2alpha-hydroxy-1,8-cineole	C12(C)CCC(CC1)C(C)(C)O2	C12(C)CCC(CC1O)C(C)(C)O2	DB03852	Both	train	C12(C)CCC(CC1O)C(C)(C)O2
Camphor	5-Exo-Hydroxycamphor	C1(=O)C2(C)CCC(C2(C)C)C1	C1(=O)C2(C)CC(O)C(C2(C)C)C1	DB01744	Both	train	C1(=O)C2(C)CC(O)C(C2(C)C)C1
fenchone metabo5		C12(C)CCC(O)(C1)C(C)(C)C2=O	C12(C)CCC(OC3OC(C(=O)O)C(O)C(O)C3O)(C1)C(C)(C)C2=O	fenchone metabo5	MetXBioDB	train	C12(C)CCC(OC3OC(C(=O)O)C(O)C(O)C3O)(C1)C(C)(C)C2=O
N-Oxide abiraterone		C12(C)CCC3C4(C)CCC(O)CC4=CCC3C1CC=C2c1cccn(O)c1	C12(C)CCC3C4(C)CCC(OS(=O)(=O)O)CC4=CCC3C1CC=C2c1cccn(O)c1	N-Oxide abiraterone	MetXBioDB	train	C12(C)CCC3C4(C)CCC(OS(=O)(=O)O)CC4=CCC3C1CC=C2c1cccn(O)c1
4,5-Dihydrodrospirenone		C12C3(C)CCC(O)CC3C3CC3C1C1C(C)(CC2)C2(C3C1C3)CCC(=O)O2	C12C3(C)CCC(S(=O)(=O)O)CC3C3CC3C1C1C(C)(CC2)C2(C3C1C3)CCC(=O)O2	4,5-Dihydrodrospirenone	MetXBioDB	train	C12C3(C)CCC(S(=O)(=O)O)CC3C3CC3C1C1C(C)(CC2)C2(C3C1C3)CCC(=O)O2
Prasterone	Dehydroepiandrosterone sulfate	C1C2(C)C3CCC4(C)C(C3CC=C2CC(O)C1)CCC4=O	C1C2(C)C3CCC4(C)C(C3CC=C2CC(OS(=O)(=O)O)C1)CCC4=O	DB01708	DrugBank	train	C1C2(C)C3CCC4(C)C(C3CC=C2CC(OS(=O)(=O)O)C1)CCC4=O
Formestane	4-Hydroxyandrostenedione glucuronide	OC1=C2CCC3C(CCC4(C)C3CCC4=O)C2(C)CCC1=O	O(C1=C2CCC3C(CCC4(C)C3CCC4=O)C2(C)CCC1=O)C1OC(C(=O)O)C(O)C(O)C1O	DB08905	Both	train	O(C1=C2CCC3C(CCC4(C)C3CCC4=O)C2(C)CCC1=O)C1OC(C(=O)O)C(O)C(O)C1O
Androstenedione	5-alpha androstanedione	C1CC2C(CCC3(C)C2CCC3=O)C2(C)C1=CC(=O)CC2	C1CC2C(CCC3(C)C2CCC3=O)C2(C)C1CC(=O)CC2	DB01420	DrugBank	train	C1CC2C(CCC3(C)C2CCC3=O)C2(C)C1CC(=O)CC2
5-alpha androstanedione	5-alpha androsterone	C1C2(C)C3CCC4(C)C(C3CCC2CC(=O)C1)CCC4=O	C1C2(C)C3CCC4(C)C(C3CCC2CC(O)C1)CCC4=O	DB01420	DrugBank	train	C1C2(C)C3CCC4(C)C(C3CCC2CC(O)C1)CCC4=O
Stanolone	11-Oxo-androsterone glucuronide	C12CCC3(C)C(C1CCC1C2(C)CCC(=O)C1)CCC3O	C12C(=O)CC3(C)C(C1CCC1C2(C)CCC(OC2OC(C(=O)O)C(O)C(O)C2O)C1)CCC3=O	DB02901	DrugBank	train	C12C(=O)CC3(C)C(C1CCC1C2(C)CCC(OC2OC(C(=O)O)C(O)C(O)C2O)C1)CCC3=O
Etiocholanolone		C12CCC3(C)C(C1CCC1C2(C)CCC(O)C1)CCC3=O	C12CCC3(C)C(C1CCC1C2(C)CCC(OC2OC(C(=O)O)C(O)C(O)C2O)C1)CCC3=O	Etiocholanolone	MetXBioDB	train	C12CCC3(C)C(C1CCC1C2(C)CCC(OC2OC(C(=O)O)C(O)C(O)C2O)C1)CCC3=O
Nandrolone	19-Norandrosterone	C1(O)C2(C)CCC3C(C2CC1)CCC1=CC(=O)CCC31	C1(O)CC2CCC3C(C2CC1)CCC1(C)C3CCC1=O	DB08804	DrugBank	train	C1(O)CC2CCC3C(C2CC1)CCC1(C)C3CCC1=O
19-Norandrosterone	19-Norandrosterone 3-O-glucuronide	C1C2C(CCC3(C)C2CCC3=O)C2C(C1)CC(O)CC2	C1C2C(CCC3(C)C2CCC3=O)C2C(C1)CC(OC1OC(C(=O)O)C(O)C(O)C1O)CC2	DB08804	DrugBank	train	C1C2C(CCC3(C)C2CCC3=O)C2C(C1)CC(OC1OC(C(=O)O)C(O)C(O)C1O)CC2
19-Noretiocholanolone	19-Noretiocholanolone 3-O-glucuronide	C12CCC3C(CCC4(C)C3CCC4O)C1CCC(O)C2	C12CCC3C(CCC4(C)C3CCC4O)C1CCC(OC1OC(C(=O)O)C(O)C(O)C1O)C2	DB08804	DrugBank	train	C12CCC3C(CCC4(C)C3CCC4O)C1CCC(OC1OC(C(=O)O)C(O)C(O)C1O)C2
2-hydroxyestrone	3-O-methoxyestrone	c1(O)c(O)cc2c(c1)CCC1C2CCC2(C)C1CCC2=O	c1(OC)c(O)cc2c(c1)CCC1C2CCC2(C)C1CCC2=O	2-hydroxyestrone	MetXBioDB	train	c1(OC)c(O)cc2c(c1)CCC1C2CCC2(C)C1CCC2=O
2-hydroxyestradiol	Estradiol 2-O-glucuronide	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)c(O)c2)C1	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1	(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol	MetXBioDB	train	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1
4-hydroxyestrone	Estrone 4-O-glucuronide	Oc1ccc2c(c1O)CCC1C2CCC2(C)C1CCC2=O	Oc1ccc2c(c1OC1OC(C(=O)O)C(O)C(O)C1O)CCC1C2CCC2(C)C1CCC2=O	4-hydroxyestrone	MetXBioDB	train	Oc1ccc2c(c1OC1OC(C(=O)O)C(O)C(O)C1O)CCC1C2CCC2(C)C1CCC2=O
16-alpha hydroxyestrone	17-Epiestriol	C1(O)CC2C(C)(CCC3C2CCc2c3ccc(O)c2)C1=O	C1(O)CC2C(C)(CCC3C2CCc2c3ccc(O)c2)C1O	DB01420	DrugBank	train	C1(O)CC2C(C)(CCC3C2CCc2c3ccc(O)c2)C1O
Estrone	Estrone glucuronide	C1CC2C(CCC3(C)C2CCC3=O)c2c1cc(O)cc2	C1CC2C(CCC3(C)C2CCC3=O)c2c1cc(OC1OC(C(=O)O)C(O)C(O)C1O)cc2	DB00655	Both	train	C1CC2C(CCC3(C)C2CCC3=O)c2c1cc(OC1OC(C(=O)O)C(O)C(O)C1O)cc2
Estrone	2-OH-estrone	C1C2C(C)(CCC3C2CCc2c3ccc(O)c2)C(=O)C1	C1C2C(C)(CCC3C2CCc2c3cc(O)c(O)c2)C(=O)C1	DB00655	Both	train	C1C2C(C)(CCC3C2CCc2c3cc(O)c(O)c2)C(=O)C1
estradiol	2-Hydroxyestradiol	c1(O)ccc2c(c1)CCC1C2CCC2(C)C1CCC2O	c1(O)c(O)cc2c(c1)CCC1C2CCC2(C)C1CCC2O	estradiol	MetXBioDB	train	c1(O)c(O)cc2c(c1)CCC1C2CCC2(C)C1CCC2O
Estradiol cypionate	Estradiol	C1C2C(CCC3(C)C2CCC3OC(=O)CCC2CCCC2)c2c(cc(O)cc2)C1	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)cc2)C1	DB13954	DrugBank	train	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)cc2)C1
Estradiol benzoate	Estradiol	C1CC2(C)C(C3C1c1c(cc(OC(=O)c4ccccc4)cc1)CC3)CCC2O	C1CC2(C)C(C3C1c1c(cc(O)cc1)CC3)CCC2O	DB13953	DrugBank	train	C1CC2(C)C(C3C1c1c(cc(O)cc1)CC3)CCC2O
Dezocine		c12c(cc(O)cc1)C1(C)CCCCCC(C1N)C2	c12c(cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)C1(C)CCCCCC(C1N)C2	Dezocine	MetXBioDB	train	c12c(cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc1)C1(C)CCCCCC(C1N)C2
Seratrodast	5-OH-seratrodast	c1cc(C(C2=C(C)C(=O)C(C)=C(C)C2=O)CCCCCC(=O)O)ccc1	c1cc(C(C2=C(C)C(=O)C(CO)=C(C)C2=O)CCCCCC(=O)O)ccc1	DB06739	Both	train	c1cc(C(C2=C(C)C(=O)C(CO)=C(C)C2=O)CCCCCC(=O)O)ccc1
Sulindac	Sulindac sulfide	C(C1=C(C)C(=Cc2ccc([SH](C)O)cc2)c2c1cc(F)cc2)C(=O)O	C(C1=C(C)C(=Cc2ccc(SC)cc2)c2c1cc(F)cc2)C(=O)O	DB00605	DrugBank	train	C(C1=C(C)C(=Cc2ccc(SC)cc2)c2c1cc(F)cc2)C(=O)O
Methylprednisolone M4 Metabolite	Methylprednisolone M5 Metabolite	C1=CC(=O)C=C2C(C)=CC3C(C21C)C(O)CC1(C)C3CCC1(O)C(CO)=O	C1=CC(=O)C=C2C(C)=CC3C(C21C)C(O)CC1(C)C3CCC1(O)C(CO)O	DB00959	DrugBank	train	C1=CC(=O)C=C2C(C)=CC3C(C21C)C(O)CC1(C)C3CCC1(O)C(CO)O
Uroterpenol	Uroterpenol-O-glucuronide	CC(C1CC=C(C)CC1)(O)CO	CC(C1CC=C(C)CC1)(O)COC1OC(C(=O)O)C(O)C(O)C1O	DB08921	DrugBank	train	CC(C1CC=C(C)CC1)(O)COC1OC(C(=O)O)C(O)C(O)C1O
(+)-3-carene	3-Caren-10-ol	C1(C)(C)C2CC=C(C)CC21	C1(C)(C)C2CC=C(CO)CC21	(+)-3-carene	MetXBioDB	train	C1(C)(C)C2CC=C(CO)CC21
7-Hydroxy-beta-thujone		C1C2(C(C)(C)O)CC(=O)C(C)C21	C1C2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC(=O)C(C)C21	7-Hydroxy-beta-thujone	MetXBioDB	train	C1C2(C(C)(C)OC3OC(C(=O)O)C(O)C(O)C3O)CC(=O)C(C)C21
