parent_name	child_name	reactants	products	origin	source	set	possible_products
16-alpha hydroxyestrone	17-Epiestriol	CC12CCC3C(C1CC(O)C2=O)CCc1c3ccc(O)c1	CC12CCC3C(C1CC(O)C2O)CCc1c3ccc(O)c1	DB01420	DrugBank	train	CC12CCC3C(C1CC(O)C2O)CCc1c3ccc(O)c1
Estrone	4-hydroxyestrone	C1C2(C)C(C3C(C1)c1c(cc(O)cc1)CC3)CCC2=O	C1C2(C)C(C3C(C1)c1c(c(O)c(O)cc1)CC3)CCC2=O	DB00655	Both	train	C1C2(C)C(C3C(C1)c1c(c(O)c(O)cc1)CC3)CCC2=O
Estrone	6alpha-OH-estrone	O=C1C2(C)CCC3C(C2CC1)CCc1c3ccc(O)c1	O=C1C2(C)CCC3C(C2CC1)CC(O)c1c3ccc(O)c1	DB00655	Both	train	O=C1C2(C)CCC3C(C2CC1)CC(O)c1c3ccc(O)c1
estradiol	2-Hydroxyestradiol	C12C(C)(CCC3C1CCc1c3ccc(O)c1)C(O)CC2	C12C(C)(CCC3C1CCc1c3cc(O)c(O)c1)C(O)CC2	estradiol	MetXBioDB	train	C12C(C)(CCC3C1CCc1c3cc(O)c(O)c1)C(O)CC2
Estradiol cypionate	Estradiol	Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2OC(=O)CCC1CCCC1	Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2O	DB13954	DrugBank	train	Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2O
Estradiol benzoate	Estradiol	C1C2C(CCC3(C)C2CCC3O)c2c(cc(OC(=O)c3ccccc3)cc2)C1	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)cc2)C1	DB13953	DrugBank	train	C1C2C(CCC3(C)C2CCC3O)c2c(cc(O)cc2)C1
Dezocine		C1CCC2(C)C(N)C(CC1)Cc1c2cc(O)cc1	C1CCC2(C)C(N)C(CC1)Cc1c2cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1	Dezocine	MetXBioDB	train	C1CCC2(C)C(N)C(CC1)Cc1c2cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Seratrodast	5-OH-seratrodast	C1(=O)C(C)=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C1C	C1(=O)C(CO)=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C1C	DB06739	Both	train	C1(=O)C(CO)=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C1C
Sulindac	Sulindac sulfide	c1c(C=C2C(C)=C(CC(=O)O)c3c2ccc(F)c3)ccc([SH](C)O)c1	c1c(C=C2C(C)=C(CC(=O)O)c3c2ccc(F)c3)ccc(SC)c1	DB00605	DrugBank	train	c1c(C=C2C(C)=C(CC(=O)O)c3c2ccc(F)c3)ccc(SC)c1
Methylprednisolone M4 Metabolite	Methylprednisolone M5 Metabolite	C(C(C1(O)C2(C)CC(O)C3C(C=C(C)C4=CC(=O)C=CC34C)C2CC1)=O)O	C(C(C1(O)C2(C)CC(O)C3C(C=C(C)C4=CC(=O)C=CC34C)C2CC1)O)O	DB00959	DrugBank	train	C(C(C1(O)C2(C)CC(O)C3C(C=C(C)C4=CC(=O)C=CC34C)C2CC1)O)O
Uroterpenol	Uroterpenol-O-glucuronide	C(C(C1CC=C(C)CC1)(C)O)O	C(C(C1CC=C(C)CC1)(C)O)OC1OC(C(=O)O)C(O)C(O)C1O	DB08921	DrugBank	train	C(C(C1CC=C(C)CC1)(C)O)OC1OC(C(=O)O)C(O)C(O)C1O
(+)-3-carene	3-Caren-10-ol	C1(C)=CCC2C(C1)C2(C)C	C1(CO)=CCC2C(C1)C2(C)C	(+)-3-carene	MetXBioDB	train	C1(CO)=CCC2C(C1)C2(C)C
7-Hydroxy-beta-thujone		OC(C12CC(=O)C(C)C1C2)(C)C	O(C(C12CC(=O)C(C)C1C2)(C)C)C1OC(C(=O)O)C(O)C(O)C1O	7-Hydroxy-beta-thujone	MetXBioDB	train	O(C(C12CC(=O)C(C)C1C2)(C)C)C1OC(C(=O)O)C(O)C(O)C1O
Indapamide metabolite M4	Indapamide metabolite M2	c1(S(N)(=O)=O)c(Cl)ccc(C(NN2C(C)C(=O)c3c2cccc3)=O)c1	c1(S(N)(=O)=O)c(Cl)ccc(C(NN2C(C)C(=O)c3c2ccc(O)c3)=O)c1	DB00808	DrugBank	train	c1(S(N)(=O)=O)c(Cl)ccc(C(NN2C(C)C(=O)c3c2ccc(O)c3)=O)c1
Levosimendan	OR-1855	C1C(C)C(c2ccc(NN=C(C#N)C#N)cc2)=NNC1=O	C1C(C)C(c2ccc(N)cc2)=NNC1=O	DB00922	DrugBank	train	C1C(C)C(c2ccc(N)cc2)=NNC1=O
Indapamide epoxide intermediate	Indapamide metabolite M6	c1c(C(NN2C(C)CC3=C2C=CC2C3O2)=O)ccc(Cl)c1S(N)(=O)=O	c1c(C(NN2C(C)CC3=C2C=CC(O)C3O)=O)ccc(Cl)c1S(N)(=O)=O	DB00808	DrugBank	train	c1c(C(NN2C(C)CC3=C2C=CC(O)C3O)=O)ccc(Cl)c1S(N)(=O)=O
Methylprednisolone M1 Metabolite	Methylprednisolone M8 Metabolite	O=C1C2C(CC(C)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(=O)CO)CC2	O=C1C2C(CC(C)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(=O)CO)C(O)C2	DB00959	DrugBank	train	O=C1C2C(CC(C)C3=CC(=O)C=CC23C)C2C(C)(C1)C(O)(C(=O)CO)C(O)C2
Methylprednisolone	Methylprednisolone M7 Metabolite	OC1(C(=O)CO)C2(C)CC(O)C3C(CC(C)C4=CC(=O)C=CC34C)C2CC1	OC1(C(=O)CO)C2(C)CC(O)C3C(CC(C)(O)C4=CC(=O)C=CC34C)C2CC1	DB00959	DrugBank	train	OC1(C(=O)CO)C2(C)CC(O)C3C(CC(C)(O)C4=CC(=O)C=CC34C)C2CC1
Methylprednisolone	Methylprednisolone M1 Metabolite	C(C(C1(O)C2(C)CC(O)C3C(CC(C)C4=CC(=O)C=CC34C)C2CC1)=O)O	C(C(C1(O)C2(C)CC(=O)C3C(CC(C)C4=CC(=O)C=CC34C)C2CC1)=O)O	DB00959	DrugBank	train	C(C(C1(O)C2(C)CC(=O)C3C(CC(C)C4=CC(=O)C=CC34C)C2CC1)=O)O
M10 (GW694301X)	M26 fluticasone furoate	C1C2(C)C(CC(C)C2(OC(=O)c2ccco2)C(=O)O)C2C(F)(C1O)C1(C)C(=CC(=O)C=C1)C(F)C2	C1C2(C)C(CC(C)C2(OC(=O)c2ccco2)C(=O)O)C2C(F)(C1O)C1(C)C(=CC(=O)C=C1)C(O)C2	DB08906	DrugBank	train	C1C2(C)C(CC(C)C2(OC(=O)c2ccco2)C(=O)O)C2C(F)(C1O)C1(C)C(=CC(=O)C=C1)C(O)C2
Fluticasone furoate	M21 fluticasone furoate	S(C(C1(OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(F)C2CC(F)C2=CC(=O)C=CC12C)=O)CF	S(C(C1(OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(F)C2CC(O)C2=CC(=O)C=CC12C)=O)CF	DB08906	DrugBank	train	S(C(C1(OC(=O)c2ccco2)C(C)CC2C1(C)CC(O)C1(F)C2CC(O)C2=CC(=O)C=CC12C)=O)CF
Mometasone	6-beta-hydroxy-mometasone furoate	C1C2(C)C(CC(C)C2(O)C(=O)CCl)C2C(Cl)(C1O)C1(C)C(=CC(=O)C=C1)CC2	C1C2(C)C(CC(C)C2(OC(=O)c2ccco2)C(=O)CCl)C2C(Cl)(C1O)C1(C)C(=CC(=O)C=C1)CC2O	DB00764	DrugBank	train	C1C2(C)C(CC(C)C2(OC(=O)c2ccco2)C(=O)CCl)C2C(Cl)(C1O)C1(C)C(=CC(=O)C=C1)CC2O
Mometasone furoate	21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)	C12CC(C)C(OC(=O)c3ccco3)(C(=O)CCl)C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C	C12CC(C)C(OC(=O)c3ccco3)(C(=O)CCl)C1(C)CC1C3(C2CCC2=CC(=O)C=CC32C)O1	DB14512	DrugBank	train	C12CC(C)C(OC(=O)c3ccco3)(C(=O)CCl)C1(C)CC1C3(C2CCC2=CC(=O)C=CC32C)O1
9-alpha,21-beta-dichloro-11-beta,21-alpha-dihydroxy-16-alpha-methylpregna-1,4,17,20-tetraen-3-one 21-(2-furoate)	21-beta-chloro-21-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4,17,20-tetraen-3-one 21-(2-furoate	C1(C)CC2C(C)(C1=C=C(Cl)OC(=O)c1ccco1)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C	C1(C)CC2C(C)(C1=C=C(Cl)OC(=O)c1ccco1)CC1C3(C2CCC2=CC(=O)C=CC32C)O1	DB14512	DrugBank	train	C1(C)CC2C(C)(C1=C=C(Cl)OC(=O)c1ccco1)CC1C3(C2CCC2=CC(=O)C=CC32C)O1
11-dehydrodexamethasone	Dexamethasone	C1(=O)CC2(C)C(CC(C)C2(O)C(=O)CO)C2C1(F)C1(C)C(=CC(=O)C=C1)CC2	C1(O)CC2(C)C(CC(C)C2(O)C(=O)CO)C2C1(F)C1(C)C(=CC(=O)C=C1)CC2	DB01234	DrugBank	train	C1(O)CC2(C)C(CC(C)C2(O)C(=O)CO)C2C1(F)C1(C)C(=CC(=O)C=C1)CC2
Dexamethasone	6alpha-Hydroxydexamethasone	C12(C)C3(F)C(O)CC4(C)C(CC(C)C4(O)C(=O)CO)C3CCC1=CC(=O)C=C2	C12(C)C3(F)C(O)CC4(C)C(CC(C)C4(O)C(=O)CO)C3CC(O)C1=CC(=O)C=C2	DB01234	Both	train	C12(C)C3(F)C(O)CC4(C)C(CC(C)C4(O)C(=O)CO)C3CC(O)C1=CC(=O)C=C2
Betamethasone phosphate	Betamethasone	OC1(C(=O)COP(=O)(O)O)C(C)CC2C1(C)CC(O)C1(F)C2CCC2=CC(=O)C=CC12C	OC1(C(=O)CO)C(C)CC2C1(C)CC(O)C1(F)C2CCC2=CC(=O)C=CC12C	DB14669	DrugBank	train	OC1(C(=O)CO)C(C)CC2C1(C)CC(O)C1(F)C2CCC2=CC(=O)C=CC12C
21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11beta-oxidopregna-1,4-diene-3,20-dione 17-(2-furoate)	21-chloro-17-alpha-hydroxy-16-alpha-methyl-9-beta,11-beta-oxidopregna-1,4-diene-3,20-dione	C12CC(C)C(OC(=O)c3ccco3)(C(=O)CCl)C1(C)CC1C3(C2CCC2=CC(=O)C=CC32C)O1	C12CC(C)C(O)(C(=O)CCl)C1(C)CC1C3(C2CCC2=CC(=O)C=CC32C)O1	DB14512	DrugBank	train	C12CC(C)C(O)(C(=O)CCl)C1(C)CC1C3(C2CCC2=CC(=O)C=CC32C)O1
tirilazad		C1N(CC(C2C(C)CC3C2(C)CC=C2C3CCC3=CC(=O)C=CC23C)=O)CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)C1	C1N(CC(C2C(C)CC3C2(C)CC=C2C3CCC3=CC(=O)C=CC23C)=O)CCN(c2cc(N3CCCC3)nc(N3CCC(O)C3)n2)C1	tirilazad	MetXBioDB	train	C1N(CC(C2C(C)CC3C2(C)CC=C2C3CCC3=CC(=O)C=CC23C)=O)CCN(c2cc(N3CCCC3)nc(N3CCC(O)C3)n2)C1
Levomenthol	p-Menthane-3,-8-diol	C1(C)CCC(C(C)C)C(O)C1	C1(C)CCC(C(C)(C)O)C(O)C1	DB00825	Both	train	C1(C)CCC(C(C)(C)O)C(O)C1
Artenimol	α-artenimol-β-glucuronide	C12C(C)CCC3C14OOC(C)(CC2)OC4OC(O)C3C	C12C(C)CCC3C14OOC(C)(CC2)OC4OC(OC1OC(C(=O)O)C(O)C(O)C1O)C3C	DB11638	DrugBank	train	C12C(C)CCC3C14OOC(C)(CC2)OC4OC(OC1OC(C(=O)O)C(O)C(O)C1O)C3C
Artesunate	Dihydroartemisinin (DHA)	C1(C)C2CCC(C)C3C24OOC(C)(CC3)OC4OC1OC(=O)CCC(=O)O	C1(C)C2CCC(C)C3C24OOC(C)(CC3)OC4OC1O	DB09274	Both	train	C1(C)C2CCC(C)C3C24OOC(C)(CC3)OC4OC1O
beta-artelinic acid	Dihydroqinghaosu (DQHS)	C12C(C)CCC3C14OOC(C)(CC2)OC4OC(OCc1ccc(C(=O)O)cc1)C3C	C12C(C)CCC3C14OOC(C)(CC2)OC4OC(O)C3C	beta-artelinic acid	MetXBioDB	train	C12C(C)CCC3C14OOC(C)(CC2)OC4OC(O)C3C
hydroxilated form of dolutegravir (M3)	hydrolized form of dolutegravir (M1)	CC1CCOC2N1C(=O)c1c(O)c(=O)c(C(NC(O)c3ccc(F)cc3F)=O)cn1C2	CC1CCOC2N1C(=O)c1c(O)c(=O)c(C(N)=O)cn1C2	DB08930	DrugBank	train	CC1CCOC2N1C(=O)c1c(O)c(=O)c(C(N)=O)cn1C2
N-Carbamoyllorcaserin		C1N(C(=O)O)CC(C)c2c(ccc(Cl)c2)C1	C1N(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CC(C)c2c(ccc(Cl)c2)C1	N-Carbamoyllorcaserin	MetXBioDB	train	C1N(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CC(C)c2c(ccc(Cl)c2)C1
Lorcaserin	Lorcaserin sulfamate	C1(C)CNCCc2c1cc(Cl)cc2	C1(C)CN(S(=O)(=O)O)CCc2c1cc(Cl)cc2	DB04871	DrugBank	train	C1(C)CN(S(=O)(=O)O)CCc2c1cc(Cl)cc2
unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n		c1ccc(C23OCC(C)N2CC(O)=Nc2c3cc(Cl)cc2)c(Cl)c1	c1ccc(C23OCC(C)(O)N2CC(O)=Nc2c3cc(Cl)cc2)c(Cl)c1	unii-s5969b6237 component anucdxcticzjrh-zmzpimszsa-n	MetXBioDB	train	c1ccc(C23OCC(C)(O)N2CC(O)=Nc2c3cc(Cl)cc2)c(Cl)c1
Levofloxacin	Levofloxacin-N-oxide	c12c3n(cc(C(=O)O)c(=O)c3cc(F)c1N1CCN(C)CC1)C(C)CO2	c12c3n(cc(C(=O)O)c(=O)c3cc(F)c1N1CCN(C)(O)CC1)C(C)CO2	DB01137	DrugBank	train	c12c3n(cc(C(=O)O)c(=O)c3cc(F)c1N1CCN(C)(O)CC1)C(C)CO2
3s14s-ochratoxin a		O=C(c1cc(Cl)c2c(c1O)C(=O)OC(C)C2)NC(Cc1ccccc1)C(=O)O	O=C(c1cc(Cl)c2c(c1O)C(=O)OC(C)C2O)NC(Cc1ccccc1)C(=O)O	3s14s-ochratoxin a	MetXBioDB	train	O=C(c1cc(Cl)c2c(c1O)C(=O)OC(C)C2O)NC(Cc1ccccc1)C(=O)O
Indapamide metabolite M1	Indapamide metabolite M3	c1c2c(ccc1O)N(NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)C(C)C2	c1c2cc(C)n(NC(=O)c3ccc(Cl)c(S(N)(=O)=O)c3)c2ccc1O	DB00808	DrugBank	train	c1c2cc(C)n(NC(=O)c3ccc(Cl)c(S(N)(=O)=O)c3)c2ccc1O
Indapamide	Indapamide metabolite M1	c1c(C(NN2C(C)Cc3c2cccc3)=O)ccc(Cl)c1S(N)(=O)=O	c1c(C(NN2C(C)Cc3c2ccc(O)c3)=O)ccc(Cl)c1S(N)(=O)=O	DB00808	DrugBank	train	c1c(C(NN2C(C)Cc3c2ccc(O)c3)=O)ccc(Cl)c1S(N)(=O)=O
S,S-Hydroxybupropion	S,S-Hydroxybupropion glucuronide	C1(C)(C)NC(C)C(O)(c2cccc(Cl)c2)OC1	C1(C)(C)NC(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)(c2cccc(Cl)c2)OC1	DB01156	DrugBank	train	C1(C)(C)NC(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)(c2cccc(Cl)c2)OC1
Remdesivir cyclic anhydride	Remdesivir Alanine Metabolite (Ala-Met; GS-704277)	c1cc(C2(C#N)OC(COP3(=O)NC(C)C(=O)O3)C(O)C2O)n2c1c(N)ncn2	c1cc(C2(C#N)OC(COP(NC(C)C(O)=O)(=O)O)C(O)C2O)n2c1c(N)ncn2	DB14761	DrugBank	train	c1cc(C2(C#N)OC(COP(NC(C)C(O)=O)(=O)O)C(O)C2O)n2c1c(N)ncn2
5’-Deoxy-5-fluorouridine (5'DFUR)	5-fluorouracil	n1(C2OC(C)C(O)C2O)c(=O)nc(=O)c(F)c1	n1c(=O)nc(=O)c(F)c1	DB01101	DrugBank	train	n1c(=O)nc(=O)c(F)c1
5’-Deoxy-5-fluorocytidine (5'-DFCR)	5’-Deoxy-5-fluorouridine (5'DFUR)	c1(=O)n(C2OC(C)C(O)C2O)cc(F)c(N)n1	c1(=O)n(C2OC(C)C(O)C2O)cc(F)c(=O)n1	DB01101	DrugBank	train	c1(=O)n(C2OC(C)C(O)C2O)cc(F)c(=O)n1
(R,R)-1-phenylpropylene oxide		C1(c2ccccc2)C(C)O1	C1(c2ccccc2)C(CSCC(NC(CCC(N)C(=O)O)=O)C(=O)NCC(=O)O)O1	(R,R)-1-phenylpropylene oxide	MetXBioDB	train	C1(c2ccccc2)C(CSCC(NC(CCC(N)C(=O)O)=O)C(=O)NCC(=O)O)O1
schembl9652240		n1cccc(C2SC(C)C(=O)N2C)c1	n1cccc(C2[SH](O)C(C)C(=O)N2C)c1	schembl9652240	MetXBioDB	train	n1cccc(C2[SH](O)C(C)C(=O)N2C)c1
decursinol angelate		O=c1ccc2cc3c(cc2o1)OC(C)(C)C(OC(C(C)=CC)=O)C3	O=c1ccc2cc3c(cc2o1)OC(C)(C)C(OC(C1(C)C(C)O1)=O)C3	decursinol angelate	MetXBioDB	train	O=c1ccc2cc3c(cc2o1)OC(C)(C)C(OC(C1(C)C(C)O1)=O)C3
senecionine		O=C1C(C)(O)C(C)CC(=CC)C(=O)OC2C3C(=CCN3CC2)CO1	O=C1C(C)(O)C(C)CC(=CC)C(=O)OC2C3C(=CC(O)N3CC2)CO1	senecionine	MetXBioDB	train	O=C1C(C)(O)C(C)CC(=CC)C(=O)OC2C3C(=CC(O)N3CC2)CO1
2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline (EMDP)	c1ccc(C2(c3ccccc3)CC(C)N(C)C2=CC)cc1	c1ccc(C2(c3ccccc3)CC(C)N=C2CC)cc1	DB00333	DrugBank	train	c1ccc(C2(c3ccccc3)CC(C)N=C2CC)cc1
trans-isoeugenol		C(=CC)c1ccc(O)c(OC)c1	C(=CC)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(OC)c1	trans-isoeugenol	MetXBioDB	train	C(=CC)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(OC)c1
beta-methylstyrene	2-methyl-3-phenyloxirane	c1c(C=CC)cccc1	c1c(C2C(C)O2)cccc1	beta-methylstyrene	MetXBioDB	train	c1c(C2C(C)O2)cccc1
4-Hydroxytamoxifen	4-hydroxytamoxifen sulfate	c1c(C(=C(CC)c2ccccc2)c2ccc(OCCN(C)C)cc2)ccc(O)c1	c1c(C(=C(CC)c2ccccc2)c2ccc(OCCN(C)C)cc2)ccc(OS(=O)(=O)O)c1	DB00675	Both	train	c1c(C(=C(CC)c2ccccc2)c2ccc(OCCN(C)C)cc2)ccc(OS(=O)(=O)O)c1
Endoxifen (4-hydroxy-N-desmethyltamoxifen)	4-endoxifen Sulfate	c1c(C(=C(CC)c2ccccc2)c2ccc(O)cc2)ccc(OCCNC)c1	c1c(C(=C(CC)c2ccccc2)c2ccc(OS(=O)(=O)O)cc2)ccc(OCCNC)c1	DB00675	Both	train	c1c(C(=C(CC)c2ccccc2)c2ccc(OS(=O)(=O)O)cc2)ccc(OCCNC)c1
4-hydroxytamoxifen sulfate	Endoxifen (4-hydroxy-N-desmethyltamoxifen)	c1cc(C(CC)=C(c2ccc(OS(=O)(=O)O)cc2)c2ccc(OCCN(C)C)cc2)ccc1	c1cc(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCNC)cc2)ccc1	DB00675	DrugBank	train	c1cc(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCNC)cc2)ccc1
Droloxifene		C(CC)(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1	C(CC)(=C(c1ccc(OCCNC)cc1)c1cccc(O)c1)c1ccccc1	Droloxifene	MetXBioDB	train	C(CC)(=C(c1ccc(OCCNC)cc1)c1cccc(O)c1)c1ccccc1
Tamoxifen Metabolite E	Tamoxifen Metabolite E Glucuronide	c1cccc(C(CC)=C(c2ccccc2)c2ccc(O)cc2)c1	c1cccc(C(CC)=C(c2ccccc2)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)c1	DB00675	DrugBank	train	c1cccc(C(CC)=C(c2ccccc2)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)c1
Tamoxifen	α-hydroxytamoxifen	c1(C(=C(CC)c2ccccc2)c2ccc(OCCN(C)C)cc2)ccccc1	c1(C(=C(C(C)O)c2ccccc2)c2ccc(OCCN(C)C)cc2)ccccc1	DB00675	Both	train	c1(C(=C(C(C)O)c2ccccc2)c2ccc(OCCN(C)C)cc2)ccccc1
N,N-didesmethyltamoxifen	Tamoxifen Metabolite Y	c1c(C(CC)=C(c2ccccc2)c2ccc(OCCN)cc2)cccc1	c1c(C(CC)=C(c2ccccc2)c2ccc(OCCO)cc2)cccc1	DB00675	DrugBank	train	c1c(C(CC)=C(c2ccccc2)c2ccc(OCCO)cc2)cccc1
N-Desmethyltamoxifen	Endoxifen (4-hydroxy-N-desmethyltamoxifen)	c1(C(CC)=C(c2ccccc2)c2ccc(OCCNC)cc2)ccccc1	c1(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCNC)cc2)ccccc1	DB00675	Both	train	c1(C(CC)=C(c2ccc(O)cc2)c2ccc(OCCNC)cc2)ccccc1
Tamoxifen Metabolite Y	Tamoxifen Metabolite E	c1c(C(CC)=C(c2ccccc2)c2ccc(OCCO)cc2)cccc1	c1c(C(CC)=C(c2ccccc2)c2ccc(O)cc2)cccc1	DB00675	DrugBank	train	c1c(C(CC)=C(c2ccccc2)c2ccc(O)cc2)cccc1
Tamoxifen N-oxide	alpha-OH-tamoxifen N-oxide	N(CCOc1ccc(C(=C(CC)c2ccccc2)c2ccccc2)cc1)(C)(C)O	N(CCOc1ccc(C(=C(C(C)O)c2ccccc2)c2ccccc2)cc1)(C)(C)O	Tamoxifen N-oxide	MetXBioDB	train	N(CCOc1ccc(C(=C(C(C)O)c2ccccc2)c2ccccc2)cc1)(C)(C)O
Ketobemidone	Ketobemidone O-glucuronide	Oc1cccc(C2(C(CC)=O)CCN(C)CC2)c1	O(c1cccc(C2(C(CC)=O)CCN(C)CC2)c1)C1OC(C(=O)O)C(O)C(O)C1O	Ketobemidone	MetXBioDB	train	O(c1cccc(C2(C(CC)=O)CCN(C)CC2)c1)C1OC(C(=O)O)C(O)C(O)C1O
Aranidipine M-2	Aranidipine M-5	c1(C2C(C(CC)=O)=C(C)NC(C)=C2C(=O)O)ccccc1N(=O)O	c1(-c2c(C(OC)=O)c(C)nc(C)c2C(=O)O)ccccc1N(=O)O	DB09229	DrugBank	train	c1(-c2c(C(OC)=O)c(C)nc(C)c2C(=O)O)ccccc1N(=O)O
Genz-527862	Genz-399240	C(C(NC(CCCCC(=O)CC)=O)CN1CCCC1)(O)c1ccc2c(c1)OCCO2	C(C(NC(CCCCC(=O)O)=O)CN1CCCC1)(O)c1ccc2c(c1)OCCO2	DB09039	DrugBank	train	C(C(NC(CCCCC(=O)O)=O)CN1CCCC1)(O)c1ccc2c(c1)OCCO2
Alfentanil	2-(4-ethyl-5-oxo-1,2,3,4-tetrazol-1-yl)acetaldehyde	n1n(CCN2CCC(N(C(CC)=O)c3ccccc3)(COC)CC2)c(=O)n(CC)n1	n1n(CC)c(=O)n(CC=O)n1	DB00802	Both	train	n1n(CC)c(=O)n(CC=O)n1
Fentanyl	Despropionylfentanyl	N1(CCc2ccccc2)CCC(N(c2ccccc2)C(CC)=O)CC1	N1(CCc2ccccc2)CCC(Nc2ccccc2)CC1	DB00813	DrugBank	train	N1(CCc2ccccc2)CCC(Nc2ccccc2)CC1
Leniolisib M1 metabolite	Leniolisib M48 metabolite	FC(c1c(O)ncc(N2Cc3c(NC4CCN(C(CC)=O)C4)ncnc3CC2)c1)(F)F	FC(c1c(O)ncc(N2Cc3c(N)ncnc3CC2)c1)(F)F	DB16217	DrugBank	train	FC(c1c(O)ncc(N2Cc3c(N)ncnc3CC2)c1)(F)F
Leniolisib	Leniolisib M43 metabolite	c12c(ncnc1NC1CCN(C(CC)=O)C1)CCN(c1cnc(OC)c(C(F)(F)F)c1)C2	c12c(ncnc1N)CCN(c1cnc(OC)c(C(F)(F)F)c1)C2	DB16217	DrugBank	train	c12c(ncnc1N)CCN(c1cnc(OC)c(C(F)(F)F)c1)C2
dextropropoxyphene	Nordextropropoxyphene	c1c(CC(OC(CC)=O)(c2ccccc2)C(C)CN(C)C)cccc1	c1c(CC(OC(CC)=O)(c2ccccc2)C(C)CNC)cccc1	dextropropoxyphene	MetXBioDB	train	c1c(CC(OC(CC)=O)(c2ccccc2)C(C)CNC)cccc1
Beclomethasone-17-monopropionate (17-BMP)	Beclomethasone (BOH)	C1(OC(CC)=O)(C(=O)CO)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C	C1(O)(C(=O)CO)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C	DB00394	DrugBank	train	C1(O)(C(=O)CO)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C
Testosterone propionate	Testosterone	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2OC(CC)=O	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O	DB01420	DrugBank	train	C12(C)CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2O
Beclomethasone-21-monopropionate (21-BMP)	Beclomethasone (BOH)	C(C(C1(O)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C)=O)OC(CC)=O	C(C(C1(O)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C)=O)O	DB00394	DrugBank	train	C(C(C1(O)C(C)CC2C1(C)CC(O)C1(Cl)C2CCC2=CC(=O)C=CC12C)=O)O
Beclomethasone dipropionate	Beclomethasone-17-monopropionate (17-BMP)	CC12C3(Cl)C(O)CC4(C)C(OC(CC)=O)(C(=O)COC(CC)=O)C(C)CC4C3CCC1=CC(=O)C=C2	CC12C3(Cl)C(O)CC4(C)C(OC(CC)=O)(C(=O)CO)C(C)CC4C3CCC1=CC(=O)C=C2	DB00394	DrugBank	train	CC12C3(Cl)C(O)CC4(C)C(OC(CC)=O)(C(=O)CO)C(C)CC4C3CCC1=CC(=O)C=C2
schembl17043265	HO-MPBP	Cc1ccc(C(C(CC)N2CCCC2)=O)cc1	C(c1ccc(C(C(CC)N2CCCC2)=O)cc1)O	schembl17043265	MetXBioDB	train	C(c1ccc(C(C(CC)N2CCCC2)=O)cc1)O
