parent_name,child_name,parent_smiles,child_smiles,source,fps
phenol,Hydroquinone,Oc1ccccc1,Oc1ccc(O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
phenol,Catechol,Oc1ccccc1,Oc1ccccc1O,MetXBioDB,[0 0 0 ... 0 0 0]
phenytoin,3'-HPPH,OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,MetXBioDB,[0 0 0 ... 0 0 0]
phenytoin,4'-HPPH,OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,MetXBioDB,[0 0 0 ... 0 0 0]
phenytoin,"5Ã¢â‚¬Â(3,4Ã¢â‚¬ÂdihydroxycyclohexaÃ¢â‚¬Â1,5Ã¢â‚¬ÂdienÃ¢â‚¬Â1Ã¢â‚¬Âyl)Ã¢â‚¬Â5Ã¢â‚¬ÂphenylimidazolidineÃ¢â‚¬Â2,4Ã¢â‚¬Âdione",OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,OC1=NC(C2=CC(O)C(O)C=C2)(c2ccccc2)C(O)=N1,MetXBioDB,[0 1 0 ... 0 0 0]
pilocarpine,3-hydroxypilocarpine,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,CCC1(O)C(=O)OCC1Cc1cncn1C,MetXBioDB,[0 0 0 ... 0 0 0]
pimozide,"1,3- dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one (DHPBI)",Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Oc1nc2ccccc2n1C1CCNCC1,MetXBioDB,[0 0 0 ... 0 1 0]
piroxicam,5'-Hydroxypiroxicam,CN1C(C(O)=Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(O)=Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O,MetXBioDB,[0 0 0 ... 0 0 0]
pradefovir,PMEA,Nc1ncnc2c1ncn2CCOC[P@]1(=O)OCC[C@@H](c2cccc(Cl)c2)O1,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,MetXBioDB,[0 0 0 ... 0 0 0]
progesterone,2beta-OH-progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,MetXBioDB,[0 0 0 ... 0 0 0]
progesterone,16beta-OH-progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1[C@@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,MetXBioDB,[0 0 0 ... 0 0 0]
progesterone,17beta-OH-progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,MetXBioDB,[0 0 0 ... 0 0 0]
progesterone,21-OH-progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,MetXBioDB,[0 0 0 ... 0 0 0]
promazine,Promazine 5-sulfoxide,CN(C)CCCN1c2ccccc2Sc2ccccc21,CN(C)CCCN1c2ccccc2S(=O)c2ccccc21,MetXBioDB,[0 0 0 ... 0 0 0]
promazine,N-Desmethyl promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,CNCCCN1c2ccccc2Sc2ccccc21,MetXBioDB,[0 0 0 ... 0 0 0]
propofol,4-OH-propofol,CC(C)c1cccc(C(C)C)c1O,CC(C)c1cc(O)cc(C(C)C)c1O,MetXBioDB,[0 1 0 ... 0 0 0]
psoralen,,O=c1ccc2cc3ccoc3cc2o1,O=c1ccc2cc3c(cc2o1)OC1OC31,MetXBioDB,[0 0 0 ... 0 0 0]
pyrazoloacridine,N-DEMETHYL Pyrazoloacridine,COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,CNCCCn1nc2c3c(c([N+](=O)[O-])ccc31)Nc1ccc(OC)cc1-2,MetXBioDB,[0 0 0 ... 0 0 0]
Stearic Acid,,CCCCCCCCCCCCCCCCCC(=O)O,CC(O)CCCCCCCCCCCCCCCC(=O)O,MetXBioDB,[0 1 0 ... 0 0 0]
qttnoskslatgqb-uhfffaoysa-n,uroporphyrin,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C(O)c1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,MetXBioDB,[0 0 0 ... 0 0 0]
quazepam,2-Oxoquazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,MetXBioDB,[0 0 0 ... 0 0 0]
quazepam,2-Oxoquazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,MetXBioDB,[0 0 0 ... 0 0 0]
quazepam,2-Oxoquazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,MetXBioDB,[0 0 0 ... 0 0 0]
quetiapine,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,O=S1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21,MetXBioDB,[0 0 0 ... 0 0 0]
quetiapine,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
quinidine,3-Hydroxyquinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,C=C[C@@]1(O)CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,MetXBioDB,[0 1 0 ... 0 1 0]
quinidine,Quinidine-N-oxide,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,C=C[C@H]1C[N+]2([O-])CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,MetXBioDB,[0 1 0 ... 0 1 0]
quinine,,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,MetXBioDB,[0 1 0 ... 0 1 0]
quinoline,"Q-8,6-epoxide",c1ccc2ncccc2c1,C1=CC2OC2c2cccnc21,MetXBioDB,[0 0 0 ... 0 0 0]
quinoline,Quinoline 1-oxide,c1ccc2ncccc2c1,[O-][n+]1cccc2ccccc21,MetXBioDB,[1 0 0 ... 0 0 0]
quinoline,3OHQ,c1ccc2ncccc2c1,Oc1cnc2ccccc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
qun,,CCN(CC)CCC[C@@H](C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,CCNCCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,MetXBioDB,[0 1 0 ... 0 0 0]
qun,,CCN(CC)CCC[C@@H](C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(O)cc12,MetXBioDB,[0 1 0 ... 0 0 0]
qun,,CCN(CC)CCC[C@@H](C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,COc1ccc2[nH]c3cc(Cl)ccc3c(=N)c2c1,MetXBioDB,[0 0 0 ... 0 0 0]
(R)-mianserin,"(R)-mianserin, N-Desmethyl",CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,c1ccc2c(c1)Cc1ccccc1N1CCNC[C@@H]21,MetXBioDB,[0 0 0 ... 0 0 0]
(R)-mianserin,"(R)-mianserin, 8-hydroxy",CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,CN1CCN2c3cc(O)ccc3Cc3ccccc3[C@@H]2C1,MetXBioDB,[0 0 0 ... 0 0 0]
(R)-mianserin,"(R)-mianserin, N-oxide",CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,C[N+]1([O-])CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,MetXBioDB,[0 0 0 ... 0 0 0]
raloxifene,,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2c(O)c(O)ccc12,MetXBioDB,[0 0 1 ... 0 0 0]
raloxifene,,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)c(O)c2)sc2cc(O)ccc12,MetXBioDB,[0 0 1 ... 0 0 0]
ranitidine,Desmethylranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CNCc1ccc(CSCCN/C(=C/[N+](=O)[O-])NC)o1,MetXBioDB,[0 0 0 ... 0 0 0]
reboxetine,O-desethylreboxetine,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,Oc1ccccc1OC(c1ccccc1)C1CNCCO1,MetXBioDB,[0 1 0 ... 0 0 0]
reboxetine,Phenol B,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,CCOc1cc(O)ccc1OC(c1ccccc1)C1CNCCO1,MetXBioDB,[0 1 0 ... 0 0 0]
reboxetine,Phenol A,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,CCOc1ccc(O)cc1OC(c1ccccc1)C1CNCCO1,MetXBioDB,[0 1 0 ... 0 0 0]
repaglinide,,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CCOc1cc(CC(O)=NC(CC(C)(C)O)c2ccccc2N2CCCCC2)ccc1C(=O)O,MetXBioDB,[0 1 1 ... 0 0 0]
repaglinide,,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CC(C)CC(N=C(O)Cc1ccc(C(=O)O)c(O)c1)c1ccccc1N1CCCCC1,MetXBioDB,[0 1 1 ... 0 0 0]
repaglinide,,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CCOc1cc(CC(O)=NC(CC(C)C)c2ccccc2N)ccc1C(=O)O,MetXBioDB,[0 1 0 ... 0 0 0]
repaglinide,,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CCOc1cc(CC(O)=NC(CC(C)C)c2ccccc2NCCCCO)ccc1C(=O)O,MetXBioDB,[0 1 0 ... 0 0 0]
retinal,all-trans retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
retinal,Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
retinol,All-trans-retinal,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
retinol,4-Hydroxyretinol,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1O,MetXBioDB,[0 0 0 ... 0 0 0]
retinol,Retinal,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
riddelliine,riddelliine N-Oxide,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,C=C1C/C(=C/C)C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C1(O)CO)C23,MetXBioDB,[0 0 0 ... 0 0 0]
riddelliine,,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,C=C1C/C(=C/C)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23O,MetXBioDB,[0 0 0 ... 0 0 0]
riluzole,4-OH-riluzole,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,N=c1[nH]c2c(O)cc(OC(F)(F)F)cc2s1,MetXBioDB,[0 0 0 ... 0 0 0]
riluzole,5-OH-riluzole,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,N=c1[nH]c2cc(O)c(OC(F)(F)F)cc2s1,MetXBioDB,[0 0 0 ... 0 0 0]
riluzole,7-OH-riluzole,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,N=c1[nH]c2ccc(OC(F)(F)F)c(O)c2s1,MetXBioDB,[0 0 0 ... 1 0 0]
riluzole,N-OH-riluzole,N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,ONc1nc2ccc(OC(F)(F)F)cc2s1,MetXBioDB,[0 0 0 ... 0 0 0]
risperidone,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Cc1nc2n(c(=O)c1CCN1CCC(c3c4ccc(F)cc4[o+]n3O)CC1)CCCC2C,MetXBioDB,[0 0 0 ... 0 0 0]
risperidone,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Fc1ccc2c(C3CCNCC3)noc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
risperidone,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CCc1c(C)nc2n(c1=O)CCCC2C,MetXBioDB,[0 0 0 ... 0 0 0]
ropinirole,,CCCN(CCC)CCc1cccc2c1CC(O)=N2,CCCNCCc1cccc2c1CC(O)=N2,MetXBioDB,[0 0 0 ... 0 0 0]
ropinirole,,CCCN(CCC)CCc1cccc2c1CC(O)=N2,CCCN(CCC)CCc1ccc(O)c2c1CC(O)=N2,MetXBioDB,[0 0 0 ... 0 0 0]
ropivacaine,3-OH-ropivacaine,CCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,CCCN1CCCC[C@H]1C(O)=Nc1c(C)ccc(O)c1C,MetXBioDB,[0 0 0 ... 0 0 0]
ropivacaine,PPX,CCCN1CCCC[C@H]1C(O)=Nc1c(C)cccc1C,Cc1cccc(C)c1N=C(O)[C@@H]1CCCCN1,MetXBioDB,[0 0 0 ... 0 0 1]
ruboxistaurin,N-desmethyl LY333531,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)N=C2O)c2cn(c3ccccc23)CCO1,CNCC1CCn2cc(c3ccccc32)C2=C(C(=O)N=C2O)c2cn(c3ccccc23)CCO1,MetXBioDB,[0 0 0 ... 0 0 0]
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2cc(O)ccc2nc2n1CCc1c-2[nH]c2ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2cccc(O)c12,MetXBioDB,[0 0 0 ... 0 0 0]
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2cc(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccc(O)cc12,MetXBioDB,[0 0 0 ... 0 0 0]
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2c(O)cccc12,MetXBioDB,[0 0 0 ... 0 0 0]
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CC(O)c1c-2[nH]c2ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
s-methyl diethylthiocarbamate,MeDTC sulfoxide,CCN(CC)C(=O)SC,CCN(CC)C(=O)S(C)=O,MetXBioDB,[0 0 0 ... 0 0 0]
s-metolachlor,,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,CCc1cccc(C)c1N(C(=O)CCl)C(C)CO,MetXBioDB,[0 1 0 ... 0 0 0]
salicylic acid,5-hydroxylation,O=C(O)c1ccccc1O,O=C(O)c1cc(O)ccc1O,MetXBioDB,[0 0 0 ... 0 0 0]
salmeterol,,OCc1cc([C@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O,OCc1cc(C(O)CNCCCCCCOCCCC(O)c2ccccc2)ccc1O,MetXBioDB,[0 1 0 ... 0 0 0]
schembl12998564,py74-M1,COc1ccccc1N=C(O)/C(=N/Nc1ccc([N+](=O)[O-])cc1OC)C(C)=O,COc1cc(O)ccc1N=C(O)/C(=N/Nc1ccc([N+](=O)[O-])cc1OC)C(C)=O,MetXBioDB,[0 0 0 ... 0 0 0]
schembl14141926,,COC(=O)[C@H](c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,COC(=O)C(c1ccccc1Cl)N1CCC(S)=C(CC=O)C1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl14329530,,CCCCCCOc1ccc2ccc(=O)oc2c1,CCCC(O)CCOc1ccc2ccc(=O)oc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl14329530,,CCCCCCOc1ccc2ccc(=O)oc2c1,CCC(O)CCCOc1ccc2ccc(=O)oc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl14329530,,CCCCCCOc1ccc2ccc(=O)oc2c1,CC(O)CCCCOc1ccc2ccc(=O)oc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl149458,Sulphoridazine,CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S@@](C)=O)cc21,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,MetXBioDB,[0 0 0 ... 0 0 0]
schembl17043265,HO-MPBP,CC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,CCC(C(=O)c1ccc(CO)cc1)N1CCCC1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl237672,"AMHC (3-[2-(N,N-diethyl-Nmethylammonium)ethyl]-7-hydroxy-4-methylcoumarin)",CC[N+](C)(CC)CCc1c(C)c2ccc(OC)cc2oc1=O,CC[N+](C)(CC)CCc1c(O)oc2cc(=O)ccc-2c1C,MetXBioDB,[0 0 0 ... 0 0 0]
schembl29464,Oxazepam,CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,MetXBioDB,[0 0 0 ... 0 0 0]
schembl3207291,,CN[C@@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@H]1OC,CNC1CN(c2ccc3c(n2)N(c2nccs2)CC(C(=O)O)C3=O)CC1OC,MetXBioDB,[0 0 0 ... 0 0 0]
schembl4023988,hydroxy-KR-31543,COC(OC)[C@@]1(C)Oc2ccc(N)cc2[C@H](N(Cc2nnn(C)n2)c2ccc(Cl)cc2)[C@H]1O,Cn1nnc(CNc2ccc(Cl)cc2)n1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl4023988,N-(4-chlorophenyl)-N-(2-methyl-2H-tetrazol-5-ylmethyl)amine,COC(OC)[C@@]1(C)Oc2ccc(N)cc2[C@H](N(Cc2nnn(C)n2)c2ccc(Cl)cc2)[C@H]1O,COC(OC)C1(C)Oc2cc(O)c(N)cc2C(N(Cc2nnn(C)n2)c2ccc(Cl)cc2)C1O,MetXBioDB,[0 1 1 ... 0 0 0]
schembl4081913,,CN=C(O)Cc1ccc2ccn(C3CCN(CCc4ccccc4F)CC3)c2c1,CN=C(O)Cc1ccc2ccn(C3CCN(C(O)Cc4ccccc4F)CC3)c2c1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl4081913,,CN=C(O)Cc1ccc2ccn(C3CCN(CCc4ccccc4F)CC3)c2c1,CN=C(O)Cc1ccc2ccn(C3CCN(CC(O)c4ccccc4F)CC3)c2c1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl69463,DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCOc1ccc(S(N)(=O)=O)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl69463,N-Demethyl-DA-8159,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)[nH]nc2c(=O)[nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl69463,Hydroxy-DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(C(O)CC)nn(C)c2c(=O)[nH]1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl69463,Hydroxy-DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CC(C)O)nn(C)c2c(=O)[nH]1,MetXBioDB,[0 1 0 ... 0 0 0]
schembl69463,Hydroxy-DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCCO)nn(C)c2c(=O)[nH]1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl69463,Hydroxy-DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCCC4CCCN4C)ccc3OC(O)CC)nc12,MetXBioDB,[0 1 0 ... 0 0 0]
schembl69463,Hydroxy-DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCCC4CCCN4C)ccc3OCC(C)O)nc12,MetXBioDB,[0 1 0 ... 0 0 0]
schembl69463,Hydroxy-DA-8164,CCCOc1ccc(S(=O)(=O)NCC[C@@H]2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NCCC4CCCN4C)ccc3OCCCO)nc12,MetXBioDB,[0 0 0 ... 0 0 0]
schembl7562446,,CC(C)(C)c1cc(C[C@@H]2SCN=C2O)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(CC2C(O)=NCS2=O)cc(C(C)(C)C)c1O,MetXBioDB,[0 0 0 ... 0 0 0]
schembl7750160,,CN(C)CCCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,C[N+](C)([O-])CCCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
schembl7750160,,CN(C)CCCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CN(C)CCCCCN1c2ccccc2S(=O)c2ccc(C(F)(F)F)cc21,MetXBioDB,[0 0 0 ... 0 0 0]
schembl895799,ABT-438 Hydroxy,C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)NC(=N)O,CC(C#Cc1ccc(C(O)c2ccccc2)s1)NC(=N)O,MetXBioDB,[0 1 0 ... 0 0 0]
schembl896413,M28,COc1cc(C[C@@H]2SC(=O)N=C2O)ccc1C(O)=NCc1ccc(C(F)(F)F)cc1,O=C1N=C(O)C(O)(Cc2ccc(C(O)=NCc3ccc(C(F)(F)F)cc3)c(O)c2)S1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl896413,M24,COc1cc(C[C@@H]2SC(=O)N=C2O)ccc1C(O)=NCc1ccc(C(F)(F)F)cc1,COc1cc(CC2(O)SC(=O)N=C2O)ccc1C(O)=NCc1ccc(C(F)(F)F)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl896413,,COc1cc(C[C@@H]2SC(=O)N=C2O)ccc1C(O)=NCc1ccc(C(F)(F)F)cc1,COc1cc(CC2C(O)=NC(=O)S2=O)ccc1C(O)=NCc1ccc(C(F)(F)F)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
schembl9652240,,C[C@H]1S[C@H](c2cccnc2)N(C)C1=O,CC1C(=O)N(C)C(c2cccnc2)S1=O,MetXBioDB,[0 0 0 ... 0 0 0]
selegiline,Desmethylselegiline,C#CCN(C)[C@H](C)Cc1ccccc1,C#CCN[C@H](C)Cc1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
selegiline,Methamphetamine,C#CCN(C)[C@H](C)Cc1ccccc1,CN[C@H](C)Cc1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
senecionine,"(Ã‚Â± )-6,7-dmydn>7-hydroxy-l-hydroxymethyl-5J/-pyrrolizine (DHP)",C/C=C1/C[C@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23O,MetXBioDB,[0 0 0 ... 0 0 0]
senecionine,senecionine N-oxide,C/C=C1/C[C@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,MetXBioDB,[0 0 0 ... 0 0 0]
