parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source
DB15465,Benzhydrocodone,DBMET02687,6-β-hydrocodol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02685,6-α-hydromorphol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DB15465,DrugBank Augmented
DB15465,Benzhydrocodone,DBMET02684,6-β-hydromorphol,COc1ccc2c3c1OC1C(OC(=O)c4ccccc4)=CCC4C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DB15465,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02848,Δ6-prednisolone (M-XI),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02849,20α-dihydro-prednisolone (M-III),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02850,20β-dihydro-prednisolone (M-II),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02851,6αhydroxy-prednisolone (M-VII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02853,6βhydroxy-prednisolone(M-VI),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C=CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02860,20α-dihydro-prednisone (M-V),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02861,20β-dihydro-prednisone (M-IV),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02863,6α-hydroxy-prednisone (M-XIII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB15566,Prednisolone acetate,DBMET02864,6βhydroxy-prednisone (M-XII),CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CC12C=CC(=O)C=C1C(O)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,DrugBank Augmented
DB16627,Melphalan flufenamide,DBMET03273,Monohydroxy-melphalan,CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,NC(Cc1ccc(N(CCO)CCCl)cc1)C(=O)O,DB16627,DrugBank Augmented
DB16627,Melphalan flufenamide,DBMET03274,Dihydroxy-melphalan,CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,NC(Cc1ccc(N(CCO)CCO)cc1)C(=O)O,DB16627,DrugBank Augmented
DB16629,Serdexmethylphenidate,DBMET00651,Ritalinic acid,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,O=C(O)C(c1ccccc1)C1CCCCN1,DB16629,DrugBank Augmented
DB16629,Serdexmethylphenidate,DBMET02408,6-oxo-methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,COC(=O)C(c1ccccc1)C1CCCC(=O)N1,DB16629,DrugBank Augmented
DB16629,Serdexmethylphenidate,DBMET02407,p-hydroxy-methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,COC(=O)C(c1ccc(O)cc1)C1CCCCN1,DB16629,DrugBank Augmented
DB11635,,DBMET02311,13'-carboxy-alpha-tocopherol,,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C(=O)O)O2,DB11635,DrugBank Augmented
DB01255,Lisdexamfetamine,DBMET01018,4-Hydroxynorephedrine,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,CC(N)C(O)c1ccc(O)cc1,DB01255,DrugBank Augmented
DB00188,Bortezomib,DBMET01063,Bortezomib metabolite M3,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01063,Bortezomib metabolite M3,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01065,Bortezomib metabolite M5,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)(O)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01066,Bortezomib metabolite M6,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)(O)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01082,Bortezomib metabolite M25,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)C(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01084,Bortezomib metabolite M26,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)C(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01085,Bortezomib metabolite M27,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)C(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01086,Bortezomib metabolite M28,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)C(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00193,Tramadol,DBMET00957,"N,O-didesmethyltramadol",COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(O)c1,DB00193,DrugBank Augmented
DB00193,Tramadol,DBMET00957,"N,O-didesmethyltramadol",COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(O)c1,DB00193,DrugBank Augmented
DB00201,Caffeine,DBMET00271,1-Methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,DrugBank Augmented
DB00215,Citalopram,DBMET03705,didemethylcitalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03706,Citalopram propionic aldehyde,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC=O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00281,Lidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01091,Glycinexylidide (GX),CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1NC(=O)CN,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01129,"4-Hydroxy-2,6-dimethylaniline",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01129,"4-Hydroxy-2,6-dimethylaniline",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01129,"4-Hydroxy-2,6-dimethylaniline",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1N,DB00281,DrugBank Augmented
DB00285,Venlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00285,Venlafaxine,DBMET00958,"N,O-didesmethylvenlafaxine glucuronide",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00296,Ropivacaine,DBMET03534,4-OH-PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1NC(=O)C1CCCCN1,DB00296,DrugBank Augmented
DB00296,Ropivacaine,DBMET03535,3-OH-PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1ccc(O)c(C)c1NC(=O)C1CCCCN1,DB00296,DrugBank Augmented
DB00296,Ropivacaine,DBMET03534,4-OH-PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1NC(=O)C1CCCCN1,DB00296,DrugBank Augmented
DB00296,Ropivacaine,DBMET03535,3-OH-PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1ccc(O)c(C)c1NC(=O)C1CCCCN1,DB00296,DrugBank Augmented
DB00300,Tenofovir disoproxil,DBMET01177,Tenofovir Diphosphate,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,DB00300,DrugBank Augmented
DB00313,Valproic acid,DBMET01110,3-Oxovalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(=O)CC,DB00313,DrugBank Augmented
DB00313,Valproic acid,DBMET01110,3-Oxovalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(=O)CC,DB00313,DrugBank Augmented
DB00321,Amitriptyline,DBMET00052,E-10-Hydroxynortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00321,Amitriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00321,Amitriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00349,Clobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,O=C1CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DB00349,DrugBank Augmented
DB00349,Clobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,O=C1CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DB00349,DrugBank Augmented
DB00352,Tioguanine,DBMET01153,Methyl-thioguanosine monophosphate,Nc1nc(=S)c2[nH]cnc2[nH]1,CSC1N=C(N)Nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,DB00352,DrugBank Augmented
DB00352,Tioguanine,DBMET01154,Thioguanosine diphosphate,Nc1nc(=S)c2[nH]cnc2[nH]1,Nc1nc(=S)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1,DB00352,DrugBank Augmented
DB00394,Beclomethasone dipropionate,DBMET02591,Beclomethasone (BOH),CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,DB00394,DrugBank Augmented
DB00394,Beclomethasone dipropionate,DBMET02591,Beclomethasone (BOH),CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,DB00394,DrugBank Augmented
DB00404,Alprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,DB00404,DrugBank Augmented
DB00404,Alprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,DB00404,DrugBank Augmented
DB00409,Remoxipride,DBMET03194,Remoxipride Metabolite NCL 118,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,COc1ccc(Br)c(OC)c1C(=O)NCC1CCC(=O)N1,DB00409,DrugBank Augmented
DB00409,Remoxipride,DBMET03194,Remoxipride Metabolite NCL 118,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,COc1ccc(Br)c(OC)c1C(=O)NCC1CCC(=O)N1,DB00409,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ccc(O)cn3)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ccc(O)cn3)cc2)S1,DB00412,DrugBank Augmented
DB01151,Desipramine,DBMET01956,2-hydroxydesipramine glucuronide,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21,DB01151,DrugBank Augmented
DB00461,Nabumetone,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(O)CCc1ccc2cc(O)ccc2c1,DB00461,DrugBank Augmented
DB00461,Nabumetone,DBMET02537,4-(6-hydroxy-2-naphthyl)- butan-2-ol,COc1ccc2cc(CCC(C)=O)ccc2c1,CC(O)CCc1ccc2cc(O)ccc2c1,DB00461,DrugBank Augmented
DB00470,Dronabinol,DBMET01220,"8,11-Dihydroxy-delta-9-THC",CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21,DB00470,DrugBank Augmented
DB00470,Dronabinol,DBMET01220,"8,11-Dihydroxy-delta-9-THC",CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(CO)=CC21,DB00470,DrugBank Augmented
DB00476,Duloxetine,DBMET02506,Catechol duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1cccc2c(O)c(O)ccc12)c1cccs1,DB00476,DrugBank Augmented
DB00476,Duloxetine,DBMET02506,Catechol duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1,CNCCC(Oc1cccc2c(O)c(O)ccc12)c1cccs1,DB00476,DrugBank Augmented
DB00497,Oxycodone,DBMET02514,alpha-oxymorphol,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,DB00497,DrugBank Augmented
DB00497,Oxycodone,DBMET00427,beta-oxymorphol,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,DB00497,DrugBank Augmented
DB00497,Oxycodone,DBMET00424,noroxymorphone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB00497,DrugBank Augmented
DB00497,Oxycodone,DBMET00425,alpha-noroxycodol,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)NCCC314,DB00497,DrugBank Augmented
DB00497,Oxycodone,DBMET00426,beta-noroxycodol,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)NCCC314,DB00497,DrugBank Augmented
DB00497,Oxycodone,DBMET00424,noroxymorphone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB00497,DrugBank Augmented
DB00502,Haloperidol,DBMET01212,Haloperidol pyridinium ion derivative,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,DB00502,DrugBank Augmented
DB00514,Dextromethorphan,DBMET01318,3-Hydroxymorphinan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,DB00514,DrugBank Augmented
DB00533,Rofecoxib,DBMET01292,cis-Dihydrorofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2COC(=O)C2c2ccccc2)cc1,DB00533,DrugBank Augmented
DB00533,Rofecoxib,DBMET01293,trans-Dihydrorofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2COC(=O)C2c2ccccc2)cc1,DB00533,DrugBank Augmented
DB00321,Amitriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00559,Bosentan,DBMET01237,Bosentan metabolite Ro 64-1056,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(CO)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,DB00559,DrugBank Augmented
DB00559,Bosentan,DBMET01237,Bosentan metabolite Ro 64-1056,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(CO)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,DB00559,DrugBank Augmented
DB00564,Carbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine",NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2cc(O)c(O)cc21,DB00564,DrugBank Augmented
DB00580,Valdecoxib,DBMET01342,Valdecoxib metabolite M5,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,O=S(=O)(NO)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,DB00580,DrugBank Augmented
DB00580,Valdecoxib,DBMET01342,Valdecoxib metabolite M5,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,O=S(=O)(NO)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,DB00580,DrugBank Augmented
DB00580,Valdecoxib,DBMET01347,Valdecoxib metabolite M3,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3cccc(O)c3)noc2CO)cc1,DB00580,DrugBank Augmented
DB00580,Valdecoxib,DBMET01347,Valdecoxib metabolite M3,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3cccc(O)c3)noc2CO)cc1,DB00580,DrugBank Augmented
DB00608,Chloroquine,DBMET03063,N-bidesethylchloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CC(CCCN)Nc1ccnc2cc(Cl)ccc12,DB00608,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02830,5-alpha androstanedione,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00574,5a-Dihydrotestosterone sulfate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02832,5-alpha androstanediol,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02834,"5alpha-androstane-3beta,17beta-diol",CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02831,5-alpha androsterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00558,Dihydrotestosterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02831,5-alpha androsterone,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET00574,5a-Dihydrotestosterone sulfate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OS(=O)(=O)O)CCC12,DB01420,DrugBank Augmented
DB01420,Testosterone propionate,DBMET02832,5-alpha androstanediol,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented
