parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source,tanimoto,set,transformation
DBMET03729,1-PP,DBMET03726,5-OH 1-PP,,DB12184,c1cnc(N2CCNCC2)nc1,Oc1cnc(N2CCNCC2)nc1,Both,0.6071428571428571,test,[H]>>O
DBMET02076,M1 (Bioallethrin),DBMET02077,M2 (Bioallethrin),,DB13746,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)CO)C2(C)C)CC1=O,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C=O)C2(C)C)CC1=O,DrugBank,0.7777777777777778,test,O>>O
DBMET03503,Ivosidenib M39 metabolite,DBMET03504,Ivosidenib M37 metabolite,,DB14568,O=C(O)C(Nc1cncc(F)c1)c1ccccc1Cl,O=C(O)C(c1ccccc1Cl)N(O)c1cncc(F)c1,DrugBank,0.56,test,[H]>>O
DBMET03200,Monomethyl Auristatin-F,DBMET03202,Monomethyl Auristatin-F M2 Metabolite,,DB15719,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(NC)C(C)C)C(C)C,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(N)C(C)C)C(C)C,DrugBank,0.8658536585365854,test,C>>[H]
DBMET00957,"N,O-didesmethyltramadol",DBMET00956,"N,N,O-tridesmethyl-tramadol",,DB00193,CNCC1CCCCC1(O)c1cccc(O)c1,NCC1CCCCC1(O)c1cccc(O)c1,DrugBank,0.7142857142857143,test,C>>[H]
DBMET03406,Deoxydaunorubicinol aglycone,DBMET03408,Deoxydaunorubicinol aglycone-13-O-β-glucuronide,,DB00694,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)O)CC3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)OOC1OC(C(=O)O)C(O)C(O)C1O)CC3,DrugBank,0.6231884057971014,test,[H]>>O=C(O)C1OC(O)C(O)C(O)C1O
DBMET01151,Thioxanthine monophosphate,DBMET01152,Thioguanosine monophosphate,GMP synthase [glutamine-hydrolyzing],DB01033,O=P(O)(O)OCC1OC(n2cnc3c(S)nc(O)nc32)C(O)C1O,Nc1nc(=S)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,DrugBank,0.5806451612903226,test,O>>N
DBMET01159,6-Mercaptopurine riboside,DBMET01160,6-Methylmercaptopurine-riboside,Thiopurine S-methyltransferase,DB01033,OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,DrugBank,0.6956521739130435,test,S>>CS
DBMET03188,5-aza-2'-deoxycytidine-diphosphate,DBMET03189,5-aza-2'-deoxycytidine-triphosphate,Nucleoside diphosphokinase,DB01262,Nc1ncn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,Nc1ncn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,DrugBank,0.9583333333333334,test,[H]>>O=[PH](O)O
DBMET03664,ara-GMP,DBMET03665,ara-GTP,,DB01280,Nc1nc2c(n[c]n2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Nc1nc2c(n[c]n2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,DrugBank,0.8448275862068966,test,[H]>>O=[PH](O)OP(=O)(O)O
DBMET03312,Ponesimod M13 Metabolite (ACT-338275),DBMET03309,Ponesimod M32 Metabolite,,DB12016,CCCN=C1SC(=Cc2ccc(OCCC(=O)O)c(Cl)c2)C(=O)N1c1ccccc1C,CCCN=C1SC(=Cc2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,DrugBank,0.7058823529411765,test,CCC(=O)O>>[H]
DBMET02077,M2 (Bioallethrin),DBMET02078,M3 (Bioallethrin),,DB13746,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C=O)C2(C)C)CC1=O,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)O)C2(C)C)CC1=O,DrugBank,0.7777777777777778,test,[H]>>O
DBMET03407,Demethyl deoxydaunorubicinol aglycone,DBMET03409,Demethyl deoxydaunorubicinol aglycone-4-O-sulfate,,DB00694,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(O)c1C3=O,CC(O)C1(O)CCc2c(O)c3c(c(O)c2C1)C(=O)c1cccc(OS(O)(O)O)c1C3=O,DrugBank,0.7358490566037735,test,[H]>>O[SH](O)O
DBMET01160,6-Methylmercaptopurine-riboside,DBMET01158,Methyl-thioinosine 5'-monophospate,Adenosine kinase,DB01033,CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,CSc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,DrugBank,0.6981132075471698,test,[H]>>O=[PH](O)O
DBMET02078,M3 (Bioallethrin),DBMET02079,M4 (Bioallethrin),,DB13746,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)O)C2(C)C)CC1=O,CC(=CC1C(C(=O)O)C1(C)C)C(=O)O,DrugBank,0.4117647058823529,test,C=CCC1=C(C)CCC1=O>>[H]
DBMET02083,M8 (Bioallethrin),DBMET02084,M9 (Bioallethrin),,DB13746,CC(=CC1C(C(=O)OC2CC(=O)C(CC3CO3)=C2C)C1(C)C)C(=O)O,CC(=CC1C(C(=O)OC2CC(=O)C(CC(O)CO)=C2C)C1(C)C)C(=O)O,DrugBank,0.6833333333333333,test,[H]>>O
,"(R)-3,4-Methylenedioxymethamphetamine",,"N-Methyl-3,4- dihydroxyamphetamine",CYP1A2; CYP2D6,"(R)-3,4-Methylenedioxymethamphetamine",CNC(C)Cc1ccc2c(c1)OCO2,CNC(C)Cc1ccc(O)c(O)c1,MetXBioDB,0.5135135135135135,test,C>>[H]
,(+)-isothujone,,4-hydroxy-isothujone,CYP2A6; CYP2B6; CYP2D6; CYP3A4,(+)-isothujone,CC1C(=O)CC2(C(C)C)CC12,CC(C)C12CC(=O)C(C)(O)C1C2,MetXBioDB,0.3888888888888889,test,[H]>>O
,3-cyano-7-methoxycoumarin,,3-Cyano-7-hydroxycoumarin,CYP1A2;CYP2B6;CYP2C19;CYP2E1,3-cyano-7-methoxycoumarin,COc1ccc2cc(C#N)c(=O)oc2c1,N#Cc1cc2ccc(O)cc2oc1=O,MetXBioDB,0.6153846153846154,test,C>>[H]
,"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",,,CYP3A4,"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,MetXBioDB,0.7627118644067796,test,O>>O
,4-nitropyrene,,4-aminopyrene,CYP1A2; CYP3A4,4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,Nc1cc2cccc3ccc4cccc1c4c32,MetXBioDB,0.4848484848484848,test,O=[N+][O-]>>N
,7-ethoxyresorufin,,Resorufin,CYP1A2; CYP1A1,7-ethoxyresorufin,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1,MetXBioDB,0.5909090909090909,test,CC>>[H]
,7-methylbenz(c)acridine,,,CYP1A2;CYP3A4,7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,OCc1c2ccccc2nc2c1ccc1ccccc12,MetXBioDB,0.5882352941176471,test,[H]>>O
,"Lopinavir, D-valine diastereomer-",,,CYP3A4,"Lopinavir, D-valine diastereomer-",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCN=C1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)N=C1O,MetXBioDB,0.7763157894736842,test,[H]>>O
,bergapten,,,CYP2D6,bergapten,COc1c2ccoc2cc2oc(=O)ccc12,COc1c2c(cc3oc(=O)ccc13)OC1OC21,MetXBioDB,0.4888888888888889,test,[H]>>O
,cevimeline,,,CYP2C19;CYP2D6;CYP3A4;CYP1A2;CYP2A6;CYP2E1,cevimeline,CC1OC2(CS1)CN1CCC2CC1,CC1OC2(CN3CCC2CC3)C[S+]1[O-],MetXBioDB,0.5277777777777778,test,S>>[O-][S+]
,"(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine",,"CP-611,781",CYP2D6;CYP3A4,"(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine",C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,COc1ccc(C(C)CO)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,MetXBioDB,0.7377049180327869,test,C>>CO
,dexverapamil,,"2-(3,4-dimethoxyphenyl)acetaldehyde",CYP2C8; CYP3A4; CYP1A2,dexverapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CC=O)cc1OC,MetXBioDB,0.3148148148148148,test,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C>>O
,galangin,,4'-OH-galangin,CYP1A2 ; CYP2C9,galangin,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,MetXBioDB,0.8055555555555556,test,[H]>>O
,p-xylene,,4-Methylbenzylalcohol,CYP2E1,p-xylene,Cc1ccc(C)cc1,Cc1ccc(CO)cc1,MetXBioDB,0.5,test,[H]>>O
,phenytoin,,3'-HPPH,CYP2C9; CYP2C19,phenytoin,OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,MetXBioDB,0.7931034482758621,test,[H]>>[OH]
,reboxetine,,O-desethylreboxetine,CYP3A4,reboxetine,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,Oc1ccccc1OC(c1ccccc1)C1CNCCO1,MetXBioDB,0.7021276595744681,test,CC>>[H]
,traxoprodil,,,CYP2D6,traxoprodil,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,CC(C(O)c1ccc(O)c(O)c1)N1CCC(O)(c2ccccc2)CC1,MetXBioDB,0.75,test,[H]>>O
,"Dibenz[a,j]acridine",,,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21,MetXBioDB,0.2291666666666666,test,[H]>>O
,"7,12 Dimethylbenzanthracene",,,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,"7,12 Dimethylbenzanthracene",Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1ccc(O)cc12,MetXBioDB,0.6896551724137931,test,[H]>>O
,zaleplon,,Dementhylazed-zaleplon,CYP3A4,zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CC(=O)Nc1cccc(-c2ccnc3c(C#N)cnn23)c1,MetXBioDB,0.6379310344827587,test,CC>>[H]
,3'-HPPH,,"3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH",CYP2C9; CYP2C19,phenytoin,OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1,MetXBioDB,0.7142857142857143,test,[H]>>O
,4'-HPPH,,"3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH",CYP2C9; CYP2C19,phenytoin,OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1,MetXBioDB,0.7058823529411765,test,[H]>>O
,nisoldipine,,,CYP1A2;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)C)c1-c1ccccc1[N+](=O)[O-],MetXBioDB,0.55,test,CCN>>CC~N
,4-Hydroxychalcone,,"4-Hydroxychalcone, 4-OH-glucuronide",UGT1A9,4-Hydroxychalcone,O=C(C=Cc1ccc(O)cc1)c1ccccc1,O=C(C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1,MetXBioDB,0.4782608695652174,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,4-Hydroxy-6-methylcoumarin,,"6-methylcoumarin, 4-O-glucuronide",UGT1A9,4-Hydroxy-6-methylcoumarin,Cc1ccc2oc(=O)cc(O)c2c1,Cc1ccc2oc(=O)cc(OC3OC(C(=O)O)C(O)C(O)C3O)c2c1,MetXBioDB,0.44,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,Scopoletin,,Scopoletin OH-glucuronide,UGT1A9,Scopoletin,COc1cc2ccc(=O)oc2cc1O,COc1cc2ccc(=O)oc2cc1OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.5208333333333334,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,Curcumin,,Curcumin 4-O-glucuronide,UGT1A9,Curcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(OC)c2)ccc1O,MetXBioDB,0.62,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,4p-Hydroxy-3-methoxyflavanone,,3-methoxyflavanone 4p-O-glucuronide,UGT1A9,4p-Hydroxy-3-methoxyflavanone,COC1C(=O)c2ccccc2OC1c1ccc(O)cc1,COC1C(=O)c2ccccc2OC1c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,MetXBioDB,0.5555555555555556,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,N-acetyl-N-hydroxy-3-aminobenzanthrone,,,SULT1A1,N-acetyl-N-hydroxy-3-aminobenzanthrone,CC(=O)N(O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,CC(=O)N(OS(=O)(=O)O)C1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,MetXBioDB,0.7169811320754716,test,[H]>>O=[SH](=O)O
,N-hydroxy-2-aminofluorene,,"N-hydroxy-2-aminofluorene, O-acetyl",NAT1,N-hydroxy-2-aminofluorene,ONc1ccc2c(c1)Cc1ccccc1-2,CC(=O)ONc1ccc2c(c1)Cc1ccccc1-2,MetXBioDB,0.5789473684210527,test,[H]>>CC=O
,isoniazid,,isoniazid N-acetyl,NAT2,isoniazid,NNC(=O)c1ccncc1,CC(=O)NNC(=O)c1ccncc1,MetXBioDB,0.5517241379310345,test,[H]>>CC=O
,Aminoflavone M-VI,,,UGT,Aminoflavone M-VI,Cc1c(F)c(NO)c2c(=O)c(O)c(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccc(N)c(F)c3)oc2c1F,MetXBioDB,0.6029411764705882,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",,,UGT1A9,"3-Hydroxy-6-methyl-3p,4p-methylenedioxyflavone",Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(O)c(=O)c2c1,Cc1ccc2oc(-c3ccc4c(c3)OCO4)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1,MetXBioDB,0.5806451612903226,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,N-Hydroxymexiletine,,,UGT,N-Hydroxymexiletine,Cc1cccc(C)c1OCC(C)NO,Cc1cccc(C)c1OCC(C)NOC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.46,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,"4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid",,,UGT,"4-Hydroxy-5-(3p,5p-dihydroxyphenyl)-valeric acid",O=C(O)CCC(O)Cc1cc(O)cc(O)c1,O=C(CCC(O)Cc1cc(O)cc(O)c1)OCOC1OC(C(O)O)C(O)C(O)C1O,MetXBioDB,0.4509803921568627,test,[H]>>COC1OC(C(O)O)C(O)C(O)C1O
,7-Hydoxy-5-methylflavone,,,UGT1A9,7-Hydoxy-5-methylflavone,Cc1cc(O)cc2oc(-c3ccccc3)cc(=O)c12,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c12,MetXBioDB,0.5370370370370371,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,2-Methoxyestrone,,,UGT,2-Methoxyestrone,COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12,COc1cc2c(cc1OC1OC(O)C(O)C(O)C1O)CCC1C2CCC2(C)C(=O)CCC12,MetXBioDB,0.6610169491525424,test,[H]>>OC1COC(O)C(O)C1O
,Carveol,,,UGT,(+)-limonene,C=C(C)C1CC=C(C)C(O)C1,C=C(C)C1CC=C(C)C(OC2OC(C(=O)O)C(O)C(O)C2O)C1,MetXBioDB,0.4375,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,fenchone metabo2,,,UGT,fenchone metabo2,CC1(C)C(=O)C2(C)CCC1C2O,CC1(C)C(=O)C2(C)CCC1C2OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.4418604651162791,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,Glycitein,,,UGT1A9,Glycitein,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.5964912280701754,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,Naproxen,,,UGT,Naproxen,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1,MetXBioDB,0.5625,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,5-OH-resacetophenone,,,SULT,5-OH-resacetophenone,CC(=O)c1cc(O)c(O)cc1O,CC(=O)c1cc(OS(=O)(=O)O)c(O)cc1O,MetXBioDB,0.5517241379310345,test,[H]>>O=[SH](=O)O
,15-Hydroxypatchoulol,,,UGT,15-Hydroxypatchoulol,CC1(C)C2CCC3(C)C(C2)C(CO)CCC13O,CC1(C)C2CCC3(C)C(C2)C(COC2OC(C(=O)O)C(O)C(O)C2O)CCC13O,MetXBioDB,0.5,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,Isorhamnetin,,,UGT1A9,Isorhamnetin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)ccc1O,MetXBioDB,0.6,test,[H]>>O=C(O)C1OCC(O)C(O)C1O
,"N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",,,UGT1A1,"N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",Cc1cnc2ccc3c(nc(NO)n3C)c2n1,Cc1cnc2ccc3c(nc(NOC4OC(C(=O)O)C(O)C(O)C4O)n3C)c2n1,MetXBioDB,0.5263157894736842,test,NO>>NOC1OC(C(=O)O)C(O)C(O)C1O
