parent_name,child_name,parent_smiles,child_smiles,origin,source,set,tanimoto
Nefazodone,"3-[3-ethyl-5-oxo-4-(2-phenoxyethyl)-4,5-dihydro-1H-1,2,4-triazol-1-yl]propanal",CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCc1nn(CCC=O)c(=O)n1CCOc1ccccc1,DB01149,DrugBank,train,0.546875
Desipramine,2-hydroxydesipramine,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2cc(O)ccc21,DB01151,Both,train,0.7631578947368421
Gemifloxacin,N-acetyl gemifloxacin,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1NC(C)=O,DB01155,DrugBank,train,0.7323943661971831
Bupropion,"S,R-erythrohydrobupropion",CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(O)c1cccc(Cl)c1,DB01156,DrugBank,train,0.5
Bupropion,S-Hydroxybupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1,DB01156,Both,train,0.7435897435897436
Bupropion,(2R)-2-(tert-butylamino)-1-(3-chlorophenyl)-3-hydroxypropan-1-one,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(C)(C)NC(CO)C(=O)c1cccc(Cl)c1,DB01156,Both,train,0.6923076923076923
Bupropion,S-4'-hydroxybupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1,DB01156,Both,train,0.625
Halothane,Trifluoroacetyl chloride,FC(F)(F)C(Cl)Br,O=C(Cl)C(F)(F)F,DB01159,Both,train,0.2222222222222222
Halothane,chlorotrifluoroethane,FC(F)(F)C(Cl)Br,FC(F)(F)CCl,DB01159,Both,train,0.25
Chloroprocaine,2-chloro-p-aminobenzoic acid,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,Nc1ccc(C(=O)O)c(Cl)c1,DB01161,DrugBank,train,0.475
Chloroprocaine,diethylaminoethanol,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CCN(CC)CCO,DB01161,DrugBank,train,0.25
Terazosin,7-O-demethyl terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2c(N)nc(N3CCN(C(=O)C4CCCO4)CC3)nc2cc1O,DB01162,DrugBank,train,0.8771929824561403
Terazosin,6-O-demethyl terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1O,DB01162,DrugBank,train,0.8771929824561403
Terazosin,Free Piperazine Derivative,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC,DB01162,DrugBank,train,0.5344827586206896
Itraconazole,Hydroxyitraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,CC(O)C(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,DB01167,Both,train,0.8470588235294118
Procarbazine,N-isopropylterephthalamic acid,CNNCc1ccc(C(=O)NC(C)C)cc1,CC(C)NC(=O)c1ccc(C(=O)O)cc1,DB01168,DrugBank,train,0.5588235294117647
Moclobemide,Moclobemide M3,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,O=C(NCCN1CCOCC1)c1ccc(Cl)c(O)c1,DB01171,DrugBank,train,0.7045454545454546
Moclobemide,Moclobemide M9,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,O=C(O)CNC(=O)c1ccc(Cl)cc1,DB01171,DrugBank,train,0.4634146341463415
Moclobemide,Moclobemide M5,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1,DB01171,DrugBank,train,0.5652173913043478
Orphenadrine,N-demethyl orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,CNCCOC(c1ccccc1)c1ccccc1C,DB01173,DrugBank,train,0.6410256410256411
Orphenadrine,"N,N-didemethyl orphenadrine",Cc1ccccc1C(OCCN(C)C)c1ccccc1,Cc1ccccc1C(OCCN)c1ccccc1,DB01173,DrugBank,train,0.6756756756756757
Phenobarbital,p-Hydroxyphenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,DB01174,DrugBank,train,0.6774193548387096
Propafenone,(S)-5-Hydroxypropafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccc(O)cc1C(=O)CCc1ccccc1,DB01182,Both,train,0.7924528301886793
Propafenone,(S)-N-Despropylpropafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,NCC(O)COc1ccccc1C(=O)CCc1ccccc1,DB01182,Both,train,0.66
Propafenone,(S)-4'-Hydroxypropafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccccc1C(=O)CCc1ccc(O)cc1,DB01182,Both,train,0.86
Naloxone,noroxymorphone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB01183,DrugBank,train,0.5737704918032787
Naloxone,Naloxol,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,DB01183,DrugBank,train,0.6885245901639344
Naloxone,Naloxone 3-Glucuronide,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,C=CCN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(=O)CCC3(O)C1C5,DB01183,DrugBank,train,0.6666666666666666
Domperidone,"5-Chloro-1,3-dihydro-1-(4-piperidinyl)-2H-benzimidazol-2-one",O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,Oc1nc2cc(Cl)ccc2n1C1CCNCC1,DB01184,DrugBank,train,0.2835820895522388
Clindamycin,Clindamycin sulfoxide,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)Cl)C2OC([S+](C)[O-])C(O)C(O)C2O)N(C)C1,DB01190,Both,train,0.7213114754098361
Clindamycin,N-desmethylclindamycin,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,DB01190,Both,train,0.6612903225806451
Oxymorphone,noroxycodone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)NCCC314,DB01192,DrugBank,train,0.5
Oxymorphone,noroxymorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB01192,DrugBank,train,0.625
Oxymorphone,alpha-noroxycodol,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)NCCC314,DB01192,DrugBank,train,0.2876712328767123
Oxymorphone,beta-oxymorphol,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3(O)C1C5,DB01192,DrugBank,train,0.6428571428571429
Oxymorphone,alpha-oxycodol,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(C)CCC314,DB01192,DrugBank,train,0.5
Flecainide,Meta-O-dealkylated flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCC1CCCCN1)c1cc(O)ccc1OCC(F)(F)F,DB01195,DrugBank,train,0.8113207547169812
Captopril,captopril-cysteine disulfide,CC(CS)C(=O)N1CCCC1C(=O)O,CC(CSSCC(N)C(=O)O)C(=O)N1CCCC1C(=O)O,DB01197,DrugBank,train,0.6046511627906976
Levetiracetam,Levetiracetam carboxylic acid metabolite (L057),CCC(C(N)=O)N1CCCC1=O,CCC(C(=O)O)N1CCCC1=O,DB01202,DrugBank,train,0.75
Clarithromycin,14-hydroxyclarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,COC1(C)CC(OC2C(C)C(=O)OC(C(C)O)C(C)(O)C(O)C(C)C(=O)C(C)CC(C)(OC)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,DB01211,Both,train,0.8076923076923077
Clarithromycin,N-desmethylclarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,DB01211,Both,train,0.810126582278481
Finasteride,,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,CC(C)(O)NC(=O)C1CCC2C3CCC4N=C(O)C=CC4(C)C3CCC12C,DB01216,DrugBank,train,0.5714285714285714
Anastrozole,Hydroxyanastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C#N)CO)c1,DB01217,DrugBank,train,0.8095238095238095
Anastrozole,"3,5-Bis-(2-methylpropiononitrile)-benzoic acid",CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CC(C)(C#N)c1cc(C(=O)O)cc(C(C)(C)C#N)c1,DB01217,DrugBank,train,0.38095238095238093
Anastrozole,Anastrozole glucuronide metabolite,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CC(C)(C#N)c1cc(CN2CN(OC3OC(C(=O)O)C(O)C(O)C3O)C=N2)cc(C(C)(C)C#N)c1,DB01217,DrugBank,train,0.3582089552238806
Halofantrine,N-debutylhalofantrine,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,CCCCNCCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,DB01218,Both,train,0.7192982456140351
Dantrolene,5-hydroxydantrolene,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,O=C1N=C(O)C(O)N1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,DB01219,DrugBank,train,0.5333333333333333
Quetiapine,N-desalkylquetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,DB01224,DrugBank,train,0.56
Quetiapine,7-Hydroxyquetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1,DB01224,Both,train,0.8076923076923077
Quetiapine,Quetiapine sulfoxide,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,[O-][S+]1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21,DB01224,Both,train,0.6545454545454545
Encainide,N-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1,DB01228,Both,train,0.6964285714285714
Encainide,O-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1,DB01228,Both,train,0.8076923076923077
Saquinavir,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(CO)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,DB01232,Both,train,0.9024390243902439
Saquinavir,"(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)C1CC2CC(O)CCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,DB01232,Both,train,0.8690476190476191
Saquinavir,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)C1CC2CCC(O)CC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,DB01232,Both,train,0.8809523809523809
Dexamethasone,6alpha-Hydroxydexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,DB01234,Both,train,0.7258064516129032
Dexamethasone,11-dehydrodexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CO,DB01234,DrugBank,train,0.7540983606557377
Levodopa,Levodopa Methylated Metabolite,NC(Cc1ccc(O)c(O)c1)C(=O)O,COc1cc(CC(N)C(=O)O)ccc1O,DB01235,DrugBank,train,0.6666666666666666
Sevoflurane,Hexafluoroisopropanol,FCOC(C(F)(F)F)C(F)(F)F,OC(C(F)(F)F)C(F)(F)F,DB01236,DrugBank,train,0.25
Aripiprazole,Aripiprazole unnamed metabolite 5,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2ccc(OCCCC[N+]3=CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,DB01238,DrugBank,train,0.6764705882352942
Aripiprazole,Aripiprazole unnamed metabolite 6,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CC=[N+](c4cccc(Cl)c4Cl)CC3)cc2N1,DB01238,DrugBank,train,0.6617647058823529
Aripiprazole,Aripiprazole unnamed metabolite 7,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2cc(O)c(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,DB01238,DrugBank,train,0.734375
Aripiprazole,dehydro-aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,DB01238,DrugBank,train,0.640625
Aripiprazole,4-Hydroxyaripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c(Cl)c4Cl)CC3)cc2N1,DB01238,DrugBank,train,0.7580645161290323
Aripiprazole,"2,3-dichlorophenylpiperazine",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Clc1cccc(N2CCNCC2)c1Cl,DB01238,DrugBank,train,0.3559322033898305
Aripiprazole,"4-[(2-oxo-3,4- dihydro-1H-quinolin-7-yl)oxy]butanal",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=CCCCOc1ccc2c(c1)NC(=O)CC2,DB01238,DrugBank,train,0.4918032786885246
Epoprostenol,"6,15-Diketo-13,14-dihydro-PGF1-alpha",CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,CCCCCC(=O)C=CC1C(O)CC(O)C1CC(=O)CCCCC(=O)O,DB01240,DrugBank,train,0.35294117647058826
Epoprostenol,6-Keto-PGF1-alpha,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,CCCCCC(O)C=CC1C(O)CC(O)C1CC(=O)CCCCC(=O)O,DB01240,DrugBank,train,0.532258064516129
Gemfibrozil,Gemfibrozil 1-beta-glucuronide,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,DB01241,Both,train,0.5849056603773585
Gemfibrozil,Gemfibrozil M1 Metabolite,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(CO)cc1OCCCC(C)(C)C(=O)O,DB01241,DrugBank,train,0.7317073170731707
Gemfibrozil,Gemfibrozil M2 Metabolite,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1cc(OCCCC(C)(C)C(=O)O)c(C)cc1O,DB01241,DrugBank,train,0.6585365853658537
Clomipramine,8-hydroxyclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DB01242,DrugBank,train,0.7555555555555555
Clomipramine,clomipramine N-oxide,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccc(Cl)cc21,DB01242,DrugBank,train,0.6595744680851063
Clomipramine,8-OH-clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CCc2c(O)cccc21,DB01242,Both,train,0.7446808510638298
Clomipramine,10-OH-clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CC(O)c2ccccc21,DB01242,Both,train,0.66
Clomipramine,2-hydroxyclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DB01242,Both,train,0.7021276595744681
Clomipramine,Desmethylclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,DB01242,Both,train,0.6888888888888889
Olsalazine,Olsalazine-O-sulfate,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,O=C(O)c1cc(N=Nc2ccc(OS(=O)(=O)O)c(C(=O)O)c2)ccc1O,DB01250,DrugBank,train,0.6764705882352942
Decitabine,5-aza-2'-deoxycytidine-monophosphate,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,Nc1ncn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)n1,DB01262,DrugBank,train,0.717391304347826
Decitabine,5-aza-2'-deoxyuridine,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,O=C1NC(O)N=CN1C1CC(O)C(CO)O1,DB01262,DrugBank,train,0.46
Hydralazine,Hydralazine acetone hydrazone,NNc1nncc2ccccc12,CC(C)=NNc1nncc2ccccc12,DB01275,DrugBank,train,0.5555555555555556
Hydralazine,Hydralazine pyruvate hydrazone,NNc1nncc2ccccc12,CC(=NNc1nncc2ccccc12)C(=O)O,DB01275,DrugBank,train,0.5
Hydralazine,Hydralazine pyruvate hydrazone tricyclic dehydration product,NNc1nncc2ccccc12,Cc1nnc2c3ccccc3cnn2c1=O,DB01275,DrugBank,train,0.29545454545454547
Hydralazine,Phthalazinone,NNc1nncc2ccccc12,O=c1[nH]ncc2ccccc12,DB01275,DrugBank,train,0.3333333333333333
Hydralazine,Phthalazine,NNc1nncc2ccccc12,c1ccc2cnncc2c1,DB01275,DrugBank,train,0.4074074074074074
Hydralazine,α-ketoglutarate hydrazone,NNc1nncc2ccccc12,O=C(O)CCC(=NNc1nncc2ccccc12)C(=O)O,DB01275,DrugBank,train,0.4444444444444444
Hydralazine,Hydrazinophthalazinone,NNc1nncc2ccccc12,NNc1n[nH]c(=O)c2ccccc12,DB01275,DrugBank,train,0.3783783783783784
Hydralazine,Unnamed hydralazine metabolite,NNc1nncc2ccccc12,CC(=O)NNc1nncc2ccccc12,DB01275,DrugBank,train,0.5405405405405406
Nelarabine,9-β-D-arabinofuranosylguanine,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,Nc1nc2c(n[c]n2C2OC(CO)C(O)C2O)c(=O)[nH]1,DB01280,DrugBank,train,0.375
Nelarabine,6-O-methylguanine,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,COc1nc(N)nc2[nH]cnc12,DB01280,DrugBank,train,0.3584905660377358
Lumiracoxib,Lumiracoxib metabolite M21,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,DB01283,Both,train,0.717391304347826
Lumiracoxib,Lumiracoxib glucuronide (M24),Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,DB01283,Both,train,0.6166666666666667
Lumiracoxib,4'-hydroxylumiracoxib (M23),Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)O)c1,DB01283,Both,train,0.717391304347826
Fosphenytoin,3-hydroxymethylphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO,DB01320,DrugBank,train,0.6153846153846154
Spirapril,Spiraprilat,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CC2(CC1C(=O)O)SCCS2,DB01348,DrugBank,train,0.8305084745762712
Hexobarbital,3'-OH-(S)-hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)NC(=O)C(C)(C2=CC(O)CCC2)C1=O,DB01355,DrugBank,train,0.5813953488372093
Hexobarbital,3'-Hydroxyhexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,DB01355,DrugBank,train,0.33962264150943394
Hexobarbital,Epoxy-hexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)N=C(O)C(C)(C23CCCCC2O3)C1=O,DB01355,DrugBank,train,0.22413793103448276
Ephedrine,"1,2-dihydroxypropylbenzene",CNC(C)C(O)c1ccccc1,CC(O)C(O)c1ccccc1,DB01364,DrugBank,train,0.6
Colchicine,2-Demethylcolchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,DB01394,Both,train,0.8490566037735849
Colchicine,3-Desmethylchochicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,COc1c(O)cc2c(c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,DB01394,Both,train,0.8490566037735849
Drospirenone,"4,5-dihydro-drospirenone-3-sulfate",CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,CC12CCC(S(=O)(=O)O)CC1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,DB01395,DrugBank,train,0.5151515151515151
Danazol,Ethisterone,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,DB01406,DrugBank,train,0.5932203389830508
Danazol,17-hydroxymethylethisterone,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,C#CC1(O)CCC2C3CCC4=CC(=O)C(CO)CC4(C)C3CCC21C,DB01406,DrugBank,train,0.5625
Acenocoumarol,6-Hydroxy-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cccc(O)c2oc1=O,DB01418,Both,train,0.7692307692307693
Acenocoumarol,7-Hydroxy-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccc(O)cc2oc1=O,DB01418,Both,train,0.7735849056603774
Acenocoumarol,8-Hydroxy-R-acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2cc(O)ccc2oc1=O,DB01418,Both,train,0.7735849056603774
Aminophenazone,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CN(C)c1c[nH]n(-c2ccccc2)c1=O,DB01424,DrugBank,train,0.4
Aminophenazone,N-Desmethylaminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CNc1c(C)n(C)n(-c2ccccc2)c1=O,DB01424,DrugBank,train,0.5675675675675675
Aprindine,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccc(O)cc2C1,DB01429,Both,train,0.7560975609756098
Aprindine,p-Hydroxyphenylaprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccc(O)cc1)C1Cc2ccccc2C1,DB01429,Both,train,0.7894736842105263
