parent_smiles,parent_id,parent_name,child_id,child_name,enzymes,origin,child_smiles,source,tanimoto,set
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,DB00554,Piroxicam,DBMET00304,5'-Hydroxypiroxicam,Cytochrome P450 2C9,DB09215,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O,Both,0.7659574468085106,train
CNCCC(Oc1cccc2c(O)c(O)ccc12)c1cccs1,DBMET02506,Catechol duloxetine,DBMET02507,"5-hydroxy, 6-methoxy duloxetine",,DB00476,CNCCC(Oc1cccc2c(O)c(OC)ccc12)c1cccs1,DrugBank,0.8,train
CC(=O)N1CCN(c2ccc(OCC3COC(CN4C=NCC4=O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DBMET02661,Ketoconazole ketone intermediate,DBMET02662,Ketoconazole ketone hydroxyl intermediate,,DB01026,CC(=O)N1CCN(c2ccc(OCC3COC(CN4C(=O)CNC4O)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,DrugBank,0.7215189873417721,train
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,,Rabeprazole (rabeprazole_thioether),,Desmethylrabeprazole-thioether,CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,Rabeprazole (rabeprazole_thioether),Cc1c(OCCCO)ccnc1CSc1nc2ccccc2[nH]1,MetXBioDB,0.8076923076923077,train
O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,,5-OH-aceclofenac,,,SULT,aceclofenac,O=C(O)COC(=O)Cc1cc(OS(=O)(=O)O)ccc1Nc1c(Cl)cccc1Cl,MetXBioDB,0.7058823529411765,train
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,,"7,3p,4p-Trihydroxyflavone",,,UGT1A9,"7,3p,4p-Trihydroxyflavone",O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,MetXBioDB,0.5370370370370371,train
COc1ccc(N)c(C(=O)Nc2ccc(Cl)cn2)c1,DBMET01536,PRT062803,DBMET01538,PRT062982,,DB12364,COc1cc(O)c(N)c(C(=O)Nc2ccc(Cl)cn2)c1,DrugBank,0.7083333333333334,train
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB00860,Prednisolone,DBMET02851,6αhydroxy-prednisolone (M-VII),,DB15566,CC12C=CC(=O)C=C1C(O)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DrugBank,0.7068965517241379,train
Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,,"Aminoflavone, N4'-Hydroxyl",,"Aminoflavone, N4', N5-dihydroxy",CYP1A2; CYP2C9; CYP2C19,"Aminoflavone, N4'-Hydroxyl",Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,MetXBioDB,0.78,train
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,DB11421,Imidacloprid,DBMET01823,"1H-Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitroso-","Cytochrome P450 2B6, Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 3A4",DB11421,O=NNC1=NCCN1Cc1ccc(Cl)nc1,DrugBank,0.4545454545454545,train
c1ccc2[nH]c(-c3cscn3)nc2c1,DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,Cytochrome P450 1A2,DB00730,Oc1ccc2nc(-c3cscn3)[nH]c2c1,Both,0.7027027027027027,train
Cc1nnc2c3ccccc3cnn12,DBMET02821,3-methyl-s-triazolophthalazine,DBMET02822,9-hydroxy-methyltriazolophthalazine,,DB01275,Cc1nnc2c3ccc(O)cc3cnn12,DrugBank,0.6216216216216216,train
CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,DB11703,Acalabrutinib,DBMET02890,Acalabrutinib M14 Metabolite (ACP-5825),,DB11703,CC#CC(=O)N1CCC(O)C1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,DrugBank,0.7972972972972973,train
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,DB00698,Nitrofurantoin,DBMET00798,Aminofurantoin,,DB00698,Nc1ccc(C=NN2CC(O)=NC2=O)o1,DrugBank,0.3636363636363636,train
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,DB06755,Beta carotene,DBMET02045,Retinol,"Beta,beta-carotene 15,15'-dioxygenase",DB06755,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,DrugBank,0.8,train
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,DB00682,Warfarin,DBMET02558,(R)9-hydroxywarfarin,,DB00682,CC(=O)CC(O)(c1ccccc1)c1c(O)c2ccccc2oc1=O,DrugBank,0.5098039215686274,train
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,DB01424,Aminophenazone,DBMET01583,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one","Cytochrome P450 2C19, Cytochrome P450 2C8, Cytochrome P450 2D6, Cytochrome P450 2C18, Cytochrome P450 1A2",DB01424,CN(C)c1c[nH]n(-c2ccccc2)c1=O,DrugBank,0.4,train
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,DB11431,Moxidectin,DBMET02120,Monohydroxy metabolite of moxidectin at C29,"Cytochrome P450 3A Subfamily, CYP2B protein",DB11431,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)CO)C1C,DrugBank,0.9032258064516128,train
CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,DB11827,Ertugliflozin,DBMET01912,Ertugliflozin M4a metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C4O)ccc2Cl)cc1,DrugBank,0.6901408450704225,train
Oc1nc2cc(Cl)ccc2o1,,chlorzoxazone,,6-Hydroxychlorzoxazone,CYP2E1; CYP1A2; CYP1A1; CYP2A6; CYP2D6; CYP3A4,chlorzoxazone,Oc1nc2cc(Cl)c(O)cc2o1,MetXBioDB,0.5625,train
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,DB01708,Prasterone,DBMET00518,Dehydroepiandrosterone sulfate,,DB01708,CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O,DrugBank,0.6530612244897959,train
COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)=O)c1-c1ccccc1[N+](=O)[O-],DBMET01952,Aranidipine M-3,DBMET01951,Aranidipine M-4,,DB09229,COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)O)c1-c1ccccc1[N+](=O)[O-],DrugBank,0.7407407407407407,train
COc1ccc2cc(CCC(C)=O)ccc2c1,,nabumetone,,4Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â4Ã¢â‚¬Â(6Ã¢â‚¬ÂmethoxynaphthalenÃ¢â‚¬Â2Ã¢â‚¬Âyl)butanÃ¢â‚¬Â2Ã¢â‚¬Âone,CYP1A2,nabumetone,COc1ccc2cc(C(O)CC(C)=O)ccc2c1,MetXBioDB,0.525,train
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,DB01241,Gemfibrozil,DBMET01165,Gemfibrozil 1-beta-glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B17",DB01241,Cc1ccc(C)c(OCCCC(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,Both,0.5849056603773585,train
O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl,DBMET02619,"diclofenac 2',3'-oxide",DBMET02620,2'-hydroxy-3'-glutathione conjugated diclofenac,,DB00586,NC(CCC(=O)NC(CSC1C=CC(Cl)=C(Nc2ccccc2CC(=O)O)C1(O)Cl)C(=O)NCC(=O)O)C(=O)O,DrugBank,0.4210526315789473,train
O=[N+]([O-])c1ccc(CCl)cc1,,4-nitrobenzyl chloride,,S-(4-Nitrobenzyl)glutathione,GST,4-nitrobenzyl chloride,NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,MetXBioDB,0.2758620689655172,train
Cc1cc2ccccc2c2ccc3ccccc3c12,,5-methylchrysene,,"5-Methyl-1,2-dihydrochrysene-1,2-diol",CYP1A2;CYP2D6;CYP2E1;CYP3A4,5-methylchrysene,Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,MetXBioDB,0.5128205128205128,train
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,DB06781,Difluprednate,DBMET00883,Hydroxyfluoroprednisolone butyrate,,DB06781,CCCC(=O)OC1(C(=O)CO)CCC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,DrugBank,0.72,train
CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N(C)C1=O,,tentoxin,,,CYP3A4,tentoxin,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N=C1O,MetXBioDB,0.7213114754098361,train
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,DB00471,Montelukast,DBMET01246,Montelukast metabolite M5a,Cytochrome P450 3A4,DB00471,CC(C)(O)c1ccccc1C(O)CC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,Both,0.7875,train
CCN(CC)CCNC(=O)c1ccc(N)cc1,,Procainamide,,,NAT,Procainamide,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,MetXBioDB,0.6842105263157895,train
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(C)=O)cc12,DBMET01252,Zafirlukast metabolite M4,DBMET01253,Zafirlukast metabolite M3,,DB00549,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(C)=O)cc12,DrugBank,0.6891891891891891,train
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,,licofelone_M1,,,CYP2C8;CYP2C9,licofelone_M1,CC1(CO)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1,MetXBioDB,0.8636363636363636,train
CC(C)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DBMET01061,Bortezomib metabolite M1,DBMET01065,Bortezomib metabolite M5,,DB00188,CC(C)(O)CC(O)NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1,DrugBank,0.7735849056603774,train
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,DB00806,Pentoxifylline,DBMET03234,"M6, 7-demethylated pentoxifylline",Cytochrome P450 1A2,DB00806,CC(=O)CCCCn1c(=O)c2[nH]cnc2n(C)c1=O,DrugBank,0.6086956521739131,train
CNCCOc1cc(C)c(O)cc1C(C)C,DBMET01915,deacetyl-demethyl-thymoxamine,DBMET01917,glucuronide of deacetyl-demethyl-thymoxamine,,DB09205,CNCCOc1c(C(C)C)ccc(C)c1OC1OC(O)C(O)C(O)C1O,DrugBank,0.4074074074074074,train
N#Cc1c(Cl)cccc1Cl,,"2,6-dichlorobenzonitrile",,,CYP2A6,"2,6-dichlorobenzonitrile",N#CC1=C(Cl)C2OC2C=C1Cl,MetXBioDB,0.2727272727272727,train
c1ccc2cnccc2c1,,isoquinoline,,isoquinoline N-oxide,CYP3A4; CYP2E1,isoquinoline,[O-][n+]1ccc2ccccc2c1,MetXBioDB,0.2962962962962963,train
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DB13919,Candesartan,DBMET00005,O-Deethylated candesartan,Cytochrome P450 2C9,DB00796,O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12,DrugBank,0.5882352941176471,train
CNCCN1C(=O)C(O)C(c2ccc(OC)cc2)Sc2ccccc21,DBMET03222,Deacetyl N-monodesmethyl diltiazem,DBMET03223,"Deacetyl N,O-didesmethyl diltiazem",Cytochrome P450 2D6,DB00343,CNCCN1C(=O)C(O)C(c2ccc(O)cc2)Sc2ccccc21,DrugBank,0.803921568627451,train
O=P1(NCCCl)OCCCN1CCCl,DB01181,Ifosfamide,DBMET00024,4-Hydroxyifosfamide,"Prostaglandin G/H synthase 1, Cytochrome P450 2B6, Cytochrome P450 3A4, Cytochrome P450 2A6, Cytochrome P450 2C8, Cytochrome P450 3A5, Cytochrome P450 2C9, Cytochrome P450 2C19",DB12902,O=P1(NCCCl)OCCC(O)N1CCCl,Both,0.5238095238095238,train
Cc1cc(NS(=O)(=O)c2ccc(N=O)cc2)no1,DBMET01049,Nitroso-sulfamethoxazole,DBMET01050,Sulfamethoxazole GSH conjugate,,DB01015,Cc1cc(NS(=O)(=O)c2ccc(N[S+]([O-])SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc2)no1,DrugBank,0.3552631578947368,train
OC1c2cccc3ccc4c5ccccc5cc1c4c23,,4-hydroxycyclopenta[def]chrysene,,,SULT1E1,4-hydroxycyclopenta[def]chrysene,O=S(=O)(O)OC1c2cccc3ccc4c5ccccc5cc1c4c23,MetXBioDB,0.5952380952380952,train
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,,2_2_4_4_5_5-hexachlorobiphenyl,,,CYP2B6,2_2_4_4_5_5-hexachlorobiphenyl,Oc1c(Cl)c(Cl)cc(-c2cc(Cl)c(Cl)cc2Cl)c1Cl,MetXBioDB,0.5714285714285714,train
OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,,4-Hydroxyphenytoin,,,UGT,4-Hydroxyphenytoin,O=C(O)C1OC(Oc2ccc(C3(c4ccccc4)N=C(O)N=C3O)cc2)C(O)C(O)C1O,MetXBioDB,0.4897959183673469,train
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,DB00409,Remoxipride,DBMET03192,Remoxipride Metabolite FLA 838,,DB00409,COc1ccc(Br)c(OC)c1C(=O)NCC1CCCN1,DrugBank,0.6071428571428571,train
FC(F)(F)C(Cl)Br,DB01159,Halothane,DBMET01783,Trifluoroacetyl chloride,"Cytochrome P450 2E1, Cytochrome P450 2A6",DB01159,O=C(Cl)C(F)(F)F,Both,0.2222222222222222,train
CCN(CC)C(=S)SC,,"Methyl N,N-diethyldithiocarbamate",,MeDDC sulfine ,CYP1A2; CYP2A6; CYP2B6; CYP2E1; CYP3A4; CYP3A5,"Methyl N,N-diethyldithiocarbamate",CCN(CC)C(SC)=S=O,MetXBioDB,0.44,train
O=c1[nH]c(=O)n(C2CCC(O)O2)cc1F,DBMET02058,5'-hydroxytegafur,DB00544,Fluorouracil,,DB09256,O=c1[nH]cc(F)c(=O)[nH]1,DrugBank,0.2619047619047619,train
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,DB01062,Oxybutynin,DBMET01568,2-cyclohexyl-2-phenylglycolic acid,Cytochrome P450 3A4,DB01062,O=C(O)C(O)(c1ccccc1)C1CCCCC1,Both,0.5,train
NC(=O)c1cnccn1,DB00339,Pyrazinamide,DBMET00415,5-hydroxypyrazinamide,Aldehyde oxidase,DB00339,NC(=O)c1c[nH]c(=O)cn1,DrugBank,0.4333333333333333,train
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,DB00946,Phenprocoumon,DBMET00041,8-Hydroxy-R-phenprocoumon,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00946,CCC(c1ccccc1)c1c(O)c2cccc(O)c2oc1=O,DrugBank,0.7073170731707317,train
CN1C(=O)CCC1c1cccnc1,DBMET00519,Cotinine,DBMET00517,Cotinine glucuronide,"UDP-glucuronosyltransferase 1A4, UDP-glucuronosyltransferase 1A9",DB00184,CN1C(=O)CCC1c1ccc[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1,DrugBank,0.396551724137931,train
NC(=O)c1nc(F)cnc1O,DB12466,Favipiravir,DBMET03065,T705M1,"Aldehyde oxidase, Xanthine dehydrogenase/oxidase",DB12466,NC(=O)c1nc(F)c(O)nc1O,DrugBank,0.5161290322580645,train
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,Nimodipine,,,CYP3A4,Nimodipine,Cc1nc(C)c(C(=O)OC(C)C)c(-c2cccc([N+](=O)[O-])c2)c1C(=O)OCCO,MetXBioDB,0.4923076923076923,train
O=C1CC(O)CC(C=Cc2c(C3CC3)nc3ccccc3c2-c2ccc(F)cc2)O1,DBMET03740,Pitavastatin lactone,DBMET03741,M3 pitavastatin,Cytochrome P450 3A4,DB08860,O=C(O)CC(O)CC(=O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,DrugBank,0.5652173913043478,train
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,,s-metolachlor,,,CYP2B6;CYP3A4,s-metolachlor,CCc1cccc(C)c1N(C(=O)CCl)C(C)CO,MetXBioDB,0.7441860465116279,train
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,,"4p,5-diOH-diclofenac",,,UGT,"4p,5-diOH-diclofenac",O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1Cl,MetXBioDB,0.5576923076923077,train
CC(=O)NCCc1c[nH]c2ccc(O)cc12,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00926,N-Acetyl-5-hydroxytryptamine sulfate,,DB01065,CC(=O)NCCc1c[nH]c2ccc(OS(=O)(=O)O)cc12,Both,0.6458333333333334,train
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,DB08808,Bupranolol,DBMET00809,"carboxybupranolol, 4-chloro-3-[3-(1,1-dimethylethylamino)-2-hydroxy-propyloxy]benzoic acid",,DB08808,CCCCNCC(O)COc1cc(C(=O)O)ccc1Cl,DrugBank,0.4814814814814814,train
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,DB01224,Quetiapine,DBMET02794,7-Hydroxyquetiapine,"Cytochrome P450 2D6, Cytochrome P450 3A4",DB01224,OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1,Both,0.8076923076923077,train
Cc1cccc(N)c1C,,"2,3-dimethylaniline",," 2,3Ã¢â‚¬Âdimethylacetanilide",NAT1; NAT2,"2,3-dimethylaniline",CC(=O)Nc1cccc(C)c1C,MetXBioDB,0.3793103448275862,train
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCC(O)CCC3)CC1,DBMET01888,M1 (Blonanserin),DBMET01889,M2 (Blonanserin),UDP-glucuronosyltransferase 1A1,DB09223,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCC(OC2OC(C(=O)O)C(O)C(O)C2O)CCC3)CC1,DrugBank,0.6438356164383562,train
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,DB05294,Vandetanib,DBMET00935,N-desmethyl vandetanib,,DB05294,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCNCC1,DrugBank,0.7936507936507936,train
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,DB01591,Solifenacin,DBMET00746,4R-hydroxy solifenacin,"Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 2D6",DB01591,O=C(OC1CN2CCC1CC2)N1CC(O)c2ccccc2C1c1ccccc1,DrugBank,0.7115384615384616,train
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,DB01355,Hexobarbital,DBMET01567,3'-OH-(S)-hexobarbital,"Cytochrome P450 2C9, Cytochrome P450 2C19",DB01355,CN1C(=O)NC(=O)C(C)(C2=CC(O)CCC2)C1=O,DrugBank,0.5813953488372093,train
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,DB00227,Lovastatin,DBMET01698,6'beta-Hydroxylovastatin,Cytochrome P450 3A4,DB00227,CCC(C)C(=O)OC1CC(C)(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,Both,0.7391304347826086,train
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,DB00441,Gemcitabine,DBMET01145,Gemcitabine Monophosphate,"Deoxycytidine kinase, Thymidine kinase 2, mitochondrial",DB00441,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2(F)F)c(=O)n1,DrugBank,0.72,train
Nc1ccn(C2CSC(CO)O2)c(=O)n1,DB00709,Lamivudine,DBMET00898,Lamivudine-monophosphate,,DB00709,Nc1ccn(C2CSC(COP(=O)(O)O)O2)c(=O)n1,DrugBank,0.7,train
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DBMET02861,20β-dihydro-prednisone (M-IV),DBMET02862,"17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)",,DB15566,CC12C=CC(=O)CC1CCC1C2C(=O)CC2(C)C1CCC2(O)C(O)CO,DrugBank,0.6129032258064516,train
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,DB00378,Dydrogesterone,DBMET00695,20-dihydrodydrogesterone,,DB00378,C=C1C=C2C=CC3C(CCC4(C)C(C(C)C)CCC34)C2(C)CC1,DrugBank,0.5,train
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,DB00334,Olanzapine,DBMET00264,7-hydroxyolanzapine,Cytochrome P450 1A2,DB00334,Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1,Both,0.7551020408163265,train
Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,DB08893,Mirabegron,DBMET03326,Mirabegron O-glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A8",DB08893,Nc1nc(CC(=O)Nc2ccc(CCNCC(OC3OC(C(=O)O)C(O)C(O)C3O)c3ccccc3)cc2)cs1,DrugBank,0.6301369863013698,train
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C(=O)O)O2,DBMET02311,13'-carboxy-alpha-tocopherol,DBMET02320,alpha-carboxydimethyldecadienylhydroxychromanol,,DB11635,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCC(=O)O)O2,DrugBank,0.803921568627451,train
Oc1ccc(-c2ccccc2)cc1,,4-Phenylphenol,,,UGT1A9,4-Phenylphenol,O=C(O)C1OC(Oc2ccc(-c3ccccc3)cc2)C(O)C(O)C1O,MetXBioDB,0.2894736842105263,train
C#CC1(O)CC(O)C2C3CCC4=CCCCC4C3C(=C)CC21CC,,15-alpha-hydroxydesogestrel,,,UGT,15-alpha-hydroxydesogestrel,C#CC1(OC2OC(C(=O)O)C(O)C(O)C2O)CC(O)C2C3CCC4=CCCCC4C3C(=C)CC21CC,MetXBioDB,0.6133333333333333,train
O=C(CO)C(O)C(O)CO,DB03947,D-Xylulose,DBMET02033,D-Xylulose-5-phosphate,,DB09419,O=C(CO)C(O)C(O)COP(=O)(O)O,DrugBank,0.5,train
O=Cc1ccc(CO)o1,,5-hydroxymethylfurfural,,,SULT1A1,5-hydroxymethylfurfural,O=Cc1ccc(COS(=O)(=O)O)o1,MetXBioDB,0.5454545454545454,train
CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1,DBMET02956,O-demethylated formoterol (M1),DBMET02958,O-demethylated formoterol (M1) glucuronide 2,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15",DB00983,CC(Cc1ccc(O)cc1)NCC(O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(NC=O)c1,DrugBank,0.5970149253731343,train
OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,,6-hydroxymethylanthanthrene,,,SULT1C3,6-hydroxymethylanthanthrene,O=S(=O)(O)OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,MetXBioDB,0.6153846153846154,train
CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,DBMET01306,Pioglitazone metabolite M-IV,DBMET01303,Pioglitazone metabolite M-XI,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB01132,CC(O)c1ccc(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,DrugBank,0.7192982456140351,train
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,DB15305,Risdiplam,DBMET03205,Risdiplam M1 metabolite,,DB15305,Cc1cn2nc(-c3cc(=O)n4cc(N5CCN(O)C6(CC6)C5)ccc4n3)cc(C)c2n1,DrugBank,0.7058823529411765,train
CC(O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DBMET00302,Irbesartan derivative M4,DBMET01057,Irbesartan derivative M6,,DB01029,CC(=O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DrugBank,0.78125,train
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,DB09073,Palbociclib,DBMET02365,Palbociclib M3,Cytochrome P450 3A4,DB09073,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNC(O)C4)cn3)nc2n(C2CCCC2)c1=O,DrugBank,0.8405797101449275,train
COc1cc(C=CC(=O)O)cc(OC)c1O,,Sinapinic acid,,,UGT,Sinapinic acid,COc1cc(C=CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc(OC)c1O,MetXBioDB,0.5217391304347826,train
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,DB14845,Filgotinib,DBMET03213,GS-829845,"Cocaine esterase, Liver carboxylesterase 1",DB14845,Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1,DrugBank,0.6440677966101694,train
N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,,riluzole,,N-OH-riluzole,CYP1A1,riluzole,ONc1nc2ccc(OC(F)(F)F)cc2s1,MetXBioDB,0.4318181818181818,train
