parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source,tanimoto,set
DB00285,Venlafaxine,DBMET02412,Desvenlafaxine N-oxide,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,C[N+](C)([O-])CC(c1ccc(O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented,0.4468085106382978,train
DB16629,Serdexmethylphenidate,DBMET02407,p-hydroxy-methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,COC(=O)C(c1ccc(O)cc1)C1CCCCN1,DB16629,DrugBank Augmented,0.2911392405063291,train
DB16629,Serdexmethylphenidate,DBMET02408,6-oxo-methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,COC(=O)C(c1ccccc1)C1CCCC(=O)N1,DB16629,DrugBank Augmented,0.3466666666666667,train
DB16629,Serdexmethylphenidate,DBMET00651,Ritalinic acid,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,O=C(O)C(c1ccccc1)C1CCCCN1,DB16629,DrugBank Augmented,0.2972972972972973,train
DB07565,Chloramphenicol succinate,DBMET03152,Chloramphenicol Sulfate,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(NC(COS(=O)(=O)O)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,DB07565,DrugBank Augmented,0.6481481481481481,train
DB07565,Chloramphenicol succinate,DBMET03158,Chloramphenicol 3-acetate,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,CC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.7254901960784313,train
DB07565,Chloramphenicol succinate,DBMET03161,Chloramphenicol Alcohol,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.4727272727272727,train
DB07565,Chloramphenicol succinate,DBMET03162,Chloramphenicol Oxamic Acid,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.5185185185185185,train
DB07565,Chloramphenicol succinate,DBMET03165,Chloramphenicol Aryl Amine,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,Nc1ccc(C(O)C(N)CO)cc1,DB07565,DrugBank Augmented,0.2142857142857142,train
DB07565,Chloramphenicol succinate,DBMET03167,Chloramphenicol Base,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.4150943396226415,train
DB07565,Chloramphenicol succinate,DBMET03169,Chloramphenicol Glucuronide,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(NC(COC1OC(C(=O)O)C(O)C(O)C1O)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,DB07565,DrugBank Augmented,0.5625,train
DB08804,Nandrolone decanoate,DBMET03358,19-Norandrosterone,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,CC12CCC3C4CCC(O)CC4CCC3C1CCC2=O,DB08804,DrugBank Augmented,0.2191780821917808,train
DB08804,Nandrolone decanoate,DBMET03359,19-Noretiocholanolone,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,CC12CCC3C4CCC(O)CC4CCC3C1CCC2O,DB08804,DrugBank Augmented,0.2463768115942029,train
DB09042,Tedizolid phosphate,DBMET03123,Tedizolid sulphate,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(C=S(=O)(O)O)OC4=O)cc3F)cn2)n1,DB09042,DrugBank Augmented,0.6666666666666666,train
DB09042,Tedizolid phosphate,DBMET03125,Desmethyl tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,O=C1OC(CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1,DB09042,DrugBank Augmented,0.6081081081081081,train
DB09042,Tedizolid phosphate,DBMET03126,Carboxy tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4CC(C(=O)O)OC4=O)cc3F)cn2)n1,DB09042,DrugBank Augmented,0.7083333333333334,train
DB09042,Tedizolid phosphate,DBMET03127,Ring-opened tedizolid metabolite,Cn1nnc(-c2ccc(-c3ccc(N4CC(COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1,DB09042,DrugBank Augmented,0.4743589743589743,train
DB00318,Codeine,DBMET02018,"morphine-3,6-diglucuronide",COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,OC1OC(Oc2ccc3c4c2OC2C(OC5OC(O)C(O)C(O)C5O)C=CC5C(C3)NCCC452)C(O)C(O)C1O,DB00318,DrugBank Augmented,0.3636363636363636,train
DB11660,Latanoprostene bunod,DBMET02014,"1,2 dinor latanoprost acid",O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-],O=C(O)CC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,DB11660,DrugBank Augmented,0.5757575757575758,train
DB11660,Latanoprostene bunod,DBMET02015,"1,2,3,4-tetranor latanoprost acid",O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-],O=C(O)CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,DB11660,DrugBank Augmented,0.5076923076923077,train
DB16629,Serdexmethylphenidate,DBMET03284,Ethylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1C(=O)OC[n+]1cccc(C(=O)NC(CO)C(=O)[O-])c1,CCOC(=O)C(c1ccccc1)C1CCCCN1,DB16629,DrugBank Augmented,0.3037974683544304,train
DB00121,Biotin,DBMET03073,Biocytin,O=C(O)CCCCC1SCC2NC(=O)NC21,NC(CCCCCNOC(=O)CCCCC1SCC2NC(=O)NC21)C(=O)O,DB00121,DrugBank Augmented,0.5535714285714286,train
DB00130,L-Glutamine,DBMET03078,α-ketoglutarate,NC(=O)CCC(N)C(=O)O,O=C(O)CCC(=O)C(=O)O,DB00130,DrugBank Augmented,0.2222222222222222,train
DB00153,Ergocalciferol,DBMET02435,Calcitrol,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O,DB00153,DrugBank Augmented,0.6307692307692307,train
DB00158,Folic acid,DBMET00528,5-Methyltetrahydrofolate,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,DB00158,DrugBank Augmented,0.5063291139240507,train
DB00175,Pravastatin,DBMET02470,"5,6-epoxy-3-alpha-isopravastatin",CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1CC2OC2C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C12,DB00175,DrugBank Augmented,0.5256410256410257,train
DB00175,Pravastatin,DBMET02471,7-hydroxy-3-alpha-isopravastatin,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1C(O)CC=C2C=C(O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,DB00175,DrugBank Augmented,0.5333333333333333,train
DB00175,Pravastatin,DBMET02474,"3-keto-5,6-diol pravastatin",CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CCC(C)C(=O)OC1CC(O)C(O)C2=CC(=O)C(C)C(CCC(O)CC(O)CC(=O)O)C21,DB00175,DrugBank Augmented,0.6111111111111112,train
DB00175,Pravastatin,DBMET02477,3'(S)-hydroxy-pravastatin-tetranor glucuronide,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC(O)C(C)C(=O)OC1CC(OC2OC(C(=O)O)C(O)C(O)C2O)C=C2C=CC(C)C(CCC(O)O)C21,DB00175,DrugBank Augmented,0.4523809523809524,train
DB00175,Pravastatin,DBMET02476,3'(S)-hydroxy-pravastatin-tetranor,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,CC(O)C(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)O)C21,DB00175,DrugBank Augmented,0.6307692307692307,train
DB00184,Nicotine,DBMET00519,Cotinine,CN1CCCC1c1cccnc1,CN1C(=O)CCC1c1cccnc1,DB00184,DrugBank Augmented,0.5641025641025641,train
DB00184,Nicotine,DBMET00529,Cotinine N-oxide,CN1CCCC1c1cccnc1,CN1C(=O)CCC1c1ccc[n+]([O-])c1,DB00184,DrugBank Augmented,0.2653061224489796,train
DB00184,Nicotine,DBMET00527,3'-Hydroxycotinine,CN1CCCC1c1cccnc1,CN1C(=O)C(O)CC1c1cccnc1,DB00184,DrugBank Augmented,0.5121951219512195,train
DB00184,Nicotine,DBMET00520,Nornicotine,CN1CCCC1c1cccnc1,c1cncc(C2CCCN2)c1,DB00184,DrugBank Augmented,0.4736842105263157,train
DB00184,Nicotine,DBMET00533,Nicotine-1'-N-oxide,CN1CCCC1c1cccnc1,C[N+]1([O-])CCCC1c1cccnc1,DB00184,DrugBank Augmented,0.4878048780487805,train
DB00184,Nicotine,DBMET00517,Cotinine glucuronide,CN1CCCC1c1cccnc1,CN1C(=O)CCC1c1ccc[n+](C2OC(C(=O)[O-])C(O)C(O)C2O)c1,DB00184,DrugBank Augmented,0.2,train
DB12532,Oxetacaine,DBMET02229,Nitrophentermine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,CC(C)(Cc1ccccc1)[N+](=O)[O-],DB12532,DrugBank Augmented,0.3409090909090909,train
DB00201,Caffeine,DBMET00611,"1,7-Dimethyluric acid",Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,DB00201,DrugBank Augmented,0.2941176470588235,train
DB00201,Caffeine,DBMET00560,1-Methyluric acid,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,DB00201,DrugBank Augmented,0.2051282051282051,train
DB00202,Succinylcholine,DBMET01477,Succinic Acid,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,O=C(O)CCC(=O)O,DB00202,DrugBank Augmented,0.217391304347826,train
DB00202,Succinylcholine,DB00122,Choline,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C[N+](C)(C)CCO,DB00202,DrugBank Augmented,0.3478260869565217,train
DB00208,Ticlopidine,DBMET01202,Active metabolite of Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,O=C(O)CC1CN(Cc2ccccc2Cl)CCC1S,DB00208,DrugBank Augmented,0.3636363636363636,train
DB00208,Ticlopidine,DBMET01207,Ticlopidine S-oxide dimer,Clc1ccccc1CN1CCc2sccc2C1,[O-][S+]1C2=C(CN(Cc3ccccc3Cl)CC2)C2C1C1C3=C(CCN(Cc4ccccc4Cl)C3)C2[S+]1[O-],DB00208,DrugBank Augmented,0.4285714285714285,train
DB00208,Ticlopidine,DBMET01208,Thienopyridinium,Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1C[n+]1ccc2sccc2c1,DB00208,DrugBank Augmented,0.34,train
DB00208,Ticlopidine,DBMET01209,Ticlopidine lactam analog (M8),Clc1ccccc1CN1CCc2sccc2C1,O=C1c2ccsc2CCN1Cc1ccccc1Cl,DB00208,DrugBank Augmented,0.5434782608695652,train
DB00214,Torasemide,DBMET02230,Torasemide M5,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(C(=O)O)c1,DB00214,DrugBank Augmented,0.3661971830985915,train
DB00215,Citalopram,DBMET03705,didemethylcitalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1,DB00215,DrugBank Augmented,0.75,train
DB00215,Citalopram,DBMET03706,Citalopram propionic aldehyde,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC=O)c1ccc(F)cc1,DB00215,DrugBank Augmented,0.6727272727272727,train
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented,0.6607142857142857,train
DB00222,Glimepiride,DBMET01327,Cyclohexyl carboxyl glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C(=O)O)CC3)cc2)C1=O,DB00222,DrugBank Augmented,0.8461538461538461,train
DB00238,Nevirapine,DBMET00669,12-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1ccnc2c1N=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccnc1N2C1CC1O,DB00238,DrugBank Augmented,0.3243243243243243,train
DB00238,Nevirapine,DBMET00727,4-carboxynevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,O=C1Nc2c(C(=O)O)ccnc2N(C2CC2)c2ncccc21,DB00238,DrugBank Augmented,0.723404255319149,train
DB00238,Nevirapine,DBMET00685,2-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)nc2c1N=C(O)c1cccnc1N2C1CC1,DB00238,DrugBank Augmented,0.36,train
DB00238,Nevirapine,DBMET00779,8-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1ccnc2c1NC(=O)c1cc(OC3OC(C(=O)O)C(O)C(O)C3O)cnc1N2C1CC1,DB00238,DrugBank Augmented,0.5147058823529411,train
DB00238,Nevirapine,DBMET00712,3-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1c(O)cnc2c1N=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccnc1N2C1CC1,DB00238,DrugBank Augmented,0.3421052631578947,train
DB00242,Cladribine,DBMET03775,Cladribine diphosphate,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,DB00242,DrugBank Augmented,0.6724137931034483,train
DB00243,Ranolazine,DBMET02255,CVT-3389,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1ccc(O)c(C)c1NC(=O)CN1CCNCC1,DB00243,DrugBank Augmented,0.3809523809523809,train
DB00243,Ranolazine,DBMET02251,CVT-2537,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CC(=O)O,DB00243,DrugBank Augmented,0.3703703703703703,train
DB00245,Benzatropine,DBMET02261,N-desmethyl-4'-hydroxy benztropine,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,OC1(OC(c2ccccc2)c2ccccc2)CC2CCC(C1)N2,DB00245,DrugBank Augmented,0.3333333333333333,train
DB00246,Ziprasidone,DBMET02985,Ziprasidone Sulfone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,O=C1Cc2cc(CCN3CCN(C4=NS(=O)(=O)c5ccccc54)CC3)c(Cl)cc2N1,DB00246,DrugBank Augmented,0.5857142857142857,train
DB00246,Ziprasidone,DBMET02990,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,[O-][s+]1nc(N2CCNCC2)c2ccccc21,DB00246,DrugBank Augmented,0.2083333333333333,train
DB00246,Ziprasidone,DBMET02994,S-Methyl-dihydro-ziprasidone-sulfoxide,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,C[S+]([O-])c1ccccc1C(=N)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,DB00246,DrugBank Augmented,0.5135135135135135,train
DB00250,Dapsone,DBMET01043,Nitroso-dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(N=O)cc2)cc1,DB00250,DrugBank Augmented,0.6956521739130435,train
DB00261,Anagrelide,DBMET00676,"2-amino-5,6-dichloro-3,4,-dihydroquinazoline",O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,NC1=NCc2c(ccc(Cl)c2Cl)N1,DB00261,DrugBank Augmented,0.3191489361702128,train
DB00281,Lidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,DB00281,DrugBank Augmented,0.3953488372093023,train
DB00281,Lidocaine,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1N,DB00281,DrugBank Augmented,0.2647058823529412,train
DB00281,Lidocaine,DBMET01091,Glycinexylidide (GX),CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1NC(=O)CN,DB00281,DrugBank Augmented,0.5882352941176471,train
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented,0.3,train
DB00285,Venlafaxine,DBMET00958,"N,O-didesmethylvenlafaxine glucuronide",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented,0.3809523809523809,train
DB00289,Atomoxetine,DBMET02294,4-hydroxyatomoxetine-O-glucuronide,CNCCC(Oc1ccccc1C)c1ccccc1,CNCCC(Oc1ccc(O)cc1OC1OC(O)C(O)C(O)C1O)c1ccccc1,DB00289,DrugBank Augmented,0.4727272727272727,train
DB00289,Atomoxetine,DBMET02305,N-desmethyl-4-hydroxyatomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,Cc1ccccc1OC(CCN)c1ccc(O)cc1,DB00289,DrugBank Augmented,0.5348837209302325,train
DB00296,Ropivacaine,DBMET03534,4-OH-PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1NC(=O)C1CCCCN1,DB00296,DrugBank Augmented,0.3454545454545454,train
DB00296,Ropivacaine,DBMET03535,3-OH-PPX,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,Cc1ccc(O)c(C)c1NC(=O)C1CCCCN1,DB00296,DrugBank Augmented,0.3508771929824561,train
DB00300,Tenofovir disoproxil,DBMET01177,Tenofovir Diphosphate,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,DB00300,DrugBank Augmented,0.6129032258064516,train
DB00304,Desogestrel,DB00294,Etonogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,DB00304,DrugBank Augmented,0.7166666666666667,train
DB00313,Valproic acid,,"2,4-Diene-VPA",CCCC(CCC)C(=O)O,C=CC=C(CCC)C(=O)O,DB00313,DrugBank Augmented,0.2666666666666666,train
DB00313,Valproic acid,DBMET01107,2-n-Propyl-4-oxopentanoic acid,CCCC(CCC)C(=O)O,CCCC(CC(C)=O)C(=O)O,DB00313,DrugBank Augmented,0.6818181818181818,train
DB00313,Valproic acid,DBMET01109,2-Propylglutaric acid,CCCC(CCC)C(=O)O,CCCC(CCC(=O)O)C(=O)O,DB00313,DrugBank Augmented,0.7619047619047619,train
DB00313,Valproic acid,DBMET01110,3-Oxovalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(=O)CC,DB00313,DrugBank Augmented,0.5217391304347826,train
DB00313,Valproic acid,DBMET00062,3-Hydroxyvalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(O)CC,DB00313,DrugBank Augmented,0.48,train
DB00315,Zolmitriptan,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,O=C1NC(Cc2ccc3[nH]cc(CCO)c3c2)CO1,DB00315,DrugBank Augmented,0.75,train
DB03783,Phenacetin,DBMET00789,Acetaminophen cysteine,CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(SCC(N)C(=O)O)cc1,DB03783,DrugBank Augmented,0.4358974358974359,train
DB00321,Amitriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCCC=C1c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented,0.4,train
DB00349,Clobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,O=C1CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DB00349,DrugBank Augmented,0.4313725490196078,train
DB00352,Tioguanine,DBMET01154,Thioguanosine diphosphate,Nc1nc(=S)c2[nH]cnc2[nH]1,Nc1nc(=S)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1,DB00352,DrugBank Augmented,0.2272727272727272,train
DB00363,Clozapine,DBMET03597,Desmethylclozapine glucuronide,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,O=C(O)C1OC(N2c3ccc(Cl)cc3N=C(N3CCNCC3)c3ccccc32)C(O)C(O)C1O,DB00363,DrugBank Augmented,0.3561643835616438,train
DB00384,Triamterene,DBMET02480,4'-OH-triamterene sulfate,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Nc1nc(N)c2nc(-c3ccc(OS(=O)(=O)O)cc3)c(N)nc2n1,DB00384,DrugBank Augmented,0.5609756097560976,train
DB00394,Beclomethasone dipropionate,DBMET02591,Beclomethasone (BOH),CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,DB00394,DrugBank Augmented,0.625,train
DB00404,Alprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,DB00404,DrugBank Augmented,0.4333333333333333,train
DB00404,Alprazolam,DBMET02468,Alprazolam benzophenone metabolite,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc(CO)n1-c1ccc(Cl)cc1C(=O)c1ccccc1,DB00404,DrugBank Augmented,0.4,train
DB00409,Remoxipride,DBMET03194,Remoxipride Metabolite NCL 118,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,COc1ccc(Br)c(OC)c1C(=O)NCC1CCC(=O)N1,DB00409,DrugBank Augmented,0.5789473684210527,train
DB00409,Remoxipride,DBMET03195,Remoxipride Metabolite NCM 001,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,CCN1C(=O)CCC1(O)CNC(=O)c1c(OC)ccc(Br)c1OC,DB00409,DrugBank Augmented,0.5,train
DB00412,Rosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,DB00412,DrugBank Augmented,0.5573770491803278,train
DB00412,Rosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ccc(O)cn3)cc2)S1,DB00412,DrugBank Augmented,0.492063492063492,train
DB00412,Rosiglitazone,DBMET00968,ortho-O-Glucuronide rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ncccc1OC1OC(C(=O)O)C(O)C(O)C1O,DB00412,DrugBank Augmented,0.5616438356164384,train
DB00412,Rosiglitazone,DBMET00969,ortho-O-Sulfate rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ncccc1OS(=O)(=O)O,DB00412,DrugBank Augmented,0.6507936507936508,train
DB00412,Rosiglitazone,DBMET01111,N-Desmethyl glucuronide rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1N=C(O)C(Cc2ccc(OCCNc3ncccc3OC3OC(C(=O)O)C(O)C(O)C3O)cc2)S1,DB00412,DrugBank Augmented,0.3411764705882353,train
DB00412,Rosiglitazone,DBMET00981,para-O-Glucuronide rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cn1,DB00412,DrugBank Augmented,0.5857142857142857,train
DB00412,Rosiglitazone,DBMET01112,para-O-Sulfate rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(OS(=O)(=O)O)cn1,DB00412,DrugBank Augmented,0.6833333333333333,train
