parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source
DB00188,Bortezomib,DBMET01085,Bortezomib metabolite M27,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)[C@H](O)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB00188,Bortezomib,DBMET01086,Bortezomib metabolite M28,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,CC(C)C(O)[C@H](O)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1,DB00188,DrugBank Augmented
DB12532,Oxetacaine,DBMET02229,Nitrophentermine,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,CC(C)(Cc1ccccc1)[N+](=O)[O-],DB12532,DrugBank Augmented
DB00193,Tramadol,DBMET00966,O-Desmethyl-tramado glucuronide,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CN(C)CC1CCCCC1(O)c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1,DB00193,DrugBank Augmented
DB00193,Tramadol,DBMET00957,"N,O-didesmethyltramadol",COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNC[C@H]1CCCC[C@]1(O)c1cccc(O)c1,DB00193,DrugBank Augmented
DB00193,Tramadol,DBMET00957,"N,O-didesmethyltramadol",COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNC[C@H]1CCCC[C@]1(O)c1cccc(O)c1,DB00193,DrugBank Augmented
DB00193,Tramadol,DBMET00954,"N,N-didesmethyltramadol",COc1cccc(C2(O)CCCCC2CN(C)C)c1,COc1cccc([C@@]2(C)CCCC[C@@H]2CN)c1,DB00193,DrugBank Augmented
DB00201,Caffeine,DBMET00611,"1,7-Dimethyluric acid",Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,DB00201,DrugBank Augmented
DB00201,Caffeine,DBMET00612,5-Acetylamino-6-formylamino-3-methyluracil,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CC(=O)Nc1c(NC=O)[nH]c(=O)n(C)c1=O,DB00201,DrugBank Augmented
DB00201,Caffeine,DBMET00271,1-Methylxanthine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2nc[nH]c2c1=O,DB00201,DrugBank Augmented
DB00201,Caffeine,DBMET00560,1-Methyluric acid,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,DB00201,DrugBank Augmented
DB00202,Succinylcholine,DBMET01477,Succinic Acid,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,O=C(O)CCC(=O)O,DB00202,DrugBank Augmented
DB00202,Succinylcholine,DB00122,Choline,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C[N+](C)(C)CCO,DB00202,DrugBank Augmented
DB00208,Ticlopidine,DBMET01202,Active metabolite of Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,O=C(O)CC1CN(Cc2ccccc2Cl)CCC1S,DB00208,DrugBank Augmented
DB00208,Ticlopidine,DBMET01207,Ticlopidine S-oxide dimer,Clc1ccccc1CN1CCc2sccc2C1,O=S1C2=C(CN(Cc3ccccc3Cl)CC2)C2C1C1C3=C(CCN(Cc4ccccc4Cl)C3)C2S1=O,DB00208,DrugBank Augmented
DB00208,Ticlopidine,DBMET01208,Thienopyridinium,Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1C[n+]1ccc2sccc2c1,DB00208,DrugBank Augmented
DB00208,Ticlopidine,DBMET01209,Ticlopidine lactam analog (M8),Clc1ccccc1CN1CCc2sccc2C1,O=C1c2ccsc2CCN1Cc1ccccc1Cl,DB00208,DrugBank Augmented
DB00214,Torasemide,DBMET02230,Torasemide M5,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(C(=O)O)c1,DB00214,DrugBank Augmented
DB00215,Citalopram,DBMET03705,didemethylcitalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03706,Citalopram propionic aldehyde,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC=O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00215,Citalopram,DBMET03707,Citalopram propionic acid,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)COC2(CCC(=O)O)c1ccc(F)cc1,DB00215,DrugBank Augmented
DB00222,Glimepiride,DBMET01327,Cyclohexyl carboxyl glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C(=O)O)CC3)cc2)C1=O,DB00222,DrugBank Augmented
DB00238,Nevirapine,DBMET00669,12-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1ccnc2c1N=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2C1CC1O,DB00238,DrugBank Augmented
DB00238,Nevirapine,DBMET00727,4-carboxynevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,O=C1Nc2c(C(=O)O)ccnc2N(C2CC2)c2ncccc21,DB00238,DrugBank Augmented
DB00238,Nevirapine,DBMET00685,2-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2c1N=C(O)c1cccnc1N2C1CC1,DB00238,DrugBank Augmented
DB00238,Nevirapine,DBMET00779,8-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1ccnc2c1NC(=O)c1cc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cnc1N2C1CC1,DB00238,DrugBank Augmented
DB00238,Nevirapine,DBMET00712,3-hydroxynevirapine glucuronide,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1c(O)cnc2c1N=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccnc1N2C1CC1,DB00238,DrugBank Augmented
DB00242,Cladribine,DBMET03775,Cladribine diphosphate,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,DB00242,DrugBank Augmented
DB00243,Ranolazine,DBMET02255,CVT-3389,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1ccc(O)c(C)c1NC(=O)CN1CCNCC1,DB00243,DrugBank Augmented
DB00243,Ranolazine,DBMET02251,CVT-2537,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CC(=O)O,DB00243,DrugBank Augmented
DB00245,Benzatropine,DBMET02261,N-desmethyl-4'-hydroxy benztropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,O[C@]1(OC(c2ccccc2)c2ccccc2)C[C@H]2CC[C@@H](C1)N2,DB00245,DrugBank Augmented
DB00246,Ziprasidone,DBMET02985,Ziprasidone Sulfone,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,O=C1Cc2cc(CCN3CCN(C4=NS(=O)(=O)c5ccccc54)CC3)c(Cl)cc2N1,DB00246,DrugBank Augmented
DB00246,Ziprasidone,DBMET02990,"3-(piperazine-1-yl)-1,2-benzisothiazole sulfoxide",O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,O=S1N=C(N2CCNCC2)c2ccccc21,DB00246,DrugBank Augmented
DB00246,Ziprasidone,DBMET02994,S-Methyl-dihydro-ziprasidone-sulfoxide,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,CS(=O)c1ccccc1C(=N)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,DB00246,DrugBank Augmented
DB00250,Dapsone,DBMET01043,Nitroso-dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc(N=O)cc2)cc1,DB00250,DrugBank Augmented
DB00252,Phenytoin,DBMET00990,Phenytoin dihydrodiol,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,O=C1NC(=O)C(C2=CC(O)C(O)C=C2)(c2ccccc2)N1,DB00252,DrugBank Augmented
DB00252,Phenytoin,DBMET00888,Hydroxyphenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,DB00252,DrugBank Augmented
DB00261,Anagrelide,DBMET00676,"2-amino-5,6-dichloro-3,4,-dihydroquinazoline",O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,NC1=NCc2c(ccc(Cl)c2Cl)N1,DB00261,DrugBank Augmented
DB00281,Lidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01090,3-Hydroxymonoethylglycinexylidide,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01089,"2,6-Dimethylaniline (2,6-Xylidine)",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01091,Glycinexylidide (GX),CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C)c1NC(=O)CN,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01129,"4-Hydroxy-2,6-dimethylaniline",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01128,2-Amino-3-methylbenzoate,CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cccc(C(=O)O)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01129,"4-Hydroxy-2,6-dimethylaniline",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1N,DB00281,DrugBank Augmented
DB00281,Lidocaine,DBMET01129,"4-Hydroxy-2,6-dimethylaniline",CCN(CC)CC(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1N,DB00281,DrugBank Augmented
DB00285,Venlafaxine,DBMET00437,"N,O-Didesmethylvenlafaxine",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00285,Venlafaxine,DBMET00958,"N,O-didesmethylvenlafaxine glucuronide",COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CNCC(c1ccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cc1)C1(O)CCCCC1,DB00285,DrugBank Augmented
DB00289,Atomoxetine,DBMET02294,4-hydroxyatomoxetine-O-glucuronide,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCC[C@@H](Oc1ccc(O)cc1OC1OC(O)C(O)C(O)C1O)c1ccccc1,DB00289,DrugBank Augmented
DB00289,Atomoxetine,DBMET02305,N-desmethyl-4-hydroxyatomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Cc1ccccc1O[C@H](CCN)c1ccc(O)cc1,DB00289,DrugBank Augmented
DB00296,Ropivacaine,DBMET03534,4-OH-PPX,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1NC(=O)[C@@H]1CCCCN1,DB00296,DrugBank Augmented
DB00296,Ropivacaine,DBMET03535,3-OH-PPX,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,Cc1ccc(O)c(C)c1NC(=O)[C@@H]1CCCCN1,DB00296,DrugBank Augmented
DB00296,Ropivacaine,DBMET03534,4-OH-PPX,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,Cc1cc(O)cc(C)c1NC(=O)[C@@H]1CCCCN1,DB00296,DrugBank Augmented
DB00296,Ropivacaine,DBMET03535,3-OH-PPX,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,Cc1ccc(O)c(C)c1NC(=O)[C@@H]1CCCCN1,DB00296,DrugBank Augmented
DB00300,Tenofovir disoproxil,DBMET01177,Tenofovir Diphosphate,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,DB00300,DrugBank Augmented
DB00304,Desogestrel,DB00294,Etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,DB00304,DrugBank Augmented
DB00304,Desogestrel,DBMET00488,Glucuronic acid,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,DB00304,DrugBank Augmented
DB00313,Valproic acid,,"2,4-Diene-VPA",CCCC(CCC)C(=O)O,C=C/C=C(\CCC)C(=O)O,DB00313,DrugBank Augmented
DB00313,Valproic acid,DBMET01107,2-n-Propyl-4-oxopentanoic acid,CCCC(CCC)C(=O)O,CCCC(CC(C)=O)C(=O)O,DB00313,DrugBank Augmented
DB00313,Valproic acid,DBMET01109,2-Propylglutaric acid,CCCC(CCC)C(=O)O,CCCC(CCC(=O)O)C(=O)O,DB00313,DrugBank Augmented
DB00313,Valproic acid,DBMET01110,3-Oxovalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(=O)CC,DB00313,DrugBank Augmented
DB00313,Valproic acid,DBMET00062,3-Hydroxyvalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(O)CC,DB00313,DrugBank Augmented
DB00313,Valproic acid,DBMET01110,3-Oxovalproic acid,CCCC(CCC)C(=O)O,CCCC(C(=O)O)C(=O)CC,DB00313,DrugBank Augmented
DB00315,Zolmitriptan,DBMET03120,Indole ethyl alcohol zolmitriptan derivative,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,O=C1N[C@@H](Cc2ccc3[nH]cc(CCO)c3c2)CO1,DB00315,DrugBank Augmented
DB03783,Phenacetin,DBMET00789,Acetaminophen cysteine,CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(SC[C@H](N)C(=O)O)cc1,DB03783,DrugBank Augmented
DB00321,Amitriptyline,DBMET00052,E-10-Hydroxynortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCC/C=C1\c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00321,Amitriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCC/C=C1\c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB00321,Amitriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,NCC/C=C1\c2ccccc2CC(O)c2ccccc21,DB00321,DrugBank Augmented
DB13783,Acemetacin,DBMET01351,O-Desmethyl-N-deschlorobenzoyl indomethacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Cc1[nH]c2ccc(O)cc2c1CC(=O)O,DB13783,DrugBank Augmented
DB00330,Ethambutol,DBMET03257,"2,2'-(Ethylenediimino)di-butryic acid",CC[C@@H](CO)NCCN[C@@H](CC)CO,CC[C@@H](CO)NCCN[C@@H](CC)CO,DB00330,DrugBank Augmented
DB00333,Methadone,DBMET01087,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline (EMDP)",CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC1=NC(C)CC1(c1ccccc1)c1ccccc1,DB00333,DrugBank Augmented
DB00343,Diltiazem,DBMET03221,"N,O-didesmethyl diltiazem",COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CNCCN1C(=O)[C@H](OC(C)=O)[C@H](c2ccc(O)cc2)Sc2ccccc21,DB00343,DrugBank Augmented
DB00343,Diltiazem,DBMET03222,Deacetyl N-monodesmethyl diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CNCCN1C(=O)[C@H](O)[C@H](c2ccc(OC)cc2)Sc2ccccc21,DB00343,DrugBank Augmented
DB00343,Diltiazem,DBMET03226,Deacetyl O-desmethyl diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CN(C)CCN1C(=O)[C@H](O)[C@H](c2ccc(O)cc2)Sc2ccccc21,DB00343,DrugBank Augmented
DB00349,Clobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,O=C1CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DB00349,DrugBank Augmented
DB00349,Clobazam,DBMET03601,4'-hydroxy-N-desmethylclobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,O=C1CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc2N1,DB00349,DrugBank Augmented
DB00352,Tioguanine,DBMET01153,Methyl-thioguanosine monophosphate,Nc1nc(=S)c2[nH]cnc2[nH]1,CSC1N=C(N)Nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,DB00352,DrugBank Augmented
DB00352,Tioguanine,DBMET01154,Thioguanosine diphosphate,Nc1nc(=S)c2[nH]cnc2[nH]1,Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,DB00352,DrugBank Augmented
DB00363,Clozapine,DBMET03597,Desmethylclozapine glucuronide,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,O=C(O)[C@@H]1OC(N2c3ccc(Cl)cc3N=C(N3CCNCC3)c3ccccc32)[C@@H](O)[C@H](O)[C@H]1O,DB00363,DrugBank Augmented
DB00384,Triamterene,DBMET02480,4'-OH-triamterene sulfate,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Nc1nc(N)c2nc(-c3ccc(OS(=O)(=O)O)cc3)c(N)nc2n1,DB00384,DrugBank Augmented
DB00394,Beclomethasone dipropionate,DBMET02591,Beclomethasone (BOH),CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DB00394,DrugBank Augmented
DB00394,Beclomethasone dipropionate,DBMET02591,Beclomethasone (BOH),CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DB00394,DrugBank Augmented
DB00404,Alprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,DB00404,DrugBank Augmented
DB00404,Alprazolam,DBMET02467,"alpha,4-dihydroxy-alprazolam",Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,DB00404,DrugBank Augmented
DB00404,Alprazolam,DBMET02468,Alprazolam benzophenone metabolite,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc(CO)n1-c1ccc(Cl)cc1C(=O)c1ccccc1,DB00404,DrugBank Augmented
DB00409,Remoxipride,DBMET03194,Remoxipride Metabolite NCL 118,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,COc1ccc(Br)c(OC)c1C(=O)NC[C@@H]1CCC(=O)N1,DB00409,DrugBank Augmented
DB00409,Remoxipride,DBMET03194,Remoxipride Metabolite NCL 118,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,COc1ccc(Br)c(OC)c1C(=O)NC[C@@H]1CCC(=O)N1,DB00409,DrugBank Augmented
DB00409,Remoxipride,DBMET03195,Remoxipride Metabolite NCM 001,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,CCN1C(=O)CC[C@@]1(O)CNC(=O)c1c(OC)ccc(Br)c1OC,DB00409,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ncccc3O)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ccc(O)cn3)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1NC(=O)C(Cc2ccc(OCCNc3ccc(O)cn3)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00968,ortho-O-Glucuronide rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ncccc1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00969,ortho-O-Sulfate rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ncccc1OS(=O)(=O)O,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET01111,N-Desmethyl glucuronide rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,O=C1N=C(O)C(Cc2ccc(OCCNc3ncccc3OC3OC(C(=O)O)C(O)C(O)C3O)cc2)S1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET00981,para-O-Glucuronide rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)cn1,DB00412,DrugBank Augmented
DB00412,Rosiglitazone,DBMET01112,para-O-Sulfate rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccc(OS(=O)(=O)O)cn1,DB00412,DrugBank Augmented
DB00421,Spironolactone,DBMET02483,7-alpha-thiomethylspironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,CS[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,DB00421,DrugBank Augmented
DB00425,Zolpidem,DBMET01241,Zolpidem carboxylic acid derivative (M2),Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc(-c2nc3ccc(C(=O)O)cn3c2CC(=O)N(C)C)cc1,DB00425,DrugBank Augmented
DB00425,Zolpidem,DBMET01242,Zolpidem carboxylic acid derivative (M1),Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(-c3ccc(C(=O)O)cc3)c(CC(=O)N(C)C)n2c1,DB00425,DrugBank Augmented
DB00441,Gemcitabine,DBMET00694,"2′,2′-difluorodeoxyuridine monophosphate",Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,O=c1ccn(C2O[C@H](COP(=O)(O)O)[C@@H](O)C2(F)F)c(=O)[nH]1,DB00441,DrugBank Augmented
DB00441,Gemcitabine,DBMET00858,Gemcitabine diphosphate,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)C2(F)F)c(=O)n1,DB00441,DrugBank Augmented
