parent_name,child_name,parent_smiles,child_smiles,origin,source,set,tanimoto
Febuxostat,Febuxostat acyl-glucuronide,"[LogP_[3.0, 4.0)]Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O",Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DB04854,DrugBank,train,0.6617647058823529
Febuxostat,67M-1,"[LogP_[3.0, 4.0)]Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O",Cc1nc(-c2ccc(OCC(C)CO)c(C#N)c2)sc1C(=O)O,DB04854,DrugBank,train,0.8333333333333334
Febuxostat,67M-2,"[LogP_[3.0, 4.0)]Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O",Cc1nc(-c2ccc(OCC(C)(C)O)c(C#N)c2)sc1C(=O)O,DB04854,DrugBank,train,0.7321428571428571
Dronedarone,C-dealkyl-dronedarone,"[LogP_[7.0, 8.0)]CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1",CCCCN(CCCC)CCCOc1ccc(C(=O)O)cc1,DB04855,DrugBank,train,0.4516129032258064
Dronedarone,N-debutyl-dronedarone,"[LogP_[7.0, 8.0)]CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1",CCCCNCCCOc1ccc(C(=O)c2c(CCCC)oc3ccc(NS(C)(=O)=O)cc23)cc1,DB04855,DrugBank,train,0.796875
Nebivolol,4-hydroxy Nebivolol,"[LogP_[2.0, 3.0)]OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1",OC1CC(C(O)CNCC(O)C2CCc3cc(F)ccc3O2)Oc2ccc(F)cc21,DB04861,DrugBank,train,0.782608695652174
Lorcaserin,Lorcaserin sulfamate,"[LogP_[2.0, 3.0)]CC1CNCCc2ccc(Cl)cc21",CC1CN(S(=O)(=O)O)CCc2ccc(Cl)cc21,DB04871,DrugBank,train,0.4772727272727273
Lorcaserin,N-carbamoyl glucuronide lorcaserin,"[LogP_[2.0, 3.0)]CC1CNCCc2ccc(Cl)cc21",CC1CN(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CCc2ccc(Cl)cc21,DB04871,DrugBank,train,0.3559322033898305
Vildagliptin,Vildagliptin M20.7 metabolite,"[LogP_[1.0, 2.0)]N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2",O=C(O)C1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,DB04876,DrugBank,train,0.6862745098039216
Vildagliptin,Vildagliptin M15.3 metabolite,"[LogP_[1.0, 2.0)]N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2",O=C(O)CNC12CC3CC(CC(O)(C3)C1)C2,DB04876,DrugBank,train,0.5319148936170213
Vildagliptin,Vildagliptin M20.2 metabolite,"[LogP_[1.0, 2.0)]N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2",N#CC1CCCN1C(=O)CNC12CC3CC(C1)CC(OC1OC(C(=O)O)C(O)C(O)C1O)(C3)C2,DB04876,DrugBank,train,0.5909090909090909
Vildagliptin,Vildagliptin M20.9 metabolite,"[LogP_[1.0, 2.0)]N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2",N#CC1C(O)C(O)CN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,DB04876,DrugBank,train,0.6181818181818182
Vildagliptin,Vildagliptin M21.6 metabolite,"[LogP_[1.0, 2.0)]N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2",O=C(O)CCCNC(=O)CNC12CC3CC(CC(O)(C3)C1)C2,DB04876,DrugBank,train,0.4310344827586206
Milnacipran,N-Desethyl milnacipran,"[LogP_[1.0, 2.0)]CCN(CC)C(=O)C1(c2ccccc2)CC1CN",CCNC(=O)C1(c2ccccc2)CC1CN,DB04896,DrugBank,train,0.627906976744186
Milnacipran,Milnacipran carbamic acid,"[LogP_[1.0, 2.0)]CCN(CC)C(=O)C1(c2ccccc2)CC1CN",CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)O,DB04896,DrugBank,train,0.6976744186046512
Iloperidone,P-88,"[LogP_[4.0, 5.0)]COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1",COc1cc(C(C)O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,DB04946,Both,train,0.7536231884057971
Iloperidone,P-95,"[LogP_[4.0, 5.0)]COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1",COc1cc(C(=O)O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,DB04946,DrugBank,train,0.8888888888888888
Lofexidine,"N-(2-aminoethyl)-2-(2,6-dichlorophenoxy)propanamide","[LogP_[2.0, 3.0)]CC(Oc1c(Cl)cccc1Cl)C1=NCCN1",CC(Oc1c(Cl)cccc1Cl)C(=O)NCCN,DB04948,DrugBank,train,0.34
Pirfenidone,5-Hydroxy pirfenidone,"[LogP_[2.0, 3.0)]Cc1ccc(=O)n(-c2ccccc2)c1",O=c1ccc(CO)cn1-c1ccccc1,DB04951,DrugBank,train,0.5454545454545454
Ataluren,ataluren-O-1β-acyl glucuronide,"[LogP_[3.0, 4.0)]O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1",O=C(Oc1c(O)c(O)c(O)c(O)c1CO)c1cccc(-c2noc(-c3ccccc3F)n2)c1,DB05016,DrugBank,train,0.6071428571428571
Ganaxolone,16-OH ganaxolone,"[LogP_[4.0, 5.0)]CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C",CC(=O)C1C(O)CC2C3CCC4CC(C)(O)CCC4(C)C3CCC21C,DB05087,DrugBank,train,0.6595744680851063
Dexlansoprazole,5-Hydroxy dexlansoprazole,"[LogP_[3.0, 4.0)]Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1",Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2cc(O)ccc2[nH]1,DB05351,DrugBank,train,0.7857142857142857
Dexlansoprazole,4-Sulfonyloxy dexlansoprazole,"[LogP_[3.0, 4.0)]Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1",Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2c(OS(=O)(=O)O)cccc2[nH]1,DB05351,DrugBank,train,0.65625
Dexlansoprazole,5-Glucuronyloxy dexlansoprazole,"[LogP_[3.0, 4.0)]Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1",Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2[nH]1,DB05351,DrugBank,train,0.5733333333333334
Telaprevir,Pyrazinoic acid,"[LogP_[2.0, 3.0)]CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1",O=C(O)c1cnccn1,DB05521,DrugBank,train,0.2
Cariprazine,Desmethyl cariprazine,"[LogP_[4.0, 5.0)]CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1",CNC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,DB06016,DrugBank,train,0.7678571428571429
Cariprazine,Didesmethyl cariprazine,"[LogP_[4.0, 5.0)]CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1",NC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,DB06016,DrugBank,train,0.7636363636363637
Mianserin,"(R)-mianserin, N-Desmethyl","[LogP_[3.0, 4.0)]CN1CCN2c3ccccc3Cc3ccccc3C2C1",c1ccc2c(c1)Cc1ccccc1N1CCNCC21,DB06148,Both,train,0.5609756097560976
Mianserin,"(R)-mianserin, 8-hydroxy","[LogP_[3.0, 4.0)]CN1CCN2c3ccccc3Cc3ccccc3C2C1",CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,DB06148,Both,train,0.7317073170731707
Mianserin,"(R)-mianserin, N-oxide","[LogP_[3.0, 4.0)]CN1CCN2c3ccccc3Cc3ccccc3C2C1",C[N+]1([O-])CCN2c3ccccc3Cc3ccccc3C2C1,DB06148,Both,train,0.5581395348837209
Mianserin,8-Hydroxymianserin,"[LogP_[3.0, 4.0)]CN1CCN2c3ccccc3Cc3ccccc3C2C1",CN1CCN2c3ccc(O)cc3Cc3ccccc3C2C1,DB06148,Both,train,0.7317073170731707
Rufinamide,CGP-47292,"[LogP_[0.0, 1.0)]NC(=O)c1cn(Cc2c(F)cccc2F)nn1",O=C(O)c1cn(Cc2c(F)cccc2F)nn1,DB06201,DrugBank,train,0.7837837837837838
Tapentadol,Hydroxy tapentadol,"[LogP_[3.0, 4.0)]CCC(c1cccc(O)c1)C(C)CN(C)C",CCC(c1cc(O)cc(O)c1)C(C)CN(C)C,DB06204,DrugBank,train,0.7142857142857143
Tapentadol,Tapentadol sulfonate,"[LogP_[3.0, 4.0)]CCC(c1cccc(O)c1)C(C)CN(C)C",CCC(c1cccc(S(=O)(=O)O)c1)C(C)CN(C)C,DB06204,DrugBank,train,0.6428571428571429
Tapentadol,Tapentadol glucuronide,"[LogP_[3.0, 4.0)]CCC(c1cccc(O)c1)C(C)CN(C)C",CCC(c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1)C(C)CN(C)C,DB06204,DrugBank,train,0.4736842105263157
Tapentadol,N-Desmethyl tapentadol,"[LogP_[3.0, 4.0)]CCC(c1cccc(O)c1)C(C)CN(C)C",CCC(c1cccc(O)c1)C(C)CNC,DB06204,DrugBank,train,0.6410256410256411
Silodosin,Silodosin glucuronide,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(Cc1cc2c(c(C(N)=O)c1)N(CCCOC1OC(C(=O)O)C(O)C(O)C1O)CC2)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.7325581395348837
Silodosin,KMD-3293,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(Cc1cc2c(c(C(N)=O)c1)N(CCC(=O)O)CC2)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.8356164383561644
Silodosin,KMD-3241,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(Cc1cc(C(N)=O)c2c(ccn2CCCO)c1)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.6883116883116883
Silodosin,KMD-3289,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(Cc1cc2c(c(C(N)=O)c1)NCC2)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.6578947368421053
Silodosin,Silodosin N-dealkylated metabolite,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.3098591549295774
Silodosin,Silodosin sulfated metabolite,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(Cc1cc2c(c(C(N)=O)c1)N(CCCOS(=O)(=O)O)CC2)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.8289473684210527
Silodosin,Silodosin gluosylated metabolite,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(Cc1cc2c(c(C(N)=O)c1)N(CCCOC1OC(CO)C(O)C(O)C1O)CC2)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank,train,0.7529411764705882
Silodosin,Silodosin hydroxylated metabolite,"[LogP_[3.0, 4.0)]CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F",CC(NCCOc1ccccc1OCC(F)(F)F)C(O)c1cc2c(c(C(N)=O)c1)N(CCCO)CC2,DB06207,DrugBank,train,0.7532467532467533
Prasugrel,R-95913,"[LogP_[3.0, 4.0)]CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2",O=C(C1CC1)C(c1ccccc1F)N1CCc2sc(O)cc2C1,DB06209,DrugBank,train,0.7288135593220338
Doripenem,doripenem-M1,"[LogP_[-2.0, -1.0)]CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12",CC(O)C(C(=O)O)C1NC(C(=O)O)C(SC2CNC(CNS(N)(=O)=O)C2)C1C,DB06211,DrugBank,train,0.44
Lacosamide,O-Desmethyl lacosamide,"[LogP_[0.0, 1.0)]COCC(NC(C)=O)C(=O)NCc1ccccc1",CC(=O)NC(CO)C(=O)NCc1ccccc1,DB06218,DrugBank,train,0.7368421052631579
Nalmefene,Nalmefene 3-O-glucuronide,"[LogP_[2.0, 3.0)]C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5",C=C1CCC2(O)C3Cc4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)c5c4C2(CCN3CC2CC2)C1O5,DB06230,DrugBank,train,0.6438356164383562
Nalmefene,Nalmefene 3-O-sulfate,"[LogP_[2.0, 3.0)]C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5",C=C1CCC2(O)C3Cc4ccc(OS(=O)(=O)O)c5c4C2(CCN3CC2CC2)C1O5,DB06230,DrugBank,train,0.734375
Nalmefene,Nornalmefene,"[LogP_[2.0, 3.0)]C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5",C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DB06230,DrugBank,train,0.5932203389830508
Maribavir,VP 44469,"[LogP_[1.0, 2.0)]CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O",Nc1nc2cc(Cl)c(Cl)cc2n1C1OC(CO)C(O)C1O,DB06234,DrugBank,train,0.6538461538461539
Vadimezan,6-Hydroxy-MXAA,"[LogP_[3.0, 4.0)]Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C",Cc1c(CO)ccc2c(=O)c3cccc(CC(=O)O)c3oc12,DB06235,Both,train,0.775
Amrubicin,Amrubicin Met A,"[LogP_[0.0, 1.0)]CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O",CC(=O)C1(N)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O,DB06263,DrugBank,train,0.5
Amrubicin,amrubicinol,"[LogP_[0.0, 1.0)]CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O",CC(O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CCC(O)C(O)O2)C1)C(=O)c1ccccc1C3=O,DB06263,DrugBank,train,0.5882352941176471
Levocetirizine,Levocetirizine N-oxide Metabolite (M3),"[LogP_[3.0, 4.0)]O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1",O=C(O)COCC[N+]1(O)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,DB06282,DrugBank,train,0.6730769230769231
Levocetirizine,Levocetirizine O-dealkylated Metabolite (M6),"[LogP_[3.0, 4.0)]O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1",O=C(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,DB06282,DrugBank,train,0.6739130434782609
Levocetirizine,Levocetirizine Taurine Conjugated Metabolite (M8),"[LogP_[3.0, 4.0)]O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1",O=C(COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1)NCCS(=O)(=O)O,DB06282,DrugBank,train,0.6842105263157895
Levocetirizine,Levocetirizine N-dealkylated and Aromatic Hydroxylated Metabolite (M9),"[LogP_[3.0, 4.0)]O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1",Oc1ccc(C(O)c2ccc(Cl)cc2)cc1,DB06282,DrugBank,train,0.24
Saxagliptin,5-hydroxy saxagliptin,"[LogP_[1.0, 2.0)]N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2",N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(O)(CC(O)(C3)C1)C2,DB06335,DrugBank,train,0.8297872340425532
Ambrisentan,Ambrisentan glucuronide,"[LogP_[3.0, 4.0)]COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O",COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DB06403,DrugBank,train,0.5964912280701754
Ambrisentan,4-hydroxymethyl ambrisentan,"[LogP_[3.0, 4.0)]COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O",COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(CO)n1)C(=O)O,DB06403,DrugBank,train,0.8
Lonafarnib,Lonafarnib metabolite M1,"[LogP_[5.0, 6.0)]NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1",NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O,DB06448,DrugBank,train,0.8115942028985508
Ceftaroline fosamil,ceftaroline,"[LogP_[-1.0, 0.0)]CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)(O)O)n1",CCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nc(=NP(=O)(O)O)s[nH]1,DB06590,DrugBank,train,0.6601941747572816
Midostaurin,CGP 52421,"[LogP_[5.0, 6.0)]COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4",COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O,DB06595,DrugBank,train,0.7662337662337663
Midostaurin,CGP 62221,"[LogP_[5.0, 6.0)]COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4",CN(C(=O)c1ccccc1)C1CC2OC(C)(C1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,DB06595,DrugBank,train,0.8450704225352113
Tafenoquine,"5,6-ortho-quinone","[LogP_[5.0, 6.0)]COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1",COc1cc(C)c2c(n1)C(NC(C)CCCN)=CC(=O)C2=O,DB06608,DrugBank,train,0.3974358974358974
Bosutinib,N-desmethylbosutinib,"[LogP_[5.0, 6.0)]COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl",COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCNCC4)c(OC)cc23)c(Cl)cc1Cl,DB06616,DrugBank,train,0.8461538461538461
Bosutinib,Oxydechlorinated bosutinib,"[LogP_[5.0, 6.0)]COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl",COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1O,DB06616,DrugBank,train,0.8615384615384616
Vicriviroc,O-Desmethylvicriviroc,"[LogP_[4.0, 5.0)]COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C",Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(CO)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1,DB06652,Both,train,0.8382352941176471
Vicriviroc,Vicriviroc hydroxylamine,"[LogP_[4.0, 5.0)]COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C",COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN(O)C3C)CC2)CC1C,DB06652,DrugBank,train,0.7236842105263158
Vicriviroc,Vicriviroc N-oxide,"[LogP_[4.0, 5.0)]COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C",COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)nc[n+]([O-])c3C)CC2)CC1C,DB06652,Both,train,0.8108108108108109
Vicriviroc,N-Desalkylvicriviroc,"[LogP_[4.0, 5.0)]COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C",Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCNC(C)C2)CC1,DB06652,Both,train,0.4861111111111111
Vicriviroc,"N,N-Desalkylvicriviroc","[LogP_[4.0, 5.0)]COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C",COCC(NCCNC1(C)CCN(C(=O)c2c(C)ncnc2C)CC1)c1ccc(C(F)(F)F)cc1,DB06652,DrugBank,train,0.5769230769230769
Vicriviroc,Vicriviroc carboxylic acid,"[LogP_[4.0, 5.0)]COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C",Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(C(=O)O)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1,DB06652,DrugBank,train,0.7464788732394366
Arverapamil,"(2R)-5-{[2-(3,4-dimethoxyphenyl)ethyl]amino}-2-(3-methoxyphenyl)-2-(propan-2-yl)pentanenitrile","[LogP_[4.0, 5.0)]COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC",COc1cccc(C(C#N)(CCCNCCc2ccc(OC)c(OC)c2)C(C)C)c1,DB06669,Both,train,0.8148148148148148
Arverapamil,(2R)-5-amino-2-(3-methoxyphenyl)-2-(propan-2-yl)pentanenitrile,"[LogP_[4.0, 5.0)]COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC",COc1cccc(C(C#N)(CCCN)C(C)C)c1,DB06669,Both,train,0.4482758620689655
Arverapamil,"3,4-Dimethoxybenzeneacetaldehyde","[LogP_[4.0, 5.0)]COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC",COc1ccc(CC=O)cc1OC,DB06669,Both,train,0.3461538461538461
Odanacatib,M6 (Odanacatib),"[LogP_[4.0, 5.0)]CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1",CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C2=NC(C(=O)NCC(=O)O)CS2)CC1,DB06670,DrugBank,train,0.5769230769230769
Odanacatib,M9 (Odanacatib),"[LogP_[4.0, 5.0)]CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1",CS(=O)(=O)c1ccc(-c2ccc(C(OC3OC(C(=O)O)C(O)C(O)C3O)C(F)(F)F)cc2)cc1,DB06670,DrugBank,train,0.3157894736842105
Odanacatib,M10 (Odanacatib),"[LogP_[4.0, 5.0)]CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1",CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DB06670,DrugBank,train,0.5
Odanacatib,M8 (Odanacatib),"[LogP_[4.0, 5.0)]CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1",CC(F)(CO)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DB06670,DrugBank,train,0.8620689655172413
Laquinimod,"5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide","[LogP_[3.0, 4.0)]CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1",CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccc(O)cc1,DB06685,Both,train,0.875
Laquinimod,"5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide","[LogP_[3.0, 4.0)]CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1",Cn1c(=O)c(C(=O)Nc2ccccc2)c(O)c2c(Cl)cccc21,DB06685,Both,train,0.6037735849056604
Laquinimod,"5-chloro-N-ethyl-4-hydroxy-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide","[LogP_[3.0, 4.0)]CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1",CCN(C(=O)c1c(O)c2c(Cl)cccc2[nH]c1=O)c1ccccc1,DB06685,DrugBank,train,0.6181818181818182
Laquinimod,"5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide","[LogP_[3.0, 4.0)]CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1",CCN(C(=O)c1c(O)c2c(Cl)ccc(O)c2n(C)c1=O)c1ccccc1,DB06685,Both,train,0.7169811320754716
Laquinimod,"5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide","[LogP_[3.0, 4.0)]CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1",CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1,DB06685,Both,train,0.7843137254901961
