parent_id,parent_name,child_id,child_name,enzymes,parent_smiles,child_smiles,tanimoto
DB00500,Tolmetin,DBMET00652,Tolmetin glucuronide,,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Cc1ccc(C(=O)c2ccc(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)n2C)cc1,0.5769230769230769
DB00502,Haloperidol,DBMET00333,4-(4-Chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-pyridinium (HPP+),Cytochrome P450 3A4,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,0.43636363636363634
DB00502,Haloperidol,DBMET00103,4-(4-chlorophenyl)-4-hydroxypiperidine,Cytochrome P450 3A4,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,OC1(c2ccc(Cl)cc2)CCNCC1,0.3958333333333333
DB00502,Haloperidol,DBMET00104,Reduced haloperidol,"Carbonyl reductase [NADPH] 1, Cytochrome P450 3A4",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.6346153846153846
DB00502,Haloperidol,DBMET00105,Haloperidol glucuronide,UDP-glucuronosyltransferase 1A9,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1CCC(OC2OC(C(=O)O)C(O)C(O)C2O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.5757575757575758
DB00502,Haloperidol,DBMET00106,"Haloperidol 1,2,3,6-tetrahydropyridine",Cytochrome P450 3A4,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.5818181818181818
DB00502,Haloperidol,DBMET01676,p-Fluorobenzoylpropionic acid and 4-(4-chlorophenyl)-4-hydroxypiperidine,"Cytochrome P450 3A4, Cytochrome P450 2D6",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(O)CCC(=O)c1ccc(F)cc1,0.375
DB00502,Haloperidol,DBMET00252,fluorobenzoylpropionic acid,Cytochrome P450 1A2,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(O)CCC(=O)c1ccc(F)c(F)c1,0.3018867924528302
DBMET00104,Reduced haloperidol,DBMET01211,Haloperidol reduced pyridinium ion derivative,,OC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1,0.46153846153846156
DBMET00106,"Haloperidol 1,2,3,6-tetrahydropyridine",DBMET01212,Haloperidol pyridinium ion derivative,,O=C(CCCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,0.42857142857142855
DBMET01211,Haloperidol reduced pyridinium ion derivative,DBMET01212,Haloperidol pyridinium ion derivative,Cytochrome P450 3A4,OC(CCC[n+]1ccc(-c2ccc(Cl)cc2)cc1)c1ccc(F)cc1,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,0.22807017543859648
DB00503,Ritonavir,DBMET01182,Ritonavir metabolite M1,"Cytochrome P450 3A5, Cytochrome P450 3A4",CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(N)Cc2ccccc2)C(C)C)cs1,0.7088607594936709
DB00503,Ritonavir,DBMET01183,Ritonavir metabolite M11,"Cytochrome P450 3A4, Cytochrome P450 3A5",CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CNC(=O)NC(C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)OCc1cncs1)C(C)C,0.7
DB00503,Ritonavir,DBMET00084,N-Desmethylritonavir,"Cytochrome P450 3A5, Cytochrome P450 3A4, Cytochrome P450 2D6",CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CNC(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.8048780487804879
DB00503,Ritonavir,DBMET00385,Hydroxy Ritonavir,"Cytochrome P450 3A4, Cytochrome P450 3A5",CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)C(NC(=O)N(C)Cc1csc(C(C)(C)O)n1)C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)OCc1cncs1,0.8313253012048193
DB00507,Nitazoxanide,DBMET01012,Tizoxanide,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,0.6875
DB00507,Nitazoxanide,DBMET01013,Tizoxanide glucuronide,,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O,0.5873015873015873
DB00513,Aminocaproic acid,DBMET00501,Adipic acid,,NCCCCCC(=O)O,O=C(O)CCCCC(=O)O,0.6470588235294118
DB00514,Dextromethorphan,DB14682,Dextrorphan,"Cytochrome P450 2D6, Cytochrome P450 2C9",COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,0.7083333333333334
DB00514,Dextromethorphan,DBMET00225,(+)-3-Methoxymorphinan,"Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2D6, Cytochrome P450 2C9",COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,COc1ccc2c(c1)C13CCCCC1C(C2)NCC3,0.6078431372549019
DB14682,Dextrorphan,DBMET00595,Dextrorphan O-glucuronide,"UDP-glucuronosyltransferases (UGTs), UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 2B17",CN1CCC23CCCCC2C1Cc1ccc(O)cc13,CN1CCC23CCCCC2C1Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc13,0.546875
DB14682,Dextrorphan,DBMET01317,Dextrorphan sulfate,,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,CN1CCC23CCCCC2C1Cc1ccc(OS(=O)(=O)O)cc13,0.660377358490566
DB14682,Dextrorphan,DBMET01318,3-Hydroxymorphinan,"Cytochrome P450 3A4, Cytochrome P450 2D6",CN1CCC23CCCCC2C1Cc1ccc(O)cc13,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,0.5714285714285714
DBMET00225,(+)-3-Methoxymorphinan,DBMET01318,3-Hydroxymorphinan,Cytochrome P450 2D6,COc1ccc2c(c1)C13CCCCC1C(C2)NCC3,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,0.6739130434782609
DBMET01318,3-Hydroxymorphinan,DBMET01319,3-Hydroxymorphinan O-glucuronide,"UDP-glucuronosyltransferases (UGTs), UDP-glucuronosyltransferase 2B4, UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 2B17",Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,O=C(O)C1OC(Oc2ccc3c(c2)C24CCCCC2C(C3)NCC4)C(O)C(O)C1O,0.5245901639344263
DBMET01318,3-Hydroxymorphinan,DBMET01320,3-Hydroxymorphinan sulfate,,Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,O=S(=O)(O)Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,0.64
DB00518,Albendazole,DBMET00790,albendazole sulfone,,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCCS(=O)(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,0.6037735849056604
DB00518,Albendazole,DBMET00791,albendazole sulfoxide,,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCC[S+]([O-])c1ccc2[nH]c(NC(=O)OC)nc2c1,0.5178571428571429
DB00521,Carteolol,DBMET00311,8-Hydroxycarteolol,Cytochrome P450 2D6,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CC(C)(C)NCC(O)COc1ccc(O)c2c1CCC(O)=N2,0.5172413793103449
DB00530,Erlotinib,DBMET01790,2-(4-(3-Ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl)oxyethanol,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A1, Cytochrome P450 1A2",C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,0.9038461538461539
DB00531,Cyclophosphamide,DBMET00019,4-Hydroxycyclophosphamide,"Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 2C19, Cytochrome P450 3A7",O=P1(N(CCCl)CCCl)NCCCO1,O=P1(N(CCCl)CCCl)NC(O)CCO1,0.5405405405405406
DB00531,Cyclophosphamide,DBMET00020,Dechloroethyl cyclophosphamide,"Cytochrome P450 3A4, Cytochrome P450 3A7",O=P1(N(CCCl)CCCl)NCCCO1,O=P1(NCCCl)NCCCO1,0.4864864864864865
DBMET00019,4-Hydroxycyclophosphamide,DBMET01076,4-Ketocyclophosphamide,Cytochrome P450 3A7,O=P1(N(CCCl)CCCl)NC(O)CCO1,O=C1CCOP(=O)(N(CCCl)CCCl)N1,0.5
DBMET00658,Aldophosphamide,DBMET01088,Carboxyphosphamide,,NP(=O)(OCCC=O)N(CCCl)CCCl,NP(=O)(OCCC(=O)O)N(CCCl)CCCl,0.5833333333333334
DBMET00658,Aldophosphamide,DBMET01123,Alcophosphamide,"Alcohol dehydrogenase 1A, Aldo-keto reductase family 1 member A1",NP(=O)(OCCC=O)N(CCCl)CCCl,NP(=O)(OCCCO)N(CCCl)CCCl,0.6
DBMET00658,Aldophosphamide,DBMET01147,Phosphoramide Mustard,,NP(=O)(OCCC=O)N(CCCl)CCCl,NP(=O)(O)N(CCCl)CCCl,0.42424242424242425
DB00532,Mephenytoin,DBMET00278,S-Nirvanol,Cytochrome P450 2B6,CCC1(c2ccccc2)NC(=O)N(C)C1=O,CCC1(c2ccccc2)N=C(O)N=C1O,0.29545454545454547
DB00532,Mephenytoin,DBMET00056,Nirvanol,"Cytochrome P450 2C9, Cytochrome P450 2B6",CCC1(c2ccccc2)NC(=O)N(C)C1=O,CCC1(c2ccccc2)NC(=O)NC1=O,0.5555555555555556
DB00532,Mephenytoin,DBMET00057,S-4-Hydroxymephenytoin,Cytochrome P450 2C19,CCC1(c2ccccc2)NC(=O)N(C)C1=O,CCC1(c2ccc(O)cc2)N=C(O)N(C)C1=O,0.3333333333333333
DB00533,Rofecoxib,DBMET00169,5-Hydroxyrofecoxib,"Cytochrome P450 1A2, Cytochrome P450 3A4",CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,0.5227272727272727
DB00533,Rofecoxib,DBMET00170,Dihydro-5-hydroxyrofecoxib,Prostaglandin G/H synthase 1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2C(O)OC(=O)C2c2ccccc2)cc1,0.3877551020408163
DB00533,Rofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",Prostaglandin G/H synthase 1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,0.32
DBMET00172,"Rofecoxib-erythro-3,4-dihydrohydroxy acid",DBMET01292,cis-Dihydrorofecoxib,,CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,CS(=O)(=O)c1ccc(C2COC(=O)C2c2ccccc2)cc1,0.3018867924528302
DBMET00170,Dihydro-5-hydroxyrofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",,CS(=O)(=O)c1ccc(C2C(O)OC(=O)C2c2ccccc2)cc1,CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,0.32075471698113206
DBMET00169,5-Hydroxyrofecoxib,DBMET01294,5-Hydroxyrofecoxib O-glucuronide,UDP-glucuronosyltransferases (UGTs),CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2OC2OC(C(=O)O)C(O)C(O)C2O)cc1,0.5740740740740741
DB00537,Ciprofloxacin,DBMET02516,Formylciprofloxacin,,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.7358490566037735
DB00537,Ciprofloxacin,DBMET02517,oxociprofloxacin,,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,0.7735849056603774
DB00537,Ciprofloxacin,DBMET02518,Sulfociprofloxacin,,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCN(S(=O)(=O)O)CC3)c(F)cc2c1=O,0.7222222222222222
DBMET02517,oxociprofloxacin,DBMET02515,Desethylene ciprofloxacin,,O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,NCCNc1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.532258064516129
DB00539,Toremifene,DBMET00394,N-desmethyltoremifene,Cytochrome P450 3A4,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,CNCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,0.7045454545454546
DB00542,Benazepril,DB14125,Benazeprilat,,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,0.8
DB00543,Amoxapine,DBMET00775,7-hydroxyamoxapine,,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,Oc1ccc2c(c1)Oc1ccc(Cl)cc1C(N1CCNCC1)=N2,0.75
DB00543,Amoxapine,DBMET00776,8-hydroxyamoxapine,,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,Oc1ccc2c(c1)N=C(N1CCNCC1)c1cc(Cl)ccc1O2,0.7446808510638298
DB00545,Pyridostigmine,DBMET03285,3-hydroxy-N-methyl-pyridinium,"Acetylcholinesterase, Cholinesterase",CN(C)C(=O)Oc1ccc[n+](C)c1,C[n+]1cccc(O)c1,0.4117647058823529
DB00546,Adinazolam,DBMET00280,desmethyladinazolam,"Cytochrome P450 2C19, Cytochrome P450 3A4",CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,NCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.78
DB00546,Adinazolam,DBMET00112,alpha-Hydroxyalprazolam,,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.7647058823529411
DB00549,Zafirlukast,DBMET00307,Zafirlukast metabolite M5,"Cytochrome P450 2C9, Cytochrome P450 3A4",COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12,0.8589743589743589
DB00549,Zafirlukast,DBMET01791,3-hydroxycyclopentyl N-[3-({2-methoxy-4-[(2-methylbenzenesulfonyl)carbamoyl]phenyl}methyl)-1-methylindol-5-yl]carbamate,"Cytochrome P450 2C9, Cytochrome P450 3A4",COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCC(O)C3)cc12,0.8589743589743589
DB00549,Zafirlukast,DBMET01250,Zafirlukast metabolite M1,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N)cc12,0.6883116883116883
DBMET01250,Zafirlukast metabolite M1,DBMET01251,Zafirlukast metabolite M2,"Arylamine N-acetyltransferase 1, Arylamine N-acetyltransferase 2",COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(C)=O)cc12,0.7910447761194029
DBMET00307,Zafirlukast metabolite M5,DBMET01254,Zafirlukast metabolite M8,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)OC3CCCC3)cc12,0.7349397590361446
DBMET01251,Zafirlukast metabolite M2,DBMET01252,Zafirlukast metabolite M4,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(C)=O)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(C)=O)cc12,0.8382352941176471
DBMET01254,Zafirlukast metabolite M8,DBMET01253,Zafirlukast metabolite M3,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(C)=O)cc12,0.7945205479452054
DBMET01252,Zafirlukast metabolite M4,DBMET01253,Zafirlukast metabolite M3,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(C)=O)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(C)=O)cc12,0.6891891891891891
DB00554,Piroxicam,DBMET00304,5'-Hydroxypiroxicam,Cytochrome P450 2C9,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2ccccc2S1(=O)=O,0.7659574468085106
DB00555,Lamotrigine,DBMET00466,lamotrigine-2-N-glucuronide,UDP-glucuronosyltransferases (UGTs),Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Nc1nc(N)[n+](C2OC(C(=O)O)C(O)C(O)C2O)nc1-c1cccc(Cl)c1Cl,0.4
DB00557,Hydroxyzine,DB00341,Cetirizine,"Cytochrome P450 3A4, Cytochrome P450 3A5",OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.7446808510638298
DB00559,Bosentan,DBMET00133,Bosentan metabolite Ro 48-5033,"Cytochrome P450 2C9, Cytochrome P450 3A4",COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO,0.9032258064516129
DB00559,Bosentan,DBMET00134,Bosentan metabolite Ro 47-8634,"Cytochrome P450 3A4, Cytochrome P450 2C9",COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,0.8548387096774194
DBMET00133,Bosentan metabolite Ro 48-5033,DBMET01237,Bosentan metabolite Ro 64-1056,,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(CO)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,0.875
DBMET00134,Bosentan metabolite Ro 47-8634,DBMET01237,Bosentan metabolite Ro 64-1056,,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,CC(C)(CO)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1,0.8870967741935484
DB00563,Methotrexate,DBMET00467,7-hydroxymethotrexate,Aldehyde oxidase,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CN(Cc1nc2c(N)[nH]c(=N)[nH]c-2nc1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0.5921052631578947
DB00564,Carbamazepine,DBMET00291,"10,11-Epoxycarbamazepine","Cytochrome P450 3A5, Cytochrome P450 3A4, Cytochrome P450 2C8",NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C2OC2c2ccccc21,0.5666666666666667
DB00564,Carbamazepine,DBMET00804,"Carbamazepine 2,3-epoxide",,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1C2=CC3OC3C=C2C=Cc2ccccc21,0.6216216216216216
DB00564,Carbamazepine,DBMET00710,3-hydroxycarbamazepine,"Cytochrome P450 3A4, Cytochrome P450 2B6",NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,0.7419354838709677
DBMET00710,3-hydroxycarbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine","Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5",NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,NC(=O)N1c2ccccc2C=Cc2cc(O)c(O)cc21,0.7222222222222222
DBMET00804,"Carbamazepine 2,3-epoxide",DBMET00681,2-hydroxycarbamazepine,,NC(=O)N1C2=CC3OC3C=C2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,0.5111111111111111
DBMET00291,"10,11-Epoxycarbamazepine",DBMET00806,"10,11-Dihydroxycarbamazepine",Epoxide hydrolase 1,NC(=O)N1c2ccccc2C2OC2c2ccccc21,NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21,0.7142857142857143
DBMET00681,2-hydroxycarbamazepine,DBMET00684,2-hydroxyiminostilbene,Cytochrome P450 3A4,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,Oc1ccc2c(c1)C=Cc1ccccc1N2,0.4
DBMET00684,2-hydroxyiminostilbene,DBMET02600,Iminoquinone,,Oc1ccc2c(c1)C=Cc1ccccc1N2,NC(=O)N1c2ccccc2C=Cc2cc(O)c(O)cc21,0.2727272727272727
DB00568,Cinnarizine,DBMET01193,Cinnarizine metabolite M1,"Cytochrome P450 2C9, Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2A6",C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,0.4473684210526316
DB00568,Cinnarizine,DBMET01194,Cinnarizine metabolite M2,Cytochrome P450 2D6,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Oc1ccc(C=CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,0.8157894736842105
DB00568,Cinnarizine,DBMET01196,Cinnarizine metabolite M4,Cytochrome P450 2B6,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Oc1ccc(C(c2ccccc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,0.8421052631578947
DB00568,Cinnarizine,DBMET01631,1-Cinnamylpiperazine,"Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2A6",C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C(=Cc1ccccc1)CN1CCNCC1,0.5789473684210527
DB00571,Propranolol,DBMET00268,N-desisopropylpropranolol,Cytochrome P450 1A2,CC(C)NCC(O)COc1cccc2ccccc12,NCC(O)COc1cccc2ccccc12,0.6153846153846154
DB00571,Propranolol,DBMET00310,4'-hydroxypropanolol,Cytochrome P450 2D6,CC(C)NCC(O)COc1cccc2ccccc12,CC(C)NCC(O)COc1ccc(O)c2ccccc12,0.7073170731707317
DB00571,Propranolol,DBMET02586,Propranolol Glucuronide,,CC(C)NCC(O)COc1cccc2ccccc12,CC(C)NCC(COc1cccc2ccccc12)OC1OC(C(=O)O)C(O)C(O)C1O,0.5087719298245614
DB00571,Propranolol,DBMET02587,α-Naphthoxylactic Acid,,CC(C)NCC(O)COc1cccc2ccccc12,O=C(O)C(O)COc1cccc2ccccc12,0.5365853658536586
DB00573,Fenoprofen,DBMET00854,Fenoprofen glucuronide,,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CC(C(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(Oc2ccccc2)c1,0.5625
DB00573,Fenoprofen,DBMET00744,4'-hydroxyfenoprofen glucuronide,,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CC(C(=O)O)c1cccc(Oc2ccc(OC3C(O)C(O)OC(C(=O)O)C3O)cc2)c1,0.5833333333333334
DB00574,Fenfluramine,DBMET00316,norfenfluramine,"Cytochrome P450 2D6, Cytochrome P450 1A2",CCNC(C)Cc1cccc(C(F)(F)F)c1,CC(N)Cc1cccc(C(F)(F)F)c1,0.6388888888888888
DBMET00316,norfenfluramine,DBMET03178,1-(3-trifluoromethyl-phenyl)-propan-2-one,,CC(N)Cc1cccc(C(F)(F)F)c1,CC(=O)Cc1cccc(C(F)(F)F)c1,0.5277777777777778
DBMET00316,norfenfluramine,DBMET03179,N-hydroxynorfenfluramine,,CC(N)Cc1cccc(C(F)(F)F)c1,CC(Cc1cccc(C(F)(F)F)c1)NO,0.6571428571428571
DBMET03178,1-(3-trifluoromethyl-phenyl)-propan-2-one,DBMET03180,1-(3-trifluoromethyl-phenyl)-propan-2-ol,,CC(=O)Cc1cccc(C(F)(F)F)c1,CC(O)Cc1cccc(C(F)(F)F)c1,0.5555555555555556
