parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles
DB00559,Bosentan,DBMET00133,Bosentan metabolite Ro 48-5033,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00559,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO
DB00559,Bosentan,DBMET00134,Bosentan metabolite Ro 47-8634,"Cytochrome P450 3A4, Cytochrome P450 2C9",DB00559,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,CC(C)(C)c1ccc(S(=O)(=O)Nc2nc(-c3ncccn3)nc(OCCO)c2Oc2ccccc2O)cc1
DB00563,Methotrexate,DBMET00467,7-hydroxymethotrexate,Aldehyde oxidase,DB00563,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CN(Cc1nc2c(N)[nH]c(=N)[nH]c-2nc1=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
DB00564,Carbamazepine,DBMET00291,"10,11-Epoxycarbamazepine","Cytochrome P450 3A5, Cytochrome P450 3A4, Cytochrome P450 2C8",DB00564,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C2OC2c2ccccc21
DB00564,Carbamazepine,DBMET00804,"Carbamazepine 2,3-epoxide",,DB00564,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1C2=CC3OC3C=C2C=Cc2ccccc21
DB00564,Carbamazepine,DBMET00710,3-hydroxycarbamazepine,"Cytochrome P450 3A4, Cytochrome P450 2B6",DB00564,NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21
DB00565,Cisatracurium,DBMET00636,laudanosine,,DB00565,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC
DB00568,Cinnarizine,DBMET01193,Cinnarizine metabolite M1,"Cytochrome P450 2C9, Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 2A6",DB00568,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,c1ccc(C(c2ccccc2)N2CCNCC2)cc1
DB00568,Cinnarizine,DBMET01194,Cinnarizine metabolite M2,Cytochrome P450 2D6,DB00568,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Oc1ccc(C=CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1
DB00568,Cinnarizine,DBMET01196,Cinnarizine metabolite M4,Cytochrome P450 2B6,DB00568,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Oc1ccc(C(c2ccccc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
DB00568,Cinnarizine,DBMET01631,1-Cinnamylpiperazine,"Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2A6",DB00568,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,C(=Cc1ccccc1)CN1CCNCC1
DB00570,Vinblastine,DBMET00398,Desacetylvinblastine,Cytochrome P450 3A4,DB00570,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@@H]3C45CCN4CC=C[C@](CC)([C@H]45)[C@@H](O)[C@]3(O)C(=O)OC)C2)C1
DB00571,Propranolol,DBMET00268,N-desisopropylpropranolol,Cytochrome P450 1A2,DB00571,CC(C)NCC(O)COc1cccc2ccccc12,NCC(O)COc1cccc2ccccc12
DB00571,Propranolol,DBMET00310,4'-hydroxypropanolol,Cytochrome P450 2D6,DB00571,CC(C)NCC(O)COc1cccc2ccccc12,CC(C)NCC(O)COc1ccc(O)c2ccccc12
DB00571,Propranolol,DBMET02586,Propranolol Glucuronide,,DB00571,CC(C)NCC(O)COc1cccc2ccccc12,CC(C)NCC(COc1cccc2ccccc12)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
DB00571,Propranolol,DBMET02587,α-Naphthoxylactic Acid,,DB00571,CC(C)NCC(O)COc1cccc2ccccc12,O=C(O)C(O)COc1cccc2ccccc12
DB00573,Fenoprofen,DBMET00854,Fenoprofen glucuronide,,DB00573,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CC(C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(Oc2ccccc2)c1
DB00573,Fenoprofen,DBMET00744,4'-hydroxyfenoprofen glucuronide,,DB00573,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,CC(C(=O)O)c1cccc(Oc2ccc(O[C@H]3[C@H](O)[C@@H](C(=O)O)OC(O)[C@@H]3O)cc2)c1
DB00574,Fenfluramine,DBMET00316,norfenfluramine,"Cytochrome P450 2D6, Cytochrome P450 1A2",DB00574,CCNC(C)Cc1cccc(C(F)(F)F)c1,CC(N)Cc1cccc(C(F)(F)F)c1
DB00575,Clonidine,DBMET00468,4-Hydroxyclonidine,"Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 3A5",DB00575,Clc1cccc(Cl)c1NC1=NCCN1,Oc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
DB00580,Valdecoxib,DBMET01338,Valdecoxib metabolite M2,,DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)NO)cc1
DB00580,Valdecoxib,DBMET01344,Valdecoxib metabolite M1,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1
DB00580,Valdecoxib,DBMET01349,Valdecoxib metabolite M9,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1
DB00582,Voriconazole,DBMET00071,Voriconazole N-Oxide,"Cytochrome P450 2C9, Cytochrome P450 2C19, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00582,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,C[C@@H](c1nc[n+]([O-])cc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
DB00582,Voriconazole,DBMET00072,4-Hydroxyvoriconazole,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00582,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,OC[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
DB00583,Levocarnitine,DBMET00513,Trimethylamine N-oxide,,DB00583,C[N+](C)(C)C[C@H](O)CC(=O)[O-],C[N+](C)(C)[O-]
DB00583,Levocarnitine,DBMET00521,[3H]-gamma-Butyrobetaine,,DB00583,C[N+](C)(C)C[C@H](O)CC(=O)[O-],C[N+](C)(C)CCCC(=O)O
DB00585,Nizatidine,DBMET00959,N2-monodes-methylnizatidine,,DB00585,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CNCc1nc(CSCCN/C(=C/[N+](=O)[O-])NC)cs1
DB00586,Diclofenac,DBMET02617,diclofenac o-imine methine,,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,C=C1C=CC=C/C1=N\c1c(Cl)cccc1Cl
DB00586,Diclofenac,DBMET02619,"diclofenac 2',3'-oxide",Cytochrome P450 2C9,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl
DB00586,Diclofenac,DBMET02622,Diclofenac radical,"Myeloperoxidase, Cytochrome P450 1A1, Cytochrome P450 1A2, Cytochrome P450 1B1, Cytochrome P450 2A6, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C9, Cytochrome P450 2C18, Cytochrome P450 2C19, Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 2J2, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1[NH+]c1c(Cl)cccc1Cl
DB00586,Diclofenac,DBMET00144,4'-Hydroxydiclofenac,Cytochrome P450 2C9,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl
DB00586,Diclofenac,DBMET00145,Diclofenac acyl glucuronide,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1A3, UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B4",DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
DB00586,Diclofenac,DBMET00146,3'-Hydroxydiclofenac,Cytochrome P450 2C9,DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl
DB00586,Diclofenac,DBMET02613,5-hydroxy diclofenac,"Cytochrome P450 3A4, Cytochrome P450 1A2, Cytochrome P450 2B6, Cytochrome P450 2C8, Cytochrome P450 2C18, Cytochrome P450 2C19, Cytochrome P450 2C9",DB00586,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl
DB00588,Fluticasone propionate,DBMET00450,fluticasone 17beta-carboxylic acid,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00588,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)O
DB00590,Doxazosin,DBMET02603,"Demethylated metabolite, Doxazosin",,DB00590,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
DB00590,Doxazosin,DBMET02604,"Hydroxylated metabolite, Doxazosin",,DB00590,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
DB00592,Piperazine,DBMET00949,N-mononitrosopiperazine,,DB00592,C1CNCCN1,O=NC1CCNCC1
DB00592,Piperazine,DBMET00950,N-nitroso-3-hydroxypyrrolidine,,DB00592,C1CNCCN1,O=NN1CCC(O)C1
DB00598,Labetalol,DBMET02669,Labetalol Benzyl Glucuronide Metabolite (II),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c(C(N)=O)c1
DB00598,Labetalol,DBMET02670,Labetalol Phenolic Glucuronide Metabolite (III),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(C(N)=O)c1
DB00598,Labetalol,DBMET02671,Labetalol Hydroxylated Metabolite (IV),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)c(C(N)=O)c1
DB00598,Labetalol,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1cc(O)c(O)c(C(N)=O)c1
DB00601,Linezolid,DBMET03355,PNU-142300,,DB00601,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(=O)NC[C@H]1CN(c2ccc(NCCOCC(=O)O)c(F)c2)C(=O)O1
DB00601,Linezolid,DBMET03356,PNU-142586,,DB00601,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(=O)NC[C@@H]1CN(c2ccc(N(CCO)CC(=O)O)c(F)c2)C(=O)O1
DB00602,Ivermectin,DBMET03414,3''-o-Desmethyl-ivermectin B1a,Cytochrome P450 3A4,DB00602,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](O)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
DB00602,Ivermectin,DBMET03415,3''-o-Desmethyl-ivermectin B1b,Cytochrome P450 3A4,DB00602,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C(C)C)O4)O3)OC(=O)[C@@H]3C=C(C)[C@@H](O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O[C@H]1C[C@H](O)[C@@H](O)[C@H](C)O1
DB00603,Medroxyprogesterone acetate,DBMET02809,6β-Hydroxymedroxyprogesterone Acetate (M-2),Cytochrome P450 3A4,DB00603,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB00603,Medroxyprogesterone acetate,DBMET02811,2β-hydroxymedroxyprogesterone acetate (M-4),Cytochrome P450 3A4,DB00603,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@@]21C
DB00603,Medroxyprogesterone acetate,DBMET02812,1β-hydroxymedroxyprogesterone acetate (M-3),Cytochrome P450 3A4,DB00603,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C[C@@H](O)[C@]4(C)[C@H]3CC[C@@]21C
DB00604,Cisapride,DBMET01632,3-(4-fluorophenoxy)propanal,"Cytochrome P450 3A4, Cytochrome P450 2C8, Cytochrome P450 2B6",DB00604,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,O=CCCOc1ccc(F)cc1
DB00604,Cisapride,DBMET01633,3-Fluoro-4-hydroxycisapride,Cytochrome P450 2C8,DB00604,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(O)c(F)c2)C[C@H]1OC
DB00604,Cisapride,DBMET01634,4-Fluoro-2- hydroxycisapride,Cytochrome P450 3A4,DB00604,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2O)C[C@H]1OC
DB00604,Cisapride,DBMET00355,norcisapride,Cytochrome P450 3A4,DB00604,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCNC[C@@H]1OC
DB00605,Sulindac,DBMET01002,Sulindac sulfide,,DB00605,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
DB00605,Sulindac,DBMET01003,Sulindac sulfone,,DB00605,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1
DB00608,Chloroquine,DBMET01559,"(R)-chloroquine, N-desethyl","Cytochrome P450 2C8, Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 3A5",DB00608,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCNCCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12
DB00609,Ethionamide,DBMET00850,Ethionamide sulphoxide,,DB00609,CCc1cc(C(N)=S)ccn1,CCc1cc(C(N)=S=O)ccn1
DB00613,Amodiaquine,DBMET00290,desethylamodiaquine,Cytochrome P450 2C8,DB00613,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
DB00614,Furazolidone,DBMET00639,beta-Hydroxyethylhydrazine,,DB00614,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,C/C=C\CC/C=C\CCC(=O)OC
DB00614,Furazolidone,DBMET00706,3-amino-2-oxazolidone,,DB00614,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,NN1CCOC1=O
DB00615,Rifabutin,DBMET00384,27-O-demethylrifabutin,Cytochrome P450 3A4,DB00615,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CC(=O)O[C@@H]1[C@H](C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)/C=C\C=C(\C)C(O)=NC2=C3NC4(CCN(CC(C)C)CC4)N=C3c3c(c(O)c(C)c4c3C(=O)[C@@](C)(O/C=C\[C@@H](O)[C@H]1C)O4)C2=O
DB00615,Rifabutin,DBMET00696,25-O-deacetylrifabutin,,DB00615,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@@H]1C)C4=O
DB00615,Rifabutin,DBMET00722,31-Hydroxyrifabutin,,DB00615,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](CO)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
DB00617,Paramethadione,DBMET00434,"5-ethyl-5-methyl-2,4-oxazolidinedione",Cytochrome P450 2C9,DB00617,CCC1(C)OC(=O)N(C)C1=O,CCC1(C)OC(=O)N=C1O
DB00619,Imatinib,DBMET00025,N-Desmethylimatinib,"Cytochrome P450 2C9, Cytochrome P450 3A5, Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 3A4, Cytochrome P450 2C8, Cytochrome P450 1A1, Cytochrome P450 4F2",DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
DB00619,Imatinib,DBMET00026,AFN911,"Cytochrome P450 3A4, Cytochrome P450 1A1, Cytochrome P450 1B1, Cytochrome P450 4F3",DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CN1CCN(Cc2ccc(C(=O)NC3=CC(Nc4nccc(-c5cccnc5)n4)C(CO)C=C3)cc2)CC1
DB00619,Imatinib,DBMET00027,Piperidine N-oxide imatinib,"Flavin-containing monooxygenase 3, Cytochrome P450 3A4",DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CC[N+](C)([O-])CC3)cc2)cc1Nc1nc(C2=C[N-][CH]C=C2)cc[nH+]1
DB00619,Imatinib,DBMET00028,Pyridine N-oxide imatinib,"Flavin-containing monooxygenase 3, Cytochrome P450 3A4",DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2ccc[n+]([O-])c2)n1
DB00619,Imatinib,DBMET03525,M7 N-oxidation imatinib,"Cytochrome P450 1A1, Cytochrome P450 1B1, Cytochrome P450 3A4",DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)[n+]1[O-]
DB00619,Imatinib,DBMET03527,Deaminated imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CN1CCNCC1
DB00619,Imatinib,DBMET03526,M42.2 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1Nc1nccc(-c2cccnc2)n1
DB00619,Imatinib,DBMET03528,M29.6 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3=O)cc2)cc1Nc1nccc(-c2cccnc2)n1
DB00619,Imatinib,DBMET03529,M28.8 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3=O)cc2)cc1Nc1nccc(-c2cccnc2)n1
DB00619,Imatinib,DBMET03530,APG050 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)C(=O)C3)cc2)cc1Nc1nccc(-c2cccnc2)n1
DB00619,Imatinib,DBMET03531,APG049 imatinib,,DB00619,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Cc1ccc(NC(=O)c2ccc(CN3CCNC(=O)C3)cc2)cc1Nc1nccc(-c2cccnc2)n1
DB00620,Triamcinolone,DBMET02758,6-beta-hydroxy-triamcinolone,"Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 3A7",DB00620,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,C[C@]12C=CC(=O)C=C1[C@H](O)C[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
DB00622,Nicardipine,DBMET01832,De-benzylated nicardipine,"Cytochrome P450 2C8, Cytochrome P450 3A4",DB00622,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CNCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
