parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source,tanimoto,set
DB06670,Odanacatib,DBMET01472,M8 (Odanacatib),"Cytochrome P450 3A4, Cytochrome P450 2C8",DB06670,CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(F)(CO)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DrugBank,0.8620689655172413,test
DB06695,Dabigatran etexilate,DBMET03376,BIBR0951/M2,Cocaine esterase,DB06695,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccn1,DrugBank,0.7590361445783133,test
DB06695,Dabigatran etexilate,DBMET03377,BIBR1087/M1,Liver carboxylesterase 1,DB06695,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)O)c4ccccn4)ccc3n2C)cc1,DrugBank,0.7032967032967034,test
DB08922,Perospirone,DBMET01502,Hydroxyperospirone,Cytochrome P450 3A4,DB08922,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,O=C1C2CCCCC2(O)C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,Both,0.7,test
DB08932,Macitentan,DBMET03420,M3,,DB08932,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,DrugBank,0.543859649122807,test
DB08932,Macitentan,DBMET03424,M4 (Macitentan),Cytochrome P450 2C9,DB08932,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,CCCNS(=O)(=O)Nc1ncnc(OCCO)c1-c1ccc(Br)cc1,DrugBank,0.7818181818181819,test
DB14783,Diroximel fumarate,DBMET02865,2-hydroxyethyl succinimide,Liver esterases,DB14783,COC(=O)C=CC(=O)OCCN1C(=O)CCC1=O,O=C1CCC(=O)N1CCO,DrugBank,0.4,test
DB16627,Melphalan flufenamide,DBMET03272,Desethyl Melphalan Flufenamide,,DB16627,CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)NC(Cc1ccc(F)cc1)C(=O)O,DrugBank,0.7735849056603774,test
DBMET01239,Methoxyzolpidem derivative (M4),DBMET01241,Zolpidem carboxylic acid derivative (M2),,DB00425,Cc1ccc(-c2nc3ccc(CO)cn3c2CC(=O)N(C)C)cc1,Cc1ccc(-c2nc3ccc(C(=O)O)cn3c2CC(=O)N(C)C)cc1,DrugBank,0.72,test
DBMET01238,Methoxyzolpidem derivative (M3),DBMET01242,Zolpidem carboxylic acid derivative (M1),,DB00425,Cc1ccc2nc(-c3ccc(CO)cc3)c(CC(=O)N(C)C)n2c1,Cc1ccc2nc(-c3ccc(C(=O)O)cc3)c(CC(=O)N(C)C)n2c1,DrugBank,0.76,test
DBMET00342,noroxycodone,DBMET00425,alpha-noroxycodol,,DB00497,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)NCCC314,COc1ccc2c3c1OC1C(O)CCC4(O)C(C2)NCCC314,DrugBank,0.6551724137931034,test
DBMET00342,noroxycodone,DBMET00424,noroxymorphone,Cytochrome P450 2D6,DB00497,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)NCCC314,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,DrugBank,0.7547169811320755,test
DBMET02517,oxociprofloxacin,DBMET02515,Desethylene ciprofloxacin,,DB00537,O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,NCCNc1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,DrugBank,0.532258064516129,test
DBMET01338,Valdecoxib metabolite M2,DBMET01340,Valdecoxib metabolite M7,,DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)NO)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)O)cc1,DrugBank,0.6,test
DBMET01338,Valdecoxib metabolite M2,DBMET01342,Valdecoxib metabolite M5,,DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)NO)cc1,O=S(=O)(NO)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,DrugBank,0.6888888888888889,test
DBMET01344,Valdecoxib metabolite M1,DBMET01342,Valdecoxib metabolite M5,,DB00580,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,O=S(=O)(NO)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,DrugBank,0.75,test
DBMET01344,Valdecoxib metabolite M1,DBMET01346,Valdecoxib metabolite M4,,DB00580,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C(=O)O)cc1,DrugBank,0.6666666666666666,test
DBMET01344,Valdecoxib metabolite M1,DBMET01347,Valdecoxib metabolite M3,,DB00580,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,NS(=O)(=O)c1ccc(-c2c(-c3cccc(O)c3)noc2CO)cc1,DrugBank,0.7608695652173914,test
DBMET01349,Valdecoxib metabolite M9,DBMET01347,Valdecoxib metabolite M3,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00580,Cc1onc(-c2cccc(O)c2)c1-c1ccc(S(N)(=O)=O)cc1,NS(=O)(=O)c1ccc(-c2c(-c3cccc(O)c3)noc2CO)cc1,DrugBank,0.7142857142857143,test
DBMET03760,Mitotane β-hydroxylated metabolite,DBMET03761,Mitotane acyl chloride metabolite,,DB00648,OC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,O=C(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,DrugBank,0.5135135135135135,test
DBMET01321,Nateglinide metabolite M2/M3,DBMET01322,Nateglinide metabolite M11/M12,,DB00731,CC(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(O)(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,DrugBank,0.6470588235294118,test
DBMET01323,Nateglinide metabolite M1,DBMET01322,Nateglinide metabolite M11/M12,,DB00731,CC(C)(O)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(O)(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,DrugBank,0.8043478260869565,test
DBMET01324,Nateglinide metabolite M7,DBMET01322,Nateglinide metabolite M11/M12,,DB00731,C=C(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(O)(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,DrugBank,0.6530612244897959,test
DBMET00332,4-hydroxyestrone,DBMET01658,4-Hydroxyestradiol,,DB13952,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,DrugBank,0.625,test
DBMET00248,2-hydroxyestrone,DBMET00247,2-hydroxyestradiol,Catechol O-methyltransferase,DB13952,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O,DrugBank,0.6170212765957447,test
DBMET00248,2-hydroxyestrone,DBMET03006,2-methoxyestrone,,DB13952,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,COc1cc2c(cc1O)CCC1C2CCC2(C)C(=O)CCC12,Both,0.782608695652174,test
DBMET01658,4-Hydroxyestradiol,DBMET03007,4-methoxyestradiol,Catechol O-methyltransferase,DB13952,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,COc1c(O)ccc2c1CCC1C2CCC2(C)C(O)CCC12,DrugBank,0.7659574468085106,test
DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine","Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2C9, Cytochrome P450 2C19",DB00985,CNCCOC(c1ccccc1)c1ccccc1,NCCOC(c1ccccc1)c1ccccc1,Both,0.5666666666666667,test
DBMET02968,3-hydroxyguanfacine,DBMET02969,Guanfacine 3-glucuronide,,DB01018,N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl,N=C(N)NC(=O)Cc1c(Cl)ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1Cl,DrugBank,0.5094339622641509,test
DBMET02968,3-hydroxyguanfacine,DBMET02970,Guanfacine 3-sulfate,,DB01018,N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl,N=C(N)NC(=O)Cc1c(Cl)ccc(OS(=O)(=O)O)c1Cl,DrugBank,0.627906976744186,test
DBMET00244,Desmethylclomipramine,DBMET00835,didesmethylclomipramine,Cytochrome P450 1A2,DB01242,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,NCCCN1c2ccccc2CCc2ccc(Cl)cc21,Both,0.7142857142857143,test
DBMET00682,2-hydroxyclomipramine,DBMET01069,2-hydroxydesmethyl clomipramine,Cytochrome P450 2D6,DB01242,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DrugBank,0.7142857142857143,test
DBMET00682,2-hydroxyclomipramine,DBMET01071,2-hydroxyclomipramine glucuronide,,DB01242,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CN(C)CCCN1c2cc(Cl)c(O)cc2CCc2c(OC3OC(C(=O)O)C(O)C(O)C3O)cccc21,DrugBank,0.5428571428571428,test
DBMET00777,8-hydroxyclomipramine,DBMET01072,8-hydroxyclomipramine glucuronide,,DB01242,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CCc2c1ccc(O)c2OC1OC(C(=O)O)C(O)C(O)C1O,DrugBank,0.5142857142857142,test
DBMET00777,8-hydroxyclomipramine,DBMET01073,8-hydroxydesmethyl clomipramine,,DB01242,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DrugBank,0.7083333333333334,test
DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine,"Liver carboxylesterase 1, Cocaine esterase",DB01452,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,DrugBank,0.7017543859649122,test
DBMET02635,N-desmethylpheniramine,DBMET02636,N-didesmethylpheniramine,,DB01620,CNCCC(c1ccccc1)c1ccccn1,NCCC(c1ccccc1)c1ccccn1,DrugBank,0.6285714285714286,test
DBMET01860,Nornalmefene,DBMET01861,Nornalmefene 3-O-glucuronide,,DB06230,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,C=C1CCC2(O)C3Cc4ccc(OC5OC(OO)C(O)C(O)C5O)c5c4C2(CCN3)C1O5,DrugBank,0.639344262295082,test
DBMET01860,Nornalmefene,DBMET01862,Nornalmefene 3-O-sulfate,,DB06230,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3)C1O5,C=C1CCC2(O)C3Cc4ccc(OS(=O)(=O)O)c5c4C2(CCN3)C1O5,DrugBank,0.6964285714285714,test
DBMET02646,Levocetirizine N-dealkylated and Aromatic Hydroxylated Metabolite (M9),DBMET02649,Levocetirizine 4-chloro-4'-hydroxybenzhydryl Mercapturate Metabolites (M10a and M10b),,DB06282,Oc1ccc(C(O)c2ccc(Cl)cc2)cc1,CC(=O)NC(CSC(c1ccc(O)cc1)c1ccc(Cl)cc1)C(=O)O,DrugBank,0.3720930232558139,test
DBMET03217,Lonafarnib metabolite M1,DBMET03218,Lonafarnib metabolite M2,,DB06448,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O,NC(=O)N1C=CC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DrugBank,0.6883116883116883,test
DBMET01472,M8 (Odanacatib),DBMET01473,M3 (Odanacatib),,DB06670,CC(F)(CO)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(F)(COC1OC(C(=O)O)C(O)C(O)C1O)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DrugBank,0.6753246753246753,test
DBMET01472,M8 (Odanacatib),DBMET01475,M7-B (Odanacatib),,DB06670,CC(F)(CO)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(F)(C=O)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DrugBank,0.8064516129032258,test
DBMET03376,BIBR0951/M2,DB14726,Dabigatran,Liver carboxylesterase 1,DB06695,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccn1,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank,0.8405797101449275,test
DBMET03377,BIBR1087/M1,DB14726,Dabigatran,Cocaine esterase,DB06695,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)O)c4ccccn4)ccc3n2C)cc1,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank,0.7435897435897436,test
DBMET03377,BIBR1087/M1,DBMET03390,Dabigatran M630,,DB06695,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)O)c4ccccn4)ccc3n2C)cc1,Cn1c(CNc2ccc(C(=N)NC(=O)OCCCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank,0.922077922077922,test
DBMET03419,M6,DBMET03421,M1 (Macitentan),,DB08932,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,O=C(O)C1OC(NS(=O)(=O)Nc2ncnc(OCCOc3ncc(Br)cn3)c2-c2ccc(Br)cc2)C(O)C(O)C1O,DrugBank,0.5915492957746479,test
DBMET03424,M4 (Macitentan),DBMET03425,M5 (Macitentan),,DB08932,CCCNS(=O)(=O)Nc1ncnc(OCCO)c1-c1ccc(Br)cc1,CCCNS(=O)(=O)Nc1ncnc(OCC(=O)O)c1-c1ccc(Br)cc1,DrugBank,0.7777777777777778,test
DBMET03200,Monomethyl Auristatin-F,DBMET03202,Monomethyl Auristatin-F M2 Metabolite,,DB15719,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(NC)C(C)C)C(C)C,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(N)C(C)C)C(C)C,DrugBank,0.8658536585365854,test
DBMET03200,Monomethyl Auristatin-F,DBMET03203,Monomethyl Auristatin-F M3 Metabolite,,DB15719,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(NC)C(C)C)C(C)C,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(N)C(C)C,DrugBank,0.8048780487804879,test
DBMET03200,Monomethyl Auristatin-F,DBMET03204,Monomethyl Auristatin-F M6 Metabolite,,DB15719,CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(NC)C(C)C)C(C)C,CCC(C)C(C(CC(=O)N1CCCC1C(O)C(C)C(=O)NC(Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)C(NC)C(C)C)C(C)C,DrugBank,0.8875,test
DBMET01340,Valdecoxib metabolite M7,DBMET01341,Valdecoxib metabolite M8,,DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)O)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)O)cc1,DrugBank,0.627906976744186,test
DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET01201,Diphenylmethoxyacetic acid,,DB00985,NCCOC(c1ccccc1)c1ccccc1,O=C(O)COC(c1ccccc1)c1ccccc1,DrugBank,0.5,test
DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET02238,N-Acetyl-N-desmethyldiphenhydramine,,DB00985,NCCOC(c1ccccc1)c1ccccc1,CC(=O)NCCOC(c1ccccc1)c1ccccc1,DrugBank,0.4857142857142857,test
DBMET01069,2-hydroxydesmethyl clomipramine,DBMET01074,2-hydroxydesmethyl clomipramine glucuronide,,DB01242,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,CNCCCN1c2cc(Cl)c(O)cc2CCc2c(OC3OC(C(=O)O)C(O)C(O)C3O)cccc21,DrugBank,0.5352112676056338,test
DBMET01073,8-hydroxydesmethyl clomipramine,DBMET01075,8-hyroxydesmethyl clomipramine glucuronide,,DB01242,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,CNCCCN1c2cc(Cl)ccc2CCc2c1ccc(O)c2OC1OC(C(=O)O)C(O)C(O)C1O,DrugBank,0.5142857142857142,test
DBMET01475,M7-B (Odanacatib),DBMET01474,M7-A (Odanacatib),,DB06670,CC(F)(C=O)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC1(F)CC(C(=O)NC2(C#N)CC2)N(C(c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)C(F)(F)F)C1O,DrugBank,0.4871794871794871,test
DBMET03390,Dabigatran M630,DBMET03391,Dabigatran M602,,DB06695,Cn1c(CNc2ccc(C(=N)NC(=O)OCCCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)NC(=O)OCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank,0.945945945945946,test
DBMET03425,M5 (Macitentan),DBMET03426,m/z 324 (Macitentan),,DB08932,CCCNS(=O)(=O)Nc1ncnc(OCC(=O)O)c1-c1ccc(Br)cc1,Nc1ncnc(OCC(=O)O)c1-c1ccc(Br)cc1,DrugBank,0.5454545454545454,test
DBMET03391,Dabigatran M602,DBMET03392,Dabigatran M574,,DB06695,Cn1c(CNc2ccc(C(=N)NC(=O)OCCCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)NC(=O)OCC(=O)O)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DrugBank,0.8666666666666667,test
,"(R)-3,4-Methylenedioxymethamphetamine",,"N-Methyl-3,4- dihydroxyamphetamine",CYP1A2; CYP2D6,"(R)-3,4-Methylenedioxymethamphetamine",CNC(C)Cc1ccc2c(c1)OCO2,CNC(C)Cc1ccc(O)c(O)c1,MetXBioDB,0.5135135135135135,test
,"(R)-3,4-Methylenedioxymethamphetamine",,"3,4-Methylenedioxymethamphetamine",CYP2D6 (major); CYP1A2; CYP2B6; CYP3A4,"(R)-3,4-Methylenedioxymethamphetamine",CNC(C)Cc1ccc2c(c1)OCO2,CC(N)Cc1ccc2c(c1)OCO2,MetXBioDB,0.6571428571428571,test
,(+)-isothujone,,4-hydroxy-isothujone,CYP2A6; CYP2B6; CYP2D6; CYP3A4,(+)-isothujone,CC1C(=O)CC2(C(C)C)CC12,CC(C)C12CC(=O)C(C)(O)C1C2,MetXBioDB,0.3888888888888889,test
,(+)-isothujone,,7-hydroxy-isothujone,CYP2A6; CYP2B6; CYP2D6; CYP3A4,(+)-isothujone,CC1C(=O)CC2(C(C)C)CC12,CC1C(=O)CC2(C(C)(C)O)CC12,MetXBioDB,0.4285714285714285,test
,(s)-oxybutynin,,4-(diethylamino)but-2-yn-1-ol,CYP3A4,(s)-oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,CCN(CC)CC#CCO,MetXBioDB,0.3125,test
,"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",,,CYP3A4,"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,MetXBioDB,0.7627118644067796,test
,"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",,Tris-OH-M methoxychlor,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,MetXBioDB,0.6764705882352942,test
,"Lopinavir, D-valine diastereomer-",,,CYP3A4,"Lopinavir, D-valine diastereomer-",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCN=C1O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)N=C1O,MetXBioDB,0.7763157894736842,test
,acetanilide,,Acetaminophen,CYP1A2; CYP2E1,acetanilide,CC(=O)Nc1ccccc1,CC(=O)Nc1ccc(O)cc1,MetXBioDB,0.6086956521739131,test
,acetanilide,,N-Hydroxy-N-phenylacetamide,CYP2E1,acetanilide,CC(=O)Nc1ccccc1,CC(=O)N(O)c1ccccc1,MetXBioDB,0.4074074074074074,test
,bifendate,,,CYP2C9;CYP3A4,bifendate,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,COC(=O)c1cc(OC)c(O)c(O)c1-c1c(C(=O)OC)cc(OC)c2c1OCO2,MetXBioDB,0.8378378378378378,test
,bifendate,,,CYP1A2,bifendate,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,COC(=O)c1cc(O)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,MetXBioDB,0.8611111111111112,test
,bropirimine,,m-hydroxybropirimine,CYP1A2,bropirimine,N=c1nc(O)c(Br)c(-c2ccccc2)[nH]1,N=c1nc(O)c(Br)c(-c2cccc(O)c2)[nH]1,MetXBioDB,0.7222222222222222,test
,bropirimine,,p-hydroxybropirimine,CYP1A2,bropirimine,N=c1nc(O)c(Br)c(-c2ccccc2)[nH]1,N=c1[nH]c(-c2ccc(O)cc2)c(Br)c(=O)[nH]1,MetXBioDB,0.3809523809523809,test
,"(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine",,"CP-611,781",CYP2D6;CYP3A4,"(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine",C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,COc1ccc(C(C)CO)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,MetXBioDB,0.7377049180327869,test
,"(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine",,"CP-616,762",CYP2D6;CYP3A4,"(2R,3S)â€2â€(diphenylmethyl)â€Nâ€{[2â€methoxyâ€5â€(propâ€1â€enâ€2â€yl)phenyl]methyl}â€1â€azabicyclo[2.2.2]octanâ€3â€amine",C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1,COc1ccc(C(C)(O)CO)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,MetXBioDB,0.6923076923076923,test
,dexloxiglumide,,,CYP2B6;CYP2C8;CYP2C9;CYP3A4,dexloxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,CCCCCN(CCCO)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,MetXBioDB,0.8245614035087719,test
,dexpropranolol (propranolol),,,CYP1A2;CYP2D6,dexpropranolol (propranolol),CC(C)NCC(O)COc1cccc2ccccc12,CC(C)NCC(O)COc1cccc2c(O)cccc12,MetXBioDB,0.7692307692307693,test
,galangin,,4'-OH-galangin,CYP1A2 ; CYP2C9,galangin,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,MetXBioDB,0.8055555555555556,test
,hexamethylphosphoramide,,,CYP2A6,hexamethylphosphoramide,CN(C)P(=O)(N(C)C)N(C)C,CNP(=O)(N(C)C)N(C)C,MetXBioDB,0.4117647058823529,test
,lornoxicam,,5'-Hydroxylornoxicam,CYP2C9 ,lornoxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,CN1C(C(=O)Nc2ccc(O)cn2)=C(O)c2sc(Cl)cc2S1(=O)=O,MetXBioDB,0.7636363636363637,test
,p-xylene,,4-Methylbenzylalcohol,CYP2E1,p-xylene,Cc1ccc(C)cc1,Cc1ccc(CO)cc1,MetXBioDB,0.5,test
,p-xylene,,"2,5-dimethylphenol",CYP2E1,p-xylene,Cc1ccc(C)cc1,Cc1ccc(C)c(O)c1,MetXBioDB,0.3888888888888889,test
,phenytoin,,3'-HPPH,CYP2C9; CYP2C19,phenytoin,OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,MetXBioDB,0.7931034482758621,test
,phenytoin,,4'-HPPH,CYP2C9 (major); CYP2C19 (minor),phenytoin,OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,MetXBioDB,0.8518518518518519,test
