parent_smiles,parent_id,parent_name,child_id,child_name,enzymes,origin,child_smiles,source,tanimoto,set
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,DB01601,Lopinavir,DBMET03069,Lopinavir M2 metabolite,,DB01601,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1C(=O)NCCC1O,DrugBank,0.7402597402597403,test
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,DB11921,Deflazacort,DBMET02573,21-Deflazacort,Liver esterases,DB11921,CC1=NC2(C(=O)CO)C(CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)O1,DrugBank,0.803030303030303,test
CCOC(=O)C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,DB19325,Sofpironium,DBMET03780,BBI-4010,Serum paraoxonase/arylesterase 1,DB19325,C[N+]1(CC(=O)[O-])CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,DrugBank,0.7678571428571429,test
C=C(C)C1CC=C(C)CC1,,(-)-limonene,,Perillyl alcohol,CYP2C9; CYP2C19; CYP3A4,(-)-limonene,C=C(C)C1CC=C(CO)CC1,MetXBioDB,0.59375,test
NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DBMET03167,Chloramphenicol Base,DBMET03168,Chloramphenicol Base N-acetyl,,DB07565,CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DrugBank,0.5609756097560976,test
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,DB00444,Teniposide,DBMET01761,Teniposide catechol,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00444,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,Both,0.9487179487179488,test
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,DB00836,Loperamide,DBMET01697,N-Desmethyloperamide,"Cytochrome P450 3A4, Cytochrome P450 2D6, Cytochrome P450 2C8, Cytochrome P450 2B6",DB00836,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,Both,0.7407407407407407,test
Oc1cc(Cl)c(NC2=NCCN2)c2nsnc12,,Tizanidine M6,,,UGT,Tizanidine M6,O=C(O)C1OC(Oc2cc(Cl)c(NC3=NCCN3)c3nsnc23)C(O)C(O)C1O,MetXBioDB,0.5238095238095238,test
Cc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,,3-Hydroxy-6-methylflavone,,,UGT1A9,3-Hydroxy-6-methylflavone,Cc1ccc2oc(-c3ccccc3)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1,MetXBioDB,0.5370370370370371,test
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,,Afloqualone,,Afloqualone N-glucuronide,UGT1A4,Afloqualone,Cc1ccccc1-n1c(CF)nc2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2c1=O,MetXBioDB,0.5454545454545454,test
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,DB00661,Verapamil,DBMET00132,Norverapamil,"Cytochrome P450 2C8, Cytochrome P450 3A4, Cytochrome P450 3A5, Cytochrome P450 1A2",DB00661,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Both,0.6909090909090909,test
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,DB12483,Copanlisib,DBMET03735,Copanlisib M2 metabolite,Cytochrome P450 3A4,DB12483,COc1c(OCCC(=O)O)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,DrugBank,0.75,test
Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,DB01262,Decitabine,DBMET03190,5-aza-2'-deoxyuridine,Cytidine deaminase,DB01262,O=C1NC(O)N=CN1C1CC(O)C(CO)O1,DrugBank,0.46,test
CNCCOC(c1ccccc1)c1ccccc1,DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine","Cytochrome P450 2D6, Cytochrome P450 1A2, Cytochrome P450 2C9, Cytochrome P450 2C19",DB00985,NCCOC(c1ccccc1)c1ccccc1,Both,0.5666666666666667,test
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O,,"benzo(a)pyrene-7,8-diol",,,CYP1A2,"benzo(a)pyrene-7,8-diol",Oc1c(O)c2oc2c2c1cc1ccc3cccc4ccc2c1c34,MetXBioDB,0.5405405405405406,test
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,DB04855,Dronedarone,DBMET02836,C-dealkyl-dronedarone,,DB04855,CCCCN(CCCC)CCCOc1ccc(C(=O)O)cc1,DrugBank,0.4516129032258064,test
COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,Norverapamil,,D-715 (PR-22),CYP2C8; CYP3A4; CYP2D6,Verapamil,COc1cc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O,MetXBioDB,0.8846153846153846,test
NP(=O)(OCCC=O)N(CCCl)CCCl,DBMET00658,Aldophosphamide,DBMET01147,Phosphoramide Mustard,,DB00531,NP(=O)(O)N(CCCl)CCCl,DrugBank,0.4242424242424242,test
COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,,cp_122_721,,,CYP2D6,cp_122_721,Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,MetXBioDB,0.75,test
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,DB06726,Bufuralol,DBMET01782,1'2'-Ethenylbufuralol,Cytochrome P450 2D6,DB06726,C=Cc1cccc2cc(C(O)CNC(C)(C)C)oc12,Both,0.6739130434782609,test
CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DBMET00777,8-hydroxyclomipramine,DBMET01073,8-hydroxydesmethyl clomipramine,,DB01242,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DrugBank,0.7083333333333334,test
NCCNc1cc(-c2ccc(F)cc2)c2c(n1)CCCCCC2,DBMET01894,M7 (Blonanserin),DBMET01895,M8 (Blonanserin),Cytochrome P450 3A4,DB09223,O=C(O)CNc1cc(-c2ccc(F)cc2)c2c(n1)CCCCCC2,DrugBank,0.68,test
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,,riddelliine,,,CYP3A4,riddelliine,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23O,MetXBioDB,0.6029411764705882,test
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,DB04839,Cyproterone acetate,DBMET00672,15beta-hydroxycyproterone acetate,,DB04839,CC(=O)OC1(C(C)=O)CC(O)C2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,DrugBank,0.7704918032786885,test
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,DB06769,Bendamustine,DBMET01423,monohydroxy-bendamustine (bendamustine metabolite HP1),,DB06769,Cn1c(CCCC(=O)O)nc2cc(N(CCO)CCCl)ccc21,DrugBank,0.9183673469387756,test
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,DB00190,Carbidopa,DBMET00637,"3,4-Dihydroxyphenylacetone",,DB00190,CC(=O)Cc1ccc(O)c(O)c1,DrugBank,0.4473684210526316,test
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,DB09173,Butyrfentanyl,DBMET02691,4'-hydroxy-butyrfentanyl,,DB09173,CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(O)cc2)CC1,DrugBank,0.8695652173913043,test
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,DBMET01264,Etoposide catechol,DBMET01265,Etoposide ortho-quinone,Myeloperoxidase,DB00773,COC1=CC(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)=CC(=O)C1=O,DrugBank,0.691358024691358,test
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,DB00457,Prazosin,DBMET02351,"2-(l-Piperazinyl)- 4-amino-6,7 - dimethoxyquinazoline",,DB00457,COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC,DrugBank,0.543859649122807,test
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,,"Dibenz[a,j]acridine",,,CYP1A2;CYP3A4,"Dibenz[a,j]acridine",ON1c2ccc3ccccc3c2C=C2c3ccccc3C=CC21,MetXBioDB,0.2291666666666666,test
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,DB00328,Indomethacin,DBMET00157,Indomethacin acyl glucuronide,UDP-glucuronosyltransferase 1A1,DB13783,COc1ccc2c(c1)c(CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O)c(C)n2C(=O)c1ccc(Cl)cc1,Both,0.6461538461538462,test
COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCCC1,,RP73401,,,CYP2B6,RP73401,COc1ccc(C(=O)N=c2c(Cl)c[nH]cc2Cl)cc1OC1CCC(O)C1,MetXBioDB,0.803921568627451,test
O=c1[nH]cc(F)c(=O)[nH]1,DBMET00449,5-fluorouracil,DBMET01999,5-fluorodeoxyuridine-monophosphate,,DB00322,O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F,DrugBank,0.2115384615384615,test
CCOc1ncc(CO)c2nc(C)c(C(N)=O)c(-c3ccc(C#N)cc3OC)c12,DBMET03396,Finerenone M2 Metabolite,DBMET03397,Finerenone M3 Metabolite,Cytochrome P450 3A4,DB16165,CCOc1ncc(C(=O)O)c2nc(C)c(C(N)=O)c(-c3ccc(C#N)cc3OC)c12,DrugBank,0.7910447761194029,test
CCC1(c2ccccc2)C(=O)NCNC1=O,DB00794,Primidone,DBMET02951,Phenylethylmalonamide (PEMA),,DB00794,CCC(C(N)=O)(C(N)=O)c1ccccc1,DrugBank,0.2439024390243902,test
CC(N)Cc1ccccc1,DB01576,Dextroamphetamine,DBMET03721,4-Hydroxy-d-amphetamine,,DB01255,CC(N)Cc1ccc(O)cc1,Both,0.6,test
N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,DBMET03117,4-(4-guanidinobenzoyloxy)phenylacetic Acid,DBMET03118,4-guanidinobenzoic Acid,,DB13729,N=C(N)Nc1ccc(C(=O)O)cc1,DrugBank,0.525,test
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21,DBMET01221,11-Nor-9-carboxy-delta-9-THC,DBMET03558,11-nor-9-carboxy-delta-9-THC-glucuronide,"UDP-glucuronosyltransferase 1A1, UDP-glucuronosyltransferase 1A3",DB00470,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)=CC21,DrugBank,0.6857142857142857,test
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,,reboxetine,,O-desethylreboxetine,CYP3A4,reboxetine,Oc1ccccc1OC(c1ccccc1)C1CNCCO1,MetXBioDB,0.7021276595744681,test
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2c(OS(=O)(=O)O)cccc2[nH]1,DBMET03755,4-Sulfonyloxy dexlansoprazole,DBMET03757,4-Sulfonyloxy dexlansoprazole sulfide,,DB05351,Cc1c(OCC(F)(F)F)ccnc1CSc1nc2cccc(OS(=O)(=O)O)c2[nH]1,DrugBank,0.5694444444444444,test
CCC=CCC=CCC=CCCCCCCCC(=O)O,DB00132,alpha-Linolenic acid,DBMET03466,Eicosapentaenoic acid,,DB13959,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,DrugBank,0.8518518518518519,test
Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O,,6-OH-ondansetron,,ondansetron 6-O-glucuronide,UGT,Ondansetron,Cc1nccn1CC1CCc2c(c3cc(OC4OC(C(=O)O)C(O)C(O)C4O)ccc3n2C)C1=O,MetXBioDB,0.625,test
O=P1(N(CCCl)CCCl)NCCCO1,DB00531,Cyclophosphamide,DBMET00020,Dechloroethyl cyclophosphamide,"Cytochrome P450 3A4, Cytochrome P450 3A7",DB00531,O=P1(NCCCl)NCCCO1,Both,0.4864864864864865,test
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,DB09068,Vortioxetine,DBMET01389,Vortioxetine Metabolite 1,"Cytochrome P450 2D6, Cytochrome P450 2C9",DB09068,Cc1cc(CO)ccc1Sc1ccccc1N1CCNCC1,DrugBank,0.7111111111111111,test
CC(C)c1cccc(C(C)C)c1O,DB00818,Propofol,DBMET01729,4-OH-propofol,"Cytochrome P450 2B6, Cytochrome P450 2C9, Cytochrome P450 1A2, Cytochrome P450 2A6, Cytochrome P450 2C8, Cytochrome P450 2C19, Cytochrome P450 2D6",DB00818,CC(C)c1cc(O)cc(C(C)C)c1O,Both,0.5454545454545454,test
Clc1ccc(CCCOCCCN2CCCCC2)cc1,DB11642,Pitolisant,DBMET03080,BP2.941,"Cytochrome P450 2D6, Cytochrome P450 3A4",DB11642,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,DrugBank,0.5454545454545454,test
CCC(=O)C1(c2ccc(O)c(O)c2)CCN(C)CC1,DBMET01297,Dihydroxy ketobemidone,DBMET01299,m-Hydroxymethoxy ketobemidone,,DB06738,CCC(=O)C1(c2ccc(OC)c(O)c2)CCN(C)CC1,DrugBank,0.7441860465116279,test
O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(O)c[nH]3)cc2)S1,,N-Desmethyl p-hydroxyrosiglitazone,,,SULT,N-Desmethyl p-hydroxyrosiglitazone,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(OS(=O)(=O)O)c[nH]3)cc2)S1,MetXBioDB,0.7796610169491526,test
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,leflunomide,,,CYP1A2;CYP2C9;CYP3A4,leflunomide,CC(O)=C(C=N)C(=O)Nc1ccc(C(F)(F)F)cc1,MetXBioDB,0.4,test
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,DB04841,Flunarizine,DBMET01197,Flunarizine metabolite M1,"Cytochrome P450 2C9, Cytochrome P450 2A6, Cytochrome P450 1A1, Cytochrome P450 1A2",DB04841,Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1,Both,0.4523809523809524,test
COC(=O)C=CC(=O)OC,DB08908,Dimethyl fumarate,DB14219,Monomethyl fumarate,,DB08908,COC(=O)C=CC(=O)O,DrugBank,0.7647058823529411,test
Cn1cnc2c1c(O)nc(=O)n2C,,theobromine,,,CYP1A2;CYP2E1,theobromine,Cn1cnc2nc(O)nc(O)c21,MetXBioDB,0.4857142857142857,test
O=[N+]([O-])c1ccc(CO)c([N+](=O)[O-])c1,,"2,4-dinitrobenzylalcohol",,,SULT1A1,"2,4-dinitrobenzylalcohol",O=[N+]([O-])c1ccc(COS(=O)(=O)O)c([N+](=O)[O-])c1,MetXBioDB,0.5945945945945946,test
N=C(N)NC(=O)Cc1c(Cl)ccc(O)c1Cl,DBMET02968,3-hydroxyguanfacine,DBMET02970,Guanfacine 3-sulfate,,DB01018,N=C(N)NC(=O)Cc1c(Cl)ccc(OS(=O)(=O)O)c1Cl,DrugBank,0.627906976744186,test
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,DB00604,Cisapride,DBMET01633,3-Fluoro-4-hydroxycisapride,Cytochrome P450 2C8,DB00604,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(O)c(F)c2)CC1OC,Both,0.8333333333333334,test
CC(NC(N)=O)c1cc2ccccc2s1,,Dehydroxyzyleuton,,(1S)â€1â€(6â€hydroxyâ€1â€benzothiophenâ€2â€yl)ethylurea,CYP1A2; CYP2C9,Dehydroxyzyleuton,CC(NC(N)=O)c1cc2ccc(O)cc2s1,MetXBioDB,0.7,test
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,DB00655,Estrone,DBMET00616,4-Hydroxyestrone sulfate,,DB00655,CC12CCC3c4ccc(OS(=O)(=O)O)c(O)c4CCC3C1CCC2=O,DrugBank,0.5535714285714286,test
O=C(O)C=Cc1ccc(O)c(O)c1,,Caffeic Acid,,,UGT1A9,Caffeic Acid,O=C(O)C=Cc1ccc(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1,MetXBioDB,0.4772727272727273,test
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,DB00695,Furosemide,DBMET00729,4-chloro-5-sulfamoylanthranilic acid,,DB00695,Nc1cc(Cl)c(S(N)(=O)=O)cc1C(=O)O,DrugBank,0.5333333333333333,test
O=CCCOP(=O)(NCCCl)NCCCl,DBMET00792,aldoifosfamide,DBMET01103,Carboxylifosfamide,Aldehyde dehydrogenase 1A1,DB12902,O=C(O)CCOP(=O)(NCCCl)NCCCl,DrugBank,0.5588235294117647,test
CC(C)(C)NCC(O)COc1ccccc1C#N,,(R)-Bunitrolol,,,CYP2D6,(R)-Bunitrolol,CC(C)(C)NCC(O)COc1ccc(O)cc1C#N,MetXBioDB,0.7111111111111111,test
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,indinavir,,,CYP3A4,indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2C(O)C1O,MetXBioDB,0.8170731707317073,test
CN(CC=CC#CC(C)(C)CO)Cc1cccc2ccccc12,DBMET00068,Hydroxyterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,"Cytochrome P450 3A4, Cytochrome P450 2B6, Cytochrome P450 1A2, Cytochrome P450 2C9, Cytochrome P450 2C8, Cytochrome P450 2C19",DB00857,CC(C)(C#CC=CCNCc1cccc2ccccc12)CO,DrugBank,0.6274509803921569,test
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,DB00749,Etodolac,DBMET00148,6-Hydroxyetodolac,Cytochrome P450 2C9,DB00749,CCc1cc(O)cc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Both,0.7169811320754716,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,zinc8660420,,,CYP3A4;CYP2C19,zinc8660420,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(O)cc4C2C3=O)O1,MetXBioDB,0.8813559322033898,test
CCNCC(=O)Nc1c(C)cccc1C,DBMET00257,monoethylglycinexylidide,DBMET01090,3-Hydroxymonoethylglycinexylidide,,DB00281,CCNCC(=O)Nc1c(C)ccc(O)c1C,Both,0.6571428571428571,test
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,,Quercitrin,,L-Rhamnose,EC 3.2.1.X,Quercitrin,CC1OC(O)C(O)C(O)C1O,MetXBioDB,0.2222222222222222,test
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,DB01171,Moclobemide,DBMET02150,Moclobemide M5,,DB01171,O=C(NCC[N+]1([O-])CCOCC1)c1ccc(Cl)cc1,DrugBank,0.5652173913043478,test
CCCCOCCOC(=O)c1cccnc1,DB12911,Nicoboxil,DBMET02072,2-butoxyethanol,Albumin,DB12911,CCCCOCCO,DrugBank,0.325,test
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,DB00396,Progesterone,DBMET01727,21-OH-progesterone,"Cytochrome P450 2C19, Cytochrome P450 2C9",DB00396,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,Both,0.7755102040816326,test
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,DBMET00254,2-hydroxyimipramine,DBMET00680,2-hydroxy-imipramine glucuronide,,DB00458,CN(C)CCCN1c2ccccc2CCc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21,DrugBank,0.5238095238095238,test
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,DB00862,Vardenafil,DBMET03640,N-desethylvardenafil,Cytochrome P450 3A4,DB00862,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCNCC4)ccc3OCC)[nH]n12,DrugBank,0.8307692307692308,test
CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,DBMET00109,3'-Hydroxyhexobarbital,DBMET01214,3'-Oxohexobarbital,,DB01355,CN1C(=O)NC(=O)C(C)(C2=CC(=O)CCC2)C1=O,DrugBank,0.3396226415094339,test
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,DBMET00558,Dihydrotestosterone,DBMET02830,5-alpha androstanedione,,DB01420,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2=O,DrugBank,0.6511627906976745,test
CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,DB11366,Roquinimex,DBMET01691,"4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cytochrome P450 3A4,DB11366,CN(C(=O)c1c(O)c2ccc(O)cc2n(C)c1=O)c1ccccc1,Both,0.7727272727272727,test
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,DB00674,Galantamine,DBMET03139,Galantamine N-oxide,Cytochrome P450 3A4,DB00674,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](C)([O-])C2,Both,0.6440677966101694,test
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,DB13609,Umifenovir,DBMET03044,Arbidol M5 metabolite,"Cytochrome P450 3A4, Flavin-containing monooxygenase 1, Flavin-containing monooxygenase 3",DB13609,CCOC(=O)c1c(C[S+]([O-])c2ccccc2)n(C)c2cc(Br)c(O)c(CNC)c12,DrugBank,0.5555555555555556,test
O=C(O)c1c[nH]c2ccccc12,,3-Indole carboxylic acid,,,UGT,3-Indole carboxylic acid,O=C(OC1OC(C(=O)O)C(O)C(O)C1O)c1c[nH]c2ccccc12,MetXBioDB,0.4883720930232558,test
CCc1ccc(O)cc1,,4-Ethylphenol,,,UGT1A9,4-Ethylphenol,CCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1,MetXBioDB,0.3076923076923077,test
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,DB00603,Medroxyprogesterone acetate,DBMET02809,6β-Hydroxymedroxyprogesterone Acetate (M-2),Cytochrome P450 3A4,DB00603,CC(=O)OC1(C(C)=O)CCC2C3CC(C)(O)C4=CC(=O)CCC4(C)C3CCC21C,Both,0.6896551724137931,test
CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,,"Desmethylsibutramine, (S)-",,1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutylamine,CYP2B6,"Desmethylsibutramine, (S)-",CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,MetXBioDB,0.631578947368421,test
Oc1ccc(O)cc1,DB09526,Hydroquinone,DBMET02100,hydroquinone glucuronide,,DB03255,O=C(O)C1C(O)C(O)C(O)C(O)C1Oc1ccc(O)cc1,DrugBank,0.2758620689655172,test
CCOC1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)C(c2ccc(C(=O)O)cc2)C1,DB16200,Iptacopan,DBMET03749,M6 iptacopan,,DB16200,CCOC1CCN(Cc2c(OC)cc(CO)c3[nH]ccc23)C(c2ccc(C(=O)O)cc2)C1,DrugBank,0.8235294117647058,test
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,,Esfenvalerate,,4'-OH-esfenvalerate,CYP2C8; CYP2C9; CYP2C19; CYP3A4; CYP3A5,Esfenvalerate,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(O)cc2)c1)c1ccc(Cl)cc1,MetXBioDB,0.8627450980392157,test
O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,,Tizoxanide,,,UGT,Tizoxanide,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.55,test
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,DB00640,Adenosine,DBMET00485,Adenosine monophosphate,Adenosine kinase,DB00640,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,DrugBank,0.68,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,DB11763,Momelotinib,DBMET03717,Momelotinib M5 metabolite,,DB11763,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N(CC(=O)O)CC(=O)O)cc3)n2)cc1,DrugBank,0.6363636363636364,test
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,,Rabeprazole (rabeprazole_thioether),,Desmethylrabeprazole-thioether,CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,Rabeprazole (rabeprazole_thioether),Cc1c(OCCCO)ccnc1CSc1nc2ccccc2[nH]1,MetXBioDB,0.8076923076923077,test
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,,"7,3p,4p-Trihydroxyflavone",,,UGT1A9,"7,3p,4p-Trihydroxyflavone",O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,MetXBioDB,0.5370370370370371,test
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,DB00477,Chlorpromazine,DBMET01627,Opromazine,Cytochrome P450 3A4,DB00477,CN(C)CCCN1c2ccccc2[S+]([O-])c2ccc(Cl)cc21,Both,0.6041666666666666,test
Nc1ccc(C(=O)O)cc1,,4-aminobenzoate,,4-acetylaminobenzoate,NAT,4-aminobenzoate,CC(O)=Nc1ccc(C(=O)O)cc1,MetXBioDB,0.4444444444444444,test
O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,DB11421,Imidacloprid,DBMET01823,"1H-Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitroso-","Cytochrome P450 2B6, Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 3A4",DB11421,O=NNC1=NCCN1Cc1ccc(Cl)nc1,DrugBank,0.4545454545454545,test
c1ccc2[nH]c(-c3cscn3)nc2c1,DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,Cytochrome P450 1A2,DB00730,Oc1ccc2nc(-c3cscn3)[nH]c2c1,Both,0.7027027027027027,test
CC12CCC(CC1)C(C)(C)O2,DB03852,Eucalyptol,DBMET01574,"3alpha-hydroxy-1,8-cineole",Cytochrome P450 3A4,DB03852,CC12CCC(C(O)C1)C(C)(C)O2,Both,0.4482758620689655,test
